section	ix	mc	mn	onset	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	staff	voice	volta
0	0	0	1	0	3/8		1/4	3/2		3	69	1	1	
0	1	0	1	0	3/8		1/4	3/2		0	72	1	1	
0	2	0	1	1/8	1/8		1/8	1		3	57	2	1	
0	3	0	1	1/8	3/8		1/4	3/2		3	57	2	2	
0	4	0	1	1/4	1/8		1/8	1		4	64	2	1	
0	5	0	1	3/8	1/8		1/8	1		2	62	2	1	
0	6	0	1	3/8	1/8		1/8	1		8	68	1	1	
0	7	0	1	3/8	1/8		1/8	1		5	71	1	1	
0	8	1	2	0	1/2		1/2	1		4	64	1	2	
0	9	1	2	0	3/8		1/4	3/2		3	69	1	1	
0	10	1	2	1/8	1/8		1/8	1		3	57	2	1	
0	11	1	2	1/8	3/8		1/4	3/2		3	57	2	2	
0	12	1	2	1/4	1/8		1/8	1		0	60	2	1	
0	13	1	2	3/8	1/8		1/8	1		5	59	2	1	
0	14	1	2	3/8	1/8		1/8	1		8	68	1	1	
0	15	2	3	0	1/2		1/2	1		4	64	1	2	
0	16	2	3	0	3/8		1/4	3/2		3	69	1	1	
0	17	2	3	1/8	1/8		1/8	1		3	57	2	1	
0	18	2	3	1/4	1/8		1/8	1		0	60	2	1	
0	19	2	3	3/8	1/8		1/8	1		8	56	2	1	
0	20	2	3	3/8	1/8		1/8	1		5	71	1	1	
0	21	3	4	0	1/4		1/4	1		3	69	1	2	
0	22	3	4	0	1/4		1/4	1		0	72	1	1	
0	23	3	4	0	0	appoggiatura	1/8	1		2	74	1	1	
0	24	3	4	1/8	1/8		1/8	1		3	57	2	1	
0	25	3	4	1/4	1/8		1/8	1		4	64	2	1	
0	26	3	4	1/4	1/4		1/4	1		8	68	1	2	
0	27	3	4	1/4	1/4		1/4	1		5	71	1	1	
0	28	3	4	3/8	1/8		1/8	1		4	52	2	1	
0	29	4	5	0	1/2		1/2	1		3	69	1	2	
0	30	4	5	0	3/8		1/4	3/2		2	74	1	1	
0	31	4	5	1/8	1/8		1/8	1		-1	53	2	1	
0	32	4	5	1/4	1/8		1/8	1		-1	65	2	1	
0	33	4	5	3/8	1/8		1/8	1		4	64	2	1	
0	34	4	5	3/8	1/8		1/8	1		0	72	1	1	
0	35	5	6	0	1/2		1/2	1		3	69	1	2	
0	36	5	6	0	3/8		1/4	3/2		-1	77	1	1	
0	37	5	6	1/8	1/8		1/8	1		2	50	2	1	
0	38	5	6	1/4	1/8		1/8	1		2	62	2	1	
0	39	5	6	3/8	1/8		1/8	1		0	60	2	1	
0	40	5	6	3/8	1/8		1/8	1		4	76	1	1	
0	41	6	7	0	3/8		1/4	3/2		8	68	1	2	
0	42	6	7	0	3/8		1/4	3/2		2	74	1	1	
0	43	6	7	1/8	1/8		1/8	1		5	47	2	1	
0	44	6	7	1/4	1/8		1/8	1		5	59	2	1	
0	45	6	7	3/8	1/8		1/8	1		3	57	2	1	
0	46	6	7	3/8	1/8		1/8	1		3	69	1	2	
0	47	6	7	3/8	1/8		1/8	1		0	72	1	1	
0	48	7	8	0	1/4		1/4	1		4	52	2	1	
0	49	7	8	0	1/4		1/4	1		4	64	2	1	
0	50	7	8	0	1/4		1/4	1		8	68	1	2	
0	51	7	8	0	1/4		1/4	1		5	71	1	1	
0	52	7	8	0	0	appoggiatura	1/8	1		0	72	1	1	
0	53	7	8	1/4	1/4		1/4	1		4	52	2	1	
0	54	7	8	1/4	1/8		1/8	1		8	68	1	1	
0	55	7	8	3/8	1/8		1/8	1		4	64	1	1	
0	56	8	9	0	3/8		1/4	3/2		3	69	1	2	
0	57	8	9	0	3/8		1/4	3/2		0	72	1	1	
0	58	8	9	1/8	1/8		1/8	1		3	57	2	1	
0	59	8	9	1/8	3/8		1/4	3/2		3	57	2	2	
0	60	8	9	1/4	1/8		1/8	1		4	64	2	1	
0	61	8	9	3/8	1/8		1/8	1		2	62	2	1	
0	62	8	9	3/8	1/8		1/8	1		8	68	1	2	
0	63	8	9	3/8	1/8		1/8	1		5	71	1	1	
0	64	9	10	0	1/2		1/2	1		4	64	1	2	
0	65	9	10	0	3/8		1/4	3/2		3	69	1	1	
0	66	9	10	1/8	1/8		1/8	1		3	57	2	1	
0	67	9	10	1/8	3/8		1/4	3/2		3	57	2	2	
0	68	9	10	1/4	1/8		1/8	1		0	60	2	1	
0	69	9	10	3/8	1/8		1/8	1		5	59	2	1	
0	70	9	10	3/8	1/8		1/8	1		8	68	1	1	
0	71	10	11	0	1/2		1/2	1		4	64	1	2	
0	72	10	11	0	3/8		1/4	3/2		3	69	1	1	
0	73	10	11	1/8	1/8		1/8	1		3	57	2	1	
0	74	10	11	1/4	1/8		1/8	1		0	60	2	1	
0	75	10	11	3/8	1/8		1/8	1		8	56	2	1	
0	76	10	11	3/8	1/8		1/8	1		5	71	1	1	
0	77	11	12	0	1/4		1/4	1		3	69	1	1	
0	78	11	12	0	1/4		1/4	1		0	72	1	1	
0	79	11	12	0	0	appoggiatura	1/8	1		2	74	1	1	
0	80	11	12	1/8	1/8		1/8	1		3	57	2	1	
0	81	11	12	1/4	1/8		1/8	1		4	64	2	1	
0	82	11	12	1/4	1/4		1/4	1		8	68	1	1	
0	83	11	12	1/4	1/4		1/4	1		5	71	1	1	
0	84	11	12	3/8	1/8		1/8	1		4	52	2	1	
0	85	12	13	0	1/2		1/2	1		3	69	1	2	
0	86	12	13	0	3/8		1/4	3/2		-1	77	1	1	
0	87	12	13	1/8	1/8		1/8	1		2	50	2	1	
0	88	12	13	1/4	1/8		1/8	1		2	62	2	1	
0	89	12	13	3/8	1/8		1/8	1		0	60	2	1	
0	90	12	13	3/8	1/8		1/8	1		4	76	1	1	
0	91	13	14	0	1/2		1/2	1		3	69	1	2	
0	92	13	14	0	3/8		1/4	3/2		2	74	1	1	
0	93	13	14	1/8	1/8		1/8	1		-1	53	2	1	
0	94	13	14	1/4	1/8		1/8	1		-1	65	2	1	
0	95	13	14	3/8	1/8		1/8	1		4	64	2	1	
0	96	13	14	3/8	1/8		1/8	1		0	72	1	1	
0	97	14	15	0	1/4		1/4	1		2	62	2	1	
0	98	14	15	0	1/4		1/4	1		5	71	1	1	
0	99	14	15	0	0	appoggiatura	1/8	1		0	72	1	1	
0	100	14	15	1/4	1/4		1/4	1		4	64	2	1	
0	101	14	15	1/4	1/8		1/8	1		3	69	1	1	
0	102	14	15	3/8	1/8		1/8	1		8	68	1	1	
0	103	15	16	0	1/4		1/4	1		-1	65	2	1	
0	104	15	16	0	1/8		1/8	1		3	69	1	1	
0	105	15	16	1/8	1/8		1/8	1		7	73	1	1	
0	106	15	16	1/4	1/8		1/8	1		2	74	1	1	
0	107	15	16	3/8	1/8		1/8	1		4	76	1	1	
0	108	16	17	0	1/2		1/2	1		3	69	1	2	
0	109	16	17	0	3/8		1/4	3/2		-1	77	1	1	
0	110	16	17	1/8	1/8		1/8	1		2	50	2	1	
0	111	16	17	1/4	1/8		1/8	1		2	62	2	1	
0	112	16	17	3/8	1/8		1/8	1		0	60	2	1	
0	113	16	17	3/8	1/8		1/8	1		4	76	1	1	
0	114	17	18	0	3/8		1/4	3/2		2	74	1	1	
0	115	17	18	0	3/8		1/4	3/2		8	80	1	1	
0	116	17	18	1/8	1/8		1/8	1		5	47	2	1	
0	117	17	18	1/4	1/8		1/8	1		5	59	2	1	
0	118	17	18	3/8	1/8		1/8	1		3	57	2	1	
0	119	17	18	3/8	1/8		1/8	1		0	72	1	1	
0	120	17	18	3/8	1/8		1/8	1		3	81	1	1	
0	121	18	19	0	1/4		1/4	1		2	62	2	1	
0	122	18	19	0	1/4		1/4	1		5	71	1	1	
0	123	18	19	0	0	appoggiatura	1/8	1		0	72	1	1	
0	124	18	19	0	1/4		1/4	1		2	74	1	1	
0	125	18	19	0	0	appoggiatura	1/8	1		4	76	1	1	
0	126	18	19	1/4	1/4		1/4	1		4	64	2	1	
0	127	18	19	1/4	1/8		1/8	1		3	69	1	1	
0	128	18	19	1/4	1/8		1/8	1		0	72	1	1	
0	129	18	19	3/8	1/8		1/8	1		8	68	1	1	
0	130	18	19	3/8	1/8		1/8	1		5	71	1	1	
0	131	19	20	0	1/4		1/4	1		3	57	2	1	
0	132	19	20	0	1/8		1/8	1		3	69	1	1	
0	133	19	20	1/8	1/8		1/8	1		0	72	1	1	
0	134	19	20	1/4	1/8		1/8	1		2	74	1	1	
0	135	19	20	3/8	1/8		1/8	1		4	76	1	1	
0	136	20	21	0	3/8		1/4	3/2		-1	77	1	1	
0	137	20	21	1/8	1/8		1/8	1		3	57	2	1	
0	138	20	21	1/8	3/8		1/4	3/2		3	57	2	2	
0	139	20	21	1/4	1/8		1/8	1		0	60	2	1	
0	140	20	21	3/8	1/8		1/8	1		-1	65	2	1	
0	141	20	21	3/8	1/8		1/8	1		3	81	1	1	
0	142	21	22	0	1/8		1/8	1		-1	77	1	1	
0	143	21	22	1/8	1/8		1/8	1		1	55	2	1	
0	144	21	22	1/8	3/8		1/4	3/2		1	55	2	2	
0	145	21	22	1/8	1/8		1/8	1		4	76	1	1	
0	146	21	22	1/4	1/8		1/8	1		0	60	2	1	
0	147	21	22	1/4	1/8		1/8	1		9	75	1	1	
0	148	21	22	3/8	1/8		1/8	1		4	64	2	1	
0	149	21	22	3/8	1/8		1/8	1		4	76	1	1	
0	150	22	23	0	3/8		1/4	3/2		3	81	1	1	
0	151	22	23	1/8	1/8		1/8	1		-1	53	2	1	
0	152	22	23	1/8	3/8		1/4	3/2		-1	53	2	2	
0	153	22	23	1/4	1/8		1/8	1		3	57	2	1	
0	154	22	23	3/8	1/8		1/8	1		0	60	2	1	
0	155	22	23	3/8	1/8		1/8	1		0	84	1	1	
0	156	23	24	0	1/8		1/8	1		3	81	1	1	
0	157	23	24	1/8	1/8		1/8	1		4	52	2	1	
0	158	23	24	1/8	3/8		1/4	3/2		4	52	2	2	
0	159	23	24	1/8	1/8		1/8	1		1	79	1	1	
0	160	23	24	1/4	1/8		1/8	1		1	55	2	1	
0	161	23	24	1/4	1/8		1/8	1		6	78	1	1	
0	162	23	24	3/8	1/8		1/8	1		0	60	2	1	
0	163	23	24	3/8	1/8		1/8	1		1	79	1	1	
0	164	24	25	0	0	grace16	1/16	1		0	72	1	1	
0	165	24	25	0	3/8		1/4	3/2		0	84	1	1	
0	166	24	25	1/8	1/8		1/8	1		4	64	2	1	
0	167	24	25	1/8	3/8		1/4	3/2		4	64	2	2	
0	168	24	25	1/4	1/8		1/8	1		1	67	2	1	
0	169	24	25	3/8	1/8		1/8	1		0	72	2	1	
0	170	24	25	3/8	1/8		1/8	1		5	83	1	1	
0	171	25	26	0	1/8		1/8	1		-1	65	2	1	
0	172	25	26	0	1/8		1/8	1		5	83	1	1	
0	173	25	26	1/8	1/8		1/8	1		0	72	2	1	
0	174	25	26	1/8	1/8		1/8	1		3	81	1	1	
0	175	25	26	1/4	1/8		1/8	1		4	64	2	1	
0	176	25	26	1/4	1/8		1/8	1		3	81	1	1	
0	177	25	26	3/8	1/8		1/8	1		0	72	2	1	
0	178	25	26	3/8	1/8		1/8	1		1	79	1	1	
0	179	26	27	0	1/8		1/8	1		2	62	2	1	
0	180	26	27	0	1/8		1/8	1		1	79	1	1	
0	181	26	27	1/8	1/8		1/8	1		5	71	2	1	
0	182	26	27	1/8	1/8		1/8	1		-1	77	1	1	
0	183	26	27	1/4	1/8		1/8	1		0	60	2	1	
0	184	26	27	1/4	1/8		1/8	1		-1	77	1	1	
0	185	26	27	3/8	1/8		1/8	1		0	72	2	1	
0	186	26	27	3/8	1/8		1/8	1		4	76	1	1	
0	187	27	28	0	1/4		1/4	1		1	67	2	1	
0	188	27	28	0	1/4		1/4	1		0	72	1	1	
0	189	27	28	0	1/4		1/4	1		4	76	1	1	
0	190	27	28	1/4	1/4		1/4	1		1	55	2	1	
0	191	27	28	1/4	1/4		1/4	1		5	71	1	1	
0	192	27	28	1/4	1/4		1/4	1		2	74	1	1	
0	193	28	29	0	3/8		1/4	3/2		0	72	1	1	
0	194	28	29	0	3/8		1/4	3/2		-3	75	1	1	
0	195	28	29	1/8	1/8		1/8	1		0	60	2	1	
0	196	28	29	1/8	3/8		1/4	3/2		0	60	2	2	
0	197	28	29	1/4	1/8		1/8	1		1	67	2	1	
0	198	28	29	3/8	1/8		1/8	1		-1	65	2	1	
0	199	28	29	3/8	1/8		1/8	1		5	71	1	1	
0	200	28	29	3/8	1/8		1/8	1		2	74	1	1	
0	201	29	30	0	3/8		1/4	3/2		0	72	1	1	
0	202	29	30	1/8	1/8		1/8	1		0	60	2	1	
0	203	29	30	1/8	3/8		1/4	3/2		0	60	2	2	
0	204	29	30	1/4	1/8		1/8	1		-3	63	2	1	
0	205	29	30	3/8	1/8		1/8	1		2	62	2	1	
0	206	29	30	3/8	1/8		1/8	1		5	71	1	1	
0	207	29	30	3/8	1/8		1/8	1		2	74	1	1	
0	208	30	31	0	1/2		1/2	1		0	72	1	2	
0	209	30	31	0	3/8		1/4	3/2		-3	75	1	1	
0	210	30	31	1/8	1/8		1/8	1		0	60	2	1	
0	211	30	31	1/4	1/8		1/8	1		-3	63	2	1	
0	212	30	31	3/8	1/8		1/8	1		-4	56	2	1	
0	213	30	31	3/8	1/8		1/8	1		-1	77	1	1	
0	214	31	32	0	1/4		1/4	1		0	72	1	1	
0	215	31	32	0	1/4		1/4	1		-3	75	1	1	
0	216	31	32	1/8	1/8		1/8	1		1	55	2	1	
0	217	31	32	1/4	1/8		1/8	1		6	54	2	1	
0	218	31	32	1/4	1/4		1/4	1		5	71	1	1	
0	219	31	32	1/4	1/4		1/4	1		2	74	1	1	
0	220	31	32	3/8	1/8		1/8	1		1	55	2	1	
0	221	32	33	0	3/8		1/4	3/2		2	74	1	1	
0	222	32	33	0	3/8		1/4	3/2		-1	77	1	1	
0	223	32	33	1/8	1/8		1/8	1		1	55	2	1	
0	224	32	33	1/8	3/8		1/4	3/2		1	55	2	2	
0	225	32	33	1/4	1/8		1/8	1		5	59	2	1	
0	226	32	33	3/8	1/8		1/8	1		0	60	2	1	
0	227	32	33	3/8	1/8		1/8	1		0	72	1	1	
0	228	32	33	3/8	1/8		1/8	1		4	76	1	1	
0	229	33	34	0	3/8		1/4	3/2		5	71	1	1	
0	230	33	34	0	3/8		1/4	3/2		2	74	1	1	
0	231	33	34	1/8	1/8		1/8	1		1	55	2	1	
0	232	33	34	1/8	3/8		1/4	3/2		1	55	2	2	
0	233	33	34	1/4	1/8		1/8	1		-1	65	2	1	
0	234	33	34	3/8	1/8		1/8	1		4	64	2	1	
0	235	33	34	3/8	1/8		1/8	1		0	72	1	1	
0	236	33	34	3/8	1/8		1/8	1		4	76	1	1	
0	237	34	35	0	3/8		1/4	3/2		2	74	1	1	
0	238	34	35	0	3/8		1/4	3/2		-1	77	1	1	
0	239	34	35	1/8	1/8		1/8	1		2	62	2	1	
0	240	34	35	1/4	1/8		1/8	1		5	59	2	1	
0	241	34	35	3/8	1/8		1/8	1		1	55	2	1	
0	242	34	35	3/8	1/8		1/8	1		4	76	1	1	
0	243	34	35	3/8	1/8		1/8	1		1	79	1	1	
0	244	35	36	0	1/4		1/4	1		2	74	1	1	
0	245	35	36	0	1/4		1/4	1		-1	77	1	1	
0	246	35	36	1/8	1/8		1/8	1		5	59	2	1	
0	247	35	36	1/4	1/8		1/8	1		0	60	2	1	
0	248	35	36	1/4	1/4		1/4	1		0	72	1	1	
0	249	35	36	1/4	1/4		1/4	1		4	76	1	1	
0	250	35	36	3/8	1/8		1/8	1		0	48	2	1	
0	251	36	37	0	1/8		1/8	1		4	52	2	1	
0	252	36	37	0	3/8		1/4	3/2		1	79	1	1	
0	253	36	37	0	3/8		1/4	3/2		0	84	1	1	
0	254	36	37	1/8	1/8		1/8	1		4	64	2	1	
0	255	36	37	1/4	1/8		1/8	1		1	67	2	1	
0	256	36	37	3/8	1/8		1/8	1		2	62	2	1	
0	257	36	37	3/8	1/8		1/8	1		-1	77	1	1	
0	258	36	37	3/8	1/8		1/8	1		5	83	1	1	
0	259	37	38	0	1/8		1/8	1		0	48	2	1	
0	260	37	38	0	3/8		1/4	3/2		4	76	1	1	
0	261	37	38	0	3/8		1/4	3/2		3	81	1	1	
0	262	37	38	1/8	1/8		1/8	1		0	60	2	1	
0	263	37	38	1/4	1/8		1/8	1		4	64	2	1	
0	264	37	38	3/8	1/8		1/8	1		5	59	2	1	
0	265	37	38	3/8	1/8		1/8	1		2	74	1	1	
0	266	37	38	3/8	1/8		1/8	1		1	79	1	1	
0	267	38	39	0	1/8		1/8	1		3	45	2	1	
0	268	38	39	0	3/8		1/4	3/2		0	72	1	1	
0	269	38	39	0	3/8		1/4	3/2		-1	77	1	1	
0	270	38	39	1/8	1/8		1/8	1		3	57	2	1	
0	271	38	39	1/4	1/8		1/8	1		0	60	2	1	
0	272	38	39	3/8	1/8		1/8	1		1	55	2	1	
0	273	38	39	3/8	1/8		1/8	1		5	71	1	1	
0	274	38	39	3/8	1/8		1/8	1		4	76	1	1	
0	275	39	40	0	1/8		1/8	1		-1	41	2	1	
0	276	39	40	0	3/8		1/4	3/2		3	69	1	1	
0	277	39	40	0	3/8		1/4	3/2		2	74	1	1	
0	278	39	40	1/8	1/8		1/8	1		-1	53	2	1	
0	279	39	40	1/4	1/8		1/8	1		3	57	2	1	
0	280	39	40	3/8	1/8		1/8	1		4	52	2	1	
0	281	39	40	3/8	1/8		1/8	1		1	67	1	1	
0	282	39	40	3/8	1/8		1/8	1		7	73	1	1	
0	283	40	41	0	1/4		1/4	1		-1	53	2	1	
0	284	40	41	0	1/8		1/8	1		2	74	1	1	
0	285	40	41	1/8	1/8		1/8	1		3	69	1	1	
0	286	40	41	1/4	1/4		1/4	1		7	49	2	1	
0	287	40	41	1/4	1/8		1/8	1		4	76	1	1	
0	288	40	41	3/8	1/8		1/8	1		3	69	1	1	
0	289	41	42	0	1/4		1/4	1		2	50	2	1	
0	290	41	42	0	1/8		1/8	1		-1	77	1	1	
0	291	41	42	1/8	1/8		1/8	1		3	81	1	1	
0	292	41	42	1/4	1/8		1/8	1		-1	77	1	1	
0	293	41	42	3/8	1/8		1/8	1		-1	53	2	1	
0	294	41	42	3/8	1/8		1/8	1		2	74	1	1	
0	295	42	43	0	1/4		1/4	1		1	55	2	1	
0	296	42	43	0	1/4		1/4	1		4	64	1	1	
0	297	42	43	0	1/4		1/4	1		1	67	1	1	
0	298	42	43	0	1/4		1/4	1		0	72	1	1	
0	299	42	43	1/4	1/4		1/4	1		1	43	2	1	
0	300	42	43	1/4	1/4		1/4	1		1	67	1	1	
0	301	42	43	1/4	1/4		1/4	1		5	71	1	1	
