section	ix	mc	mn	onset	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	staff	voice	volta
0	0	0	0	0	1/4		1/4	1	1	1	79	1	1	
0	1	1	1	0	3/4		1/2	3/2		0	60	2	1	
0	2	1	1	0	3/4		1/2	3/2		-3	63	2	1	
0	3	1	1	0	1/4		1/4	1	-1	1	79	1	1	
0	4	1	1	1/4	1/4		1/4	1		-3	75	1	1	
0	5	1	1	1/2	1/4		1/4	1	1	0	72	1	1	
0	6	2	2	0	3/4		1/2	3/2		2	62	2	1	
0	7	2	2	0	3/4		1/2	3/2		-1	65	2	1	
0	8	2	2	0	1/4		1/4	1	-1	0	72	1	1	
0	9	2	2	1/4	1/4		1/4	1		5	71	1	1	
0	10	2	2	1/2	1/4		1/4	1	1	-4	80	1	1	
0	11	3	3	0	3/4		1/2	3/2		5	59	2	1	
0	12	3	3	0	3/4		1/2	3/2		2	62	2	1	
0	13	3	3	0	1/4		1/4	1	-1	-4	80	1	1	
0	14	3	3	1/4	1/4		1/4	1		1	79	1	1	
0	15	3	3	1/2	1/4		1/4	1	1	-1	77	1	1	
0	16	4	4	0	3/4		1/2	3/2		0	60	2	1	
0	17	4	4	0	3/4		1/2	3/2		1	67	2	1	
0	18	4	4	0	1/4		1/4	1	-1	-1	77	1	1	
0	19	4	4	1/4	1/4		1/4	1		-3	75	1	1	
0	20	4	4	1/2	1/4		1/4	1	1	1	79	1	1	
0	21	5	5	0	1/2		1/2	1		-3	63	2	2	
0	22	5	5	0	3/4		1/2	3/2		1	67	2	1	
0	23	5	5	0	1/4		1/4	1	-1	1	79	1	1	
0	24	5	5	1/4	1/4		1/4	1		0	84	1	1	
0	25	5	5	1/2	1/4		1/4	1		4	64	2	2	
0	26	5	5	1/2	1/4		1/4	1	1	-2	82	1	1	
0	27	6	6	0	1/2		1/2	1		-1	65	2	2	
0	28	6	6	0	1/2		1/2	1		-4	68	2	1	
0	29	6	6	0	1/4		1/4	1	-1	-2	82	1	1	
0	30	6	6	1/4	1/4		1/4	1		-4	80	1	1	
0	31	6	6	1/2	1/4		1/4	1		1	67	2	2	
0	32	6	6	1/2	1/4		1/4	1		-2	70	2	1	
0	33	6	6	1/2	1/4		1/4	1	1	1	79	1	1	
0	34	7	7	0	1/2		1/2	1		-4	68	2	2	
0	35	7	7	0	3/4		1/2	3/2	1	0	72	2	1	
0	36	7	7	0	1/4		1/4	1	-1	1	79	1	1	
0	37	7	7	1/4	1/4		1/4	1		-1	77	1	1	
0	38	7	7	1/2	1/4		1/4	1		3	69	2	2	
0	39	7	7	1/2	1/4		1/4	1	1	6	78	1	1	
0	40	8	8	0	1/2		1/2	1		1	67	2	2	
0	41	8	8	0	1/4		1/4	1	-1	0	72	2	1	
0	42	8	8	0	1/4		1/4	1	-1	6	78	1	1	
0	43	8	8	1/4	1/4		1/4	1		5	71	2	1	
0	44	8	8	1/4	1/4		1/4	1		1	79	1	1	
0	45	8	8	1/2	1/4		1/4	1	1	1	67	1	1	
0	46	9	9	0	3/4		1/2	3/2		0	48	2	1	
0	47	9	9	0	3/4		1/2	3/2		-3	51	2	1	
0	48	9	9	0	1/4		1/4	1	-1	1	67	1	1	
0	49	9	9	1/4	1/4		1/4	1		-3	63	1	1	
0	50	9	9	1/2	1/4		1/4	1	1	0	60	1	1	
0	51	10	10	0	3/4		1/2	3/2		2	50	2	1	
0	52	10	10	0	3/4		1/2	3/2		-1	53	2	1	
0	53	10	10	0	1/4		1/4	1	-1	0	60	1	1	
0	54	10	10	1/4	1/4		1/4	1		5	59	1	1	
0	55	10	10	1/2	1/4		1/4	1	1	-4	68	1	1	
0	56	11	11	0	3/4		1/2	3/2		5	47	2	1	
0	57	11	11	0	3/4		1/2	3/2		2	50	2	1	
0	58	11	11	0	1/4		1/4	1	-1	-4	68	1	1	
0	59	11	11	1/4	1/4		1/4	1		1	67	1	1	
0	60	11	11	1/2	1/4		1/4	1	1	-1	65	1	1	
0	61	12	12	0	3/4		1/2	3/2		-2	46	2	1	
0	62	12	12	0	3/4		1/2	3/2		-5	49	2	1	
0	63	12	12	0	1/4		1/4	1	-1	-1	65	1	1	
0	64	12	12	1/4	1/4		1/4	1		4	64	1	1	
0	65	12	12	1/2	1/4		1/4	1	1	-5	73	1	1	
0	66	13	13	0	3/4		1/2	3/2		4	52	2	2	
0	67	13	13	0	1/2		1/2	1		1	55	2	1	
0	68	13	13	0	1/4		1/4	1	-1	-5	73	1	1	
0	69	13	13	1/4	1/4		1/4	1		0	72	1	1	
0	70	13	13	1/2	1/4		1/4	1	1	0	60	2	1	
0	71	13	13	1/2	1/4		1/4	1		-2	70	1	1	
0	72	14	14	0	1/4		1/4	1		-1	53	2	2	
0	73	14	14	0	3/4		1/2	3/2	-1	0	60	2	1	
0	74	14	14	0	1/4		1/4	1		-4	68	1	1	
0	75	14	14	1/4	1/4		1/4	1		1	55	2	2	
0	76	14	14	1/4	1/4		1/4	1		1	67	1	1	
0	77	14	14	1/2	1/4		1/4	1		-4	56	2	2	
0	78	14	14	1/2	1/4		1/4	1		6	66	1	1	
0	79	15	15	0	1/4		1/4	1		1	55	2	1	
