section	ix	mc	mn	onset	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	staff	voice	volta
0	0	0	0	0	1/16		1/16	1		0	84	1	1	
0	1	0	0	1/16	1/16		1/16	1		3	81	1	1	
0	2	1	1	0	1/8		1/8	1		-1	77	1	1	
0	3	1	1	1/8	1/8		1/8	1		-1	77	1	1	
0	4	1	1	1/4	1/8		1/8	1		-1	77	1	1	
0	5	2	2	0	1/8		1/8	1		1	67	2	1	
0	6	2	2	0	1/8		1/8	1		0	72	2	1	
0	7	2	2	0	0	grace16	1/16	1		4	76	1	1	
0	8	2	2	0	1/8		1/8	1		-2	82	1	1	
0	9	3	3	0	1/8		1/8	1		-1	65	2	1	
0	10	3	3	0	1/8		1/8	1		0	72	2	1	
0	11	3	3	0	0	grace16	1/16	1		-1	77	1	1	
0	12	3	3	0	1/8		1/8	1		3	81	1	1	
0	13	4	4	0	1/8		1/8	1		-2	70	2	1	
0	14	4	4	0	1/8		1/8	1		0	72	2	1	
0	15	4	4	0	0	grace16	1/16	1		4	76	1	1	
0	16	4	4	0	1/8		1/8	1		1	79	1	1	
0	17	5	5	0	3/8		1/4	3/2		3	69	2	1	
0	18	5	5	0	1/16		1/16	1		-1	77	1	1	
0	19	5	5	1/16	1/16		1/16	1		1	79	1	1	
0	20	5	5	1/8	1/16		1/16	1		3	81	1	1	
0	21	5	5	3/16	1/16		1/16	1		-1	77	1	1	
0	22	5	5	1/4	1/16		1/16	1		0	72	1	1	
0	23	5	5	5/16	1/16		1/16	1		7	73	1	1	
0	24	6	6	0	1/8		1/8	1		-2	70	2	1	
0	25	6	6	0	1/16		1/16	1		2	74	1	1	
0	26	6	6	1/16	1/16		1/16	1		4	76	1	1	
0	27	6	6	1/8	1/16		1/16	1		-1	77	1	1	
0	28	6	6	3/16	1/16		1/16	1		2	74	1	1	
0	29	6	6	1/4	1/16		1/16	1		1	67	1	1	
0	30	6	6	5/16	1/16		1/16	1		3	69	1	1	
0	31	7	7	0	1/8		1/8	1		1	55	2	1	
0	32	7	7	0	1/16		1/16	1		-2	70	1	1	
0	33	7	7	1/16	1/16		1/16	1		0	72	1	1	
0	34	7	7	1/8	1/8		1/8	1		-2	58	2	1	
0	35	7	7	1/8	1/16		1/16	1		2	74	1	1	
0	36	7	7	3/16	1/16		1/16	1		-2	70	1	1	
0	37	7	7	1/4	1/8		1/8	1		5	59	2	1	
0	38	7	7	1/4	1/16		1/16	1		2	62	1	1	
0	39	7	7	5/16	1/16		1/16	1		-1	65	1	1	
0	40	8	8	0	1/8		1/8	1		0	60	2	1	
0	41	8	8	0	1/16		1/16	1		4	64	1	1	
0	42	8	8	1/16	1/16		1/16	1		-1	65	1	1	
0	43	8	8	1/8	1/16		1/16	1		1	67	1	1	
0	44	8	8	3/16	1/16		1/16	1		4	64	1	1	
0	45	8	8	1/4	1/16		1/16	1		0	72	1	1	
0	46	8	8	5/16	1/16		1/16	1		3	69	1	1	
0	47	9	9	0	1/8		1/8	1		-1	65	1	1	
0	48	9	9	1/8	1/8		1/8	1		-1	65	1	1	
0	49	9	9	1/4	1/8		1/8	1		-1	65	1	1	
0	50	10	10	0	1/8		1/8	1		1	55	2	1	
0	51	10	10	0	1/8		1/8	1		0	60	2	1	
0	52	10	10	0	0	grace16	1/16	1		4	64	1	1	
0	53	10	10	0	1/8		1/8	1		-2	70	1	1	
0	54	11	11	0	1/8		1/8	1		-1	53	2	1	
0	55	11	11	0	1/8		1/8	1		0	60	2	1	
0	56	11	11	0	0	grace16	1/16	1		-1	65	1	1	
0	57	11	11	0	1/8		1/8	1		3	69	1	1	
0	58	12	12	0	1/8		1/8	1		-2	58	2	1	
0	59	12	12	0	1/8		1/8	1		0	60	2	1	
0	60	12	12	0	0	grace16	1/16	1		4	64	1	1	
0	61	12	12	0	1/8		1/8	1		1	67	1	1	
0	62	13	13	0	3/8		1/4	3/2		3	45	2	1	
0	63	13	13	0	3/8		1/4	3/2		3	57	2	1	
0	64	13	13	0	1/16		1/16	1		-1	65	1	1	
0	65	13	13	1/16	1/16		1/16	1		1	67	1	1	
0	66	13	13	1/8	1/16		1/16	1		3	69	1	1	
0	67	13	13	3/16	1/16		1/16	1		-2	70	1	1	
0	68	13	13	1/4	1/16		1/16	1		0	72	1	1	
0	69	13	13	5/16	1/16		1/16	1		7	73	1	1	
0	70	14	14	0	1/8		1/8	1		-2	46	2	1	
0	71	14	14	0	1/8		1/8	1		-2	58	2	1	
0	72	14	14	0	1/16		1/16	1		2	74	1	1	
0	73	14	14	1/16	1/16		1/16	1		4	76	1	1	
0	74	14	14	1/8	1/16		1/16	1		-1	77	1	1	
0	75	14	14	3/16	1/16		1/16	1		1	79	1	1	
0	76	14	14	1/4	1/16		1/16	1		3	81	1	1	
0	77	14	14	5/16	1/16		1/16	1		-2	82	1	1	
0	78	15	15	0	1/8		1/8	1		0	84	1	1	
0	79	15	15	1/8	1/8		1/8	1		0	60	2	1	
0	80	15	15	1/8	1/8		1/8	1		3	69	1	1	
0	81	15	15	1/8	1/8		1/8	1		-1	77	1	1	
0	82	15	15	1/4	1/8		1/8	1		0	48	2	1	
0	83	15	15	1/4	1/8		1/8	1		1	67	1	1	
0	84	15	15	1/4	1/8		1/8	1		4	76	1	1	
0	85	16	16	0	1/8		1/8	1		-1	53	2	1	
0	86	16	16	0	1/4		1/4	1		3	69	1	1	
0	87	16	16	0	1/4		1/4	1		-1	77	1	1	
0	88	16	16	1/8	1/8		1/8	1		-1	41	2	1	
0	89	16	16	1/4	1/8		1/8	1		-1	41	2	1	
0	90	17	17	0	1/8		1/8	1		-1	41	2	1	
0	91	17	17	0	1/8		1/8	1		2	62	1	1	
0	92	17	17	0	1/8		1/8	1		-2	70	1	1	
0	93	17	17	1/8	1/8		1/8	1		-1	41	2	1	
0	94	17	17	1/8	1/8		1/8	1		0	60	1	1	
0	95	17	17	1/8	1/8		1/8	1		3	69	1	1	
0	96	17	17	1/4	1/8		1/8	1		-1	41	2	1	
0	97	17	17	1/4	1/8		1/8	1		-2	58	1	1	
0	98	17	17	1/4	1/8		1/8	1		1	67	1	1	
0	99	18	18	0	1/8		1/8	1		-1	41	2	1	
0	100	18	18	0	1/8		1/8	1		-2	58	1	1	
0	101	18	18	0	1/8		1/8	1		1	67	1	1	
0	102	18	18	1/8	1/8		1/8	1		-1	41	2	1	
0	103	18	18	1/8	1/8		1/8	1		3	57	1	1	
0	104	18	18	1/8	1/8		1/8	1		-1	65	1	1	
0	105	18	18	1/4	1/8		1/8	1		-1	41	2	1	
0	106	18	18	1/4	1/8		1/8	1		3	57	1	1	
0	107	18	18	1/4	1/8		1/8	1		-1	65	1	1	
0	108	19	19	0	1/8		1/8	1		-1	41	2	1	
0	109	19	19	0	1/8		1/8	1		3	57	1	1	
0	110	19	19	0	1/8		1/8	1		-1	65	1	1	
0	111	19	19	1/8	1/8		1/8	1		-1	41	2	1	
0	112	19	19	1/8	1/8		1/8	1		-2	58	1	1	
0	113	19	19	1/8	1/8		1/8	1		1	67	1	1	
0	114	19	19	1/4	1/8		1/8	1		-1	41	2	1	
0	115	19	19	1/4	1/8		1/8	1		1	55	1	1	
0	116	19	19	1/4	1/8		1/8	1		4	64	1	1	
0	117	20	20	0	1/8		1/8	1		-1	41	2	1	
0	118	20	20	0	1/8		1/8	1		3	57	1	1	
0	119	20	20	0	1/8		1/8	1		-1	65	1	1	
0	120	20	20	1/8	1/8		1/8	1		-1	53	2	1	
0	121	20	20	1/4	1/8		1/8	1		-1	53	2	1	
0	122	21	21	0	1/8		1/8	1		-1	53	2	1	
0	123	21	21	0	1/8		1/8	1		-2	70	1	1	
0	124	21	21	0	1/8		1/8	1		2	74	1	1	
0	125	21	21	1/8	1/8		1/8	1		-1	53	2	1	
0	126	21	21	1/8	1/8		1/8	1		3	69	1	1	
0	127	21	21	1/8	1/8		1/8	1		0	72	1	1	
0	128	21	21	1/4	1/8		1/8	1		-1	53	2	1	
0	129	21	21	1/4	1/8		1/8	1		1	67	1	1	
0	130	21	21	1/4	1/8		1/8	1		-2	70	1	1	
0	131	22	22	0	1/8		1/8	1		-1	53	2	1	
0	132	22	22	0	1/8		1/8	1		1	67	1	1	
0	133	22	22	0	1/8		1/8	1		-2	70	1	1	
0	134	22	22	1/8	1/8		1/8	1		-1	53	2	1	
0	135	22	22	1/8	1/8		1/8	1		-1	65	1	1	
0	136	22	22	1/8	1/8		1/8	1		3	69	1	1	
0	137	22	22	1/4	1/8		1/8	1		-1	53	2	1	
0	138	22	22	1/4	1/8		1/8	1		-1	65	1	1	
0	139	22	22	1/4	1/8		1/8	1		3	69	1	1	
0	140	23	23	0	1/8		1/8	1		-1	53	2	1	
0	141	23	23	0	1/8		1/8	1		-1	65	1	1	
0	142	23	23	0	1/8		1/8	1		3	69	1	1	
0	143	23	23	1/8	1/8		1/8	1		-1	53	2	1	
0	144	23	23	1/8	1/8		1/8	1		1	67	1	1	
0	145	23	23	1/8	1/8		1/8	1		-2	70	1	1	
0	146	23	23	1/4	1/8		1/8	1		-1	53	2	1	
0	147	23	23	1/4	1/8		1/8	1		4	64	1	1	
0	148	23	23	1/4	1/8		1/8	1		1	67	1	1	
0	149	24	24	0	1/8		1/8	1		-1	53	2	1	
0	150	24	24	0	1/8		1/8	1		-1	65	1	1	
0	151	24	24	0	1/8		1/8	1		3	69	1	1	
0	152	24	24	1/8	1/8		1/8	1		-1	53	2	1	
0	153	24	24	1/4	1/8		1/8	1		-1	53	2	1	
0	154	25	25	0	1/8		1/8	1		-1	65	2	1	
0	155	25	25	1/16	1/16		1/16	1		3	69	1	1	
0	156	25	25	1/8	1/16		1/16	1		2	74	1	1	
0	157	25	25	3/16	1/16		1/16	1		-1	77	1	1	
0	158	25	25	1/4	1/8		1/8	1		3	81	1	1	
0	159	25	25	5/16	1/16		1/16	1		-1	65	2	1	
0	160	26	26	0	1/8		1/8	1		4	64	2	1	
0	161	26	26	1/16	1/16		1/16	1		1	67	1	1	
0	162	26	26	1/8	1/16		1/16	1		0	72	1	1	
0	163	26	26	3/16	1/16		1/16	1		4	76	1	1	
0	164	26	26	1/4	1/8		1/8	1		1	79	1	1	
