section	ix	mc	mn	onset	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	staff	voice	volta
0	0	0	1	0	1/2		1/2	1		3	45	2	1	
0	1	0	1	0	1/2		1/2	1		3	57	2	1	
0	2	0	1	0	0	grace32	1/32	1		7	61	1	1	
0	3	0	1	0	0	grace32	1/32	1		4	64	1	1	
0	4	0	1	0	1/2		1/2	1		3	69	1	1	
0	5	0	1	1/2	1/4		1/4	1		4	40	2	1	
0	6	0	1	1/2	1/4		1/4	1		4	52	2	1	
0	7	0	1	1/2	1/4		1/4	1		4	64	1	1	
0	8	1	2	0	1/4		1/4	1		7	49	2	1	
0	9	1	2	0	1/4		1/4	1		7	61	2	1	
0	10	1	2	0	1/8		1/8	1		7	73	1	1	
0	11	1	2	1/8	1/16		1/16	1		2	74	1	1	
0	12	1	2	3/16	1/16		1/16	1		5	71	1	1	
0	13	1	2	1/4	1/4		1/4	1		3	45	2	1	
0	14	1	2	1/4	1/4		1/4	1		3	57	2	1	
0	15	1	2	1/4	1/4		1/4	1		3	69	1	1	
0	16	2	3	0	1/8		1/8	1		4	76	1	1	
0	17	2	3	1/8	1/16		1/16	1		6	78	1	1	
0	18	2	3	3/16	1/16		1/16	1		2	74	1	1	
0	19	2	3	1/4	1/4		1/4	1		7	73	1	1	
0	20	2	3	1/2	1/4		1/4	1		3	57	2	1	
0	21	2	3	1/2	1/4		1/4	1		6	66	2	1	
0	22	2	3	1/2	1/4		1/4	1		7	85	1	1	
0	23	3	4	0	1/4		1/4	1		5	59	2	1	
0	24	3	4	0	1/4		1/4	1		3	69	2	1	
0	25	3	4	0	1/4		1/4	1		9	75	1	1	
0	26	3	4	1/4	1/4		1/4	1		4	64	2	1	
0	27	3	4	1/4	1/4		1/4	1		8	68	2	1	
0	28	3	4	1/4	3/8		1/4	3/2		4	76	1	1	
0	29	3	4	5/8	1/8		1/8	1		11	77	1	1	
0	30	4	5	0	1/8		1/8	1		8	80	1	1	
0	31	4	5	1/8	1/8		1/8	1		6	78	1	1	
0	32	4	5	1/4	1/8		1/8	1		4	76	1	1	
0	33	4	5	3/8	1/8		1/8	1		2	74	1	1	
0	34	4	5	1/2	1/8		1/8	1		7	73	1	1	
0	35	4	5	5/8	1/8		1/8	1		5	71	1	1	
0	36	5	6	0	1/8		1/8	1		4	52	2	1	
0	37	5	6	0	1/8		1/8	1		3	69	1	1	
0	38	5	6	1/8	1/8		1/8	1		2	62	2	1	
0	39	5	6	1/8	1/8		1/8	1		8	68	1	1	
0	40	5	6	1/4	1/8		1/8	1		5	59	2	1	
0	41	5	6	1/4	1/8		1/8	1		4	76	1	1	
0	42	5	6	3/8	1/8		1/8	1		2	62	2	1	
0	43	5	6	3/8	1/8		1/8	1		2	74	1	1	
0	44	5	6	1/2	1/8		1/8	1		5	59	2	1	
0	45	5	6	5/8	1/8		1/8	1		2	62	2	1	
0	46	6	7	0	1/8		1/8	1		4	52	2	1	
0	47	6	7	0	1/8		1/8	1		5	71	1	1	
0	48	6	7	1/8	1/8		1/8	1		7	61	2	1	
0	49	6	7	1/8	1/8		1/8	1		3	69	1	1	
0	50	6	7	1/4	1/8		1/8	1		3	57	2	1	
0	51	6	7	1/4	1/8		1/8	1		6	78	1	1	
0	52	6	7	3/8	1/8		1/8	1		7	61	2	1	
0	53	6	7	3/8	1/8		1/8	1		4	76	1	1	
0	54	6	7	1/2	1/8		1/8	1		3	57	2	1	
0	55	6	7	5/8	1/8		1/8	1		7	61	2	1	
0	56	7	8	0	1/8		1/8	1		2	50	2	1	
0	57	7	8	0	1/8		1/8	1		7	73	1	1	
0	58	7	8	1/8	1/8		1/8	1		5	59	2	1	
0	59	7	8	1/8	1/8		1/8	1		5	71	1	1	
0	60	7	8	1/4	1/8		1/8	1		6	54	2	1	
0	61	7	8	1/4	1/8		1/8	1		1	79	1	1	
0	62	7	8	3/8	1/8		1/8	1		5	59	2	1	
0	63	7	8	3/8	1/8		1/8	1		6	78	1	1	
0	64	7	8	1/2	1/8		1/8	1		6	54	2	1	
0	65	7	8	5/8	1/8		1/8	1		5	59	2	1	
0	66	8	9	0	1/4		1/4	1		2	50	2	1	
0	67	8	9	0	1/4		1/4	1		6	66	1	1	
0	68	8	9	1/4	1/8		1/8	1		4	76	1	1	
0	69	8	9	3/8	1/8		1/8	1		2	74	1	1	
0	70	8	9	1/2	1/8		1/8	1		7	73	1	1	
0	71	8	9	5/8	1/8		1/8	1		5	71	1	1	
0	72	9	10	0	1/4		1/4	1		4	52	2	1	
0	73	9	10	0	1/4		1/4	1		2	62	2	1	
0	74	9	10	0	1/8		1/8	1		3	69	1	1	
0	75	9	10	1/8	1/8		1/8	1		8	68	1	1	
0	76	9	10	1/4	1/4		1/4	1		3	57	2	1	
0	77	9	10	1/4	1/4		1/4	1		7	61	2	1	
0	78	9	10	1/4	1/4		1/4	1		3	69	1	1	
0	79	10	11	0	1/8		1/8	1		4	52	2	1	
0	80	10	11	0	0	grace32	1/32	1		2	74	1	1	
0	81	10	11	0	0	grace32	1/32	1		4	76	1	1	
0	82	10	11	0	0	grace32	1/32	1		8	80	1	1	
0	83	10	11	0	3/4		1/2	3/2		5	83	1	1	
0	84	10	11	1/8	1/8		1/8	1		8	56	2	1	
0	85	10	11	1/4	1/8		1/8	1		5	59	2	1	
0	86	10	11	3/8	1/8		1/8	1		8	56	2	1	
0	87	10	11	1/2	1/8		1/8	1		6	54	2	1	
0	88	10	11	5/8	1/8		1/8	1		4	52	2	1	
0	89	11	12	0	1/8		1/8	1		9	51	2	1	
0	90	11	12	0	1/16		1/16	1		5	83	1	1	
0	91	11	12	1/16	1/16		1/16	1		3	81	1	1	
0	92	11	12	1/8	1/8		1/8	1		4	52	2	1	
0	93	11	12	1/8	1/16		1/16	1		8	80	1	1	
0	94	11	12	3/16	1/16		1/16	1		6	78	1	1	
0	95	11	12	1/4	1/8		1/8	1		6	54	2	1	
0	96	11	12	1/4	1/16		1/16	1		6	78	1	1	
0	97	11	12	5/16	1/16		1/16	1		4	76	1	1	
0	98	11	12	3/8	1/8		1/8	1		5	47	2	1	
0	99	11	12	3/8	1/16		1/16	1		9	75	1	1	
0	100	11	12	7/16	1/16		1/16	1		7	73	1	1	
0	101	11	12	1/2	1/8		1/8	1		7	49	2	1	
0	102	11	12	1/2	1/16		1/16	1		5	71	1	1	
0	103	11	12	9/16	1/16		1/16	1		3	69	1	1	
0	104	11	12	5/8	1/8		1/8	1		9	51	2	1	
0	105	11	12	5/8	1/16		1/16	1		8	68	1	1	
0	106	11	12	11/16	1/16		1/16	1		3	69	1	1	
0	107	12	13	0	1/8		1/8	1		4	52	2	1	
0	108	12	13	0	1/16		1/16	1		8	68	1	1	
0	109	12	13	1/16	1/16		1/16	1		5	71	1	1	
0	110	12	13	1/8	1/8		1/8	1		8	56	2	1	
0	111	12	13	1/8	1/16		1/16	1		4	76	1	1	
0	112	12	13	3/16	1/16		1/16	1		8	80	1	1	
0	113	12	13	1/4	1/8		1/8	1		5	59	2	1	
0	114	12	13	1/4	1/2		1/2	1		5	83	1	1	
0	115	12	13	3/8	1/8		1/8	1		8	56	2	1	
0	116	12	13	1/2	1/8		1/8	1		6	54	2	1	
0	117	12	13	5/8	1/8		1/8	1		4	52	2	1	
0	118	13	14	0	1/8		1/8	1		9	51	2	1	
0	119	13	14	0	1/16		1/16	1		5	83	1	1	
0	120	13	14	1/16	1/16		1/16	1		3	81	1	1	
0	121	13	14	1/8	1/8		1/8	1		4	52	2	1	
