section	ix	mc	mn	onset	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	staff	voice	volta
0	0	0	1	0	1/4		1/4	1		-2	58	2	1	
0	1	0	1	0	1/4		1/4	1		2	62	2	1	
0	2	0	1	0	3/16		1/8	3/2		-2	70	1	1	
0	3	0	1	3/16	1/32		1/32	1		0	72	1	1	
0	4	0	1	7/32	1/32		1/32	1		2	74	1	1	
0	5	0	1	1/4	1/4		1/4	1		0	60	2	1	
0	6	0	1	1/4	1/4		1/4	1		-3	63	2	1	
0	7	0	1	1/4	1/24		1/16	2/3		-2	70	1	1	
0	8	0	1	7/24	1/24		1/16	2/3		3	69	1	1	
0	9	0	1	1/3	1/24		1/16	2/3		0	72	1	1	
0	10	0	1	3/8	1/24		1/16	2/3		-2	70	1	1	
0	11	0	1	5/12	1/24		1/16	2/3		3	69	1	1	
0	12	0	1	11/24	1/24		1/16	2/3		-3	75	1	1	
0	13	1	2	0	1/4		1/4	1		2	62	2	1	
0	14	1	2	0	1/4		1/4	1		-1	65	2	1	
0	15	1	2	0	1/24		1/16	2/3		0	72	1	1	
0	16	1	2	1/24	1/24		1/16	2/3		-2	70	1	1	
0	17	1	2	1/12	1/24		1/16	2/3		2	74	1	1	
0	18	1	2	1/8	1/24		1/16	2/3		0	72	1	1	
0	19	1	2	1/6	1/24		1/16	2/3		-2	70	1	1	
0	20	1	2	5/24	1/24		1/16	2/3		-1	77	1	1	
0	21	1	2	1/4	1/8		1/8	1		2	74	1	1	
0	22	2	3	0	1/8		1/8	1		-3	51	2	1	
0	23	2	3	0	1/8		1/8	1		-3	63	2	1	
0	24	2	3	0	1/8		1/8	1		-2	70	1	1	
0	25	2	3	0	1/8		1/8	1		-3	75	1	1	
0	26	2	3	0	1/8		1/8	1		1	79	1	1	
0	27	2	3	1/8	1/8		1/8	1		-2	46	2	1	
0	28	2	3	1/8	1/8		1/8	1		-2	58	2	1	
0	29	2	3	1/8	1/8		1/8	1		-2	70	1	1	
0	30	2	3	1/8	1/8		1/8	1		2	74	1	1	
0	31	2	3	1/8	1/8		1/8	1		-1	77	1	1	
0	32	2	3	1/4	1/32		1/32	1		-1	77	1	1	
0	33	2	3	9/32	1/32		1/32	1		-2	82	1	1	
0	34	2	3	5/16	1/32		1/32	1		3	81	1	1	
0	35	2	3	11/32	1/32		1/32	1		-2	82	1	1	
0	36	2	3	3/8	1/32		1/32	1		2	86	1	1	
0	37	2	3	13/32	1/32		1/32	1		-2	82	1	1	
0	38	2	3	7/16	1/32		1/32	1		3	81	1	1	
0	39	2	3	15/32	1/32		1/32	1		-2	82	1	1	
0	40	3	4	0	1/8		1/8	1		-1	41	2	1	
0	41	3	4	0	1/8		1/8	1		-1	53	2	1	
0	42	3	4	0	1/8		1/8	1		0	72	1	1	
0	43	3	4	0	0	grace16	1/16	1		2	74	1	1	
0	44	3	4	0	1/8		1/8	1		-3	75	1	1	
0	45	3	4	0	0	grace16	1/16	1		-1	77	1	1	
0	46	3	4	1/8	1/8		1/8	1		-2	46	2	1	
0	47	3	4	1/8	1/8		1/8	1		-2	58	2	1	
0	48	3	4	1/8	1/8		1/8	1		-2	70	1	1	
0	49	3	4	1/8	1/8		1/8	1		2	74	1	1	
0	50	4	5	0	1/4		1/4	1		-2	46	2	1	
0	51	4	5	0	1/4		1/4	1		2	50	2	1	
0	52	4	5	0	3/16		1/8	3/2		-2	58	1	1	
0	53	4	5	3/16	1/32		1/32	1		0	60	1	1	
0	54	4	5	7/32	1/32		1/32	1		2	62	1	1	
0	55	4	5	1/4	1/4		1/4	1		0	48	2	1	
0	56	4	5	1/4	1/4		1/4	1		-3	51	2	1	
0	57	4	5	1/4	1/24		1/16	2/3		-2	58	1	1	
0	58	4	5	7/24	1/24		1/16	2/3		3	57	1	1	
0	59	4	5	1/3	1/24		1/16	2/3		0	60	1	1	
