measure	beat	label
19	1.0	PAC
30	2.0	HC.TEN
48	1.0	DC
59	1.0	PAC
63	1.0	PAC
67	1.0	PAC
71	1.0	PAC
118	1.0	PAC
126	2.0	HC.TEN
145	1.0	PAC
156	1.0	PAC
160	1.0	PAC
164	1.0	PAC
176	1.0	PAC
179	1.0	PAC
182	1.0	PAC
