mn	onset	cadence	cadence_subtype
4.0	1/4	IAC	
10.0	0	PAC	
18.0	0	HC	CON
20.0	0	HC	
22.0	0	HC	
30.0	0	HC	
38.0	0	PAC	
46.0	0	PAC	
50.0	0	PAC	
54.0	0	PAC	
59.0	0	PAC	
63.0	1/2	PAC	
71.0	0	PAC	
81.0	0	HC	PH
83.0	0	HC	PH
85.0	0	HC	PH
97.0	1/4	IAC	
103.0	0	PAC	
114.0	0	HC	CON
116.0	0	HC	
118.0	0	HC	
126.0	0	HC	TEN
134.0	0	PAC	
142.0	0	PAC	
152.0	0	PAC	
156.0	0	PAC	
161.0	0	PAC	
165.0	1/2	PAC	
