mn	onset	cadence	cadence_subtype
8.0	0	HC	CON
16.0	0	PAC	
32.0	0	HC	CON
49.0	1/4	HC	CON
62.0	0	PAC	
66.0	0	PAC	
72.0	0	PAC	
85.0	0	PAC	
103.0	0	HC	PH
115.0	0	HC	CON
123.0	0	PAC	
143.0	0	HC	CON
160.0	1/4	HC	CON
173.0	0	PAC	
177.0	0	PAC	
183.0	0	PAC	
