mn	onset	cadence	cadence_subtype
8.0	1/4	HC	
16.0	0	EC	MEL
19.0	0	PAC	
27.0	1/8	HC	
39.0	0	HC	CON
65.0	0	DC	
77.0	0	PAC	
81.0	0	PAC	
85.0	0	PAC	
100.0	1/4	HC	
108.0	0	EC	MEL
111.0	0	PAC	
123.0	0	PAC	
126.0	0	PAC	
128.0	0	PAC	
131.0	0	PAC	
137.0	0	HC	CON
169.0	0	DC	
185.0	0	HC	CON
196.0	1/4	HC	
204.0	0	EC	MEL
206.0	0	IAC	
207.0	0	PAC	
217.0	0	PAC	
221.0	0	EC	
234.0	0	PAC	
240.0	0	PAC	
