mn	onset	cadence	cadence_subtype
9.0	0	EC	MEL
16.0	0	HC	CON
35.0	0	EC	MEL
40.0	0	EC	MEL
45.0	0	PAC	
47.0	0	IAC	
49.0	0	PAC	
58.0	0	HC	PH
74.0	0	HC	PH
78.0	0	HC	
88.0	0	IAC	
97.0	0	HC	
116.0	0	EC	MEL
121.0	0	EC	MEL
126.0	0	EC	
129.0	0	PAC	
131.0	0	IAC	
133.0	0	PAC	
