measure	beat	label
24	1.0	EC.MEL
39	1.0	HC
73	1.0	PAC
81	1.0	PAC
97	1.0	PAC
101	1.0	PAC
123	1.0	HC.PH
138	1.0	PAC
142	1.0	PAC
152	1.0	DC
160	1.0	HC
168	1.0	HC.PH
195	1.0	EC.MEL
210	1.0	HC
244	1.0	PAC
252	1.0	PAC
268	1.0	PAC
272	1.0	PAC
