mn	onset	cadence	cadence_subtype
4.0	1/8	IAC	
8.0	0	PAC	
16.0	0	HC	CON
30.0	0	PAC	
34.0	0	EC	
36.0	0	EC	
38.0	0	PAC	
48.0	0	PAC	
59.0	0	IAC	
61.0	0	PAC	
68.0	0	HC	TEN
73.0	1/8	IAC	
77.0	0	PAC	
85.0	0	HC	CON
99.0	0	PAC	
103.0	0	EC	
105.0	0	EC	
107.0	0	PAC	
