measure	beat	label
20.0	1.0	PAC
35.0	1.0	HC
37.0	1.0	HC
39.0	1.0	HC
57.0	1.0	PAC
65.0	1.0	EC
69.0	1.0	PAC
73.0	1.0	PAC
77.0	1.0	PAC
95.0	1.0	HC.PH
97.0	1.0	HC
99.0	1.0	HC
127.0	1.0	HC
129.0	1.0	HC
152.0	1.0	PAC
167.0	1.0	HC
169.0	1.0	HC
187.0	1.0	PAC
195.0	1.0	EC
199.0	1.0	PAC
203.0	1.0	PAC
207.0	1.0	PAC
