mn	onset	cadence	cadence_subtype
4.0	0	HC	
8.0	0	PAC	
12.0	0	HC	CON
16.0	0	PAC	
24.0	0	HC	
28.0	0	PAC	
36.0	0	HC	PH
48.0	0	PAC	
56.0	0	HC	
60.0	0	PAC	
64.0	1/8	PAC	
68.0	0	PAC	
70.0	0	PAC	
72.0	0	PAC	
