mn	onset	cadence	cadence_subtype
22.0	0	DC	
41.0	0	HC	PH
45.0	1/4	HC	
49.0	0	PAC	
53.0	1/4	HC	
57.0	0	PAC	
78.0	0	IAC	
82.0	0	DC	
89.0	0	PAC	
92.0	0	PAC	
95.0	0	PAC	
97.0	0	PAC	
99.0	0	PAC	
116.0	0	HC	PH
168.0	0	HC	PH
172.0	1/4	HC	
176.0	0	PAC	
180.0	1/4	HC	
184.0	0	PAC	
211.0	0	IAC	
219.0	0	DC	
226.0	0	PAC	
229.0	0	PAC	
232.0	0	PAC	
234.0	0	PAC	
236.0	0	PAC	
