mn	onset	cadence	cadence_subtype
12.0	0	PAC	
16.0	1/4	IAC	
20.0	0	PAC	
37.0	0	HC	PH
44.0	1/2	IAC	
48.0	0	HC	
52.0	1/2	IAC	
56.0	0	PAC	
67.0	0	HC	
76.0	0	IAC	
82.0	0	EC	
84.0	0	EC	
86.0	0	PAC	
93.0	0	PAC	
95.0	1/2	HC	
97.0	1/2	HC	
101.0	0	PAC	
103.0	1/2	HC	
105.0	1/2	HC	
109.0	0	PAC	
123.0	0	HC	PH
144.0	0	PAC	
148.0	1/4	IAC	
152.0	0	PAC	
173.0	0	HC	
180.0	1/2	IAC	
184.0	0	HC	
188.0	1/2	IAC	
192.0	0	PAC	
203.0	0	HC	
212.0	0	IAC	
218.0	0	EC	
220.0	0	EC	
222.0	0	PAC	
229.0	0	PAC	
