mn	onset	cadence	cadence_subtype
8.0	0	PAC	
10.0	0	HC	
12.0	0	HC	
14.0	0	HC	
16.0	0	HC	
24.0	0	PAC	
28.0	0	HC	CON
32.0	0	PAC	
40.0	0	PAC	
44.0	0	HC	
48.0	0	PAC	
56.0	0	PAC	
60.0	0	HC	CON
64.0	0	PAC	
72.0	0	PAC	
74.0	0	HC	
76.0	0	HC	
78.0	0	HC	
80.0	0	HC	
88.0	0	PAC	
92.0	0	HC	CON
96.0	0	PAC	
102.0	0	HC	
109.0	0	PAC	
115.0	0	HC	
122.0	0	PAC	
