mn	onset	cadence	cadence_subtype
8	0	HC	
16	0	PAC	
26	0	IAC	
40	0	HC	
48	3/8	HC	
56	0	PAC	
64	0	PAC	
72	0	EC	
75	0	PAC	
77	0	PAC	
79	0	PAC	
94	0	HC	
102	0	PAC	
112	0	IAC	
114	0	IAC	
116	0	IAC	
118	0	HC	PH
126	0	HC	
138	3/8	HC	
145	0	HC	
146	3/8	HC	
154	0	PAC	
181	0	HC	
189	0	PAC	
205	0	HC	
213	3/8	HC	
221	0	PAC	
229	0	PAC	
240	0	PAC	
242	0	PAC	
244	0	PAC	
256	0	PAC	
266	0	IAC	
268	0	PAC	
