mn	onset	cadence	cadence_subtype
4.0	0	IAC	
7.0	0	PAC	
13.0	0	HC	CON
20.0	1/2	HC	
24.0	0	PAC	
32.0	0	PAC	
36.0	0	PAC	
39.0	1/2	PAC	
55.0	1/2	PAC	
62.0	0	PAC	
66.0	0	PAC	
75.0	0	HC	CON
82.0	1/2	HC	
86.0	1/2	HC	PH
95.0	0	PAC	
99.0	0	PAC	
102.0	0	IAC	
105.0	0	EC	
107.0	0	EC	
109.0	0	PAC	
112.0	1/2	PAC	
