mn	onset	cadence	cadence_subtype
8	0	PAC	
18	0	EC	
21	0	PAC	
32	0	HC	
38	1/2	HC	
42	1/2	HC	
46	0	EC	
54	0	PAC	
58	0	PAC	
82	0	PAC	
86	0	PAC	
101	0	PAC	
108	1/8	HC	
113	0	EC	
116	0	PAC	
126	0	HC	
132	1/2	HC	CON
136	1/2	HC	TEN
140	0	EC	
148	0	PAC	
152	0	PAC	
