mn	onset	cadence	cadence_subtype
4.0	0	HC	CON
10.0	0	PAC	
18.0	0	HC	CON
20.0	0	HC	SIM
22.0	0	HC	SIM
30.0	0	HC	CON
34.0	0	DC	
38.0	0	PAC	
46.0	0	PAC	
50.0	0	PAC	
54.0	0	PAC	
70.0	0	HC	PH
72.0	0	HC	PH
90.0	0	HC	CON
96.0	0	PAC	
104.0	0	HC	CON
106.0	0	HC	SIM
108.0	0	HC	SIM
116.0	0	HC	CON
120.0	0	DC	
124.0	0	PAC	
132.0	0	EC	
147.0	0	PAC	
151.0	0	PAC	
155.0	0	PAC	
