mn	onset	cadence	cadence_subtype
4.0	1/4	HC	
10.0	1/4	PAC	
18.0	0	PAC	
30.0	0	HC	PH
34.0	1/4	HC	
41.0	0	EC	MEL
48.0	0	PAC	
52.0	0	PAC	
56.0	0	HC	
60.0	0	PAC	
63.0	0	PAC	
64.0	0	PAC	
80.0	0	HC	
82.0	0	HC	PH
92.0	0	HC	
96.0	0	IAC	
98.0	0	IAC	
99.0	0	PAC	
100.0	0	PAC	
