mn	onset	cadence	cadence_subtype
4.0	1/4	HC	
6.0	1/2	DC	
8.0	0	PAC	
13.0	1/4	HC	CON
21.0	0	PAC	
25.0	1/4	IAC	
29.0	0	PAC	
31.0	1/4	PAC	
35.0	1/4	PAC	
43.0	0	PAC	
48.0	1/4	HC	PH
54.0	1/4	HC	
58.0	0	PAC	
63.0	1/4	HC	CON
71.0	0	PAC	
75.0	1/4	IAC	
79.0	0	PAC	
81.0	1/4	PAC	
82.0	1/2	PAC	
