mn	onset	cadence	cadence_subtype
17.0	0	HC	PH
34.0	0	HC	PH
41.0	0	EC	
44.0	0	PAC	
50.0	0	PAC	
70.0	0	HC	CON
88.0	0	HC	PH
106.0	0	HC	PH
113.0	0	EC	
116.0	0	PAC	
120.0	0	PAC	
126.0	0	PAC	
