mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_line
57	57	679/4	679/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	979									109	
57	57	170	170	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	980									109	
57	57	681/4	681/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	981									109	
57	57	341/2	341/2	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	982									109	
57	57	683/4	683/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	983										
58	58	171	171	0.25		0	0	Chord	6/8	1	1	1/16		1/16	1	984									110	
58	58	685/4	685/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	985									110	
58	58	343/2	343/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	986									110	
58	58	687/4	687/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	987									110	
58	58	172	172	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	988									110	
58	58	689/4	689/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	989										
58	58	345/2	345/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	990									111	
58	58	347/2	347/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	991										
58	58	171	171	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	992									112	
58	58	685/4	685/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	993									112	
58	58	343/2	343/2	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	994									112	
58	58	687/4	687/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	995									112	
58	58	172	172	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	996									112	
58	58	689/4	689/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	997									112	
58	58	345/2	345/2	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	998									112	
58	58	691/4	691/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	999									112	
58	58	173	173	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	1000									112	
58	58	693/4	693/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	1001									112	
58	58	347/2	347/2	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	1002									112	
58	58	695/4	695/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	1003										
59	59	174	174	0.0		0	0	Dynamic	6/8	1	1	0					f									
59	59	174	174	0.25		0	0	Chord	6/8	1	1	1/16		1/16	1	1004									113	
59	59	697/4	697/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	1005									113	
59	59	349/2	349/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1006									113	
59	59	699/4	699/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1007									113	
59	59	175	175	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1008									113	
59	59	701/4	701/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1009									113	
59	59	351/2	351/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	1010									113	
59	59	703/4	703/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	1011									113	
59	59	176	176	0.25		1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	1012									113	
59	59	705/4	705/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	1013									113	
59	59	353/2	353/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1014									113	
59	59	707/4	707/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1015										
59	59	174	174	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	1016									114	
59	59	697/4	697/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	1017									114	
59	59	349/2	349/2	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	1018									114	
59	59	699/4	699/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	1019									114	
59	59	175	175	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	1020									114	
59	59	701/4	701/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	1021									114	
59	59	351/2	351/2	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	1022									114	
59	59	703/4	703/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	1023									114	
59	59	176	176	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	1024									114	
59	59	705/4	705/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	1025									114	
59	59	353/2	353/2	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	1026									114	
59	59	707/4	707/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	1027										
60	60	177	177	0.0		0	0	StaffText	6/8	1	1	0							simile							
60	60	177	177	0.25		0	0	Chord	6/8	1	1	1/16		1/16	1	1028										
60	60	709/4	709/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	1029										
60	60	355/2	355/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1030										
60	60	711/4	711/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1031										
60	60	178	178	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1032										
60	60	713/4	713/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1033										
60	60	357/2	357/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	1034										
60	60	715/4	715/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	1035										
60	60	179	179	0.25		1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	1036										
60	60	717/4	717/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	1037										
60	60	359/2	359/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1038										
60	60	719/4	719/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1039										
60	60	177	177	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	1040									115	
60	60	709/4	709/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	1041									115	
60	60	355/2	355/2	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	1042									115	
60	60	711/4	711/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	1043									115	
60	60	178	178	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	1044									115	
60	60	713/4	713/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	1045									115	
60	60	357/2	357/2	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	1046									115	
60	60	715/4	715/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	1047									115	
60	60	179	179	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	1048									115	
60	60	717/4	717/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	1049									115	
60	60	359/2	359/2	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	1050									115	
60	60	719/4	719/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	1051										
61	61	180	180	0.25		0	0	Chord	6/8	1	1	1/16		1/16	1	1052										
61	61	721/4	721/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	1053										
61	61	361/2	361/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1054										
61	61	723/4	723/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1055										
61	61	181	181	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1056										
61	61	725/4	725/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1057										
61	61	363/2	363/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	1058										
61	61	727/4	727/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	1059										
61	61	182	182	0.25		1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	1060										
61	61	729/4	729/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	1061										
61	61	365/2	365/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1062										
61	61	731/4	731/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1063									116	
61	61	180	180	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	1064									117	
61	61	721/4	721/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	1065									117	
61	61	361/2	361/2	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	1066									117	
61	61	723/4	723/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	1067									117	
61	61	181	181	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	1068									117	
61	61	725/4	725/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	1069									117	
61	61	363/2	363/2	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	1070									117	
61	61	727/4	727/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	1071									117	
61	61	182	182	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	1072									117	
61	61	729/4	729/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	1073									117	
61	61	365/2	365/2	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	1074									117	
61	61	731/4	731/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	1075										
62	62	183	183	0.25		0	0	Chord	6/8	1	1	1/16		1/16	1	1076										
62	62	733/4	733/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	1077										
62	62	367/2	367/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1078										
62	62	735/4	735/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1079										
62	62	184	184	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1080										
62	62	737/4	737/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1081										
62	62	369/2	369/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1082										
62	62	183	183	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	1083									118	
62	62	733/4	733/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	1084									118	
62	62	367/2	367/2	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	1085									118	
62	62	735/4	735/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	1086									118	
62	62	184	184	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	1087									118	
62	62	737/4	737/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	1088										
62	62	369/2	369/2	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	1089										
62	62	739/4	739/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	1090										
62	62	185	185	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	1091										
62	62	741/4	741/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	1092										
62	62	371/2	371/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1093										
63	63	186	186	0.0		0	0	Dynamic	6/8	1	1	0					p									
63	63	186	186	0.25		0	0	Chord	6/8	1	1	1/16		1/16	1	1094									119	
63	63	745/4	745/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	1095									119	
63	63	373/2	373/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1096									119	
63	63	747/4	747/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1097									119	
63	63	187	187	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1098									119	
63	63	749/4	749/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1099										
63	63	375/2	375/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	1100									120	
63	63	751/4	751/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	1101									120	
63	63	188	188	0.25		1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	1102									120	
63	63	753/4	753/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	1103									120	
63	63	377/2	377/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1104									120	
63	63	755/4	755/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1105										
63	63	186	186	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	1106									121	
63	63	187	187	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1107										
63	63	375/2	375/2	1.5		3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	1108										
63	63	186	186	1.5		0	0	Chord	6/8	2	2	3/8		1/4	3/2	1109										
63	63	375/2	375/2	1.5		3/8	3/8	Chord	6/8	2	2	3/8		1/4	3/2	1110										
64	64	189	189	0.25		0	0	Chord	6/8	1	1	1/16		1/16	1	1111									122	
64	64	757/4	757/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	1112									122	
64	64	379/2	379/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1113									122	
64	64	759/4	759/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1114									122	
64	64	190	190	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1115									122	
64	64	761/4	761/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1116										
64	64	381/2	381/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	1117									123	
64	64	763/4	763/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	1118									123	
64	64	191	191	0.25		1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	1119									123	
64	64	765/4	765/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	1120									123	
64	64	383/2	383/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1121									123	
64	64	767/4	767/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1122										
64	64	189	189	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	1123									124	
64	64	757/4	757/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	1124									124	
64	64	379/2	379/2	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	1125									124	
64	64	759/4	759/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	1126									124	
64	64	190	190	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	1127									124	
64	64	761/4	761/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	1128										
64	64	381/2	381/2	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	1129									125	
64	64	763/4	763/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	1130									125	
64	64	191	191	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	1131									125	
64	64	765/4	765/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	1132									125	
64	64	383/2	383/2	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	1133									125	
64	64	767/4	767/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	1134										
64	64	189	189	1.5		0	0	Chord	6/8	2	2	3/8		1/4	3/2	1135										
64	64	381/2	381/2	1.5		3/8	3/8	Chord	6/8	2	2	3/8		1/4	3/2	1136										
65	65	192	192	0.25		0	0	Chord	6/8	1	1	1/16		1/16	1	1137									126	
65	65	769/4	769/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	1138									126	
65	65	385/2	385/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1139									126	
65	65	771/4	771/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1140									126	
65	65	193	193	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1141									126	
65	65	773/4	773/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1142									126	
65	65	387/2	387/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	1143									126	
65	65	775/4	775/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	1144									126	
65	65	194	194	0.25		1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	1145									126	
65	65	777/4	777/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	1146									126	
65	65	389/2	389/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1147									126	
65	65	779/4	779/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1148										
65	65	192	192	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	1149									127	
65	65	769/4	769/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	1150									127	
65	65	385/2	385/2	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	1151									127	
65	65	771/4	771/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	1152									127	
65	65	193	193	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1153										
65	65	387/2	387/2	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	1154									128	
65	65	775/4	775/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	1155									128	
65	65	194	194	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	1156									128	
65	65	777/4	777/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	1157									128	
65	65	389/2	389/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1158										
65	65	192	192	1.5		0	0	Chord	6/8	2	2	3/8		1/4	3/2	1159										
65	65	387/2	387/2	0.25		3/8	3/8	Chord	6/8	2	2	1/16		1/16	1	1160									129	
65	65	775/4	775/4	0.25		7/16	7/16	Chord	6/8	2	2	1/16		1/16	1	1161									129	
65	65	194	194	0.25		1/2	1/2	Chord	6/8	2	2	1/16		1/16	1	1162									129	
65	65	777/4	777/4	0.25		9/16	9/16	Chord	6/8	2	2	1/16		1/16	1	1163									129	
65	65	389/2	389/2	0.5		5/8	5/8	Chord	6/8	2	2	1/8		1/8	1	1164										
66	66	195	195	0.25		0	0	Chord	6/8	1	1	1/16		1/16	1	1165									130	
66	66	781/4	781/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	1166										
66	66	391/2	391/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1167									131	
66	66	783/4	783/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1168										
66	66	196	196	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1169									132	
66	66	785/4	785/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1170										
66	66	393/2	393/2	0.0		3/8	3/8	Chord	6/8	1	1	0	grace32	1/32	1	1171										
66	66	393/2	393/2	0.0		3/8	3/8	Chord	6/8	1	1	0	grace32	1/32	1	1172										
66	66	393/2	393/2	0.0		3/8	3/8	Chord	6/8	1	1	0	grace32	1/32	1	1173										
66	66	393/2	393/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1174									133	
66	66	395/2	395/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1175										
66	66	195	195	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	1176										
66	66	391/2	391/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1177										
66	66	196	196	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1178										
66	66	393/2	393/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	1179									134	
66	66	395/2	395/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1180										
66	66	195	195	0.5		0	0	Chord	6/8	2	2	1/8		1/8	1	1181										
66	66	391/2	391/2	0.5		1/8	1/8	Chord	6/8	2	2	1/8		1/8	1	1182										
66	66	196	196	0.5		1/4	1/4	Chord	6/8	2	2	1/8		1/8	1	1183										
67	67	198	198	0.25		0	0	Chord	6/8	1	1	1/16		1/16	1	1184									135	
67	67	793/4	793/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	1185									135	
67	67	397/2	397/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1186									135	
67	67	795/4	795/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1187									135	
67	67	199	199	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1188									135	
67	67	797/4	797/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1189									135	
67	67	399/2	399/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	1190									135	
67	67	799/4	799/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	1191									135	
67	67	200	200	0.25		1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	1192									135	
67	67	801/4	801/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	1193									135	
67	67	401/2	401/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1194									135	
67	67	803/4	803/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1195										
67	67	198	198	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	1196									136	
67	67	793/4	793/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	1197									136	
67	67	397/2	397/2	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	1198									136	
67	67	795/4	795/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	1199									136	
67	67	199	199	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	1200									136	
67	67	797/4	797/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	1201									136	
67	67	399/2	399/2	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	1202									136	
67	67	799/4	799/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	1203									136	
67	67	200	200	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	1204									136	
67	67	801/4	801/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	1205									136	
67	67	401/2	401/2	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	1206									136	
67	67	803/4	803/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	1207										
68	68	201	201	0.25		0	0	Chord	6/8	1	1	1/16		1/16	1	1208									137	
68	68	805/4	805/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	1209									137	
68	68	403/2	403/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1210									137	
68	68	807/4	807/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1211									137	
68	68	202	202	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1212									137	
68	68	809/4	809/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1213									137	
68	68	405/2	405/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	1214									137	
68	68	811/4	811/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	1215									137	
68	68	203	203	0.25		1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	1216									137	
68	68	813/4	813/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	1217									137	
68	68	407/2	407/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1218									137	
68	68	815/4	815/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1219										
68	68	201	201	0.0		0	0	StaffText	6/8	2	1	0							simile							
68	68	201	201	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	1220										
68	68	805/4	805/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	1221										
68	68	403/2	403/2	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	1222										
68	68	807/4	807/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	1223										
68	68	202	202	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	1224										
68	68	809/4	809/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	1225										
68	68	405/2	405/2	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	1226										
68	68	811/4	811/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	1227										
68	68	203	203	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	1228										
68	68	813/4	813/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	1229										
68	68	407/2	407/2	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	1230										
68	68	815/4	815/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	1231										
69	69	204	204	0.25		0	0	Chord	6/8	1	1	1/16		1/16	1	1232									138	
69	69	817/4	817/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	1233									138	
69	69	409/2	409/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1234									138	
69	69	819/4	819/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1235									138	
69	69	205	205	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1236									138	
69	69	821/4	821/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1237									138	
69	69	411/2	411/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	1238									138	
69	69	823/4	823/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	1239									138	
69	69	206	206	0.25		1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	1240									138	
69	69	825/4	825/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	1241									138	
69	69	413/2	413/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1242									138	
69	69	827/4	827/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1243										
69	69	204	204	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	1244										
69	69	817/4	817/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	1245										
69	69	409/2	409/2	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	1246										
69	69	819/4	819/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	1247										
69	69	205	205	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	1248										
69	69	821/4	821/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	1249										
69	69	411/2	411/2	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	1250										
69	69	823/4	823/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	1251										
69	69	206	206	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	1252										
69	69	825/4	825/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	1253										
