mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
1	1	0	0	0.0	0	0	StaffText	2/4	1	1	0							Allegro moderato						
1	1	0	0	0.0	0	0	Tempo	2/4	1	1	0								𝅘𝅥=68	68.0	𝅘𝅥	68.0	0.0	
1	1	0	0	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	0		ornamentTrill							0
1	1	3/4	3/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	1									0
1	1	7/8	7/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	2									
1	1	1	1	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	3									1
1	1	7/6	7/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	4									1
1	1	4/3	4/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	5									1
1	1	3/2	3/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	6									1
1	1	5/3	5/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	7									1
1	1	11/6	11/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	8									
1	1	0	0	0.0	0	0	Dynamic	2/4	2	1	0					f								
1	1	0	0	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	9									
1	1	1	1	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	10									
2	2	2	2	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	11									2
2	2	13/6	13/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	12									2
2	2	7/3	7/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	13									2
2	2	5/2	5/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	14									2
2	2	8/3	8/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	15									2
2	2	17/6	17/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	16									
2	2	3	3	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	17		articStaccatissimoAbove							
2	2	2	2	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	18									
3	3	4	4	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	19									
3	3	9/2	9/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	20									
3	3	5	5	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	21									
3	3	41/8	41/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	22									
3	3	21/4	21/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	23									
3	3	43/8	43/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	24									
3	3	11/2	11/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	25									
