mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:trill
51	49	146	146	0.16666666666666666	1/4	1/4	Chord	3/4	1	1	1/24		1/16	2/3	1023									
51	49	877/6	877/6	0.16666666666666666	7/24	7/24	Chord	3/4	1	1	1/24		1/16	2/3	1024									
51	49	439/3	439/3	0.16666666666666666	1/3	1/3	Chord	3/4	1	1	1/24		1/16	2/3	1025									
51	49	293/2	293/2	0.16666666666666666	3/8	3/8	Chord	3/4	1	1	1/24		1/16	2/3	1026									
51	49	440/3	440/3	0.16666666666666666	5/12	5/12	Chord	3/4	1	1	1/24		1/16	2/3	1027									
51	49	881/6	881/6	0.16666666666666666	11/24	11/24	Chord	3/4	1	1	1/24		1/16	2/3	1028									
51	49	147	147	0.16666666666666666	1/2	1/2	Chord	3/4	1	1	1/24		1/16	2/3	1029									
51	49	883/6	883/6	0.16666666666666666	13/24	13/24	Chord	3/4	1	1	1/24		1/16	2/3	1030									
51	49	442/3	442/3	0.16666666666666666	7/12	7/12	Chord	3/4	1	1	1/24		1/16	2/3	1031									
51	49	295/2	295/2	0.16666666666666666	5/8	5/8	Chord	3/4	1	1	1/24		1/16	2/3	1032									
51	49	443/3	443/3	0.16666666666666666	2/3	2/3	Chord	3/4	1	1	1/24		1/16	2/3	1033									
51	49	887/6	887/6	0.16666666666666666	17/24	17/24	Chord	3/4	1	1	1/24		1/16	2/3	1034									
51	49	145	145	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	1035									
51	49	1167/8	1167/8	0.125	7/32	7/32	Chord	3/4	2	1	1/32		1/32	1	1036									
51	49	146	146	0.75	1/4	1/4	Chord	3/4	2	1	3/16		1/8	3/2	1037		ornamentTrill							
51	49	587/4	587/4	0.125	7/16	7/16	Chord	3/4	2	1	1/32		1/32	1	1038									
51	49	1175/8	1175/8	0.125	15/32	15/32	Chord	3/4	2	1	1/32		1/32	1	1039									
51	49	147	147	0.75	1/2	1/2	Chord	3/4	2	1	3/16		1/8	3/2	1040		ornamentTrill							
51	49	591/4	591/4	0.125	11/16	11/16	Chord	3/4	2	1	1/32		1/32	1	1041									
51	49	1183/8	1183/8	0.125	23/32	23/32	Chord	3/4	2	1	1/32		1/32	1	1042									
52	50	148	148	0.16666666666666666	0	0	Chord	3/4	1	1	1/24		1/16	2/3	1043									
52	50	889/6	889/6	0.16666666666666666	1/24	1/24	Chord	3/4	1	1	1/24		1/16	2/3	1044									
52	50	445/3	445/3	0.16666666666666666	1/12	1/12	Chord	3/4	1	1	1/24		1/16	2/3	1045									
52	50	297/2	297/2	0.16666666666666666	1/8	1/8	Chord	3/4	1	1	1/24		1/16	2/3	1046									
52	50	446/3	446/3	0.16666666666666666	1/6	1/6	Chord	3/4	1	1	1/24		1/16	2/3	1047									
52	50	893/6	893/6	0.16666666666666666	5/24	5/24	Chord	3/4	1	1	1/24		1/16	2/3	1048									
52	50	149	149	0.16666666666666666	1/4	1/4	Chord	3/4	1	1	1/24		1/16	2/3	1049								75	
52	50	895/6	895/6	0.16666666666666666	7/24	7/24	Chord	3/4	1	1	1/24		1/16	2/3	1050									
52	50	448/3	448/3	0.16666666666666666	1/3	1/3	Chord	3/4	1	1	1/24		1/16	2/3	1051		articStaccatoAbove							
52	50	299/2	299/2	0.16666666666666666	3/8	3/8	Chord	3/4	1	1	1/24		1/16	2/3	1052								76	
52	50	449/3	449/3	0.16666666666666666	5/12	5/12	Chord	3/4	1	1	1/24		1/16	2/3	1053									
52	50	899/6	899/6	0.16666666666666666	11/24	11/24	Chord	3/4	1	1	1/24		1/16	2/3	1054		articStaccatoAbove							
52	50	150	150	0.16666666666666666	1/2	1/2	Chord	3/4	1	1	1/24		1/16	2/3	1055								77	
52	50	901/6	901/6	0.16666666666666666	13/24	13/24	Chord	3/4	1	1	1/24		1/16	2/3	1056									
52	50	451/3	451/3	0.16666666666666666	7/12	7/12	Chord	3/4	1	1	1/24		1/16	2/3	1057		articStaccatoBelow							
52	50	301/2	301/2	0.16666666666666666	5/8	5/8	Chord	3/4	1	1	1/24		1/16	2/3	1058								78	
52	50	452/3	452/3	0.16666666666666666	2/3	2/3	Chord	3/4	1	1	1/24		1/16	2/3	1059									
52	50	905/6	905/6	0.16666666666666666	17/24	17/24	Chord	3/4	1	1	1/24		1/16	2/3	1060		articStaccatoBelow							
52	50	148	148	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1061								79	
52	50	297/2	297/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1062									
52	50	149	149	1.5	1/4	1/4	Chord	3/4	2	1	3/8		1/4	3/2	1063								80	
52	50	301/2	301/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1064									
53	51	151	151	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1065		ornamentTrill						81	
53	51	303/2	303/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1066									
53	51	305/2	305/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1067								82	
53	51	153	153	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	1068									
53	51	615/4	615/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1069		articStaccatoAbove							
53	51	151	151	0.16666666666666666	0	0	Chord	3/4	2	1	1/24		1/16	2/3	1070									
53	51	907/6	907/6	0.16666666666666666	1/24	1/24	Chord	3/4	2	1	1/24		1/16	2/3	1071									
53	51	454/3	454/3	0.16666666666666666	1/12	1/12	Chord	3/4	2	1	1/24		1/16	2/3	1072									
53	51	303/2	303/2	0.16666666666666666	1/8	1/8	Chord	3/4	2	1	1/24		1/16	2/3	1073									
53	51	455/3	455/3	0.16666666666666666	1/6	1/6	Chord	3/4	2	1	1/24		1/16	2/3	1074									
53	51	911/6	911/6	0.16666666666666666	5/24	5/24	Chord	3/4	2	1	1/24		1/16	2/3	1075									
53	51	152	152	0.0	1/4	1/4	Dynamic	3/4	2	1	0					p								
53	51	152	152	0.16666666666666666	1/4	1/4	Chord	3/4	2	1	1/24		1/16	2/3	1076									
53	51	913/6	913/6	0.16666666666666666	7/24	7/24	Chord	3/4	2	1	1/24		1/16	2/3	1077									
53	51	457/3	457/3	0.16666666666666666	1/3	1/3	Chord	3/4	2	1	1/24		1/16	2/3	1078									
53	51	305/2	305/2	0.0	3/8	3/8	Dynamic	3/4	2	1	0					p								
53	51	305/2	305/2	0.16666666666666666	3/8	3/8	Chord	3/4	2	1	1/24		1/16	2/3	1079									
53	51	458/3	458/3	0.16666666666666666	5/12	5/12	Chord	3/4	2	1	1/24		1/16	2/3	1080									
53	51	917/6	917/6	0.16666666666666666	11/24	11/24	Chord	3/4	2	1	1/24		1/16	2/3	1081									
53	51	153	153	0.16666666666666666	1/2	1/2	Chord	3/4	2	1	1/24		1/16	2/3	1082									
53	51	919/6	919/6	0.16666666666666666	13/24	13/24	Chord	3/4	2	1	1/24		1/16	2/3	1083									
53	51	460/3	460/3	0.16666666666666666	7/12	7/12	Chord	3/4	2	1	1/24		1/16	2/3	1084									
53	51	307/2	307/2	0.16666666666666666	5/8	5/8	Chord	3/4	2	1	1/24		1/16	2/3	1085									
53	51	461/3	461/3	0.16666666666666666	2/3	2/3	Chord	3/4	2	1	1/24		1/16	2/3	1086									
53	51	923/6	923/6	0.16666666666666666	17/24	17/24	Chord	3/4	2	1	1/24		1/16	2/3	1087									
54	52	154	154	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	1088								83	
54	52	617/4	617/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	1089								83	
54	52	309/2	309/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1090									
54	52	311/2	311/2	0.0	3/8	3/8	Dynamic	3/4	1	1	0					pp								
54	52	311/2	311/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1091								84	
54	52	156	156	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	1092									
54	52	627/4	627/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1093		articStaccatoAbove							
54	52	154	154	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	1094									
54	52	309/2	309/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	1095									
54	52	154	154	0.16666666666666666	0	0	Chord	3/4	2	1	1/24		1/16	2/3	1096									
54	52	925/6	925/6	0.16666666666666666	1/24	1/24	Chord	3/4	2	1	1/24		1/16	2/3	1097									
54	52	463/3	463/3	0.16666666666666666	1/12	1/12	Chord	3/4	2	1	1/24		1/16	2/3	1098									
54	52	309/2	309/2	0.16666666666666666	1/8	1/8	Chord	3/4	2	1	1/24		1/16	2/3	1099									
54	52	464/3	464/3	0.16666666666666666	1/6	1/6	Chord	3/4	2	1	1/24		1/16	2/3	1100									
54	52	929/6	929/6	0.16666666666666666	5/24	5/24	Chord	3/4	2	1	1/24		1/16	2/3	1101									
54	52	155	155	0.0	1/4	1/4	Dynamic	3/4	2	1	0					pp								
54	52	155	155	0.16666666666666666	1/4	1/4	Chord	3/4	2	1	1/24		1/16	2/3	1102									
54	52	931/6	931/6	0.16666666666666666	7/24	7/24	Chord	3/4	2	1	1/24		1/16	2/3	1103									
54	52	466/3	466/3	0.16666666666666666	1/3	1/3	Chord	3/4	2	1	1/24		1/16	2/3	1104									
54	52	311/2	311/2	0.16666666666666666	3/8	3/8	Chord	3/4	2	1	1/24		1/16	2/3	1105									
54	52	467/3	467/3	0.16666666666666666	5/12	5/12	Chord	3/4	2	1	1/24		1/16	2/3	1106									
54	52	935/6	935/6	0.16666666666666666	11/24	11/24	Chord	3/4	2	1	1/24		1/16	2/3	1107									
54	52	156	156	0.16666666666666666	1/2	1/2	Chord	3/4	2	1	1/24		1/16	2/3	1108									
54	52	937/6	937/6	0.16666666666666666	13/24	13/24	Chord	3/4	2	1	1/24		1/16	2/3	1109									
54	52	469/3	469/3	0.16666666666666666	7/12	7/12	Chord	3/4	2	1	1/24		1/16	2/3	1110									
54	52	313/2	313/2	0.16666666666666666	5/8	5/8	Chord	3/4	2	1	1/24		1/16	2/3	1111									
54	52	470/3	470/3	0.16666666666666666	2/3	2/3	Chord	3/4	2	1	1/24		1/16	2/3	1112									
54	52	941/6	941/6	0.16666666666666666	17/24	17/24	Chord	3/4	2	1	1/24		1/16	2/3	1113									
55	53	157	157	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1114								85	
55	53	158	158	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1115									
55	53	159	159	0.0	1/2	1/2	Dynamic	3/4	1	1	0					p								
55	53	159	159	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	1116								86	
55	53	637/4	637/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	1117								86	
55	53	319/2	319/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1118								86	
55	53	639/4	639/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1119									
55	53	157	157	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1120									
55	53	158	158	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1121									
56	54	160	160	0.0	0	0	Dynamic	3/4	1	1	0					fp								
56	54	160	160	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	1122									
56	54	160	160	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	1123								87	
56	54	643/4	643/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1124									
56	54	161	161	0.0	1/4	1/4	Dynamic	3/4	1	1	0					p								
56	54	161	161	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1125									
56	54	323/2	323/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1126									
56	54	162	162	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	1127									
56	54	649/4	649/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	1128									
56	54	325/2	325/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1129									
56	54	651/4	651/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1130									
56	54	160	160	0.0	0	0	Dynamic	3/4	2	1	0					fp								
56	54	160	160	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1131									
56	54	161	161	0.0	1/4	1/4	Dynamic	3/4	2	1	0					p								
56	54	161	161	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1132									
56	54	162	162	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1133									
57	55	163	163	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	1134									
57	55	655/4	655/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32		1/32	1	1135									
57	55	1311/8	1311/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	1136									
57	55	164	164	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	1137									
57	55	659/4	659/4	0.125	7/16	7/16	Chord	3/4	1	1	1/32		1/32	1	1138								88	
57	55	1319/8	1319/8	0.125	15/32	15/32	Chord	3/4	1	1	1/32		1/32	1	1139								88	
57	55	165	165	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	1140								88	
57	55	661/4	661/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	1141								88	
57	55	331/2	331/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1142								88	
57	55	663/4	663/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1143									
57	55	163	163	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	1144									
57	55	164	164	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	1145									
57	55	165	165	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1146									
57	55	163	163	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1147									
57	55	164	164	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1148									
57	55	165	165	0.0	1/2	1/2	Dynamic	3/4	2	1	0					fp								
57	55	165	165	0.0	1/2	1/2	Dynamic	3/4	2	1	0					fp								
57	55	165	165	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1149									
58	56	166	166	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	1150									
58	56	665/4	665/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	1151									
58	56	333/2	333/2	1.0	1/8	1/8	Chord	3/4	1	1	1/4		1/4	1	1152									
58	56	335/2	335/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1153									
58	56	168	168	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	1154									
58	56	673/4	673/4	0.125	9/16	9/16	Chord	3/4	1	1	1/32		1/32	1	1155								89	
58	56	1347/8	1347/8	0.125	19/32	19/32	Chord	3/4	1	1	1/32		1/32	1	1156								89	
58	56	337/2	337/2	0.125	5/8	5/8	Chord	3/4	1	1	1/32		1/32	1	1157								89	
58	56	1349/8	1349/8	0.125	21/32	21/32	Chord	3/4	1	1	1/32		1/32	1	1158								89	
58	56	675/4	675/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	1159								89	
58	56	1351/8	1351/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	1160									
58	56	166	166	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	1161									
58	56	333/2	333/2	1.0	1/8	1/8	Chord	3/4	1	2	1/4		1/4	1	1162									
58	56	335/2	335/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	1163									
58	56	166	166	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1164									
58	56	167	167	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1165									
58	56	168	168	0.875	1/2	1/2	Chord	3/4	2	1	7/32		1/8	7/4	1166									
58	56	1351/8	1351/8	0.125	23/32	23/32	Chord	3/4	2	1	1/32		1/32	1	1167									
59	57	169	169	0.0	0	0	Dynamic	3/4	1	1	0					f								
59	57	169	169	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	1168								90	
59	57	679/4	679/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32		1/32	1	1169								90	
59	57	1359/8	1359/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	1170								90	
59	57	170	170	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1171								91	
59	57	171	171	0.125	1/2	1/2	Chord	3/4	1	1	1/32		1/32	1	1172									
59	57	1369/8	1369/8	0.0	17/32	17/32	Dynamic	3/4	1	1	0					p								
59	57	1369/8	1369/8	0.125	17/32	17/32	Chord	3/4	1	1	1/32		1/32	1	1173		articStaccatoBelow						92	
59	57	685/4	685/4	0.125	9/16	9/16	Chord	3/4	1	1	1/32		1/32	1	1174		articStaccatoBelow						92	
59	57	1371/8	1371/8	0.125	19/32	19/32	Chord	3/4	1	1	1/32		1/32	1	1175		articStaccatoBelow						92	
59	57	343/2	343/2	0.125	5/8	5/8	Chord	3/4	1	1	1/32		1/32	1	1176		articStaccatoBelow						92	
59	57	1373/8	1373/8	0.125	21/32	21/32	Chord	3/4	1	1	1/32		1/32	1	1177		articStaccatoBelow						92	
59	57	687/4	687/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	1178		articStaccatoBelow						92	
59	57	1375/8	1375/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	1179		articStaccatoBelow							
59	57	169	169	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1180								93	
59	57	170	170	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1181									
60	58	172	172	0.0	0	0	Dynamic	3/4	1	1	0					fp								
60	58	172	172	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	1182								94	
60	58	691/4	691/4	0.08333333333333333	3/16	3/16	Chord	3/4	1	1	1/48		1/32	2/3	1183								94	
60	58	1037/6	1037/6	0.08333333333333333	5/24	5/24	Chord	3/4	1	1	1/48		1/32	2/3	1184								94	
60	58	2075/12	2075/12	0.08333333333333333	11/48	11/48	Chord	3/4	1	1	1/48		1/32	2/3	1185								94	
60	58	173	173	0.0	1/4	1/4	Dynamic	3/4	1	1	0					p								
60	58	173	173	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1186									
60	58	347/2	347/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1187									
60	58	174	174	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	1188									
60	58	697/4	697/4	0.125	9/16	9/16	Chord	3/4	1	1	1/32		1/32	1	1189									
60	58	1395/8	1395/8	0.125	19/32	19/32	Chord	3/4	1	1	1/32		1/32	1	1190									
60	58	349/2	349/2	0.0	5/8	5/8	Chord	3/4	1	1	0	grace32	1/32	1	1191									
60	58	349/2	349/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1192									
60	58	699/4	699/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	1193									
60	58	1399/8	1399/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	1194									
60	58	347/2	347/2	1.0	3/8	3/8	Chord	3/4	1	2	1/4		1/4	1	1195									
60	58	349/2	349/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	1196									
60	58	172	172	0.0	0	0	Dynamic	3/4	2	1	0					fp								
60	58	172	172	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1197									
60	58	173	173	0.0	1/4	1/4	Dynamic	3/4	2	1	0					p								
60	58	173	173	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1198									
60	58	174	174	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1199									
61	59	175	175	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1200									
61	59	351/2	351/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1201		ornamentTrill							
61	59	176	176	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	1202									
61	59	705/4	705/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	1203								95	
61	59	353/2	353/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	1204								95	
61	59	707/4	707/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1205								95	
61	59	177	177	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	1206								95	
61	59	709/4	709/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	1207								95	
61	59	355/2	355/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1208								95	
61	59	711/4	711/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1209									
61	59	175	175	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	1210									
61	59	176	176	0.25	1/4	1/4	Chord	3/4	1	2	1/16		1/16	1	1211									
61	59	175	175	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1212									
61	59	176	176	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1213									
61	59	177	177	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1214									
61	59	355/2	355/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1215									
61	59	177	177	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	1216									
62	60	178	178	0.125	0	0	Chord	3/4	1	1	1/32		1/32	1	1217		articStaccatoAbove							
62	60	1425/8	1425/8	0.125	1/32	1/32	Chord	3/4	1	1	1/32		1/32	1	1218								96	
62	60	713/4	713/4	0.125	1/16	1/16	Chord	3/4	1	1	1/32		1/32	1	1219								96	
62	60	1427/8	1427/8	0.125	3/32	3/32	Chord	3/4	1	1	1/32		1/32	1	1220								96	
62	60	357/2	357/2	0.0	1/8	1/8	Chord	3/4	1	1	0	grace32	1/32	1	1221								96	
62	60	357/2	357/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1222								96	
62	60	715/4	715/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32		1/32	1	1223								96	
62	60	1431/8	1431/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	1224									
62	60	179	179	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	1225								97	
62	60	719/4	719/4	0.0	7/16	7/16	Chord	3/4	1	1	0	grace32	1/32	1	1226									
62	60	719/4	719/4	0.0	7/16	7/16	Chord	3/4	1	1	0	grace32	1/32	1	1227									
62	60	719/4	719/4	0.0	7/16	7/16	Chord	3/4	1	1	0	grace32	1/32	1	1228									
62	60	719/4	719/4	0.0	7/16	7/16	Chord	3/4	1	1	0	grace32	1/32	1	1229									
62	60	719/4	719/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1230									
62	60	180	180	0.0	1/2	1/2	Chord	3/4	1	1	0	appoggiatura	1/8	1	1231									
62	60	180	180	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	1232		ornamentTrill							
62	60	723/4	723/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	1233									
62	60	1447/8	1447/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	1234									
62	60	178	178	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1235									
62	60	357/2	357/2	1.0	1/8	1/8	Chord	3/4	2	1	1/4		1/4	1	1236									
62	60	180	180	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1237									
62	60	178	178	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	1238									
62	60	357/2	357/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	1239									
62	60	179	179	0.5	1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	1240									
62	60	180	180	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	1241									
63	61	181	181	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1242									
63	61	729/4	729/4	0.0	5/16	5/16	Dynamic	3/4	1	1	0					f								
63	61	729/4	729/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	1243		ornamentTrill						98	
63	61	365/2	365/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	1244									
63	61	731/4	731/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1245		articStaccatoBelow							
63	61	183	183	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	1246		articStaccatoAbove							
63	61	733/4	733/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	1247		articStaccatoAbove							
63	61	367/2	367/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1248		articStaccatoAbove							
63	61	735/4	735/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1249		articStaccatoAbove							
63	61	181	181	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	1250								99	
63	61	725/4	725/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	1251								99	
63	61	363/2	363/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	1252								99	
63	61	727/4	727/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1253								99	
63	61	182	182	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	1254								99	
63	61	729/4	729/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	1255								99	
63	61	365/2	365/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	1256								99	
63	61	731/4	731/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1257								99	
63	61	183	183	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	1258								99	
63	61	733/4	733/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	1259								99	
63	61	367/2	367/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	1260								99	
63	61	735/4	735/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1261									
64	62	184	184	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1262									
64	62	369/2	369/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1263									
64	62	741/4	741/4	0.0	5/16	5/16	Dynamic	3/4	1	1	0					p								
64	62	741/4	741/4	0.0	5/16	5/16	Chord	3/4	1	1	0	grace32	1/32	1	1264									
64	62	741/4	741/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	1265									
64	62	371/2	371/2	0.0	3/8	3/8	Chord	3/4	1	1	0	grace32	1/32	1	1266									
64	62	371/2	371/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	1267									
64	62	743/4	743/4	0.0	7/16	7/16	Chord	3/4	1	1	0	grace32	1/32	1	1268									
64	62	743/4	743/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1269									
64	62	186	186	0.0	1/2	1/2	Chord	3/4	1	1	0	grace32	1/32	1	1270									
64	62	186	186	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	1271									
64	62	745/4	745/4	0.0	9/16	9/16	Chord	3/4	1	1	0	grace32	1/32	1	1272									
64	62	745/4	745/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	1273									
64	62	373/2	373/2	0.0	5/8	5/8	Chord	3/4	1	1	0	grace32	1/32	1	1274									
