mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	slur	Trill:trill
49	48	571/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	621						40	
49	48	143	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	622						40	
49	48	573/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	623						40	
49	48	287/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	624						40	
49	48	575/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	625						40	
49	48	144	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	626						40	
49	48	577/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	627							
49	48	283/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	628							
49	48	285/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	629							
49	48	143	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	630							
49	48	144	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	631							
50	49	289/2	1.5	0	0	Chord	6/8	1	1	3/8			1/4	3/2	632						41	
50	49	146	1.5	3/8	3/8	Chord	6/8	1	1	3/8			1/4	3/2	633						41	
50	49	289/2	1.5	0	0	Chord	6/8	2	1	3/8			1/4	3/2	634						42	
50	49	146	1.5	3/8	3/8	Chord	6/8	2	1	3/8			1/4	3/2	635						42	
50	49	289/2	3.0	0	0	Chord	6/8	2	2	3/4			1/2	3/2	636						43	
51	50	295/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	637							
51	50	297/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	638						44	
51	50	595/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	639						44	
51	50	149	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	640						44	
51	50	597/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	641						44	
51	50	299/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	642						44	
51	50	599/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	643						44	
51	50	150	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	644						44	
51	50	601/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	645							
51	50	295/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	646							
51	50	295/2	0.5	0	0	Chord	6/8	2	2	1/8			1/8	1	647							
52	51	301/2	3.0	0	0	Chord	6/8	1	1	3/4			1/2	3/2	648							
52	51	303/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	649						45	
52	51	152	1.0	3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	650						45	
52	51	153	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	651							
53	52	307/2	1.5	0	0	Chord	6/8	1	1	3/8			1/4	3/2	652							
53	52	155	0.0	3/8	3/8	Chord	6/8	1	1	0	grace16		1/16	1	653							
53	52	155	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	654							
53	52	311/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	655		articStaccatoAbove					
53	52	156	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	656		articStaccatoAbove					
53	52	307/2	1.5	0	0	Chord	6/8	1	2	3/8			1/4	3/2	657							
53	52	155	1.5	3/8	3/8	Chord	6/8	1	2	3/8			1/4	3/2	658							
53	52	307/2	1.5	0	0	Chord	6/8	2	1	3/8			1/4	3/2	659							
53	52	155	1.5	3/8	3/8	Chord	6/8	2	1	3/8			1/4	3/2	660							
53	52	307/2	3.0	0	0	Chord	6/8	2	2	3/4			1/2	3/2	661							
54	53	313/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	662							
54	53	315/2	0.0	1/4	1/4	Dynamic	6/8	1	1	0						f						
54	53	315/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	663							
54	53	631/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	664							
54	53	158	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	665							
54	53	633/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	666							
54	53	317/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	667							
54	53	635/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	668							
54	53	159	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	669							
54	53	637/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	670							
54	53	313/2	0.0	0	0	Dynamic	6/8	2	1	0						f						
54	53	313/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	671						46	
54	53	157	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	672						46	
54	53	315/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	673							
54	53	158	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	674						47	
54	53	317/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	675						47	
54	53	159	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	676							
55	54	319/2	0.25	0	0	Chord	6/8	1	1	1/16			1/16	1	677							
55	54	639/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16			1/16	1	678							
55	54	160	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	679							
55	54	641/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	680							
55	54	321/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	681							
55	54	643/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	682							
55	54	161	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	683							
55	54	645/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	684							
55	54	323/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	685							
55	54	647/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	686							
55	54	162	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	687							
55	54	649/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	688							
55	54	319/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	689						48	
55	54	160	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	690						48	
55	54	321/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	691							
55	54	161	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	692						49	
55	54	323/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	693						49	
55	54	162	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	694							
56	55	325/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	695		articStaccatoAbove					
56	55	327/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	696							
56	55	655/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	697							
56	55	164	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	698							
56	55	657/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	699							
56	55	329/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	700							
56	55	659/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	701							
56	55	165	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	702							
56	55	661/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	703							
56	55	325/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	704						50	
56	55	163	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	705						50	
56	55	327/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	706							
56	55	164	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	707						51	
56	55	329/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	708						51	
56	55	165	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	709							
57	56	331/2	0.25	0	0	Chord	6/8	1	1	1/16			1/16	1	710							
57	56	663/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16			1/16	1	711							
57	56	166	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	712							
57	56	665/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	713							
57	56	333/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	714							
57	56	667/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	715							
57	56	167	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	716							
57	56	669/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	717							
57	56	335/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	718							
57	56	671/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	719							
57	56	168	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	720							
57	56	673/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	721							
57	56	331/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	722						52	
57	56	166	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	723						52	
57	56	333/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	724							
57	56	167	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	725						53	
57	56	335/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	726						53	
57	56	168	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	727							
58	57	337/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	728						54	
58	57	169	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	729						54	
58	57	339/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	730						54	
58	57	170	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	731						54	
58	57	341/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	732						54	
58	57	171	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	733							
58	57	337/2	1.0	0	0	Chord	6/8	2	1	1/4			1/4	1	734							
58	57	339/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	735							
58	57	170	1.0	3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	736							
58	57	171	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	737							
58	57	337/2	1.5	0	0	Chord	6/8	2	2	3/8			1/4	3/2	738							
58	57	170	1.5	3/8	3/8	Chord	6/8	2	2	3/8			1/4	3/2	739							
59	58	343/2	1.0	0	0	Chord	6/8	1	1	1/4			1/4	1	740							
59	58	343/2	1.0	0	0	Chord	6/8	2	1	1/4			1/4	1	741							
59	58	343/2	1.0	0	0	Chord	6/8	2	2	1/4			1/4	1	742							
61	59	349/2	0.0	0	0	Dynamic	6/8	1	1	0						p						
61	59	349/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	743						55	
61	59	175	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	744						55	
61	59	351/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	745						55	
61	59	176	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	746						55	
61	59	353/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	747						55	
61	59	177	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	748							
61	59	349/2	1.0	0	0	Chord	6/8	2	1	1/4			1/4	1	749							
61	59	351/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	750							
61	59	176	1.0	3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	751							
61	59	177	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	752							
61	59	349/2	1.5	0	0	Chord	6/8	2	2	3/8			1/4	3/2	753							
61	59	176	1.5	3/8	3/8	Chord	6/8	2	2	3/8			1/4	3/2	754							
62	60	355/2	1.0	0	0	Chord	6/8	1	1	1/4			1/4	1	755							
62	60	355/2	1.0	0	0	Chord	6/8	2	1	1/4			1/4	1	756							
62	60	355/2	1.0	0	0	Chord	6/8	2	2	1/4			1/4	1	757							
63	61	361/2	0.0	0	0	Dynamic	6/8	1	1	0						f						
63	61	361/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	758						56	
63	61	181	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	759						56	
63	61	363/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	760						56	
63	61	182	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	761						56	
63	61	365/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	762						56	
63	61	183	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	763							
63	61	361/2	1.5	0	0	Chord	6/8	2	1	3/8			1/4	3/2	764							
63	61	182	1.5	3/8	3/8	Chord	6/8	2	1	3/8			1/4	3/2	765							
63	61	361/2	1.0	0	0	Chord	6/8	2	2	1/4			1/4	1	766							
63	61	363/2	0.5	1/4	1/4	Chord	6/8	2	2	1/8			1/8	1	767							
63	61	182	1.0	3/8	3/8	Chord	6/8	2	2	1/4			1/4	1	768							
63	61	183	0.5	5/8	5/8	Chord	6/8	2	2	1/8			1/8	1	769							
64	62	367/2	1.0	0	0	Chord	6/8	1	1	1/4			1/4	1	770							
64	62	186	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	771							
64	62	367/2	1.0	0	0	Chord	6/8	2	1	1/4			1/4	1	772							
64	62	367/2	1.0	0	0	Chord	6/8	2	2	1/4			1/4	1	773							
65	63	373/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	774							
65	63	187	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	775							
65	63	375/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	776							
65	63	188	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	777							
65	63	377/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	778							
65	63	189	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	779							
65	63	189	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	780							
66	64	379/2	1.0	0	0	Chord	6/8	1	1	1/4			1/4	1	781							
66	64	381/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	782							
66	64	191	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	783							
66	64	192	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	784							
66	64	379/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	785							
66	64	190	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	786							
66	64	381/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	787							
66	64	191	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	788							
66	64	383/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	789							
66	64	192	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	790							
67	65	385/2	0.25	0	0	Chord	6/8	1	1	1/16			1/16	1	791							
67	65	771/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16			1/16	1	792							
67	65	193	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	793							
67	65	773/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	794							
67	65	387/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	795							
67	65	775/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	796							
67	65	194	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	797							
67	65	777/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	798							
67	65	389/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	799							
67	65	779/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	800							
67	65	195	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	801							
67	65	781/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	802							
67	65	385/2	1.0	0	0	Chord	6/8	2	1	1/4			1/4	1	803							
67	65	387/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	804							
67	65	194	1.0	3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	805							
67	65	195	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	806							
68	66	391/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	807							
68	66	196	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	808							
68	66	393/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	809							
68	66	197	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	810							
68	66	395/2	1.0	1/2	1/2	Chord	6/8	1	1	1/4			1/4	1	811							
68	66	391/2	0.25	0	0	Chord	6/8	2	1	1/16			1/16	1	812							
68	66	783/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16			1/16	1	813							
68	66	196	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	814							
68	66	785/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	815							
68	66	393/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	816							
68	66	787/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16			1/16	1	817							
68	66	197	0.25	3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	818							
68	66	789/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	819							
68	66	395/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	820							
68	66	791/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	821							
68	66	198	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	822							
68	66	793/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	823							
69	67	397/2	0.25	0	0	Chord	6/8	1	1	1/16			1/16	1	824							
69	67	795/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16			1/16	1	825							
69	67	199	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	826							
69	67	797/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	827							
69	67	399/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	828							
69	67	799/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	829							
69	67	200	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	830							
69	67	801/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	831							
69	67	401/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	832							
69	67	803/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	833							
69	67	201	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	834							
69	67	805/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	835							
69	67	397/2	0.75	0	0	Chord	6/8	2	1	3/16			1/8	3/2	836							
69	67	797/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	837							
69	67	399/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	838							
69	67	799/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16			1/16	1	839							
69	67	200	0.25	3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	840							
69	67	801/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	841							
69	67	401/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	842							
69	67	803/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	843							
69	67	201	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	844							
69	67	805/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	845							
70	68	403/2	0.25	0	0	Chord	6/8	1	1	1/16			1/16	1	846							
70	68	807/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16			1/16	1	847							
70	68	202	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	848							
70	68	809/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	849							
70	68	405/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	850							
70	68	811/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	851							
70	68	203	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	852							
70	68	813/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	853							
70	68	407/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	854							
70	68	815/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	855							
70	68	204	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	856							
70	68	817/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	857							
70	68	403/2	1.0	0	0	Chord	6/8	2	1	1/4			1/4	1	858						57	
70	68	405/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	859							
70	68	203	1.0	3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	860						58	
70	68	204	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	861							
71	69	409/2	0.25	0	0	Chord	6/8	1	1	1/16			1/16	1	862							
71	69	819/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16			1/16	1	863							
71	69	205	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	864							
71	69	821/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	865							
71	69	411/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	866							
71	69	823/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	867							
71	69	206	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	868							
71	69	825/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	869							
71	69	413/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	870							
71	69	827/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	871							
71	69	207	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	872							
71	69	829/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	873							
71	69	409/2	1.0	0	0	Chord	6/8	2	1	1/4			1/4	1	874							
71	69	207	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	875							
72	70	415/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	876							
72	70	417/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	877							
72	70	209	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	878							
72	70	419/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	879							
72	70	210	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	880							
72	70	415/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	881							
72	70	208	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	882							
72	70	417/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	883							
72	70	209	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	884							
72	70	419/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	885							
72	70	210	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	886							
73	71	421/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	887							
73	71	211	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	888							
73	71	423/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	889							
73	71	212	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	890							
73	71	213	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	891							
73	71	421/2	1.0	0	0	Chord	6/8	2	1	1/4			1/4	1	892							
73	71	423/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	893							
73	71	212	1.0	3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	894							
73	71	213	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	895							
74	72	427/2	1.0	0	0	Chord	6/8	1	1	1/4			1/4	1	896							
74	72	429/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	897							
74	72	215	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	898							
74	72	861/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	899							
74	72	431/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	900							
74	72	863/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	901							
74	72	216	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	902							
74	72	427/2	0.25	0	0	Chord	6/8	2	1	1/16			1/16	1	903							
74	72	855/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16			1/16	1	904							
74	72	214	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	905							
74	72	857/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	906							
74	72	429/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	907							
74	72	215	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	908							
74	72	216	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	909							
75	73	433/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	910							
75	73	435/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	911							
75	73	218	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	912							
75	73	873/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	913							
75	73	437/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	914							
75	73	875/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	915							
75	73	219	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	916							
75	73	433/2	0.25	0	0	Chord	6/8	2	1	1/16			1/16	1	917							
75	73	867/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16			1/16	1	918							
75	73	217	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	919							
75	73	869/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	920							
75	73	435/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	921							
75	73	218	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	922							
75	73	219	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	923							
76	74	439/2	0.25	0	0	Chord	6/8	1	1	1/16			1/16	1	924							
76	74	879/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16			1/16	1	925							
76	74	220	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	926							
76	74	881/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	927							
76	74	441/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	928							
76	74	883/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	929							
76	74	221	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	930							
76	74	885/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	931							
