mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	slur
102	100	300	0.5	1/2	1/2	Chord	3/4	1	2	1/8			1/8	1	1168							170
102	100	601/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8			1/8	1	1169							
102	100	298	0.0	0	0	Dynamic	3/4	2	1	0						p						
102	100	298	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1170							
102	100	300	0.0	1/2	1/2	Dynamic	3/4	2	1	0						f						
102	100	300	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	1171							171
102	100	601/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	1172							
103	101	301	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	1173							172
103	101	603/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	1174							
103	101	302	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	1175							173
103	101	605/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1176							
103	101	303	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1177							174
103	101	607/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1178							
103	101	301	0.5	0	0	Chord	3/4	1	2	1/8			1/8	1	1179							175
103	101	603/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8			1/8	1	1180							
103	101	302	0.5	1/4	1/4	Chord	3/4	1	2	1/8			1/8	1	1181							176
103	101	605/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8			1/8	1	1182							
103	101	303	0.5	1/2	1/2	Chord	3/4	1	2	1/8			1/8	1	1183							177
103	101	607/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8			1/8	1	1184							
103	101	301	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	1185							178
103	101	603/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	1186							
103	101	302	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	1187							179
103	101	605/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	1188							
103	101	303	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	1189							180
103	101	607/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	1190							
104	102	304	0.25	0	0	Chord	3/4	1	1	1/16			1/16	1	1191							181
104	102	1217/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	1192							181
104	102	609/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	1193							181
104	102	1219/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	1194							
104	102	305	0.25	1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	1195							182
104	102	1221/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	1196							182
104	102	611/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	1197							182
104	102	1223/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	1198							
104	102	306	0.25	1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	1199							183
104	102	1225/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	1200							183
104	102	613/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	1201							183
104	102	1227/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	1202							
104	102	304	1.0	0	0	Chord	3/4	2	2	1/4			1/4	1	1203							
104	102	306	1.0	1/2	1/2	Chord	3/4	2	2	1/4			1/4	1	1204							
105	103	307	0.25	0	0	Chord	3/4	1	1	1/16			1/16	1	1205							184
105	103	1229/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	1206							184
105	103	615/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	1207							184
105	103	1231/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	1208							
105	103	308	0.25	1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	1209							185
105	103	1233/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	1210							185
105	103	617/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	1211							185
105	103	1235/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	1212							
105	103	309	0.25	1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	1213							186
105	103	1237/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	1214							186
105	103	619/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	1215							186
105	103	1239/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	1216							
105	103	307	1.0	0	0	Chord	3/4	2	2	1/4			1/4	1	1217							
105	103	309	1.0	1/2	1/2	Chord	3/4	2	2	1/4			1/4	1	1218							
106	104	310	0.25	0	0	Chord	3/4	1	1	1/16			1/16	1	1219							
106	104	1241/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	1220							
106	104	621/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	1221							
106	104	1243/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	1222							
106	104	311	0.0	1/4	1/4	Chord	3/4	1	1	0	grace16		1/16	1	1223							
106	104	311	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	1224							
106	104	623/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	1225							
106	104	1247/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	1226							
106	104	312	0.0	1/2	1/2	Chord	3/4	1	1	0	grace16		1/16	1	1227							
106	104	312	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1228							
106	104	625/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	1229							
106	104	1251/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	1230							
106	104	311	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	1231							
106	104	312	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	1232							
106	104	310	1.0	0	0	Chord	3/4	2	2	1/4			1/4	1	1233							
106	104	311	2.0	1/4	1/4	Chord	3/4	2	2	1/2			1/2	1	1234							
107	105	627/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	1235		articStaccatissimoBelow					
107	105	314	0.0	1/4	1/4	Dynamic	3/4	1	1	0						p						
107	105	314	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	1236		articStaccatissimoBelow					
107	105	629/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1237		articStaccatissimoBelow					
107	105	315	0.0	1/2	1/2	Dynamic	3/4	1	1	0						f						
107	105	315	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1238							187
107	105	631/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1239							
107	105	315	0.5	1/2	1/2	Chord	3/4	1	2	1/8			1/8	1	1240							188
107	105	631/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8			1/8	1	1241							
107	105	313	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1242							
107	105	315	0.0	1/2	1/2	Dynamic	3/4	2	1	0						f						
107	105	315	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	1243							189
107	105	631/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	1244							
107	105	313	0.0	0	0	Dynamic	3/4	2	2	0						p						
107	105	313	1.0	0	0	Chord	3/4	2	2	1/4			1/4	1	1245							
108	106	316	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	1246							190
108	106	633/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	1247							
108	106	317	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	1248							191
108	106	635/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1249							
108	106	318	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1250							192
108	106	637/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1251							
108	106	316	0.5	0	0	Chord	3/4	1	2	1/8			1/8	1	1252							193
108	106	633/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8			1/8	1	1253							
108	106	317	0.5	1/4	1/4	Chord	3/4	1	2	1/8			1/8	1	1254							194
108	106	635/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8			1/8	1	1255							
108	106	318	0.5	1/2	1/2	Chord	3/4	1	2	1/8			1/8	1	1256							195
108	106	637/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8			1/8	1	1257							
108	106	316	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	1258							196
108	106	633/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	1259							
108	106	317	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	1260							197
108	106	635/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	1261							
108	106	318	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	1262							198
108	106	637/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	1263							
109	107	319	0.25	0	0	Chord	3/4	1	1	1/16			1/16	1	1264							199
109	107	1277/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	1265							199
109	107	639/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	1266							199
109	107	1279/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	1267							
109	107	320	0.25	1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	1268							200
109	107	1281/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	1269							200
109	107	641/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	1270							200
109	107	1283/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	1271							
109	107	321	0.25	1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	1272							201
109	107	1285/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	1273							201
109	107	643/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	1274							201
109	107	1287/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	1275							
109	107	319	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1276							
109	107	641/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	1277							
109	107	321	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	1278							
109	107	643/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	1279							
110	108	322	0.25	0	0	Chord	3/4	1	1	1/16			1/16	1	1280							202
110	108	1289/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	1281							202
110	108	645/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	1282							202
110	108	1291/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	1283							
110	108	323	0.25	1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	1284							203
110	108	1293/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	1285							203
110	108	647/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	1286							203
110	108	1295/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	1287							
110	108	324	0.25	1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	1288							204
110	108	1297/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	1289							204
110	108	649/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	1290							204
110	108	1299/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	1291							
110	108	322	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1292							
110	108	647/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	1293							
110	108	324	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	1294							
110	108	649/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	1295							
111	109	325	0.25	0	0	Chord	3/4	1	1	1/16			1/16	1	1296							
111	109	1301/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	1297							
111	109	651/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	1298							
111	109	1303/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	1299							
111	109	326	0.0	1/4	1/4	Chord	3/4	1	1	0	grace16		1/16	1	1300							
111	109	326	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	1301							
111	109	653/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	1302							
111	109	1307/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	1303							
111	109	327	0.0	1/2	1/2	Chord	3/4	1	1	0	grace16		1/16	1	1304							
111	109	327	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1305							
111	109	655/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	1306							
111	109	1311/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	1307							
111	109	325	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1308							
111	109	326	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	1309							
111	109	327	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	1310							
111	109	326	2.0	1/4	1/4	Chord	3/4	2	2	1/2			1/2	1	1311							
112	110	328	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	1312							
112	110	657/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	1313							205
112	110	1315/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	1314							205
112	110	329	0.25	1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	1315							205
112	110	1317/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	1316							205
112	110	659/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	1317							205
112	110	1319/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	1318							
112	110	330	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	1319		ornamentTrill					
112	110	328	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1320							
112	110	659/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16			1/16	1	1321							206
112	110	1319/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16			1/16	1	1322							206
112	110	330	0.25	1/2	1/2	Chord	3/4	2	1	1/16			1/16	1	1323							206
112	110	1321/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16			1/16	1	1324							206
112	110	661/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16			1/16	1	1325							206
112	110	1323/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16			1/16	1	1326							
112	110	328	1.0	0	0	Chord	3/4	2	2	1/4			1/4	1	1327							
113	111	331	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	1328							
113	111	663/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	1329							207
113	111	1327/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	1330							207
113	111	332	0.25	1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	1331							207
113	111	1329/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	1332							207
113	111	665/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	1333							207
113	111	1331/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	1334							
113	111	333	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	1335		ornamentTrill					
113	111	331	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1336							
113	111	665/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16			1/16	1	1337							208
113	111	1331/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16			1/16	1	1338							208
113	111	333	0.25	1/2	1/2	Chord	3/4	2	1	1/16			1/16	1	1339							208
113	111	1333/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16			1/16	1	1340							208
113	111	667/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16			1/16	1	1341							208
113	111	1335/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16			1/16	1	1342							
114	112	669/2	1.0	1/8	1/8	Chord	3/4	1	1	1/4			1/4	1	1343							209
114	112	671/2	1.0	3/8	3/8	Chord	3/4	1	1	1/4			1/4	1	1344							209
114	112	673/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1345							
114	112	334	0.0	0	0	Dynamic	3/4	1	2	0						p						
114	112	334	1.0	0	0	Chord	3/4	1	2	1/4			1/4	1	1346							210
114	112	335	1.0	1/4	1/4	Chord	3/4	1	2	1/4			1/4	1	1347							210
114	112	336	1.0	1/2	1/2	Chord	3/4	1	2	1/4			1/4	1	1348							210
114	112	334	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1349							211
114	112	335	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	1350							211
114	112	336	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	1351							211
115	113	337	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	1352							212
115	113	675/2	1.0	1/8	1/8	Chord	3/4	1	1	1/4			1/4	1	1353							212
115	113	677/2	1.0	3/8	3/8	Chord	3/4	1	1	1/4			1/4	1	1354							212
115	113	679/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1355							
115	113	337	1.0	0	0	Chord	3/4	1	2	1/4			1/4	1	1356							210
115	113	338	1.0	1/4	1/4	Chord	3/4	1	2	1/4			1/4	1	1357							210
115	113	339	1.0	1/2	1/2	Chord	3/4	1	2	1/4			1/4	1	1358							
115	113	337	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1359							211
115	113	338	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	1360							211
115	113	339	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	1361							
116	114	340	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	1362							213
116	114	681/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	1363							
116	114	683/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1364							
116	114	342	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1365							
116	114	685/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1366							
116	114	340	1.0	0	0	Chord	3/4	1	2	1/4			1/4	1	1367							
116	114	340	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1368							
116	114	341	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	1369							
116	114	342	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	1370							
117	115	1373/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	1371							214
117	115	687/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	1372							214
117	115	1375/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	1373							
117	115	1377/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	1374							215
117	115	689/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	1375							215
117	115	1379/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	1376							
117	115	1381/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	1377							216
117	115	691/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	1378							216
117	115	1383/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	1379							
117	115	343	0.0	0	0	Dynamic	3/4	1	2	0						f						
117	115	343	1.0	0	0	Chord	3/4	1	2	1/4			1/4	1	1380							
117	115	344	1.0	1/4	1/4	Chord	3/4	1	2	1/4			1/4	1	1381							
117	115	345	1.0	1/2	1/2	Chord	3/4	1	2	1/4			1/4	1	1382							
117	115	343	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1383							
117	115	344	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	1384							
117	115	345	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	1385							
118	116	1385/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	1386							217
118	116	693/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	1387							217
118	116	1387/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	1388							
118	116	1389/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	1389							218
118	116	695/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	1390							218
118	116	1391/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	1391							
118	116	1393/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	1392							219
118	116	697/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	1393							219
118	116	1395/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	1394							
118	116	346	1.0	0	0	Chord	3/4	1	2	1/4			1/4	1	1395							
118	116	347	1.0	1/4	1/4	Chord	3/4	1	2	1/4			1/4	1	1396							
118	116	348	1.0	1/2	1/2	Chord	3/4	1	2	1/4			1/4	1	1397							
118	116	346	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1398							
118	116	347	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	1399							
118	116	348	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	1400							
119	117	349	0.25	0	0	Chord	3/4	1	1	1/16			1/16	1	1401							220
119	117	1397/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	1402							220
119	117	699/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	1403							220
119	117	1399/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	1404							
119	117	350	0.25	1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	1405							
119	117	1401/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	1406							
119	117	701/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	1407							
119	117	1403/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	1408							
119	117	351	0.25	1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	1409							
119	117	1405/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	1410							
119	117	703/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	1411							
119	117	1407/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	1412							
119	117	349	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1413							
119	117	350	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	1414							
119	117	351	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	1415							
120	118	352	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	1416							
120	118	707/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1417							
120	118	354	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1418							
120	118	709/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1419							
120	118	352	0.25	0	0	Chord	3/4	2	1	1/16			1/16	1	1420							
120	118	1409/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	1421							
120	118	705/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	1422							
120	118	1411/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	1423							
120	118	353	0.25	1/4	1/4	Chord	3/4	2	1	1/16			1/16	1	1424							
120	118	1413/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16			1/16	1	1425							
120	118	707/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16			1/16	1	1426							
120	118	1415/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16			1/16	1	1427							
120	118	354	0.25	1/2	1/2	Chord	3/4	2	1	1/16			1/16	1	1428							
120	118	1417/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16			1/16	1	1429							
120	118	709/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16			1/16	1	1430							
120	118	1419/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16			1/16	1	1431							
121	119	355	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	1432							
121	119	713/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1433							
121	119	357	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1434							
121	119	715/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1435							
121	119	355	0.25	0	0	Chord	3/4	2	1	1/16			1/16	1	1436							
121	119	1421/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	1437							
121	119	711/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	1438							
121	119	1423/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	1439							
121	119	356	0.25	1/4	1/4	Chord	3/4	2	1	1/16			1/16	1	1440							
121	119	1425/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16			1/16	1	1441							
121	119	713/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16			1/16	1	1442							
121	119	1427/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16			1/16	1	1443							
121	119	357	0.25	1/2	1/2	Chord	3/4	2	1	1/16			1/16	1	1444							
121	119	1429/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16			1/16	1	1445							
121	119	715/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16			1/16	1	1446							
121	119	1431/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16			1/16	1	1447							
122	120	358	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	1448							
122	120	358	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1449							
