mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
1	0	0	0	0.0	0	1/4	Tempo	2/4	1	1	0						Rondo:Allegretto	100.0			1.0	
1	0	0	0	0.0	0	1/4	Tempo	2/4	1	1	0						𝅘𝅥=100	100.0	𝅘𝅥	100.0	0.0	
1	0	0	0	0.5	0	1/4	Chord	2/4	1	1	1/8	1/8	1	0	articStaccatissimoAbove							
1	0	1/2	1/2	0.5	1/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1	articStaccatissimoAbove							
2	1	1	1	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	2								
2	1	2	2	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	3	articStaccatissimoAbove							
2	1	5/2	5/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	4	articStaccatissimoAbove							
2	1	1	1	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	5	articStaccatissimoAbove							
2	1	3/2	3/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	6	articStaccatissimoAbove							
2	1	2	2	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	7								
3	2	3	3	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	8								
3	2	4	4	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	9								0
3	2	17/4	17/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	10								0
3	2	9/2	9/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	11								0
3	2	19/4	19/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	12								0
3	2	3	3	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	13	articStaccatissimoAbove							
3	2	7/2	7/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	14	articStaccatissimoAbove							
3	2	4	4	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	15								
4	3	5	5	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	16								0
4	3	21/4	21/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	17								0
4	3	11/2	11/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	18								0
