mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	tempo	qpm	slur	Trill:trill	crescendo_line
42	41	163	0.0	1/2	1/2	Dynamic	4/4	1	1	0						fp						
42	41	163	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	605					90		
42	41	327/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	606							
42	41	164	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	607		articStaccatoAbove					
42	41	329/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	608		articStaccatoAbove					
42	41	161	0.0	0	0	Dynamic	4/4	2	1	0						fp						
42	41	161	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	609							
42	41	645/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	610							
42	41	323/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	611							
42	41	647/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	612							
42	41	162	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	613							
42	41	649/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	614							
42	41	325/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	615							
42	41	651/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	616							
42	41	163	0.0	1/2	1/2	Dynamic	4/4	2	1	0						fp						
42	41	163	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	617							
42	41	653/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	618							
42	41	327/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	619							
42	41	655/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	620							
42	41	164	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	621							
42	41	657/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	622							
42	41	329/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	623							
42	41	659/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	624							
43	42	165	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	625		articStaccatoAbove					
43	42	331/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	626		articStaccatoAbove					
43	42	166	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	627		articStaccatoAbove					
43	42	333/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	628		articStaccatoAbove					
43	42	167	0.0	1/2	1/2	Dynamic	4/4	1	1	0						f						
43	42	167	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	629					91		
43	42	335/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	630							
43	42	168	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	631					92		
43	42	337/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	632							
43	42	165	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	633							
43	42	661/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	634							
43	42	331/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	635							
43	42	663/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	636							
43	42	166	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	637							
43	42	665/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	638							
43	42	333/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	639							
43	42	667/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	640							
43	42	167	0.0	1/2	1/2	Dynamic	4/4	2	1	0						f						
43	42	167	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	641							
43	42	669/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	642							
43	42	335/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	643							
43	42	671/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	644							
43	42	168	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	645							
43	42	673/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	646							
43	42	337/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	647							
43	42	675/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	648							
44	43	169	0.0	0	0	Dynamic	4/4	1	1	0						p						
44	43	169	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	649							
44	43	171	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	650							
44	43	339/2	0.0	1/8	1/8	Dynamic	4/4	2	1	0						p						
44	43	339/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	651					93		
44	43	170	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	652					93		
44	43	341/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	653							
44	43	343/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	654					94		
44	43	172	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	655					94		
44	43	345/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	656							
45	44	173	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	657					95		
45	44	175	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	658							
45	44	347/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	659					96		
45	44	174	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	660					96		
45	44	349/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	661							
45	44	351/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	662					97		
45	44	176	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	663					97		
45	44	353/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	664							
46	45	177	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	665					98		
46	45	709/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	666					98		
46	45	355/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	667					98		
46	45	711/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	668					98		
46	45	178	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	669					98		
46	45	713/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	670					98		
46	45	357/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	671					98		
46	45	715/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	672							
46	45	179	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	673							
46	45	180	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	674							
46	45	178	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	675							
46	45	179	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	676					99		
46	45	180	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	677							
46	45	178	1.0	1/4	1/4	Chord	4/4	2	2	1/4			1/4	1	678							
46	45	179	2.0	1/2	1/2	Chord	4/4	2	2	1/2			1/2	1	679							
47	46	363/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	680					100		
47	46	182	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	681					100		
47	46	365/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	682							
47	46	367/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	683					101		
47	46	184	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	684					101		
47	46	369/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	685							
47	46	181	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	686							
47	46	183	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	687							
48	47	371/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	688					102		
48	47	186	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	689							
48	47	373/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	690		articStaccatoAbove					
48	47	375/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	691					103		
48	47	188	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	692							
48	47	377/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	693		articStaccatoAbove					
48	47	185	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	694					104		
48	47	187	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	695							
49	48	379/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	696					105		
49	48	190	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	697							
49	48	381/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	698		articStaccatoAbove					
49	48	383/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	699					106		
49	48	192	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	700							
49	48	385/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	701		articStaccatoAbove					
49	48	189	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	702					107		
49	48	191	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	703							
50	49	193	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	704					108		
50	49	387/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	705					108		
50	49	194	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	706					108		
50	49	389/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	707							
50	49	195	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	708					109		
50	49	196	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	709					109		
50	49	393/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	710							
50	49	196	1.0	3/4	3/4	Chord	4/4	1	2	1/4			1/4	1	711							
50	49	194	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	712							
50	49	195	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	713					110		
50	49	196	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	714							
50	49	194	1.0	1/4	1/4	Chord	4/4	2	2	1/4			1/4	1	715							
50	49	195	2.0	1/2	1/2	Chord	4/4	2	2	1/2			1/2	1	716							
51	50	197	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	717		articStaccatoBelow					
51	50	395/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	718					111		
51	50	791/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	719					111		
51	50	198	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	720					111		
51	50	793/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	721					111		
51	50	397/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	722					111		
51	50	795/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	723							
51	50	199	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	724		articStaccatoBelow					
51	50	399/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	725					112		
51	50	799/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	726					112		
51	50	200	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	727					112		
51	50	801/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	728					112		
51	50	401/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	729					112		
51	50	803/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	730							
51	50	197	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	731							
51	50	198	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	732					113		
51	50	397/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	733							
51	50	199	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	734							
51	50	200	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	735					114		
51	50	401/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	736							
51	50	197	0.5	0	0	Chord	4/4	2	2	1/8			1/8	1	737							
51	50	199	0.5	1/2	1/2	Chord	4/4	2	2	1/8			1/8	1	738							
52	51	201	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	739		articStaccatoBelow					
52	51	403/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	740					115		
52	51	807/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	741					115		
52	51	202	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	742					115		
52	51	809/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	743					115		
52	51	405/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	744					115		
52	51	811/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	745							
52	51	203	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	746							
52	51	813/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	747							
52	51	407/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	748							
52	51	815/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	749							
52	51	204	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	750							
52	51	817/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	751							
52	51	409/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	752							
52	51	819/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	753							
52	51	201	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	754							
52	51	202	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	755					116		
52	51	405/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	756							
52	51	203	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	757							
52	51	407/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	758							
52	51	204	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	759							
52	51	409/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	760							
52	51	201	0.5	0	0	Chord	4/4	2	2	1/8			1/8	1	761							
53	52	205	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	762							
53	52	821/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	763							
53	52	411/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	764							
53	52	823/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	765							
53	52	206	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	766							
53	52	825/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	767							
53	52	413/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	768							
53	52	827/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	769							
53	52	207	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	770							
53	52	829/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	771							
53	52	415/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	772							
53	52	831/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	773							
53	52	208	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	774							
53	52	833/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	775							
53	52	417/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	776							
53	52	835/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	777							
53	52	205	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	778							
53	52	207	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	779							
54	53	209	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	780							
54	53	837/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	781							
54	53	419/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	782							
54	53	839/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	783							
54	53	210	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	784							
54	53	421/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	785							
54	53	211	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	786					117		
54	53	423/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	787							
54	53	212	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	788		articStaccatoBelow					
54	53	425/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	789		articStaccatoBelow					
54	53	209	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	790					118		
54	53	419/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	791					118		
54	53	210	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	792					118		
54	53	421/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	793							
54	53	211	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	794					119		
54	53	423/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	795					119		
54	53	212	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	796					119		
54	53	425/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	797							
55	54	213	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	798		articStaccatoAbove					
55	54	427/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	799					120		
55	54	855/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	800					120		
55	54	214	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	801					120		
55	54	857/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	802					120		
55	54	429/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	803					120		
55	54	859/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	804							
55	54	215	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	805		articStaccatoAbove					
55	54	431/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	806					121		
55	54	863/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	807					121		
55	54	216	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	808					121		
55	54	865/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	809					121		
55	54	433/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	810					121		
55	54	867/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	811							
55	54	213	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	812							
55	54	427/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	813					122		
55	54	214	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	814					122		
55	54	429/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	815							
55	54	215	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	816							
55	54	431/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	817					123		
55	54	216	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	818					123		
55	54	433/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	819							
55	54	213	0.5	0	0	Chord	4/4	2	2	1/8			1/8	1	820							
55	54	215	0.5	1/2	1/2	Chord	4/4	2	2	1/8			1/8	1	821							
56	55	217	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	822		articStaccatoAbove					
56	55	435/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	823					124		
56	55	871/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	824					124		
56	55	218	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	825					124		
56	55	873/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	826					124		
56	55	437/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	827					124		
56	55	875/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	828							
56	55	219	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	829							
56	55	877/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	830							
56	55	439/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	831							
56	55	879/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	832							
56	55	220	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	833							
56	55	881/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	834							
56	55	441/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	835							
56	55	883/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	836							
56	55	217	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	837							
56	55	435/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	838					125		
56	55	218	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	839					125		
56	55	437/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	840							
56	55	219	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	841							
56	55	439/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	842							
56	55	220	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	843							
56	55	441/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	844							
56	55	217	0.5	0	0	Chord	4/4	2	2	1/8			1/8	1	845							
57	56	221	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	846							
57	56	885/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	847							
57	56	443/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	848							
57	56	887/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	849							
57	56	222	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	850							
57	56	889/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	851							
57	56	445/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	852							
57	56	891/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	853							
57	56	223	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	854							
57	56	893/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	855							
57	56	447/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	856							
57	56	895/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	857							
57	56	224	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	858							
57	56	897/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	859							
57	56	449/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	860							
57	56	899/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	861							
57	56	221	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	862							
57	56	223	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	863							
58	57	225	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	864							
58	57	451/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	865							
58	57	226	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	866							
58	57	453/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	867							
58	57	227	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	868							
58	57	909/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	869							
58	57	455/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	870							
58	57	911/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	871							
58	57	228	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	872							
58	57	913/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	873							
58	57	457/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	874							
58	57	915/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	875							
58	57	225	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	876							
58	57	901/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	877							
58	57	451/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	878							
58	57	903/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	879							
58	57	226	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	880							
58	57	905/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	881							
58	57	453/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	882							
58	57	907/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	883							
58	57	227	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	884							
58	57	909/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	885							
58	57	455/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	886							
58	57	911/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	887							
58	57	228	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	888							
58	57	913/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	889							
58	57	457/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	890							
58	57	915/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	891							
59	58	229	0.0	0	0	Spanner	4/4	1	1	0											0	
59	58	229	0.0	0	0	Chord	4/4	1	1	0	grace32after		1/32	1	892						0	
59	58	229	0.0	0	0	Chord	4/4	1	1	0	grace32after		1/32	1	893						0	
59	58	229	4.0	0	0	Chord	4/4	1	1	1			1	1	894						0	
59	58	229	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	895							
59	58	917/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	896							
59	58	459/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	897							
59	58	919/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	898							
59	58	230	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	899							
59	58	921/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	900							
59	58	461/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	901							
59	58	923/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	902							
59	58	231	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	903							
59	58	925/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	904							
59	58	463/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	905							
59	58	927/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	906							
59	58	232	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	907							
