mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
51	51	201/2	201/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	601								46
51	51	101	101	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	602								46
51	51	203/2	203/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	603								
52	52	102	102	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	604								47
52	52	409/4	409/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	605								47
52	52	205/2	205/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	606								
52	52	103	103	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	607								
52	52	102	102	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	608								48
52	52	205/2	205/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	609								
52	52	207/2	207/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	610								
53	53	104	104	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	611								49
53	53	417/4	417/4	0.5	1/16	1/16	Chord	2/4	1	1	1/8	1/8	1	612								49
53	53	419/4	419/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	613								49
53	53	105	105	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	614								49
53	53	421/4	421/4	0.5	5/16	5/16	Chord	2/4	1	1	1/8	1/8	1	615								49
53	53	423/4	423/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	616								
53	53	104	104	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	617								50
53	53	209/2	209/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	618								50
53	53	105	105	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	619								50
53	53	211/2	211/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	620								
54	54	106	106	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	621								51
54	54	213/2	213/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	622								
54	54	107	107	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24	1/16	2/3	623								52
54	54	643/6	643/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24	1/16	2/3	624								52
54	54	322/3	322/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24	1/16	2/3	625								52
54	54	215/2	215/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24	1/16	2/3	626								52
54	54	323/3	323/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24	1/16	2/3	627								52
54	54	647/6	647/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24	1/16	2/3	628								
54	54	106	106	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	629								
54	54	107	107	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	630								
54	54	107	107	0.5	1/4	1/4	Chord	2/4	2	2	1/8	1/8	1	631								
54	54	215/2	215/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8	1/8	1	632								
55	55	108	108	0.16666666666666666	0	0	Chord	2/4	1	1	1/24	1/16	2/3	633								53
55	55	649/6	649/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24	1/16	2/3	634								53
55	55	325/3	325/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24	1/16	2/3	635								53
55	55	217/2	217/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24	1/16	2/3	636								53
55	55	326/3	326/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24	1/16	2/3	637								53
55	55	653/6	653/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24	1/16	2/3	638								
55	55	109	109	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24	1/16	2/3	639								54
55	55	655/6	655/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24	1/16	2/3	640								54
55	55	328/3	328/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24	1/16	2/3	641								54
55	55	219/2	219/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24	1/16	2/3	642								54
55	55	329/3	329/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24	1/16	2/3	643								54
55	55	659/6	659/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24	1/16	2/3	644								
55	55	108	108	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	645								
55	55	109	109	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	646								
55	55	108	108	0.5	0	0	Chord	2/4	2	2	1/8	1/8	1	647								
55	55	217/2	217/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8	1/8	1	648								
55	55	109	109	0.5	1/4	1/4	Chord	2/4	2	2	1/8	1/8	1	649								
55	55	219/2	219/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8	1/8	1	650								
56	56	110	110	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	651								55
56	56	441/4	441/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	652								55
56	56	221/2	221/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	653								
56	56	111	111	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	654								
56	56	110	110	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	655								56
56	56	221/2	221/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	656								
56	56	223/2	223/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	657								
56	56	110	110	0.5	0	0	Chord	2/4	2	2	1/8	1/8	1	658								57
56	56	221/2	221/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8	1/8	1	659								
56	56	223/2	223/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8	1/8	1	660								
57	57	112	112	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	661								58
57	57	449/4	449/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	662								58
57	57	225/2	225/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	663								58
57	57	451/4	451/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	664								
57	57	113	113	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	665								59
57	57	227/2	227/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	666								59
57	57	455/4	455/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	667								
57	57	112	112	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	668								
57	57	225/2	225/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	669								
57	57	113	113	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	670								
57	57	227/2	227/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	671								
57	57	112	112	1.0	0	0	Chord	2/4	2	2	1/4	1/4	1	672								
57	57	113	113	1.0	1/4	1/4	Chord	2/4	2	2	1/4	1/4	1	673								
58	58	114	114	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	674		articStaccatoBelow						
58	58	115	115	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24	1/16	2/3	675								
58	58	691/6	691/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24	1/16	2/3	676								
58	58	346/3	346/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24	1/16	2/3	677								
58	58	231/2	231/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24	1/16	2/3	678								
58	58	347/3	347/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24	1/16	2/3	679								
58	58	695/6	695/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24	1/16	2/3	680								
58	58	114	114	0.16666666666666666	0	0	Chord	2/4	2	1	1/24	1/16	2/3	681								
58	58	685/6	685/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24	1/16	2/3	682								
58	58	343/3	343/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24	1/16	2/3	683								
58	58	229/2	229/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24	1/16	2/3	684								
58	58	344/3	344/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24	1/16	2/3	685								
58	58	689/6	689/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24	1/16	2/3	686								
58	58	115	115	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	687								
59	59	116	116	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	688								
59	59	117	117	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24	1/16	2/3	689								
59	59	703/6	703/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24	1/16	2/3	690								
59	59	352/3	352/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24	1/16	2/3	691								
59	59	235/2	235/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24	1/16	2/3	692								
59	59	353/3	353/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24	1/16	2/3	693								
59	59	707/6	707/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24	1/16	2/3	694								
59	59	116	116	0.16666666666666666	0	0	Chord	2/4	2	1	1/24	1/16	2/3	695								
59	59	697/6	697/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24	1/16	2/3	696								
59	59	349/3	349/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24	1/16	2/3	697								
59	59	233/2	233/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24	1/16	2/3	698								
59	59	350/3	350/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24	1/16	2/3	699								
59	59	701/6	701/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24	1/16	2/3	700								
59	59	117	117	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	701								
60	60	118	118	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	702								
60	60	119	119	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24	1/16	2/3	703								
60	60	715/6	715/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24	1/16	2/3	704								
60	60	358/3	358/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24	1/16	2/3	705								
60	60	239/2	239/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24	1/16	2/3	706								
60	60	359/3	359/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24	1/16	2/3	707								
60	60	719/6	719/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24	1/16	2/3	708								
60	60	118	118	0.16666666666666666	0	0	Chord	2/4	2	1	1/24	1/16	2/3	709								
60	60	709/6	709/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24	1/16	2/3	710								
60	60	355/3	355/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24	1/16	2/3	711								
60	60	237/2	237/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24	1/16	2/3	712								
60	60	356/3	356/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24	1/16	2/3	713								
60	60	713/6	713/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24	1/16	2/3	714								
60	60	119	119	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	715								
61	61	120	120	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	716								
61	61	121	121	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24	1/16	2/3	717								
61	61	727/6	727/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24	1/16	2/3	718								
61	61	364/3	364/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24	1/16	2/3	719								
61	61	243/2	243/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24	1/16	2/3	720								
61	61	365/3	365/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24	1/16	2/3	721								
61	61	731/6	731/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24	1/16	2/3	722								
61	61	120	120	0.16666666666666666	0	0	Chord	2/4	2	1	1/24	1/16	2/3	723								
61	61	721/6	721/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24	1/16	2/3	724								
61	61	361/3	361/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24	1/16	2/3	725								
61	61	241/2	241/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24	1/16	2/3	726								
61	61	362/3	362/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24	1/16	2/3	727								
61	61	725/6	725/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24	1/16	2/3	728								
61	61	121	121	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	729								
62	62	122	122	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	730								
62	62	739/6	739/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24	1/16	2/3	731								
62	62	370/3	370/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24	1/16	2/3	732								
62	62	247/2	247/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24	1/16	2/3	733								
62	62	371/3	371/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24	1/16	2/3	734								
62	62	743/6	743/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24	1/16	2/3	735								
62	62	122	122	0.16666666666666666	0	0	Chord	2/4	2	1	1/24	1/16	2/3	736								
62	62	733/6	733/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24	1/16	2/3	737								
62	62	367/3	367/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24	1/16	2/3	738								
62	62	245/2	245/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24	1/16	2/3	739								
62	62	368/3	368/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24	1/16	2/3	740								
62	62	737/6	737/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24	1/16	2/3	741								
62	62	123	123	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	742								
63	63	124	124	0.16666666666666666	0	0	Chord	2/4	1	1	1/24	1/16	2/3	743								
63	63	745/6	745/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24	1/16	2/3	744								
63	63	373/3	373/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24	1/16	2/3	745								
63	63	249/2	249/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24	1/16	2/3	746								
63	63	374/3	374/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24	1/16	2/3	747								
63	63	749/6	749/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24	1/16	2/3	748								
63	63	125	125	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24	1/16	2/3	749								
63	63	751/6	751/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24	1/16	2/3	750								
63	63	376/3	376/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24	1/16	2/3	751								
63	63	251/2	251/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24	1/16	2/3	752								
63	63	377/3	377/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24	1/16	2/3	753								
63	63	755/6	755/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24	1/16	2/3	754								
64	64	126	126	0.16666666666666666	0	0	Chord	2/4	1	1	1/24	1/16	2/3	755								
64	64	757/6	757/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24	1/16	2/3	756								
64	64	379/3	379/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24	1/16	2/3	757								
64	64	253/2	253/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24	1/16	2/3	758								
64	64	380/3	380/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24	1/16	2/3	759								
64	64	761/6	761/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24	1/16	2/3	760								
64	64	127	127	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24	1/16	2/3	761								
64	64	763/6	763/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24	1/16	2/3	762								
64	64	382/3	382/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24	1/16	2/3	763								
64	64	255/2	255/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24	1/16	2/3	764								
64	64	383/3	383/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24	1/16	2/3	765								
64	64	767/6	767/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24	1/16	2/3	766								
65	65	128	128	0.0	0	0	Dynamic	2/4	1	1	0				p							
65	65	128	128	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	767								60
65	65	515/4	515/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32	1/32	1	768								
65	65	1031/8	1031/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	769								
65	65	129	129	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	770								
65	65	259/2	259/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	771								
65	65	257/2	257/2	0.0	1/8	1/8	Dynamic	2/4	2	1	0				p							
65	65	257/2	257/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	772								
65	65	129	129	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	773								
65	65	259/2	259/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	774								
65	65	257/2	257/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8	1/8	1	775								
65	65	129	129	0.5	1/4	1/4	Chord	2/4	2	2	1/8	1/8	1	776								
65	65	259/2	259/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8	1/8	1	777								
66	66	130	130	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	778								61
66	66	261/2	261/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	779								
66	66	131	131	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	780		articStaccatoAbove						
66	66	261/2	261/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	781								
66	66	131	131	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	782								
66	66	263/2	263/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	783								
66	66	261/2	261/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8	1/8	1	784								
66	66	131	131	0.5	1/4	1/4	Chord	2/4	2	2	1/8	1/8	1	785								
66	66	263/2	263/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8	1/8	1	786								
67	67	132	132	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	787								62
67	67	531/4	531/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32	1/32	1	788								
67	67	1063/8	1063/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	789								
67	67	133	133	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	790								
67	67	267/2	267/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	791		articStaccatoAbove						
67	67	265/2	265/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	792								
67	67	133	133	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	793								
67	67	267/2	267/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	794								
67	67	265/2	265/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8	1/8	1	795								
67	67	133	133	0.5	1/4	1/4	Chord	2/4	2	2	1/8	1/8	1	796								
67	67	267/2	267/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8	1/8	1	797								
68	68	134	134	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	798								63
68	68	269/2	269/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	799								
68	68	135	135	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	800		articStaccatoAbove						
68	68	269/2	269/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	801								
68	68	135	135	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	802								
68	68	271/2	271/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	803								
68	68	269/2	269/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8	1/8	1	804								
68	68	135	135	0.5	1/4	1/4	Chord	2/4	2	2	1/8	1/8	1	805								
68	68	271/2	271/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8	1/8	1	806								
69	69	136	136	0.375	0	0	Chord	2/4	1	1	3/32	1/16	3/2	807								64
69	69	1091/8	1091/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	808								64
69	69	273/2	273/2	0.375	1/8	1/8	Chord	2/4	1	1	3/32	1/16	3/2	809								64
69	69	1095/8	1095/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	810								
69	69	137	137	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	811		articStaccatoAbove						
69	69	275/2	275/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	812		articStaccatoAbove						
69	69	136	136	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	813								
69	69	137	137	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	814								
69	69	136	136	0.5	0	0	Chord	2/4	2	2	1/8	1/8	1	815								
69	69	273/2	273/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8	1/8	1	816								
69	69	137	137	0.5	1/4	1/4	Chord	2/4	2	2	1/8	1/8	1	817								
70	70	138	138	0.375	0	0	Chord	2/4	1	1	3/32	1/16	3/2	818								65
70	70	1107/8	1107/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	819								65
70	70	277/2	277/2	0.375	1/8	1/8	Chord	2/4	1	1	3/32	1/16	3/2	820								65
70	70	1111/8	1111/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	821								
70	70	139	139	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	822		articStaccatoAbove						
70	70	279/2	279/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	823		articStaccatoAbove						
70	70	138	138	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	824								
70	70	139	139	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	825								
70	70	138	138	0.5	0	0	Chord	2/4	2	2	1/8	1/8	1	826								
70	70	277/2	277/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8	1/8	1	827								
70	70	139	139	0.5	1/4	1/4	Chord	2/4	2	2	1/8	1/8	1	828								
71	71	140	140	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	829		articStaccatoAbove						
71	71	281/2	281/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	830		articStaccatoAbove						
71	71	141	141	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	831		articStaccatoAbove						
71	71	283/2	283/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	832		articStaccatoAbove						
71	71	140	140	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	833								
71	71	141	141	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	834								
71	71	140	140	0.5	0	0	Chord	2/4	2	2	1/8	1/8	1	835								
71	71	141	141	0.5	1/4	1/4	Chord	2/4	2	2	1/8	1/8	1	836								
72	72	142	142	0.375	0	0	Chord	2/4	1	1	3/32	1/16	3/2	837		ornamentTrill						66
72	72	1139/8	1139/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	838								66
72	72	285/2	285/2	0.375	1/8	1/8	Chord	2/4	1	1	3/32	1/16	3/2	839								66
72	72	1143/8	1143/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	840								
72	72	143	143	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	841		articStaccatoBelow						
72	72	142	142	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	842								67
72	72	143	143	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	843								
73	73	144	144	0.0	0	0	Dynamic	2/4	1	1	0				f							
73	73	144	144	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	844								68
73	73	579/4	579/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32	1/32	1	845								
73	73	1159/8	1159/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	846								
73	73	145	145	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	847								
73	73	291/2	291/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	848		articStaccatoAbove						
73	73	144	144	0.16666666666666666	0	0	Chord	2/4	2	1	1/24	1/16	2/3	849								
73	73	865/6	865/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24	1/16	2/3	850								
73	73	433/3	433/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24	1/16	2/3	851								
73	73	289/2	289/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24	1/16	2/3	852								
73	73	434/3	434/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24	1/16	2/3	853								
73	73	869/6	869/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24	1/16	2/3	854								
73	73	145	145	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24	1/16	2/3	855								
73	73	871/6	871/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24	1/16	2/3	856								
73	73	436/3	436/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24	1/16	2/3	857								
73	73	291/2	291/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24	1/16	2/3	858								
73	73	437/3	437/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24	1/16	2/3	859								
73	73	875/6	875/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24	1/16	2/3	860								
74	74	146	146	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	861								69
74	74	293/2	293/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	862								
74	74	147	147	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	863		articStaccatoAbove						
74	74	146	146	0.16666666666666666	0	0	Chord	2/4	2	1	1/24	1/16	2/3	864								
74	74	877/6	877/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24	1/16	2/3	865								
74	74	439/3	439/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24	1/16	2/3	866								
74	74	293/2	293/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24	1/16	2/3	867								
74	74	440/3	440/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24	1/16	2/3	868								
74	74	881/6	881/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24	1/16	2/3	869								
74	74	147	147	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24	1/16	2/3	870								
