mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	slur
35	35	275/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	596							
35	35	551/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	597							
35	35	138	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	598							
35	35	553/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	599							
35	35	277/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	600							
35	35	555/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	601							
35	35	139	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	602							
35	35	557/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	603							
35	35	279/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	604							
35	35	559/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	605							
36	36	140	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	606							
36	36	561/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	607							
36	36	281/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	608							
36	36	563/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	609							
36	36	141	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	610							
36	36	565/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	611							
36	36	283/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	612							
36	36	567/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	613							
36	36	142	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	614							
36	36	569/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	615							
36	36	285/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	616							
36	36	571/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	617							
36	36	143	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	618							
36	36	573/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	619							
36	36	287/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	620							
36	36	575/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	621							
36	36	140	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	622							
36	36	283/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	623							
36	36	142	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	624							
36	36	287/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	625							
37	37	144	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	626							
37	37	145	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	627							
37	37	146	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	628							
37	37	144	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	629							
37	37	145	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	630							
37	37	146	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	631							
38	38	148	0.0	0	0	Dynamic	4/4	1	1	0						p						
38	38	148	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	632							40
38	38	297/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	633							
38	38	149	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	634							41
38	38	299/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	635							
38	38	150	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	636							42
38	38	301/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	637							
38	38	151	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	638							43
38	38	303/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	639							
38	38	148	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	640							44
38	38	150	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	641							
39	39	152	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	642							45
39	39	154	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	643							
39	39	152	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	644							
39	39	153	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	645							
39	39	154	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	646							
40	40	156	0.0	0	0	Dynamic	4/4	1	1	0						p						
40	40	156	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	647							46
40	40	313/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	648							
40	40	157	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	649							47
40	40	315/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	650							
40	40	158	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	651							48
40	40	317/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	652							
40	40	159	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	653							49
40	40	319/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	654							
41	41	160	0.0	0	0	Dynamic	4/4	1	1	0						fp						
41	41	160	4.0	0	0	Chord	4/4	1	1	1			1	1	655							
41	41	160	0.5	0	0	Chord	4/4	1	2	1/8			1/8	1	656							50
41	41	321/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8			1/8	1	657							
41	41	161	0.5	1/4	1/4	Chord	4/4	1	2	1/8			1/8	1	658							51
41	41	323/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8			1/8	1	659							
41	41	162	0.5	1/2	1/2	Chord	4/4	1	2	1/8			1/8	1	660							52
41	41	325/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8			1/8	1	661							
41	41	163	0.5	3/4	3/4	Chord	4/4	1	2	1/8			1/8	1	662							53
41	41	327/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8			1/8	1	663							
41	41	160	0.0	0	0	Dynamic	4/4	2	1	0						fp						
41	41	160	4.0	0	0	Chord	4/4	2	1	1			1	1	664							
42	42	164	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	665							54
42	42	329/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	666							
42	42	331/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	667							
42	42	166	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	668							55
42	42	333/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	669							
42	42	335/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	670							
42	42	165	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	671							
42	42	167	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	672							
43	43	168	0.0	0	0	Dynamic	4/4	1	1	0						f						
43	43	168	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	673							56
43	43	170	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	674							
43	43	168	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	675							57
43	43	337/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	676							
43	43	169	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	677							58
43	43	339/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	678							
43	43	170	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	679							59
43	43	341/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	680							
43	43	171	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	681							60
43	43	343/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	682							
44	44	172	0.0	0	0	Dynamic	4/4	1	1	0						p						
44	44	172	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	683							61
44	44	345/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	684							
44	44	173	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	685							62
44	44	347/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	686							
44	44	174	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	687							63
44	44	349/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	688							
44	44	175	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	689							64
44	44	351/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	690							
45	45	176	0.0	0	0	Dynamic	4/4	1	1	0						fp						
45	45	176	4.0	0	0	Chord	4/4	1	1	1			1	1	691							
45	45	176	0.5	0	0	Chord	4/4	1	2	1/8			1/8	1	692							65
45	45	353/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8			1/8	1	693							
45	45	177	0.5	1/4	1/4	Chord	4/4	1	2	1/8			1/8	1	694							66
45	45	355/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8			1/8	1	695							
45	45	178	0.5	1/2	1/2	Chord	4/4	1	2	1/8			1/8	1	696							67
45	45	357/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8			1/8	1	697							
45	45	179	0.5	3/4	3/4	Chord	4/4	1	2	1/8			1/8	1	698							68
45	45	359/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8			1/8	1	699							
45	45	176	0.0	0	0	Dynamic	4/4	2	1	0						fp						
45	45	176	4.0	0	0	Chord	4/4	2	1	1			1	1	700							
46	46	180	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	701							69
46	46	361/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	702							
46	46	363/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	703							
46	46	182	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	704							70
46	46	365/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	705							
46	46	367/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	706							
46	46	181	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	707							
46	46	183	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	708							
47	47	184	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	709							71
47	47	186	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	710							
47	47	184	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	711							72
47	47	369/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	712							
47	47	185	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	713							73
47	47	371/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	714							
47	47	186	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	715							74
47	47	373/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	716							
47	47	187	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	717							75
47	47	375/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	718							
48	48	188	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	719							
48	48	753/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	720							
48	48	377/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	721							
48	48	755/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	722							
48	48	189	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	723							
48	48	757/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	724							
48	48	379/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	725							
48	48	759/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	726							
48	48	190	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	727							
48	48	761/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	728							
48	48	381/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	729							
48	48	763/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	730							
48	48	191	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	731							
48	48	765/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	732							
48	48	383/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	733							
48	48	767/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	734							
48	48	188	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	735							76
48	48	377/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	736							
48	48	189	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	737							77
48	48	379/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	738							
48	48	190	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	739							78
48	48	381/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	740							
48	48	191	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	741							79
48	48	383/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	742							
49	49	192	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	743							
49	49	769/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	744							
49	49	385/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	745							
49	49	771/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	746							
49	49	193	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	747							
49	49	773/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	748							
49	49	387/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	749							
49	49	775/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	750							
49	49	194	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	751							
49	49	777/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	752							
49	49	389/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	753							
49	49	779/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	754							
49	49	195	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	755							
49	49	781/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	756							
49	49	391/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	757							
49	49	783/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	758							
49	49	192	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	759							
49	49	194	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	760							
50	50	196	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	761							
50	50	785/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	762							
50	50	393/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	763							
50	50	787/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	764							
50	50	197	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	765							
50	50	789/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	766							
50	50	395/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	767							
50	50	791/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	768							
50	50	198	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	769							
50	50	793/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	770							
50	50	397/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	771							
50	50	795/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	772							
50	50	199	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	773							
50	50	797/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	774							
50	50	399/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	775							
50	50	799/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	776							
50	50	196	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	777							80
50	50	393/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	778							
50	50	197	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	779							81
50	50	395/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	780							
50	50	198	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	781							82
50	50	397/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	782							
50	50	199	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	783							83
50	50	399/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	784							
51	51	200	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	785							
51	51	801/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	786							
51	51	401/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	787							
51	51	803/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	788							
51	51	201	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	789							
51	51	805/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	790							
51	51	403/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	791							
51	51	807/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	792							
51	51	202	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	793							
51	51	809/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	794							
51	51	405/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	795							
51	51	811/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	796							
51	51	203	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	797							
51	51	813/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	798							
51	51	407/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	799							
51	51	815/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	800							
51	51	200	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	801							
51	51	202	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	802							
52	52	204	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	803							84
52	52	409/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	804							
52	52	205	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	805							85
52	52	411/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	806							
52	52	206	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	807							86
52	52	413/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	808							
52	52	207	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	809							87
52	52	415/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	810							
52	52	204	1.0	0	0	Chord	4/4	1	2	1/4			1/4	1	811							
52	52	206	1.0	1/2	1/2	Chord	4/4	1	2	1/4			1/4	1	812							
52	52	204	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	813							
52	52	817/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	814							
52	52	409/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	815							
52	52	819/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	816							
52	52	205	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	817							
52	52	821/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	818							
52	52	411/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	819							
52	52	823/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	820							
52	52	206	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	821							
52	52	825/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	822							
52	52	413/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	823							
52	52	827/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	824							
52	52	207	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	825							
52	52	829/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	826							
52	52	415/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	827							
52	52	831/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	828							
53	53	208	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	829							
53	53	210	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	830							
53	53	208	0.5	0	0	Chord	4/4	1	2	1/8			1/8	1	831							88
53	53	417/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8			1/8	1	832							
53	53	209	0.5	1/4	1/4	Chord	4/4	1	2	1/8			1/8	1	833							89
53	53	419/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8			1/8	1	834							
53	53	210	0.5	1/2	1/2	Chord	4/4	1	2	1/8			1/8	1	835							90
53	53	421/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8			1/8	1	836							
53	53	211	0.5	3/4	3/4	Chord	4/4	1	2	1/8			1/8	1	837							91
53	53	423/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8			1/8	1	838							
53	53	208	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	839							
53	53	833/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	840							
53	53	417/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	841							
53	53	835/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	842							
53	53	209	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	843							
53	53	837/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	844							
53	53	419/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	845							
53	53	839/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	846							
53	53	210	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	847							
53	53	841/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	848							
53	53	421/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	849							
53	53	843/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	850							
53	53	211	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	851							
53	53	845/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	852							
53	53	423/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	853							
53	53	847/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	854							
54	54	212	0.0	0	0	Dynamic	4/4	1	1	0						p						
54	54	212	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	855							92
54	54	425/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	856							
54	54	213	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	857							93
54	54	427/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	858							
54	54	214	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	859							94
54	54	429/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	860							
54	54	215	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	861							95
54	54	431/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	862							
54	54	212	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	863							
54	54	214	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	864							
55	55	216	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	865							96
55	55	218	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	866							
55	55	216	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	867							
55	55	217	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	868							
55	55	218	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	869							
56	56	220	0.0	0	0	Dynamic	4/4	1	1	0						f						
56	56	220	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	870							
56	56	222	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	871							
56	56	220	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	872							
56	56	222	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	873							
57	57	224	1.5	0	0	Chord	4/4	1	1	3/8			1/4	3/2	874							97
57	57	451/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	875							
57	57	226	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	876							
57	57	224	0.0	0	0	Dynamic	4/4	1	2	0						p						
57	57	224	2.0	0	0	Chord	4/4	1	2	1/2			1/2	1	877							
57	57	226	1.0	1/2	1/2	Chord	4/4	1	2	1/4			1/4	1	878							
57	57	224	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	879							
57	57	226	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	880							
58	58	229	0.0	1/4	1/4	Dynamic	4/4	1	1	0						f						
58	58	229	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	881							98
58	58	230	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	882							98
58	58	231	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	883							
58	58	229	0.0	1/4	1/4	Dynamic	4/4	2	1	0						f						
58	58	229	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	884							
58	58	917/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	885							
58	58	459/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	886							
58	58	919/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	887							
58	58	230	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	888							
58	58	921/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	889							
58	58	461/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	890							
58	58	923/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	891							
58	58	231	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	892							
58	58	925/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	893							
58	58	463/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	894							
58	58	927/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	895							
59	59	232	0.75	0	0	Chord	4/4	1	1	3/16			1/8	3/2	896							99
59	59	931/4	0.08333333333333333	3/16	3/16	Chord	4/4	1	1	1/48			1/32	2/3	897							99
59	59	1397/6	0.08333333333333333	5/24	5/24	Chord	4/4	1	1	1/48			1/32	2/3	898							99
59	59	2795/12	0.08333333333333333	11/48	11/48	Chord	4/4	1	1	1/48			1/32	2/3	899							99
59	59	233	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	900							
59	59	467/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	901		articStaccatoAbove					
59	59	234	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	902							100
