mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:trill	crescendo_hairpin
77	77	306	306	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1360										78		
77	77	613/2	613/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1361										78		
77	77	307	307	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1362										78		
77	77	615/2	615/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1363												
78	78	308	308	0.0	0	0	Dynamic	4/4	1	1	0					f											
78	78	308	308	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	1364										79		
78	78	1233/4	1233/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1365										79		
78	78	617/2	617/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1366										79		
78	78	1235/4	1235/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1367										79		
78	78	309	309	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1368										79		
78	78	1237/4	1237/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1369										79		
78	78	619/2	619/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1370										79		
78	78	1239/4	1239/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1371												
78	78	310	310	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1372										80		
78	78	1241/4	1241/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1373										80		
78	78	621/2	621/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1374										80		
78	78	1243/4	1243/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1375										80		
78	78	311	311	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1376										80		
78	78	1245/4	1245/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1377										80		
78	78	623/2	623/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1378										80		
78	78	1247/4	1247/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1379												
78	78	308	308	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1380												
79	79	312	312	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	1381										81		
79	79	1249/4	1249/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1382										81		
79	79	625/2	625/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1383										81		
79	79	1251/4	1251/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1384										81		
79	79	313	313	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1385										81		
79	79	1253/4	1253/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1386										81		
79	79	627/2	627/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1387										81		
79	79	1255/4	1255/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1388												
79	79	314	314	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1389										82		
79	79	1257/4	1257/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1390										82		
79	79	629/2	629/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1391										82		
79	79	1259/4	1259/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1392										82		
79	79	315	315	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1393										82		
79	79	1261/4	1261/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1394										82		
79	79	631/2	631/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1395										82		
79	79	1263/4	1263/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1396												
79	79	312	312	0.0	0	0	Dynamic	4/4	2	1	0					f											
79	79	312	312	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	1397										83		
79	79	1249/4	1249/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1398										83		
79	79	625/2	625/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1399										83		
79	79	1251/4	1251/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1400										83		
79	79	313	313	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1401										83		
79	79	1253/4	1253/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1402										83		
79	79	627/2	627/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1403										83		
79	79	1255/4	1255/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1404												
79	79	314	314	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1405										84		
79	79	1257/4	1257/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	1406										84		
79	79	629/2	629/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1407										84		
79	79	1259/4	1259/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1408										84		
79	79	315	315	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	1409										84		
79	79	1261/4	1261/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	1410										84		
79	79	631/2	631/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1411										84		
79	79	1263/4	1263/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1412												
80	80	316	316	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	1413										85		
80	80	318	318	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1414										85		
80	80	319	319	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1415												
80	80	316	316	2.0	0	0	Chord	4/4	1	2	1/2		1/2	1	1416										86		
80	80	318	318	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	1417										86		
80	80	319	319	1.0	3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	1418												
80	80	316	316	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1419												
80	80	633/2	633/2	0.0	1/8	1/8	Dynamic	4/4	2	1	0					p											
80	80	633/2	633/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1420												
80	80	317	317	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1421												
80	80	635/2	635/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1422												
80	80	318	318	0.0	1/2	1/2	Dynamic	4/4	2	1	0					p											
80	80	318	318	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1423												
80	80	637/2	637/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1424												
80	80	319	319	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1425												
80	80	639/2	639/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1426												
81	81	320	320	0.75	0	0	Chord	4/4	1	1	3/16		1/8	3/2	1427												
81	81	1283/4	1283/4	0.125	3/16	3/16	Chord	4/4	1	1	1/32		1/32	1	1428												
81	81	2567/8	2567/8	0.125	7/32	7/32	Chord	4/4	1	1	1/32		1/32	1	1429												
81	81	321	321	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1430												
81	81	643/2	643/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1431												
81	81	322	322	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1432												
81	81	320	320	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	1433												
81	81	321	321	1.0	1/4	1/4	Chord	4/4	1	2	1/4		1/4	1	1434												
81	81	322	322	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	1435												
81	81	320	320	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1436												
81	81	641/2	641/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1437												
81	81	321	321	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1438												
81	81	643/2	643/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1439												
81	81	322	322	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1440												
81	81	645/2	645/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1441												
81	81	323	323	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1442												
81	81	647/2	647/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1443												
82	82	324	324	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	1444										87		
82	82	326	326	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1445										87		
82	82	327	327	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1446												
82	82	324	324	2.0	0	0	Chord	4/4	1	2	1/2		1/2	1	1447										88		
82	82	326	326	0.0	1/2	1/2	Dynamic	4/4	1	2	0					p									88		
82	82	326	326	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	1448										88		
82	82	327	327	1.0	3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	1449												
82	82	324	324	0.0	0	0	Dynamic	4/4	2	1	0					f											
82	82	324	324	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1450												
82	82	649/2	649/2	0.0	1/8	1/8	Dynamic	4/4	2	1	0					p											
82	82	649/2	649/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1451												
82	82	325	325	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1452												
82	82	651/2	651/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1453												
82	82	326	326	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1454												
82	82	653/2	653/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1455												
82	82	327	327	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1456												
82	82	655/2	655/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1457												
83	83	328	328	0.75	0	0	Chord	4/4	1	1	3/16		1/8	3/2	1458												
83	83	1315/4	1315/4	0.125	3/16	3/16	Chord	4/4	1	1	1/32		1/32	1	1459												
83	83	2631/8	2631/8	0.125	7/32	7/32	Chord	4/4	1	1	1/32		1/32	1	1460												
83	83	329	329	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1461												
83	83	659/2	659/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1462												
83	83	330	330	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1463												
83	83	663/2	663/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1464												
83	83	328	328	2.0	0	0	Chord	4/4	1	2	1/2		1/2	1	1465												
83	83	330	330	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	1466												
83	83	328	328	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1467												
83	83	657/2	657/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1468												
83	83	329	329	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1469												
83	83	659/2	659/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1470												
83	83	330	330	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1471												
83	83	661/2	661/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1472												
83	83	331	331	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1473												
83	83	663/2	663/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1474												
84	84	332	332	0.0	0	0	Dynamic	4/4	1	1	0					f											
84	84	332	332	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	1475										89		
84	84	1329/4	1329/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1476										89		
84	84	665/2	665/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1477										89		
84	84	1331/4	1331/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1478												
84	84	333	333	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1479												
84	84	1333/4	1333/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1480												
84	84	667/2	667/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1481												
84	84	1335/4	1335/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1482												
84	84	334	334	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1483												
84	84	1337/4	1337/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1484												
84	84	669/2	669/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1485												
84	84	1339/4	1339/4	0.0	11/16	11/16	StaffText	4/4	1	1	0							simile									
84	84	1339/4	1339/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1486												
84	84	335	335	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1487												
84	84	1341/4	1341/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1488												
84	84	671/2	671/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1489												
84	84	1343/4	1343/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1490												
84	84	332	332	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1491												
84	84	333	333	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1492												
84	84	334	334	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1493												
84	84	335	335	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1494												
85	85	336	336	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	1495												
85	85	1345/4	1345/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1496												
85	85	673/2	673/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1497												
85	85	1347/4	1347/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1498												
85	85	337	337	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1499												
85	85	1349/4	1349/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1500												
85	85	675/2	675/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1501												
85	85	1351/4	1351/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1502												
85	85	338	338	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1503												
85	85	1353/4	1353/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1504												
85	85	677/2	677/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1505												
85	85	1355/4	1355/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1506												
85	85	339	339	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1507												
85	85	1357/4	1357/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1508												
85	85	679/2	679/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1509												
85	85	1359/4	1359/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1510												
85	85	336	336	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1511												
85	85	337	337	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1512												
85	85	338	338	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1513												
85	85	339	339	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1514												
86	86	340	340	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	1515												
86	86	1361/4	1361/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1516												
86	86	681/2	681/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1517												
86	86	1363/4	1363/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1518												
86	86	341	341	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1519												
86	86	1365/4	1365/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1520												
86	86	683/2	683/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1521												
86	86	1367/4	1367/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1522												
86	86	342	342	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1523												
86	86	1369/4	1369/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1524												
86	86	685/2	685/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1525												
86	86	1371/4	1371/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1526												
86	86	343	343	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1527												
86	86	1373/4	1373/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1528												
86	86	687/2	687/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1529												
86	86	1375/4	1375/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1530												
86	86	340	340	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1531												
86	86	341	341	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1532												
86	86	342	342	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1533												
86	86	343	343	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1534												
87	87	344	344	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	1535												
87	87	1377/4	1377/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1536												
87	87	689/2	689/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1537												
87	87	1379/4	1379/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1538												
87	87	345	345	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1539												
87	87	1381/4	1381/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1540												
87	87	691/2	691/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1541												
87	87	1383/4	1383/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1542												
87	87	346	346	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1543												
87	87	1385/4	1385/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1544												
87	87	693/2	693/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1545												
87	87	1387/4	1387/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1546												
87	87	347	347	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1547												
87	87	1389/4	1389/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1548												
87	87	695/2	695/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1549												
87	87	1391/4	1391/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1550												
87	87	344	344	0.5	0	0	Chord	4/4	1	2	1/8		1/8	1	1551												
87	87	689/2	689/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	1552												
87	87	345	345	0.5	1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	1553												
87	87	691/2	691/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	1554												
87	87	346	346	0.5	1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	1555												
87	87	693/2	693/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8		1/8	1	1556												
87	87	347	347	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	1557												
87	87	695/2	695/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	1558												
87	87	344	344	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1559												
87	87	345	345	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1560												
87	87	346	346	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1561												
87	87	347	347	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1562												
88	88	348	348	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1563												
88	88	699/2	699/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1564		articStaccatoAbove										
88	88	350	350	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1565		articStaccatoAbove										
88	88	701/2	701/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1566		articStaccatoAbove										
88	88	351	351	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1567		articStaccatoAbove										
88	88	703/2	703/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1568		articStaccatoAbove										
88	88	348	348	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	1569												
88	88	348	348	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	1570												
88	88	1393/4	1393/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1571												
88	88	697/2	697/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1572												
88	88	1395/4	1395/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1573												
88	88	349	349	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1574												
88	88	1397/4	1397/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1575												
88	88	699/2	699/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1576												
88	88	1399/4	1399/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1577												
88	88	350	350	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1578												
88	88	1401/4	1401/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	1579												
88	88	701/2	701/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1580												
88	88	1403/4	1403/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1581												
88	88	351	351	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	1582												
88	88	1405/4	1405/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	1583												
88	88	703/2	703/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1584												
88	88	1407/4	1407/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1585												
89	89	352	352	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1586		articStaccatoAbove										
89	89	705/2	705/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1587		articStaccatoAbove										
89	89	353	353	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1588		articStaccatoAbove										
89	89	707/2	707/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1589		articStaccatoAbove										
89	89	354	354	0.0	1/2	1/2	Chord	4/4	1	1	0	grace16	1/16	1	1590												
89	89	354	354	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1591												
89	89	709/2	709/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1592												
89	89	1419/4	1419/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1593												
89	89	355	355	0.0	3/4	3/4	Chord	4/4	1	1	0	grace16	1/16	1	1594												
89	89	355	355	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1595												
89	89	711/2	711/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1596												
89	89	1423/4	1423/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1597												
89	89	352	352	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	1598												
89	89	1409/4	1409/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1599												
89	89	705/2	705/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1600												
89	89	1411/4	1411/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1601												
89	89	353	353	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1602												
89	89	1413/4	1413/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1603												
89	89	707/2	707/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1604												
89	89	1415/4	1415/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1605												
89	89	354	354	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1606												
89	89	1417/4	1417/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	1607												
89	89	709/2	709/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1608												
89	89	1419/4	1419/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1609												
89	89	355	355	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	1610												
89	89	1421/4	1421/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	1611												
89	89	711/2	711/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1612												
89	89	1423/4	1423/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1613												
90	90	356	356	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1614												
90	90	715/2	715/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1615		articStaccatoAbove										
90	90	358	358	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1616		articStaccatoAbove										
90	90	717/2	717/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1617		articStaccatoAbove										
90	90	359	359	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1618		articStaccatoAbove										
90	90	719/2	719/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1619		articStaccatoAbove										
90	90	356	356	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	1620												
90	90	1425/4	1425/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1621												
90	90	713/2	713/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1622												
90	90	1427/4	1427/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1623												
90	90	357	357	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1624												
90	90	1429/4	1429/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1625												
90	90	715/2	715/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1626												
90	90	1431/4	1431/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1627												
90	90	358	358	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1628												
90	90	1433/4	1433/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	1629												
90	90	717/2	717/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1630												
90	90	1435/4	1435/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1631												
90	90	359	359	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	1632												
