mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
20	20	119/2	119/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16	1/16	1	285							33
20	20	239/4	239/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	286							
21	21	60	60	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	287							
21	21	245/4	245/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	288							
21	21	123/2	123/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	289							
21	21	247/4	247/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	290							
21	21	62	62	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	291							
21	21	249/4	249/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	292							
21	21	125/2	125/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	293							
21	21	251/4	251/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	294							
21	21	60	60	0.25	0	0	Chord	3/4	2	1	1/16	1/16	1	295							
21	21	241/4	241/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	296							
21	21	121/2	121/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	297							
21	21	243/4	243/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	298							
21	21	61	61	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	299							
21	21	245/4	245/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	300							
21	21	123/2	123/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	301							
21	21	247/4	247/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	302							
21	21	62	62	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	303							
21	21	249/4	249/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	304							
21	21	125/2	125/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16	1/16	1	305							
21	21	251/4	251/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	306							
22	22	63	63	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	307							
22	22	257/4	257/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	308							
22	22	129/2	129/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	309							
22	22	259/4	259/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	310							
22	22	65	65	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	311							
22	22	261/4	261/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	312							
22	22	131/2	131/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	313							
22	22	263/4	263/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	314							
22	22	63	63	0.25	0	0	Chord	3/4	2	1	1/16	1/16	1	315							
22	22	253/4	253/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	316							
22	22	127/2	127/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	317							
22	22	255/4	255/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	318							
22	22	64	64	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	319							
22	22	257/4	257/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	320							
22	22	129/2	129/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	321							
22	22	259/4	259/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	322							
22	22	65	65	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	323							
22	22	261/4	261/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	324							
22	22	131/2	131/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16	1/16	1	325							
22	22	263/4	263/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	326							
23	23	265/4	265/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	327							
23	23	267/4	267/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	328							
23	23	269/4	269/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	329							
23	23	271/4	271/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	330							
23	23	273/4	273/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	331							34
23	23	137/2	137/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	332							34
23	23	275/4	275/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	333							
23	23	66	66	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	334							
23	23	133/2	133/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	335							
23	23	67	67	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	336							
23	23	135/2	135/2	1.0	3/8	3/8	Chord	3/4	2	1	1/4	1/4	1	337							
23	23	137/2	137/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	338							
23	23	66	66	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	339							
23	23	67	67	0.5	1/4	1/4	Chord	3/4	2	2	1/8	1/8	1	340							
23	23	135/2	135/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8	1/8	1	341							
23	23	68	68	0.5	1/2	1/2	Chord	3/4	2	2	1/8	1/8	1	342							
23	23	137/2	137/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8	1/8	1	343							
24	24	69	69	0.125	0	0	Chord	3/4	1	1	1/32	1/32	1	344							
24	24	553/8	553/8	0.125	1/32	1/32	Chord	3/4	1	1	1/32	1/32	1	345							
24	24	277/4	277/4	0.125	1/16	1/16	Chord	3/4	1	1	1/32	1/32	1	346							
24	24	555/8	555/8	0.125	3/32	3/32	Chord	3/4	1	1	1/32	1/32	1	347							
24	24	139/2	139/2	0.125	1/8	1/8	Chord	3/4	1	1	1/32	1/32	1	348							
24	24	557/8	557/8	0.125	5/32	5/32	Chord	3/4	1	1	1/32	1/32	1	349							
24	24	279/4	279/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32	1/32	1	350							
24	24	559/8	559/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32	1/32	1	351							
24	24	70	70	0.125	1/4	1/4	Chord	3/4	1	1	1/32	1/32	1	352							
24	24	561/8	561/8	0.125	9/32	9/32	Chord	3/4	1	1	1/32	1/32	1	353							
24	24	281/4	281/4	0.125	5/16	5/16	Chord	3/4	1	1	1/32	1/32	1	354							
24	24	563/8	563/8	0.125	11/32	11/32	Chord	3/4	1	1	1/32	1/32	1	355							
24	24	141/2	141/2	0.125	3/8	3/8	Chord	3/4	1	1	1/32	1/32	1	356							
24	24	565/8	565/8	0.125	13/32	13/32	Chord	3/4	1	1	1/32	1/32	1	357							
24	24	283/4	283/4	0.125	7/16	7/16	Chord	3/4	1	1	1/32	1/32	1	358							
24	24	567/8	567/8	0.125	15/32	15/32	Chord	3/4	1	1	1/32	1/32	1	359							
24	24	71	71	0.125	1/2	1/2	Chord	3/4	1	1	1/32	1/32	1	360							
24	24	569/8	569/8	0.125	17/32	17/32	Chord	3/4	1	1	1/32	1/32	1	361							
24	24	285/4	285/4	0.125	9/16	9/16	Chord	3/4	1	1	1/32	1/32	1	362							
24	24	571/8	571/8	0.125	19/32	19/32	Chord	3/4	1	1	1/32	1/32	1	363							
24	24	143/2	143/2	0.125	5/8	5/8	Chord	3/4	1	1	1/32	1/32	1	364							
24	24	573/8	573/8	0.125	21/32	21/32	Chord	3/4	1	1	1/32	1/32	1	365							
24	24	287/4	287/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32	1/32	1	366							
24	24	575/8	575/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32	1/32	1	367							
24	24	69	69	0.25	0	0	Chord	3/4	2	1	1/16	1/16	1	368							
24	24	277/4	277/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	369							
24	24	139/2	139/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	370							
24	24	279/4	279/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	371							
24	24	70	70	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	372							
24	24	281/4	281/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	373							
24	24	141/2	141/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	374							
24	24	283/4	283/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	375							
24	24	71	71	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	376							
24	24	285/4	285/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	377							
24	24	143/2	143/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16	1/16	1	378							
24	24	287/4	287/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	379							
24	24	69	69	2.0	0	0	Chord	3/4	2	2	1/2	1/2	1	380							
24	24	71	71	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	381							
25	25	72	72	0.125	0	0	Chord	3/4	1	1	1/32	1/32	1	382							
25	25	577/8	577/8	0.125	1/32	1/32	Chord	3/4	1	1	1/32	1/32	1	383							
25	25	289/4	289/4	0.125	1/16	1/16	Chord	3/4	1	1	1/32	1/32	1	384							
25	25	579/8	579/8	0.125	3/32	3/32	Chord	3/4	1	1	1/32	1/32	1	385							
25	25	145/2	145/2	0.125	1/8	1/8	Chord	3/4	1	1	1/32	1/32	1	386							
25	25	581/8	581/8	0.125	5/32	5/32	Chord	3/4	1	1	1/32	1/32	1	387							
25	25	291/4	291/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32	1/32	1	388							
25	25	583/8	583/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32	1/32	1	389							
25	25	73	73	0.125	1/4	1/4	Chord	3/4	1	1	1/32	1/32	1	390							
25	25	585/8	585/8	0.125	9/32	9/32	Chord	3/4	1	1	1/32	1/32	1	391							
25	25	293/4	293/4	0.125	5/16	5/16	Chord	3/4	1	1	1/32	1/32	1	392							
25	25	587/8	587/8	0.125	11/32	11/32	Chord	3/4	1	1	1/32	1/32	1	393							
25	25	147/2	147/2	0.125	3/8	3/8	Chord	3/4	1	1	1/32	1/32	1	394							
25	25	589/8	589/8	0.125	13/32	13/32	Chord	3/4	1	1	1/32	1/32	1	395							
25	25	295/4	295/4	0.125	7/16	7/16	Chord	3/4	1	1	1/32	1/32	1	396							
25	25	591/8	591/8	0.125	15/32	15/32	Chord	3/4	1	1	1/32	1/32	1	397							
25	25	74	74	0.125	1/2	1/2	Chord	3/4	1	1	1/32	1/32	1	398							
25	25	593/8	593/8	0.125	17/32	17/32	Chord	3/4	1	1	1/32	1/32	1	399							
25	25	297/4	297/4	0.125	9/16	9/16	Chord	3/4	1	1	1/32	1/32	1	400							
25	25	595/8	595/8	0.125	19/32	19/32	Chord	3/4	1	1	1/32	1/32	1	401							
25	25	149/2	149/2	0.125	5/8	5/8	Chord	3/4	1	1	1/32	1/32	1	402							
25	25	597/8	597/8	0.125	21/32	21/32	Chord	3/4	1	1	1/32	1/32	1	403							
25	25	299/4	299/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32	1/32	1	404							
25	25	599/8	599/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32	1/32	1	405							
25	25	72	72	0.25	0	0	Chord	3/4	2	1	1/16	1/16	1	406							
25	25	289/4	289/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	407							
25	25	145/2	145/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	408							
25	25	291/4	291/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	409							
25	25	73	73	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	410							
25	25	293/4	293/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	411							
25	25	147/2	147/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	412							
25	25	295/4	295/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	413							
25	25	74	74	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	414							
25	25	297/4	297/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	415							
25	25	149/2	149/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16	1/16	1	416							
25	25	299/4	299/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	417							
25	25	72	72	2.0	0	0	Chord	3/4	2	2	1/2	1/2	1	418							
25	25	74	74	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	419							
26	26	75	75	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	420							
26	26	76	76	0.125	1/4	1/4	Chord	3/4	1	2	1/32	1/32	1	421							
26	26	609/8	609/8	0.125	9/32	9/32	Chord	3/4	1	2	1/32	1/32	1	422							
26	26	305/4	305/4	0.125	5/16	5/16	Chord	3/4	1	2	1/32	1/32	1	423							
26	26	611/8	611/8	0.125	11/32	11/32	Chord	3/4	1	2	1/32	1/32	1	424							
26	26	153/2	153/2	0.125	3/8	3/8	Chord	3/4	1	2	1/32	1/32	1	425							
26	26	613/8	613/8	0.125	13/32	13/32	Chord	3/4	1	2	1/32	1/32	1	426							
26	26	307/4	307/4	0.125	7/16	7/16	Chord	3/4	1	2	1/32	1/32	1	427							
26	26	615/8	615/8	0.125	15/32	15/32	Chord	3/4	1	2	1/32	1/32	1	428							
26	26	77	77	0.125	1/2	1/2	Chord	3/4	1	2	1/32	1/32	1	429							
26	26	617/8	617/8	0.125	17/32	17/32	Chord	3/4	1	2	1/32	1/32	1	430							
26	26	309/4	309/4	0.125	9/16	9/16	Chord	3/4	1	2	1/32	1/32	1	431							
26	26	619/8	619/8	0.125	19/32	19/32	Chord	3/4	1	2	1/32	1/32	1	432							
26	26	155/2	155/2	0.125	5/8	5/8	Chord	3/4	1	2	1/32	1/32	1	433							
26	26	621/8	621/8	0.125	21/32	21/32	Chord	3/4	1	2	1/32	1/32	1	434							
26	26	311/4	311/4	0.125	11/16	11/16	Chord	3/4	1	2	1/32	1/32	1	435							
26	26	623/8	623/8	0.125	23/32	23/32	Chord	3/4	1	2	1/32	1/32	1	436							
26	26	601/8	601/8	0.125	1/32	1/32	Chord	3/4	2	1	1/32	1/32	1	437							
26	26	301/4	301/4	0.125	1/16	1/16	Chord	3/4	2	1	1/32	1/32	1	438							
26	26	603/8	603/8	0.125	3/32	3/32	Chord	3/4	2	1	1/32	1/32	1	439							
26	26	151/2	151/2	0.125	1/8	1/8	Chord	3/4	2	1	1/32	1/32	1	440							
26	26	605/8	605/8	0.125	5/32	5/32	Chord	3/4	2	1	1/32	1/32	1	441							
26	26	303/4	303/4	0.125	3/16	3/16	Chord	3/4	2	1	1/32	1/32	1	442							
26	26	607/8	607/8	0.125	7/32	7/32	Chord	3/4	2	1	1/32	1/32	1	443							
27	27	625/8	625/8	0.125	1/32	1/32	Chord	3/4	1	1	1/32	1/32	1	444							
27	27	313/4	313/4	0.125	1/16	1/16	Chord	3/4	1	1	1/32	1/32	1	445							
27	27	627/8	627/8	0.125	3/32	3/32	Chord	3/4	1	1	1/32	1/32	1	446							
27	27	157/2	157/2	0.125	1/8	1/8	Chord	3/4	1	1	1/32	1/32	1	447							
27	27	629/8	629/8	0.125	5/32	5/32	Chord	3/4	1	1	1/32	1/32	1	448							
27	27	315/4	315/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32	1/32	1	449							
27	27	631/8	631/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32	1/32	1	450							
27	27	79	79	0.125	1/4	1/4	Chord	3/4	1	1	1/32	1/32	1	451							
27	27	633/8	633/8	0.125	9/32	9/32	Chord	3/4	1	1	1/32	1/32	1	452							
27	27	317/4	317/4	0.125	5/16	5/16	Chord	3/4	1	1	1/32	1/32	1	453							
27	27	635/8	635/8	0.125	11/32	11/32	Chord	3/4	1	1	1/32	1/32	1	454							
27	27	159/2	159/2	0.125	3/8	3/8	Chord	3/4	1	1	1/32	1/32	1	455							
27	27	637/8	637/8	0.125	13/32	13/32	Chord	3/4	1	1	1/32	1/32	1	456							
27	27	319/4	319/4	0.125	7/16	7/16	Chord	3/4	1	1	1/32	1/32	1	457							
27	27	639/8	639/8	0.125	15/32	15/32	Chord	3/4	1	1	1/32	1/32	1	458							
27	27	80	80	0.125	1/2	1/2	Chord	3/4	1	1	1/32	1/32	1	459							
27	27	641/8	641/8	0.125	17/32	17/32	Chord	3/4	1	1	1/32	1/32	1	460							
27	27	321/4	321/4	0.125	9/16	9/16	Chord	3/4	1	1	1/32	1/32	1	461							
27	27	643/8	643/8	0.125	19/32	19/32	Chord	3/4	1	1	1/32	1/32	1	462							
27	27	161/2	161/2	0.125	5/8	5/8	Chord	3/4	1	1	1/32	1/32	1	463							
27	27	645/8	645/8	0.125	21/32	21/32	Chord	3/4	1	1	1/32	1/32	1	464							
27	27	323/4	323/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32	1/32	1	465							
27	27	647/8	647/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32	1/32	1	466							
27	27	78	78	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	467							
28	28	81	81	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	468							
28	28	82	82	0.125	1/4	1/4	Chord	3/4	1	2	1/32	1/32	1	469							
28	28	657/8	657/8	0.125	9/32	9/32	Chord	3/4	1	2	1/32	1/32	1	470							
28	28	329/4	329/4	0.125	5/16	5/16	Chord	3/4	1	2	1/32	1/32	1	471							
28	28	659/8	659/8	0.125	11/32	11/32	Chord	3/4	1	2	1/32	1/32	1	472							
28	28	165/2	165/2	0.125	3/8	3/8	Chord	3/4	1	2	1/32	1/32	1	473							
28	28	661/8	661/8	0.125	13/32	13/32	Chord	3/4	1	2	1/32	1/32	1	474							
28	28	331/4	331/4	0.125	7/16	7/16	Chord	3/4	1	2	1/32	1/32	1	475							
28	28	663/8	663/8	0.125	15/32	15/32	Chord	3/4	1	2	1/32	1/32	1	476							
28	28	83	83	0.125	1/2	1/2	Chord	3/4	1	2	1/32	1/32	1	477							
28	28	665/8	665/8	0.125	17/32	17/32	Chord	3/4	1	2	1/32	1/32	1	478							
28	28	333/4	333/4	0.125	9/16	9/16	Chord	3/4	1	2	1/32	1/32	1	479							
28	28	667/8	667/8	0.125	19/32	19/32	Chord	3/4	1	2	1/32	1/32	1	480							
28	28	167/2	167/2	0.125	5/8	5/8	Chord	3/4	1	2	1/32	1/32	1	481							
28	28	669/8	669/8	0.125	21/32	21/32	Chord	3/4	1	2	1/32	1/32	1	482							
28	28	335/4	335/4	0.125	11/16	11/16	Chord	3/4	1	2	1/32	1/32	1	483							
28	28	671/8	671/8	0.125	23/32	23/32	Chord	3/4	1	2	1/32	1/32	1	484							
28	28	649/8	649/8	0.125	1/32	1/32	Chord	3/4	2	1	1/32	1/32	1	485							
28	28	325/4	325/4	0.125	1/16	1/16	Chord	3/4	2	1	1/32	1/32	1	486							
28	28	651/8	651/8	0.125	3/32	3/32	Chord	3/4	2	1	1/32	1/32	1	487							
28	28	163/2	163/2	0.125	1/8	1/8	Chord	3/4	2	1	1/32	1/32	1	488							
28	28	653/8	653/8	0.125	5/32	5/32	Chord	3/4	2	1	1/32	1/32	1	489							
28	28	327/4	327/4	0.125	3/16	3/16	Chord	3/4	2	1	1/32	1/32	1	490							
28	28	655/8	655/8	0.125	7/32	7/32	Chord	3/4	2	1	1/32	1/32	1	491							
29	29	673/8	673/8	0.125	1/32	1/32	Chord	3/4	1	1	1/32	1/32	1	492							
29	29	337/4	337/4	0.125	1/16	1/16	Chord	3/4	1	1	1/32	1/32	1	493							
29	29	675/8	675/8	0.125	3/32	3/32	Chord	3/4	1	1	1/32	1/32	1	494							
29	29	169/2	169/2	0.125	1/8	1/8	Chord	3/4	1	1	1/32	1/32	1	495							
29	29	677/8	677/8	0.125	5/32	5/32	Chord	3/4	1	1	1/32	1/32	1	496							
29	29	339/4	339/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32	1/32	1	497							
29	29	679/8	679/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32	1/32	1	498							
29	29	85	85	0.125	1/4	1/4	Chord	3/4	1	1	1/32	1/32	1	499							
29	29	681/8	681/8	0.125	9/32	9/32	Chord	3/4	1	1	1/32	1/32	1	500							
29	29	341/4	341/4	0.125	5/16	5/16	Chord	3/4	1	1	1/32	1/32	1	501							
29	29	683/8	683/8	0.125	11/32	11/32	Chord	3/4	1	1	1/32	1/32	1	502							
29	29	171/2	171/2	0.125	3/8	3/8	Chord	3/4	1	1	1/32	1/32	1	503							
29	29	685/8	685/8	0.125	13/32	13/32	Chord	3/4	1	1	1/32	1/32	1	504							
29	29	343/4	343/4	0.125	7/16	7/16	Chord	3/4	1	1	1/32	1/32	1	505							
29	29	687/8	687/8	0.125	15/32	15/32	Chord	3/4	1	1	1/32	1/32	1	506							
29	29	86	86	0.125	1/2	1/2	Chord	3/4	1	1	1/32	1/32	1	507							
29	29	689/8	689/8	0.125	17/32	17/32	Chord	3/4	1	1	1/32	1/32	1	508							
29	29	345/4	345/4	0.125	9/16	9/16	Chord	3/4	1	1	1/32	1/32	1	509							
29	29	691/8	691/8	0.125	19/32	19/32	Chord	3/4	1	1	1/32	1/32	1	510							
29	29	173/2	173/2	0.125	5/8	5/8	Chord	3/4	1	1	1/32	1/32	1	511							
29	29	693/8	693/8	0.125	21/32	21/32	Chord	3/4	1	1	1/32	1/32	1	512							
29	29	347/4	347/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32	1/32	1	513							
29	29	695/8	695/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32	1/32	1	514							
29	29	84	84	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	515							
30	30	87	87	0.125	0	0	Chord	3/4	1	1	1/32	1/32	1	516							
30	30	697/8	697/8	0.125	1/32	1/32	Chord	3/4	1	1	1/32	1/32	1	517							
30	30	349/4	349/4	0.125	1/16	1/16	Chord	3/4	1	1	1/32	1/32	1	518							
30	30	699/8	699/8	0.125	3/32	3/32	Chord	3/4	1	1	1/32	1/32	1	519							
30	30	175/2	175/2	0.125	1/8	1/8	Chord	3/4	1	1	1/32	1/32	1	520							
30	30	701/8	701/8	0.125	5/32	5/32	Chord	3/4	1	1	1/32	1/32	1	521							
30	30	351/4	351/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32	1/32	1	522							
30	30	703/8	703/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32	1/32	1	523							
30	30	88	88	0.125	1/4	1/4	Chord	3/4	1	1	1/32	1/32	1	524							
30	30	705/8	705/8	0.125	9/32	9/32	Chord	3/4	1	1	1/32	1/32	1	525							
30	30	353/4	353/4	0.125	5/16	5/16	Chord	3/4	1	1	1/32	1/32	1	526							
30	30	707/8	707/8	0.125	11/32	11/32	Chord	3/4	1	1	1/32	1/32	1	527							
30	30	177/2	177/2	0.125	3/8	3/8	Chord	3/4	1	1	1/32	1/32	1	528							
30	30	709/8	709/8	0.125	13/32	13/32	Chord	3/4	1	1	1/32	1/32	1	529							
30	30	355/4	355/4	0.125	7/16	7/16	Chord	3/4	1	1	1/32	1/32	1	530							
30	30	711/8	711/8	0.125	15/32	15/32	Chord	3/4	1	1	1/32	1/32	1	531							
30	30	89	89	0.125	1/2	1/2	Chord	3/4	1	1	1/32	1/32	1	532							
30	30	713/8	713/8	0.125	17/32	17/32	Chord	3/4	1	1	1/32	1/32	1	533							
30	30	357/4	357/4	0.125	9/16	9/16	Chord	3/4	1	1	1/32	1/32	1	534							
30	30	715/8	715/8	0.125	19/32	19/32	Chord	3/4	1	1	1/32	1/32	1	535							
30	30	179/2	179/2	0.125	5/8	5/8	Chord	3/4	1	1	1/32	1/32	1	536							
30	30	717/8	717/8	0.125	21/32	21/32	Chord	3/4	1	1	1/32	1/32	1	537							
30	30	359/4	359/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32	1/32	1	538							
30	30	719/8	719/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32	1/32	1	539							
30	30	87	87	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	540							
30	30	88	88	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	541							
30	30	89	89	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	542							
31	31	90	90	0.125	0	0	Chord	3/4	1	1	1/32	1/32	1	543							
31	31	721/8	721/8	0.125	1/32	1/32	Chord	3/4	1	1	1/32	1/32	1	544							
31	31	361/4	361/4	0.125	1/16	1/16	Chord	3/4	1	1	1/32	1/32	1	545							
31	31	723/8	723/8	0.125	3/32	3/32	Chord	3/4	1	1	1/32	1/32	1	546							
31	31	181/2	181/2	0.125	1/8	1/8	Chord	3/4	1	1	1/32	1/32	1	547							
31	31	725/8	725/8	0.125	5/32	5/32	Chord	3/4	1	1	1/32	1/32	1	548							
31	31	363/4	363/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32	1/32	1	549							
31	31	727/8	727/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32	1/32	1	550							
31	31	91	91	0.125	1/4	1/4	Chord	3/4	1	1	1/32	1/32	1	551							
31	31	729/8	729/8	0.125	9/32	9/32	Chord	3/4	1	1	1/32	1/32	1	552							
31	31	365/4	365/4	0.125	5/16	5/16	Chord	3/4	1	1	1/32	1/32	1	553							
31	31	731/8	731/8	0.125	11/32	11/32	Chord	3/4	1	1	1/32	1/32	1	554							
31	31	183/2	183/2	0.125	3/8	3/8	Chord	3/4	1	1	1/32	1/32	1	555							
31	31	733/8	733/8	0.125	13/32	13/32	Chord	3/4	1	1	1/32	1/32	1	556							
31	31	367/4	367/4	0.125	7/16	7/16	Chord	3/4	1	1	1/32	1/32	1	557							
31	31	735/8	735/8	0.125	15/32	15/32	Chord	3/4	1	1	1/32	1/32	1	558							
31	31	90	90	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	559							
31	31	92	92	0.125	1/2	1/2	Chord	3/4	2	1	1/32	1/32	1	560							
31	31	737/8	737/8	0.125	17/32	17/32	Chord	3/4	2	1	1/32	1/32	1	561							
31	31	369/4	369/4	0.125	9/16	9/16	Chord	3/4	2	1	1/32	1/32	1	562							
31	31	739/8	739/8	0.125	19/32	19/32	Chord	3/4	2	1	1/32	1/32	1	563							
31	31	185/2	185/2	0.125	5/8	5/8	Chord	3/4	2	1	1/32	1/32	1	564							
31	31	741/8	741/8	0.125	21/32	21/32	Chord	3/4	2	1	1/32	1/32	1	565							
31	31	371/4	371/4	0.125	11/16	11/16	Chord	3/4	2	1	1/32	1/32	1	566							
31	31	743/8	743/8	0.125	23/32	23/32	Chord	3/4	2	1	1/32	1/32	1	567							
32	32	93	93	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	568							
32	32	377/4	377/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	569							
32	32	189/2	189/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	570							
32	32	379/4	379/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	571							
32	32	95	95	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	572							
32	32	381/4	381/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	573							
