mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
1	1	0	0	0.0	0	0	StaffText	3/4	1	1	0							Andante, un poco Adagio						
1	1	0	0	0.0	0	0	Dynamic	3/4	1	1	0					p								
1	1	0	0	0.0	0	0	Tempo	3/4	1	1	0								𝅘𝅥=45	45.0	𝅘𝅥	45.0	0.0	
1	1	0	0	0.375	0	0	Chord	3/4	1	1	3/32		1/16	3/2	0									0
1	1	3/8	3/8	0.125	3/32	3/32	Chord	3/4	1	1	1/32		1/32	1	1									
1	1	1/2	1/2	0.375	1/8	1/8	Chord	3/4	1	1	3/32		1/16	3/2	2									1
1	1	7/8	7/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	3									
1	1	1	1	0.0	1/4	1/4	Dynamic	3/4	1	1	0					fp								
1	1	1	1	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	4									2
1	1	7/4	7/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	5									
1	1	2	2	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	6									
1	1	1	1	0.0	1/4	1/4	Dynamic	3/4	2	1	0					fp								
1	1	1	1	0.75	1/4	1/4	Chord	3/4	2	1	3/16		1/8	3/2	7									3
1	1	7/4	7/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	8									
1	1	2	2	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	9									
1	1	1	1	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	10									
1	1	2	2	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	11									
2	2	3	3	0.0	0	0	Dynamic	3/4	1	1	0					p								
2	2	3	3	0.375	0	0	Chord	3/4	1	1	3/32		1/16	3/2	12									4
2	2	27/8	27/8	0.125	3/32	3/32	Chord	3/4	1	1	1/32		1/32	1	13									
2	2	7/2	7/2	0.375	1/8	1/8	Chord	3/4	1	1	3/32		1/16	3/2	14									5
2	2	31/8	31/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	15									
2	2	4	4	0.0	1/4	1/4	Dynamic	3/4	1	1	0					fp								
2	2	4	4	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	16									6
2	2	19/4	19/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	17									
2	2	5	5	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	18									
2	2	4	4	0.0	1/4	1/4	Dynamic	3/4	2	1	0					fp								
2	2	4	4	0.75	1/4	1/4	Chord	3/4	2	1	3/16		1/8	3/2	19									7
2	2	19/4	19/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	20									
2	2	5	5	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	21									
2	2	4	4	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	22									
2	2	5	5	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	23									
