mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	tempo	qpm	slur
10	10	55/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	53					12
10	10	28	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	54					12
10	10	57/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	55					12
10	10	29	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	56					12
10	10	59/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	57					
10	10	27	3.0	0	0	Chord	3/4	2	1	3/4			1/2	3/2	58					
11	11	30	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	59					
11	11	31	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	60					
11	11	32	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	61					
11	11	30	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	62					
11	11	31	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	63					
11	11	32	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	64					
12	12	33	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	65					
12	12	139/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	66		articStaccatissimoAbove			
12	12	35	0.25	1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	67					13
12	12	141/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	68					13
12	12	71/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	69					13
12	12	143/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	70					
12	12	33	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	71					
13	13	36	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	72					
13	13	151/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	73		articStaccatissimoAbove			
13	13	38	0.25	1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	74					14
13	13	153/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	75					14
13	13	77/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	76					14
13	13	155/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	77					
13	13	37	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	78					
14	14	39	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	79					
14	14	163/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	80		articStaccatissimoAbove			
14	14	41	0.25	1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	81					15
14	14	165/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	82					15
14	14	83/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	83					15
14	14	167/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	84					
14	14	40	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	85					
15	15	42	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	86					16
15	15	43	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	87					16
15	15	44	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	88					
15	15	42	3.0	0	0	Chord	3/4	2	1	3/4			1/2	3/2	89					
15	15	42	3.0	0	0	Chord	3/4	2	2	3/4			1/2	3/2	90					17
16	16	45	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	91					18
16	16	46	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	92					
16	16	187/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	93		articStaccatissimoAbove			
16	16	47	0.25	1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	94					19
16	16	189/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	95					19
16	16	95/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	96					19
16	16	191/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	97					
16	16	45	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	98					
16	16	45	1.0	0	0	Chord	3/4	2	2	1/4			1/4	1	99					
17	17	48	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	100					
17	17	199/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	101		articStaccatissimoAbove			
17	17	50	0.25	1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	102					20
17	17	201/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	103					20
17	17	101/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	104					20
17	17	203/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	105					
17	17	49	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	106					
18	18	51	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	107					
18	18	211/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	108		articStaccatissimoAbove			
18	18	53	0.25	1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	109					21
18	18	213/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	110					21
18	18	107/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	111					21
18	18	215/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	112					
18	18	52	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	113					
19	19	54	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	114					22
19	19	55	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	115					
19	19	56	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	116					
19	19	54	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	117					
19	19	55	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	118					
19	19	56	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	119					
19	19	54	3.0	0	0	Chord	3/4	2	2	3/4			1/2	3/2	120					
20	20	57	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	121					
20	20	57	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	122					
20	20	57	1.0	0	0	Chord	3/4	2	2	1/4			1/4	1	123					
21	21	60	0.0	0	0	Dynamic	3/4	1	1	0						f				
21	21	60	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	124					
21	21	61	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	125					
21	21	60	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	126					
21	21	61	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	127					
22	22	63	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	128					
22	22	64	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	129					
22	22	63	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	130					
22	22	64	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	131					
23	23	66	0.0	0	0	Dynamic	3/4	1	1	0						p				
23	23	66	2.0	0	0	Chord	3/4	1	1	1/2			1/2	1	132					23
23	23	68	0.25	1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	133					23
23	23	273/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	134					23
23	23	137/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	135					23
23	23	275/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	136					
23	23	66	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	137					
23	23	133/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	138					
23	23	67	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	139					
23	23	135/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	140					
23	23	68	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	141					
23	23	137/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	142					
23	23	66	3.0	0	0	Chord	3/4	2	2	3/4			1/2	3/2	143					
24	24	69	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	144					24
24	24	139/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	145					
24	24	70	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	146					
24	24	71	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	147					
24	24	69	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	148					
24	24	139/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	149					
24	24	70	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	150					
24	24	141/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	151					
24	24	71	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	152					
24	24	143/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	153					
24	24	69	3.0	0	0	Chord	3/4	2	2	3/4			1/2	3/2	154					
25	25	72	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	155					25
25	25	145/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	156					
25	25	73	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	157					
25	25	147/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	158					
25	25	74	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	159					
25	25	149/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	160					
25	25	72	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	161					
25	25	145/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	162					
25	25	73	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	163					
25	25	147/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	164					
25	25	74	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	165					
25	25	149/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	166					
25	25	72	3.0	0	0	Chord	3/4	2	2	3/4			1/2	3/2	167					
26	26	75	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	168					
26	26	75	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	169					
26	26	151/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	170					
26	26	76	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	171					
26	26	153/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	172					
26	26	77	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	173					
26	26	155/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	174					
26	26	75	3.0	0	0	Chord	3/4	2	2	3/4			1/2	3/2	175					
27	27	78	2.0	0	0	Chord	3/4	1	1	1/2			1/2	1	176					26
27	27	80	0.25	1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	177					26
27	27	321/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	178					26
27	27	161/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	179					
27	27	323/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	180					
27	27	78	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	181					
27	27	157/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	182					
27	27	79	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	183					
27	27	159/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	184					
27	27	80	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	185					
27	27	161/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	186					
27	27	78	3.0	0	0	Chord	3/4	2	2	3/4			1/2	3/2	187					
28	28	81	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	188					27
28	28	163/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	189					
28	28	82	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	190					
28	28	83	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	191					
28	28	81	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	192					
28	28	163/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	193					
28	28	82	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	194					
28	28	165/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	195					
28	28	83	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	196					
28	28	167/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	197					
28	28	81	3.0	0	0	Chord	3/4	2	2	3/4			1/2	3/2	198					
29	29	84	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	199					28
29	29	169/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	200					28
29	29	85	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	201					28
29	29	171/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	202					28
29	29	86	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	203					28
29	29	173/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	204					
29	29	84	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	205					
29	29	169/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	206					
29	29	85	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	207					
29	29	171/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	208					
29	29	86	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	209					
29	29	173/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	210					
29	29	84	3.0	0	0	Chord	3/4	2	2	3/4			1/2	3/2	211					
30	30	87	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	212					
30	30	87	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	213					
30	30	175/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	214					
30	30	88	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	215					
30	30	177/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	216					
30	30	89	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	217					
30	30	179/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	218					
30	30	87	3.0	0	0	Chord	3/4	2	2	3/4			1/2	3/2	219					
31	31	90	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	220					29
31	31	181/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	221					
31	31	91	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	222					
31	31	183/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	223					
31	31	92	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	224					
31	31	185/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	225					
31	31	90	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	226					
31	31	181/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	227					
31	31	91	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	228					
31	31	183/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	229					
31	31	92	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	230					
31	31	185/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	231					
31	31	90	3.0	0	0	Chord	3/4	2	2	3/4			1/2	3/2	232					
32	32	93	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	233					
32	32	93	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	234					
32	32	187/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	235					
32	32	94	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	236					
32	32	189/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	237					
32	32	95	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	238					
32	32	191/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	239					
32	32	93	3.0	0	0	Chord	3/4	2	2	3/4			1/2	3/2	240					
33	33	96	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	241					30
33	33	193/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	242					30
33	33	97	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	243					30
33	33	195/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	244					30
33	33	98	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	245					30
33	33	197/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	246					
33	33	96	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	247					
33	33	193/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	248					
33	33	97	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	249					
33	33	195/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	250					
33	33	98	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	251					
33	33	197/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	252					
33	33	96	3.0	0	0	Chord	3/4	2	2	3/4			1/2	3/2	253					
34	34	99	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	254					
34	34	99	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	255					
34	34	199/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	256					
34	34	100	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	257					
34	34	201/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	258					
34	34	101	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	259					
34	34	203/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	260					
34	34	99	3.0	0	0	Chord	3/4	2	2	3/4			1/2	3/2	261					
35	35	409/4	0.0	1/16	1/16	Dynamic	3/4	1	1	0						f				
35	35	409/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	262					
35	35	205/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	263					
35	35	411/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	264					
35	35	103	0.25	1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	265					
35	35	413/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	266					
35	35	207/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	267					
35	35	415/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	268					
35	35	417/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	269					
35	35	209/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	270					
35	35	419/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	271					
35	35	102	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	272					
35	35	104	0.0	1/2	1/2	Dynamic	3/4	2	1	0						f				
35	35	104	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	273					
36	36	421/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	274					
36	36	211/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	275					
36	36	423/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	276					
36	36	425/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	277					
36	36	213/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	278					
36	36	427/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	279					
36	36	429/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	280					
36	36	215/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	281					
36	36	431/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	282					
36	36	105	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	283					
36	36	106	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	284					
36	36	107	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	285					
37	37	108	0.25	0	0	Chord	3/4	1	1	1/16			1/16	1	286					
37	37	433/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	287					
37	37	217/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	288					
37	37	435/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	289					
37	37	109	0.25	1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	290					
37	37	437/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	291					
37	37	219/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	292					
37	37	439/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	293					
37	37	441/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	294					
37	37	221/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	295					
37	37	443/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	296					
37	37	108	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	297					
37	37	110	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	298					
38	38	445/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	299					
38	38	223/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	300					
38	38	447/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	301					
38	38	449/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	302					
38	38	225/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	303					
38	38	451/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	304					
38	38	453/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	305					
38	38	227/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	306					
38	38	455/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	307					
38	38	111	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	308					
38	38	112	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	309					
38	38	113	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	310					
39	39	114	0.25	0	0	Chord	3/4	1	1	1/16			1/16	1	311					
39	39	457/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	312					
