mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_line	crescendo_hairpin
75	75	148	148	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	1056									150		
75	75	595/4	595/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1057											
75	75	149	149	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1058		articStaccatoAbove									
75	75	148	148	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1059									151		
75	75	593/4	593/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1060									151		
75	75	297/2	297/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1061									151		
75	75	595/4	595/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1062									151		
75	75	149	149	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1063									151		
75	75	597/4	597/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1064									151		
75	75	299/2	299/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1065									151		
75	75	599/4	599/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1066											
76	76	150	150	0.0	0	0	Dynamic	2/4	1	1	0					pp										
76	76	150	150	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	1067									152		
76	76	603/4	603/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1068											
76	76	151	151	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1069		articStaccatoAbove									
76	76	150	150	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1070									153		
76	76	601/4	601/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1071									153		
76	76	301/2	301/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1072									153		
76	76	603/4	603/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1073									153		
76	76	151	151	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1074									153		
76	76	605/4	605/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1075									153		
76	76	303/2	303/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1076									153		
76	76	607/4	607/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1077											
77	77	152	152	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1078									154		
77	77	609/4	609/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1079											
77	77	305/2	305/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1080		articStaccatoAbove									
77	77	611/4	611/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1081		articStaccatoAbove									
77	77	153	153	0.0	1/4	1/4	Spanner	2/4	1	1	0														2	
77	77	153	153	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1082										2	
77	77	307/2	307/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1083										2	
77	77	152	152	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1084									155		
77	77	609/4	609/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1085									155		
77	77	305/2	305/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1086									155		
77	77	611/4	611/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1087									155		
77	77	153	153	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1088									155		
77	77	613/4	613/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1089									155		
77	77	307/2	307/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1090									155		
77	77	615/4	615/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1091											
78	78	154	154	0.0	0	0	Spanner	2/4	1	1	0															
78	78	154	154	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1092									156		
78	78	309/2	309/2	0.0	1/8	1/8	Chord	2/4	1	1	0	grace16	1/16	1	1093											
78	78	309/2	309/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	1094											
78	78	311/2	311/2	0.0	3/8	3/8	Chord	2/4	1	1	0	grace16	1/16	1	1095											
78	78	311/2	311/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1096											
78	78	154	154	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1097									157		
78	78	617/4	617/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1098									157		
78	78	309/2	309/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1099									157		
78	78	619/4	619/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1100									157		
78	78	155	155	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1101									157		
78	78	621/4	621/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1102									157		
78	78	311/2	311/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1103									157		
78	78	623/4	623/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1104											
79	79	156	156	0.0	0	0	Dynamic	2/4	1	1	0					f										
79	79	156	156	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1105									158		
79	79	625/4	625/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1106											
79	79	313/2	313/2	0.0	1/8	1/8	Dynamic	2/4	1	1	0					p										
79	79	627/4	627/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1107											
79	79	629/4	629/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1108											
79	79	631/4	631/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1109											
79	79	156	156	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1110											
79	79	313/2	313/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1111											
79	79	157	157	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1112											
79	79	315/2	315/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1113											
80	80	158	158	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1114									159		
80	80	633/4	633/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1115											
80	80	635/4	635/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1116											
80	80	637/4	637/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1117											
80	80	639/4	639/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1118											
80	80	158	158	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1119											
80	80	317/2	317/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1120											
80	80	159	159	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1121											
80	80	319/2	319/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1122											
81	81	160	160	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1123									160		
81	81	641/4	641/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1124											
81	81	321/2	321/2	0.0	1/8	1/8	Spanner	2/4	1	1	0														3	
81	81	1285/8	1285/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	1125									161	3	
81	81	643/4	643/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	1126									161	3	
81	81	1287/8	1287/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	1127										3	
81	81	1289/8	1289/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	1128									162	3	
81	81	645/4	645/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1129									162	3	
81	81	1291/8	1291/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1130										3	
81	81	1293/8	1293/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	1131									163	3	
81	81	647/4	647/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	1132									163	3	
81	81	1295/8	1295/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1133										3	
81	81	160	160	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1134											
81	81	321/2	321/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1135											
81	81	161	161	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1136											
81	81	323/2	323/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1137											
82	82	162	162	0.0	0	0	Spanner	2/4	1	1	0															
82	82	1297/8	1297/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	1138									164		
82	82	649/4	649/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	1139									164		
82	82	1299/8	1299/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	1140											
82	82	1301/8	1301/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	1141									165		
82	82	651/4	651/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	1142									165		
82	82	1303/8	1303/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	1143											
82	82	1305/8	1305/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	1144									166		
82	82	653/4	653/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1145									166		
82	82	1307/8	1307/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1146											
82	82	1309/8	1309/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	1147									167		
82	82	655/4	655/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	1148									167		
82	82	1311/8	1311/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1149											
82	82	162	162	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1150											
82	82	325/2	325/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1151											
82	82	163	163	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1152											
82	82	327/2	327/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1153											
83	83	164	164	0.0	0	0	Dynamic	2/4	1	1	0					f										
83	83	164	164	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1154		articStaccatoAbove									
83	83	657/4	657/4	0.0	1/16	1/16	Chord	2/4	1	1	0	grace32	1/32	1	1155											
83	83	657/4	657/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	1156									168		
83	83	1315/8	1315/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	1157									168		
83	83	329/2	329/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1158											
83	83	659/4	659/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1159		articStaccatoAbove									
83	83	165	165	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1160		articStaccatoAbove									
83	83	661/4	661/4	0.0	5/16	5/16	Chord	2/4	1	1	0	grace32	1/32	1	1161											
83	83	661/4	661/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1162									169		
83	83	1323/8	1323/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1163									169		
83	83	331/2	331/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1164											
83	83	663/4	663/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1165		articStaccatoAbove									
83	83	164	164	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1166											
84	84	166	166	0.0	0	0	Dynamic	2/4	1	1	0					p										
84	84	166	166	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1167											
84	84	1333/8	1333/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	1168									170		
84	84	667/4	667/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	1169									170		
84	84	1335/8	1335/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	1170									170		
84	84	167	167	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1171											
84	84	1341/8	1341/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	1172									171		
84	84	671/4	671/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	1173									171		
84	84	1343/8	1343/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1174									171		
84	84	166	166	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1175											
84	84	667/4	667/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1176									172		
84	84	167	167	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1177											
84	84	671/4	671/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1178									173		
84	84	166	166	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	1179											
84	84	167	167	0.5	1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	1180											
85	85	168	168	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1181											
85	85	337/2	337/2	0.0	1/8	1/8	Dynamic	2/4	1	1	0					f										
85	85	1349/8	1349/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	1182									174		
85	85	675/4	675/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	1183									174		
85	85	1351/8	1351/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	1184									174		
85	85	169	169	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	1185									174		
85	85	1353/8	1353/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	1186									174		
85	85	677/4	677/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1187									174		
85	85	1355/8	1355/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1188									174		
85	85	339/2	339/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	1189									174		
85	85	1357/8	1357/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	1190									174		
85	85	679/4	679/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	1191									174		
85	85	1359/8	1359/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1192									174		
85	85	168	168	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1193											
85	85	675/4	675/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1194									175		
85	85	169	169	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1195									175		
85	85	677/4	677/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1196									175		
85	85	339/2	339/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1197									175		
85	85	679/4	679/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1198											
85	85	168	168	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	1199											
85	85	169	169	0.5	1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	1200											
85	85	339/2	339/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	1201											
86	86	170	170	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1202											
86	86	681/4	681/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1203		articStaccatoAbove									
86	86	341/2	341/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1204		articStaccatoAbove									
86	86	683/4	683/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1205		articStaccatoAbove									
86	86	171	171	0.0	1/4	1/4	Dynamic	2/4	1	1	0					p										
86	86	171	171	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1206		articStaccatoAbove									
86	86	685/4	685/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1207		articStaccatoAbove									
86	86	343/2	343/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1208		articStaccatoAbove									
86	86	687/4	687/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1209		articStaccatoAbove									
86	86	170	170	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1210											
86	86	685/4	685/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1211		articStaccatoBelow									
86	86	343/2	343/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1212		articStaccatoBelow									
86	86	687/4	687/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1213		articStaccatoBelow									
87	87	172	172	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1214		articStaccatoAbove									
87	87	689/4	689/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1215		articStaccatoAbove									
87	87	345/2	345/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1216		articStaccatoAbove									
87	87	691/4	691/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1217		articStaccatoAbove									
87	87	173	173	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1218		articStaccatoAbove									
87	87	693/4	693/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1219		articStaccatoAbove									
87	87	347/2	347/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1220		articStaccatoAbove									
87	87	695/4	695/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1221		articStaccatoAbove									
87	87	172	172	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1222		articStaccatoBelow									
87	87	689/4	689/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1223		articStaccatoBelow									
87	87	345/2	345/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1224		articStaccatoBelow									
87	87	691/4	691/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1225		articStaccatoBelow									
87	87	173	173	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1226		articStaccatoBelow									
87	87	693/4	693/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1227		articStaccatoBelow									
87	87	347/2	347/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1228		articStaccatoBelow									
87	87	695/4	695/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1229		articStaccatoBelow									
88	88	174	174	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1230		articStaccatoAbove									
88	88	349/2	349/2	0.75	1/8	1/8	Chord	2/4	1	1	3/16		1/8	3/2	1231									176		
88	88	701/4	701/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1232									176		
88	88	1403/8	1403/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1233											
88	88	351/2	351/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	1234									177		
88	88	1405/8	1405/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	1235									177		
88	88	703/4	703/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	1236									177		
88	88	1407/8	1407/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1237											
88	88	174	174	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1238									178		
88	88	697/4	697/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1239									178		
88	88	349/2	349/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1240									178		
88	88	699/4	699/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1241									178		
88	88	175	175	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1242									178		
88	88	701/4	701/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1243									178		
88	88	351/2	351/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1244									178		
88	88	703/4	703/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1245											
89	89	176	176	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	1246		ornamentTrill									
89	89	707/4	707/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	1247											
89	89	1415/8	1415/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	1248											
89	89	177	177	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1249		articStaccatoBelow									
89	89	176	176	0.0	0	0	StaffText	2/4	2	1	0							<i>simile</i>								
89	89	176	176	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1250											
89	89	705/4	705/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1251											
89	89	353/2	353/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1252											
89	89	707/4	707/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1253											
89	89	177	177	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1254											
89	89	709/4	709/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1255											
89	89	355/2	355/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1256											
89	89	711/4	711/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1257											
90	90	178	178	0.0	0	0	Dynamic	2/4	1	1	0					f										
90	90	178	178	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1258		articStaccatoAbove									
90	90	713/4	713/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1259		articStaccatoAbove									
90	90	357/2	357/2	0.75	1/8	1/8	Chord	2/4	1	1	3/16		1/8	3/2	1260									179		
90	90	717/4	717/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1261									179		
90	90	1435/8	1435/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1262											
90	90	359/2	359/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	1263											
90	90	1437/8	1437/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	1264											
90	90	719/4	719/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	1265											
90	90	1439/8	1439/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1266											
90	90	178	178	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1267											
90	90	713/4	713/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1268											
90	90	357/2	357/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1269											
90	90	715/4	715/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1270											
90	90	179	179	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1271											
90	90	717/4	717/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1272											
90	90	359/2	359/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1273											
90	90	719/4	719/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1274											
91	91	180	180	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	1275		ornamentTrill									
91	91	723/4	723/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	1276											
91	91	1447/8	1447/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	1277											
91	91	181	181	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1278											
91	91	180	180	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1279											
91	91	721/4	721/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1280											
91	91	361/2	361/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1281											
91	91	723/4	723/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1282											
91	91	181	181	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1283											
91	91	725/4	725/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1284											
91	91	363/2	363/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1285											
91	91	727/4	727/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1286											
92	92	182	182	0.0	0	0	Dynamic	2/4	1	1	0					p										
92	92	182	182	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1287		articStaccatoAbove									
92	92	729/4	729/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1288		articStaccatoAbove									
92	92	365/2	365/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1289		articStaccatoAbove									
92	92	731/4	731/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1290		articStaccatoAbove									
92	92	183	183	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1291		articStaccatoAbove									
92	92	733/4	733/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1292		articStaccatoAbove									
92	92	182	182	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1293											
92	92	729/4	729/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1294											
92	92	365/2	365/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1295											
92	92	731/4	731/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1296											
92	92	183	183	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1297											
92	92	733/4	733/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1298											
92	92	367/2	367/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1299											
92	92	735/4	735/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1300											
93	93	184	184	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1301		articStaccatoAbove									
93	93	737/4	737/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1302		articStaccatoAbove									
93	93	369/2	369/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1303		articStaccatoAbove									
93	93	739/4	739/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1304		articStaccatoAbove									
93	93	185	185	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1305		articStaccatoAbove									
93	93	741/4	741/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1306		articStaccatoAbove									
93	93	184	184	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1307											
93	93	737/4	737/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1308											
93	93	369/2	369/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1309											
93	93	739/4	739/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1310											
93	93	185	185	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1311											
93	93	741/4	741/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1312											
93	93	371/2	371/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1313											
93	93	743/4	743/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1314											
