mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	slur
1	0	0	0.0	0	11/16	StaffText	3/4	1	1	0								Andante			
1	0	0	0.0	0	11/16	Dynamic	3/4	1	1	0						f					
1	0	0	0.0	0	11/16	Tempo	3/4	1	1	0									 = 62	62	
1	0	0	0.25	0	11/16	Chord	3/4	1	1	1/16			1/16	1	0						
2	1	1/4	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	1						
2	1	5/4	0.0	1/4	1/4	Chord	3/4	1	1	0	grace16		1/16	1	2						
2	1	5/4	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	3						
2	1	9/4	0.0	1/2	1/2	Chord	3/4	1	1	0	grace32		1/32	1	4						
2	1	9/4	0.0	1/2	1/2	Chord	3/4	1	1	0	grace32		1/32	1	5						
2	1	9/4	0.0	1/2	1/2	Chord	3/4	1	1	0	grace32		1/32	1	6						
2	1	9/4	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	7						
2	1	1/4	0.0	0	0	Dynamic	3/4	2	1	0						f					
2	1	1/4	0.3333333333333333	0	0	Chord	3/4	2	1	1/12			1/8	2/3	8						0
2	1	7/12	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12			1/8	2/3	9						0
2	1	11/12	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12			1/8	2/3	10						
2	1	5/4	0.3333333333333333	1/4	1/4	Chord	3/4	2	1	1/12			1/8	2/3	11						1
2	1	19/12	0.3333333333333333	1/3	1/3	Chord	3/4	2	1	1/12			1/8	2/3	12						1
2	1	23/12	0.3333333333333333	5/12	5/12	Chord	3/4	2	1	1/12			1/8	2/3	13						
2	1	9/4	0.3333333333333333	1/2	1/2	Chord	3/4	2	1	1/12			1/8	2/3	14						2
2	1	31/12	0.3333333333333333	7/12	7/12	Chord	3/4	2	1	1/12			1/8	2/3	15						2
2	1	35/12	0.3333333333333333	2/3	2/3	Chord	3/4	2	1	1/12			1/8	2/3	16						
3	2	13/4	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	17						3
3	2	17/4	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	18						
3	2	23/4	0.0	5/8	5/8	Dynamic	3/4	1	1	0						p					
3	2	23/4	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	19						
3	2	13/4	0.3333333333333333	0	0	Chord	3/4	2	1	1/12			1/8	2/3	20						4
3	2	43/12	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12			1/8	2/3	21						4
3	2	47/12	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12			1/8	2/3	22						
3	2	17/4	0.3333333333333333	1/4	1/4	Chord	3/4	2	1	1/12			1/8	2/3	23						5
3	2	55/12	0.3333333333333333	1/3	1/3	Chord	3/4	2	1	1/12			1/8	2/3	24						5
3	2	59/12	0.3333333333333333	5/12	5/12	Chord	3/4	2	1	1/12			1/8	2/3	25						
3	2	21/4	0.0	1/2	1/2	Dynamic	3/4	2	1	0						p					
3	2	21/4	0.3333333333333333	1/2	1/2	Chord	3/4	2	1	1/12			1/8	2/3	26						6
3	2	67/12	0.3333333333333333	7/12	7/12	Chord	3/4	2	1	1/12			1/8	2/3	27						6
3	2	71/12	0.3333333333333333	2/3	2/3	Chord	3/4	2	1	1/12			1/8	2/3	28						
4	3	25/4	0.3333333333333333	0	0	Chord	3/4	1	1	1/12			1/8	2/3	29						7
4	3	79/12	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12			1/8	2/3	30						7
4	3	83/12	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12			1/8	2/3	31						
4	3	29/4	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12			1/8	2/3	32						8
4	3	91/12	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12			1/8	2/3	33						8
4	3	95/12	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12			1/8	2/3	34						
4	3	33/4	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12			1/8	2/3	35						9
4	3	103/12	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12			1/8	2/3	36						9
4	3	107/12	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12			1/8	2/3	37						
4	3	25/4	0.3333333333333333	0	0	Chord	3/4	2	1	1/12			1/8	2/3	38						10
4	3	79/12	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12			1/8	2/3	39						10
4	3	83/12	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12			1/8	2/3	40						
4	3	29/4	0.3333333333333333	1/4	1/4	Chord	3/4	2	1	1/12			1/8	2/3	41						11
4	3	91/12	0.3333333333333333	1/3	1/3	Chord	3/4	2	1	1/12			1/8	2/3	42						11
4	3	95/12	0.3333333333333333	5/12	5/12	Chord	3/4	2	1	1/12			1/8	2/3	43						
4	3	33/4	0.3333333333333333	1/2	1/2	Chord	3/4	2	1	1/12			1/8	2/3	44						12
4	3	103/12	0.3333333333333333	7/12	7/12	Chord	3/4	2	1	1/12			1/8	2/3	45						12
4	3	107/12	0.3333333333333333	2/3	2/3	Chord	3/4	2	1	1/12			1/8	2/3	46						
5	4	37/4	0.0	0	0	Dynamic	3/4	1	1	0						f					
5	4	37/4	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	47						13
5	4	41/4	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	48						
5	4	47/4	0.0	5/8	5/8	Dynamic	3/4	1	1	0						p					
5	4	47/4	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	49						
5	4	37/4	0.3333333333333333	0	0	Chord	3/4	2	1	1/12			1/8	2/3	50						14
5	4	115/12	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12			1/8	2/3	51						14
5	4	119/12	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12			1/8	2/3	52						
5	4	41/4	0.3333333333333333	1/4	1/4	Chord	3/4	2	1	1/12			1/8	2/3	53						15
5	4	127/12	0.3333333333333333	1/3	1/3	Chord	3/4	2	1	1/12			1/8	2/3	54						15
5	4	131/12	0.3333333333333333	5/12	5/12	Chord	3/4	2	1	1/12			1/8	2/3	55						
5	4	45/4	0.0	1/2	1/2	Dynamic	3/4	2	1	0						p					
5	4	45/4	0.3333333333333333	1/2	1/2	Chord	3/4	2	1	1/12			1/8	2/3	56						16
5	4	139/12	0.3333333333333333	7/12	7/12	Chord	3/4	2	1	1/12			1/8	2/3	57						16
5	4	143/12	0.3333333333333333	2/3	2/3	Chord	3/4	2	1	1/12			1/8	2/3	58						
6	5	49/4	0.3333333333333333	0	0	Chord	3/4	1	1	1/12			1/8	2/3	59						17
6	5	151/12	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12			1/8	2/3	60						17
6	5	155/12	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12			1/8	2/3	61						
6	5	53/4	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12			1/8	2/3	62						18
6	5	163/12	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12			1/8	2/3	63						18
6	5	167/12	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12			1/8	2/3	64						
6	5	57/4	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12			1/8	2/3	65						19
6	5	175/12	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12			1/8	2/3	66						19
6	5	179/12	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12			1/8	2/3	67						
6	5	49/4	0.3333333333333333	0	0	Chord	3/4	2	1	1/12			1/8	2/3	68						20
6	5	151/12	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12			1/8	2/3	69						20
6	5	155/12	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12			1/8	2/3	70						
6	5	53/4	0.3333333333333333	1/4	1/4	Chord	3/4	2	1	1/12			1/8	2/3	71						21
6	5	163/12	0.3333333333333333	1/3	1/3	Chord	3/4	2	1	1/12			1/8	2/3	72						21
6	5	167/12	0.3333333333333333	5/12	5/12	Chord	3/4	2	1	1/12			1/8	2/3	73						
6	5	57/4	0.3333333333333333	1/2	1/2	Chord	3/4	2	1	1/12			1/8	2/3	74						22
6	5	175/12	0.3333333333333333	7/12	7/12	Chord	3/4	2	1	1/12			1/8	2/3	75						22
6	5	179/12	0.3333333333333333	2/3	2/3	Chord	3/4	2	1	1/12			1/8	2/3	76						
7	6	61/4	0.0	0	0	Dynamic	3/4	1	1	0						f					
7	6	61/4	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	77						
7	6	199/12	0.0	1/3	1/3	Dynamic	3/4	1	1	0						p					
7	6	199/12	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12			1/8	2/3	78						23
7	6	203/12	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12			1/8	2/3	79						
7	6	69/4	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12			1/8	2/3	80						24
7	6	211/12	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12			1/8	2/3	81						
7	6	215/12	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12			1/8	2/3	82						
7	6	215/12	0.3333333333333333	2/3	2/3	Chord	3/4	1	2	1/12			1/8	2/3	83						
7	6	61/4	0.3333333333333333	0	0	Chord	3/4	2	1	1/12			1/8	2/3	84						25
7	6	187/12	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12			1/8	2/3	85						25
7	6	191/12	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12			1/8	2/3	86						
7	6	65/4	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	87						
8	7	73/4	0.3333333333333333	0	0	Chord	3/4	1	1	1/12			1/8	2/3	88						26
8	7	223/12	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12			1/8	2/3	89						26
8	7	227/12	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12			1/8	2/3	90						
8	7	77/4	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12			1/8	2/3	91						
8	7	235/12	0.0	1/3	1/3	Dynamic	3/4	1	1	0						p					
8	7	235/12	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12			1/8	2/3	92						27
8	7	239/12	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12			1/8	2/3	93						
8	7	81/4	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12			1/8	2/3	94						28
8	7	247/12	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12			1/8	2/3	95						
8	7	251/12	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12			1/8	2/3	96						
8	7	73/4	0.3333333333333333	0	0	Chord	3/4	1	2	1/12			1/8	2/3	97						29
8	7	223/12	0.3333333333333333	1/12	1/12	Chord	3/4	1	2	1/12			1/8	2/3	98						29
8	7	227/12	0.3333333333333333	1/6	1/6	Chord	3/4	1	2	1/12			1/8	2/3	99						
8	7	77/4	0.5	1/4	1/4	Chord	3/4	1	2	1/8			1/8	1	100						
8	7	251/12	0.3333333333333333	2/3	2/3	Chord	3/4	1	2	1/12			1/8	2/3	101						
8	7	73/4	0.0	0	0	Dynamic	3/4	2	1	0						f					
