mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:trill
65	65	515/2	515/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	840										
65	65	258	258	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	841										
65	65	517/2	517/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	842										
65	65	259	259	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	843										
65	65	519/2	519/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	844										
66	66	260	260	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	845									77	
66	66	262	262	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	846										
66	66	260	260	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	847										
66	66	521/2	521/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	848										
66	66	261	261	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	849										
66	66	523/2	523/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	850										
66	66	262	262	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	851										
66	66	525/2	525/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	852										
66	66	263	263	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	853										
66	66	527/2	527/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	854										
67	67	264	264	0.0	0	0	Dynamic	4/4	1	1	0					f									
67	67	264	264	0.0	0	0	Chord	4/4	1	1	0	grace32	1/32	1	855										
67	67	264	264	0.0	0	0	Chord	4/4	1	1	0	grace32	1/32	1	856										
67	67	264	264	0.0	0	0	Chord	4/4	1	1	0	grace32	1/32	1	857										
67	67	264	264	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	858										
67	67	266	266	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	859										
67	67	264	264	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	860										
67	67	266	266	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	861										
67	67	264	264	0.0	0	0	Dynamic	4/4	2	2	0					f									
68	68	268	268	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	862										
68	68	539/2	539/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	863										
68	68	1079/4	1079/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	864										
68	68	270	270	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	865										
68	68	268	268	1.5	0	0	Chord	4/4	2	1	3/8		1/4	3/2	866										
68	68	539/2	539/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	867										
68	68	1079/4	1079/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	868										
68	68	270	270	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	869										
69	69	1091/4	1091/4	0.0	3/16	3/16	Dynamic	4/4	1	1	0					p									
69	69	1091/4	1091/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	870										
69	69	273	273	0.75	1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	871		ornamentTrill							78	
69	69	1095/4	1095/4	0.125	7/16	7/16	Chord	4/4	1	1	1/32		1/32	1	872									78	
69	69	2191/8	2191/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32		1/32	1	873										
69	69	274	274	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	874									79	
69	69	275	275	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	875										
69	69	272	272	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	876										
69	69	545/2	545/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	877										
69	69	273	273	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	878										
69	69	547/2	547/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	879										
69	69	274	274	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	880										
69	69	549/2	549/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	881										
69	69	275	275	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	882										
69	69	551/2	551/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	883										
69	69	272	272	0.0	0	0	Dynamic	4/4	2	2	0					p									
69	69	272	272	1.0	0	0	Chord	4/4	2	2	1/4		1/4	1	884										
69	69	273	273	1.0	1/4	1/4	Chord	4/4	2	2	1/4		1/4	1	885										
69	69	274	274	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	886										
69	69	275	275	1.0	3/4	3/4	Chord	4/4	2	2	1/4		1/4	1	887										
70	70	276	276	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	888									80	
70	70	278	278	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	889										
70	70	276	276	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	890										
70	70	553/2	553/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	891										
70	70	277	277	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	892										
70	70	555/2	555/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	893										
70	70	278	278	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	894										
70	70	557/2	557/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	895										
70	70	279	279	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	896										
70	70	559/2	559/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	897										
70	70	276	276	1.0	0	0	Chord	4/4	2	2	1/4		1/4	1	898										
70	70	277	277	1.0	1/4	1/4	Chord	4/4	2	2	1/4		1/4	1	899										
70	70	278	278	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	900										
70	70	279	279	1.0	3/4	3/4	Chord	4/4	2	2	1/4		1/4	1	901										
71	71	561/2	561/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	902									81	
71	71	281	281	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	903									81	
71	71	563/2	563/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	904									81	
71	71	282	282	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	905									81	
71	71	565/2	565/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	906									81	
71	71	283	283	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	907									81	
71	71	567/2	567/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	908										
71	71	280	280	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	909									82	
71	71	561/2	561/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	910									82	
71	71	281	281	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	911									82	
71	71	563/2	563/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	912										
71	71	282	282	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	913									83	
71	71	565/2	565/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	914									83	
71	71	283	283	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	915									83	
71	71	567/2	567/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	916										
71	71	280	280	1.0	0	0	Chord	4/4	2	2	1/4		1/4	1	917										
71	71	281	281	1.0	1/4	1/4	Chord	4/4	2	2	1/4		1/4	1	918										
71	71	282	282	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	919										
71	71	283	283	1.0	3/4	3/4	Chord	4/4	2	2	1/4		1/4	1	920										
72	72	284	284	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	921									84	
72	72	286	286	0.0	1/2	1/2	Chord	4/4	1	1	0	grace32	1/32	1	922										
72	72	286	286	0.0	1/2	1/2	Chord	4/4	1	1	0	grace32	1/32	1	923										
72	72	286	286	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	924										
72	72	284	284	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	925										
72	72	569/2	569/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	926										
72	72	285	285	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	927										
72	72	571/2	571/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	928										
72	72	286	286	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	929										
72	72	573/2	573/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	930										
72	72	287	287	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	931										
72	72	575/2	575/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	932										
72	72	284	284	1.0	0	0	Chord	4/4	2	2	1/4		1/4	1	933										
72	72	285	285	1.0	1/4	1/4	Chord	4/4	2	2	1/4		1/4	1	934										
72	72	286	286	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	935										
72	72	287	287	1.0	3/4	3/4	Chord	4/4	2	2	1/4		1/4	1	936										
73	73	288	288	0.0	0	0	Dynamic	4/4	1	1	0					f									
73	73	288	288	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	937										
73	73	290	290	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	938										
73	73	288	288	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	939										
73	73	1153/4	1153/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	940										
73	73	577/2	577/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	941										
73	73	1155/4	1155/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	942										
73	73	289	289	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	943										
73	73	1157/4	1157/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	944										
73	73	579/2	579/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	945										
73	73	1159/4	1159/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	946										
73	73	290	290	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	947										
73	73	1161/4	1161/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	948										
73	73	581/2	581/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	949										
73	73	1163/4	1163/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	950										
73	73	291	291	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	951										
73	73	1165/4	1165/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	952										
73	73	583/2	583/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	953										
73	73	1167/4	1167/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	954										
74	74	292	292	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	955									85	
74	74	587/2	587/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	956									85	
74	74	1175/4	1175/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	957										
74	74	294	294	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	958										
74	74	292	292	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	959										
74	74	1169/4	1169/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	960										
74	74	585/2	585/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	961										
74	74	1171/4	1171/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	962										
74	74	293	293	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	963										
74	74	1173/4	1173/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	964										
74	74	587/2	587/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	965										
74	74	1175/4	1175/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	966										
74	74	294	294	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	967										
74	74	1177/4	1177/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	968										
74	74	589/2	589/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	969										
74	74	1179/4	1179/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	970										
74	74	295	295	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	971										
74	74	1181/4	1181/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	972										
74	74	591/2	591/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	973										
74	74	1183/4	1183/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	974										
75	75	296	296	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	975										
75	75	298	298	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	976										
75	75	296	296	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	977										
75	75	1185/4	1185/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	978										
75	75	593/2	593/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	979										
75	75	1187/4	1187/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	980										
75	75	297	297	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	981										
75	75	1189/4	1189/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	982										
75	75	595/2	595/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	983										
75	75	1191/4	1191/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	984										
75	75	298	298	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	985										
75	75	1193/4	1193/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	986										
75	75	597/2	597/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	987										
75	75	1195/4	1195/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	988										
75	75	299	299	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	989										
75	75	1197/4	1197/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	990										
75	75	599/2	599/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	991										
75	75	1199/4	1199/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	992										
76	76	300	300	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	993									86	
76	76	603/2	603/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	994									86	
76	76	1207/4	1207/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	995										
76	76	302	302	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	996										
76	76	300	300	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	997										
76	76	1201/4	1201/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	998										
76	76	601/2	601/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	999										
76	76	1203/4	1203/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1000										
76	76	301	301	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1001										
76	76	1205/4	1205/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1002										
76	76	603/2	603/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1003										
76	76	1207/4	1207/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1004										
76	76	302	302	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1005										
76	76	1209/4	1209/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	1006										
76	76	605/2	605/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1007										
76	76	1211/4	1211/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1008										
76	76	303	303	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	1009										
76	76	1213/4	1213/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	1010										
76	76	607/2	607/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1011										
76	76	1215/4	1215/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1012										
77	77	304	304	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	1013									87	
77	77	611/2	611/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1014									87	
77	77	1223/4	1223/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1015										
77	77	306	306	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1016										
77	77	304	304	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	1017										
77	77	1217/4	1217/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1018										
77	77	609/2	609/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1019										
77	77	1219/4	1219/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1020										
77	77	305	305	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1021										
77	77	1221/4	1221/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1022										
77	77	611/2	611/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1023										
77	77	1223/4	1223/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1024										
77	77	306	306	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1025										
77	77	1225/4	1225/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	1026										
77	77	613/2	613/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1027										
77	77	1227/4	1227/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1028										
77	77	307	307	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	1029										
77	77	1229/4	1229/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	1030										
77	77	615/2	615/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1031										
77	77	1231/4	1231/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1032										
78	78	308	308	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	1033									88	
78	78	619/2	619/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1034									88	
78	78	1239/4	1239/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1035										
78	78	310	310	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1036										
78	78	308	308	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	1037										
78	78	1233/4	1233/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1038										
78	78	617/2	617/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1039										
78	78	1235/4	1235/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1040										
78	78	309	309	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1041										
78	78	1237/4	1237/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1042										
78	78	619/2	619/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1043										
78	78	1239/4	1239/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1044										
78	78	310	310	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1045										
78	78	1241/4	1241/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	1046										
78	78	621/2	621/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1047										
78	78	1243/4	1243/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1048										
78	78	311	311	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	1049										
78	78	1245/4	1245/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	1050										
78	78	623/2	623/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1051										
78	78	1247/4	1247/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1052										
79	79	625/2	625/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1053		articStaccatissimoAbove								
79	79	313	313	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1054		articStaccatissimoAbove								
79	79	627/2	627/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1055		articStaccatissimoAbove								
79	79	314	314	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1056		articStaccatissimoAbove								
79	79	629/2	629/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1057		articStaccatissimoAbove								
79	79	315	315	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1058		articStaccatissimoAbove								
79	79	631/2	631/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1059		articStaccatissimoAbove								
79	79	312	312	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1060										
80	80	316	316	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1061		articStaccatissimoBelow								
80	80	633/2	633/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1062		articStaccatissimoBelow								
80	80	317	317	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1063		articStaccatissimoBelow								
80	80	635/2	635/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1064		articStaccatissimoBelow								
80	80	318	318	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1065		articStaccatissimoBelow								
80	80	637/2	637/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1066		articStaccatissimoBelow								
80	80	319	319	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1067		articStaccatissimoBelow								
80	80	639/2	639/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1068		articStaccatissimoBelow								
80	80	633/2	633/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1069		articStaccatissimoAbove								
80	80	317	317	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1070		articStaccatissimoAbove								
80	80	635/2	635/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1071		articStaccatissimoAbove								
80	80	318	318	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1072		articStaccatissimoAbove								
80	80	637/2	637/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1073		articStaccatissimoAbove								
80	80	319	319	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1074		articStaccatissimoAbove								
80	80	639/2	639/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1075		articStaccatissimoAbove								
81	81	320	320	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1076		articStaccatissimoBelow								
81	81	641/2	641/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1077		articStaccatissimoBelow								
81	81	321	321	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1078		articStaccatissimoBelow								
81	81	643/2	643/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1079		articStaccatissimoBelow								
81	81	322	322	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1080										
81	81	323	323	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1081										
81	81	320	320	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1082		articStaccatissimoBelow								
81	81	641/2	641/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1083		articStaccatissimoBelow								
81	81	321	321	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1084		articStaccatissimoBelow								
81	81	643/2	643/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1085		articStaccatissimoBelow								
81	81	322	322	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1086										
81	81	323	323	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1087										
82	82	324	324	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1088										
82	82	651/2	651/2	0.0	3/8	3/8	Dynamic	4/4	1	1	0					p									
82	82	651/2	651/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1089									89	
82	82	326	326	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1090									89	
82	82	653/2	653/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1091										
82	82	655/2	655/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1092									90	
82	82	324	324	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1093										
82	82	325	325	0.0	1/4	1/4	Dynamic	4/4	2	1	0					p									
82	82	325	325	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1094		articStaccatissimoBelow								
82	82	326	326	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1095		articStaccatissimoAbove								
82	82	327	327	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1096		articStaccatissimoBelow								
83	83	328	328	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1097									90	
83	83	657/2	657/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1098										
83	83	659/2	659/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1099									91	
83	83	330	330	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1100									91	
83	83	661/2	661/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1101										
83	83	663/2	663/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1102									92	
83	83	328	328	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1103		articStaccatissimoBelow								
83	83	329	329	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1104		articStaccatissimoBelow								
83	83	330	330	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1105		articStaccatissimoBelow								
83	83	331	331	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1106		articStaccatissimoBelow								
84	84	332	332	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1107									92	
84	84	665/2	665/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1108										
84	84	333	333	0.0	1/4	1/4	Dynamic	4/4	1	1	0					f									
84	84	333	333	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1109										
84	84	1333/4	1333/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1110										
84	84	667/2	667/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1111										
84	84	1335/4	1335/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1112										
84	84	334	334	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1113										
84	84	1337/4	1337/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1114										
