mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
53	53	209	209	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	843										
53	53	837/4	837/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	844										
53	53	419/2	419/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	845										
53	53	839/4	839/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	846										
53	53	210	210	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	847										
53	53	841/4	841/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	848										
53	53	421/2	421/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	849										
53	53	843/4	843/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	850										
53	53	211	211	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	851										
53	53	845/4	845/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	852										
53	53	423/2	423/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	853										
53	53	847/4	847/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	854										
54	54	212	212	0.0	0	0	Dynamic	4/4	1	1	0					p									
54	54	212	212	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	855										92
54	54	425/2	425/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	856										
54	54	213	213	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	857										93
54	54	427/2	427/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	858										
54	54	214	214	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	859										94
54	54	429/2	429/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	860										
54	54	215	215	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	861										95
54	54	431/2	431/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	862										
54	54	212	212	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	863										
54	54	214	214	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	864										
55	55	216	216	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	865										96
55	55	218	218	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	866										
55	55	216	216	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	867										
55	55	217	217	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	868										
55	55	218	218	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	869										
56	56	220	220	0.0	0	0	Dynamic	4/4	1	1	0					f									
56	56	220	220	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	870										
56	56	222	222	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	871										
56	56	220	220	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	872										
56	56	222	222	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	873										
57	57	224	224	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	874										97
57	57	451/2	451/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	875										
57	57	226	226	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	876										
57	57	224	224	0.0	0	0	Dynamic	4/4	1	2	0					p									
57	57	224	224	2.0	0	0	Chord	4/4	1	2	1/2		1/2	1	877										
57	57	226	226	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	878										
57	57	224	224	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	879										
57	57	226	226	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	880										
58	58	229	229	0.0	1/4	1/4	Dynamic	4/4	1	1	0					f									
58	58	229	229	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	881										98
58	58	230	230	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	882										98
58	58	231	231	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	883										
58	58	229	229	0.0	1/4	1/4	Dynamic	4/4	2	1	0					f									
58	58	229	229	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	884										
58	58	917/4	917/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	885										
58	58	459/2	459/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	886										
58	58	919/4	919/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	887										
58	58	230	230	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	888										
58	58	921/4	921/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	889										
58	58	461/2	461/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	890										
58	58	923/4	923/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	891										
58	58	231	231	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	892										
58	58	925/4	925/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	893										
58	58	463/2	463/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	894										
58	58	927/4	927/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	895										
59	59	232	232	0.75	0	0	Chord	4/4	1	1	3/16		1/8	3/2	896										99
59	59	931/4	931/4	0.08333333333333333	3/16	3/16	Chord	4/4	1	1	1/48		1/32	2/3	897										99
59	59	1397/6	1397/6	0.08333333333333333	5/24	5/24	Chord	4/4	1	1	1/48		1/32	2/3	898										99
59	59	2795/12	2795/12	0.08333333333333333	11/48	11/48	Chord	4/4	1	1	1/48		1/32	2/3	899										99
59	59	233	233	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	900										
59	59	467/2	467/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	901		articStaccatoAbove								
59	59	234	234	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	902										100
59	59	469/2	469/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	903										
59	59	235	235	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	904										101
59	59	471/2	471/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	905										
59	59	232	232	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	906										
59	59	929/4	929/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	907										
59	59	465/2	465/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	908										
59	59	931/4	931/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	909										
59	59	233	233	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	910										
59	59	933/4	933/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	911										
59	59	467/2	467/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	912										
59	59	935/4	935/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	913										
59	59	234	234	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	914										
59	59	937/4	937/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	915										
59	59	469/2	469/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	916										
59	59	939/4	939/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	917										
59	59	235	235	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	918										
59	59	941/4	941/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	919										
59	59	471/2	471/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	920										
59	59	943/4	943/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	921										
60	60	236	236	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	922										
60	60	237	237	0.0	1/4	1/4	Dynamic	4/4	1	1	0					p									
60	60	237	237	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	923										102
60	60	238	238	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	924										102
60	60	239	239	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	925										
60	60	236	236	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	926										
60	60	945/4	945/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	927										
60	60	473/2	473/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	928										
60	60	947/4	947/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	929										
60	60	237	237	0.0	1/4	1/4	Dynamic	4/4	2	1	0					p									
60	60	237	237	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	930										
60	60	949/4	949/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	931										
60	60	475/2	475/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	932										
60	60	951/4	951/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	933										
60	60	238	238	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	934										
60	60	953/4	953/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	935										
60	60	477/2	477/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	936										
60	60	955/4	955/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	937										
60	60	239	239	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	938										
60	60	957/4	957/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	939										
60	60	479/2	479/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	940										
60	60	959/4	959/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	941										
61	61	240	240	0.75	0	0	Chord	4/4	1	1	3/16		1/8	3/2	942										103
61	61	963/4	963/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	943										
61	61	241	241	0.0	1/4	1/4	Chord	4/4	1	1	0	grace16	1/16	1	944										
61	61	241	241	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	945										
61	61	483/2	483/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	946										
61	61	967/4	967/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	947										
61	61	242	242	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	948										104
61	61	243	243	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	949		ornamentTrill								
61	61	240	240	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	950										
61	61	961/4	961/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	951										
61	61	481/2	481/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	952										
61	61	963/4	963/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	953										
61	61	241	241	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	954										
61	61	965/4	965/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	955										
61	61	483/2	483/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	956										
61	61	967/4	967/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	957										
61	61	242	242	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	958										
61	61	969/4	969/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	959										
61	61	485/2	485/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	960										
61	61	971/4	971/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	961										
61	61	243	243	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	962										
61	61	973/4	973/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	963										
61	61	487/2	487/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	964										
61	61	975/4	975/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	965										
62	62	244	244	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	966										
62	62	245	245	0.0	1/4	1/4	Dynamic	4/4	1	1	0					f									
62	62	245	245	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	967										105
62	62	246	246	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	968										105
62	62	247	247	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	969										
62	62	244	244	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	970										
62	62	977/4	977/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	971										
62	62	489/2	489/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	972										
62	62	979/4	979/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	973										
62	62	245	245	0.0	1/4	1/4	Dynamic	4/4	2	1	0					f									
62	62	245	245	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	974										
62	62	981/4	981/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	975										
62	62	491/2	491/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	976										
62	62	983/4	983/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	977										
62	62	246	246	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	978										
62	62	985/4	985/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	979										
62	62	493/2	493/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	980										
62	62	987/4	987/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	981										
62	62	247	247	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	982										
62	62	989/4	989/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	983										
62	62	495/2	495/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	984										
62	62	991/4	991/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	985										
63	63	248	248	0.75	0	0	Chord	4/4	1	1	3/16		1/8	3/2	986										106
63	63	995/4	995/4	0.08333333333333333	3/16	3/16	Chord	4/4	1	1	1/48		1/32	2/3	987										106
63	63	1493/6	1493/6	0.08333333333333333	5/24	5/24	Chord	4/4	1	1	1/48		1/32	2/3	988										106
63	63	2987/12	2987/12	0.08333333333333333	11/48	11/48	Chord	4/4	1	1	1/48		1/32	2/3	989										106
63	63	249	249	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	990										
63	63	499/2	499/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	991		articStaccatoAbove								
63	63	250	250	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	992										107
63	63	501/2	501/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	993										
63	63	251	251	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	994										108
63	63	503/2	503/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	995										
63	63	248	248	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	996										
63	63	993/4	993/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	997										
63	63	497/2	497/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	998										
63	63	995/4	995/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	999										
63	63	249	249	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1000										
63	63	997/4	997/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1001										
63	63	499/2	499/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1002										
63	63	999/4	999/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1003										
63	63	250	250	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1004										
63	63	1001/4	1001/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	1005										
63	63	501/2	501/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1006										
63	63	1003/4	1003/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1007										
63	63	251	251	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	1008										
63	63	1005/4	1005/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	1009										
63	63	503/2	503/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1010										
63	63	1007/4	1007/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1011										
64	64	252	252	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1012										
64	64	253	253	0.0	1/4	1/4	Dynamic	4/4	1	1	0					p									
64	64	253	253	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1013										109
64	64	254	254	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1014										109
64	64	255	255	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1015										
64	64	252	252	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	1016										
64	64	1009/4	1009/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1017										
64	64	505/2	505/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1018										
64	64	1011/4	1011/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1019										
64	64	253	253	0.0	1/4	1/4	Dynamic	4/4	2	1	0					p									
64	64	253	253	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1020										
64	64	1013/4	1013/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1021										
64	64	507/2	507/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1022										
64	64	1015/4	1015/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1023										
64	64	254	254	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1024										
64	64	1017/4	1017/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	1025										
64	64	509/2	509/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1026										
64	64	1019/4	1019/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1027										
64	64	255	255	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	1028										
64	64	1021/4	1021/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	1029										
64	64	511/2	511/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1030										
64	64	1023/4	1023/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1031										
65	65	256	256	0.75	0	0	Chord	4/4	1	1	3/16		1/8	3/2	1032										110
65	65	1027/4	1027/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1033										
65	65	257	257	0.0	1/4	1/4	Chord	4/4	1	1	0	grace16	1/16	1	1034										
65	65	257	257	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1035										
65	65	515/2	515/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1036										
65	65	1031/4	1031/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1037										
65	65	258	258	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1038										111
65	65	259	259	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1039		ornamentTrill								
65	65	256	256	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	1040										
65	65	1025/4	1025/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1041										
65	65	513/2	513/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1042										
65	65	1027/4	1027/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1043										
65	65	257	257	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1044										
65	65	1029/4	1029/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1045										
65	65	515/2	515/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1046										
65	65	1031/4	1031/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1047										
65	65	258	258	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1048										
65	65	1033/4	1033/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	1049										
65	65	517/2	517/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1050										
65	65	1035/4	1035/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1051										
65	65	259	259	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	1052										
65	65	1037/4	1037/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	1053										
65	65	519/2	519/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1054										
65	65	1039/4	1039/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1055										
66	66	260	260	0.0	0	0	Dynamic	4/4	1	1	0					f									
66	66	260	260	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	1056										
66	66	1041/4	1041/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1057										
66	66	521/2	521/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1058										
66	66	1043/4	1043/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1059										
66	66	261	261	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1060										
66	66	1045/4	1045/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1061										
66	66	523/2	523/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1062										
66	66	1047/4	1047/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1063										
66	66	262	262	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1064										
66	66	1049/4	1049/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1065										
66	66	525/2	525/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1066										
66	66	1051/4	1051/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1067										
66	66	263	263	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1068										
66	66	1053/4	1053/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1069										
66	66	527/2	527/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1070										
66	66	1055/4	1055/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1071										
66	66	260	260	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1072										
66	66	523/2	523/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1073										
66	66	262	262	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1074										
66	66	527/2	527/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1075										
67	67	264	264	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	1076										
67	67	1057/4	1057/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1077										
67	67	529/2	529/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1078										
67	67	1059/4	1059/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1079										
67	67	265	265	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1080										
67	67	1061/4	1061/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1081										
67	67	531/2	531/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1082										
67	67	1063/4	1063/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1083										
67	67	266	266	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1084										
67	67	1065/4	1065/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1085										
67	67	533/2	533/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1086										
67	67	1067/4	1067/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1087										
67	67	267	267	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1088										
67	67	1069/4	1069/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1089										
67	67	535/2	535/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1090										
67	67	1071/4	1071/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1091										
67	67	264	264	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1092										
67	67	531/2	531/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1093										
67	67	266	266	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1094										
67	67	533/2	533/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1095										
67	67	267	267	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1096										
67	67	535/2	535/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1097										
68	68	268	268	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	1098										
68	68	1073/4	1073/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1099										
68	68	537/2	537/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1100										
68	68	1075/4	1075/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1101										
68	68	269	269	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1102										
68	68	1077/4	1077/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1103										
68	68	539/2	539/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1104										
68	68	1079/4	1079/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1105										
68	68	270	270	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1106										
68	68	1081/4	1081/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1107										
68	68	541/2	541/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1108										
68	68	1083/4	1083/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1109										
68	68	271	271	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1110										
68	68	1085/4	1085/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1111										
68	68	543/2	543/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1112										
68	68	1087/4	1087/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1113										
68	68	268	268	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1114										
68	68	539/2	539/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1115										
68	68	270	270	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1116										
68	68	543/2	543/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1117										
69	69	272	272	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	1118										
69	69	1089/4	1089/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1119										
69	69	545/2	545/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1120										
