mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_line	Trill:trill
284	283	849	849	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1644											
284	283	847	847	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1645									175		
284	283	848	848	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1646									175		
284	283	849	849	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1647									175		
285	284	1705/2	1705/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1648											
285	284	850	850	0.0	0	0	Spanner	3/4	2	1	0													175	4	
285	284	850	850	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1649									175	4	
285	284	851	851	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1650									175	4	
285	284	852	852	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1651										4	
286	285	853	853	0.0	0	0	Dynamic	3/4	1	1	0					f										
286	285	853	853	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	1652											
286	285	853	853	0.0	0	0	Dynamic	3/4	2	1	0					f										
286	285	853	853	0.0	0	0	Spanner	3/4	2	1	0															
286	285	853	853	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1653									176		
286	285	854	854	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1654									176		
286	285	855	855	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1655									176		
287	286	856	856	0.0	0	0	Spanner	3/4	1	1	0															0
287	286	856	856	0.0	0	0	Chord	3/4	1	1	0	grace32after	1/32	1	1656											0
287	286	856	856	0.0	0	0	Chord	3/4	1	1	0	grace32after	1/32	1	1657											0
287	286	856	856	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	1658											0
287	286	856	856	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1659									176		
287	286	857	857	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1660									176		
287	286	858	858	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1661											
288	287	859	859	0.0	0	0	Spanner	3/4	1	1	0															
288	287	859	859	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1662									177		
288	287	1719/2	1719/2	0.0	1/8	1/8	Dynamic	3/4	1	1	0					p								177		
288	287	1719/2	1719/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1663									177		
288	287	860	860	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1664									177		
288	287	1721/2	1721/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1665									177		
288	287	861	861	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1666									177		
288	287	1723/2	1723/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1667									177		
288	287	859	859	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1668											
289	288	862	862	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1669									177		
289	288	1725/2	1725/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1670									177		
289	288	863	863	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1671									177		
289	288	1727/2	1727/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1672									177		
289	288	864	864	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1673									177		
289	288	1729/2	1729/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1674											
289	288	862	862	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1675									178		
289	288	863	863	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1676									178		
289	288	864	864	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1677											
290	289	865	865	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1678									179		
290	289	1731/2	1731/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1679									179		
290	289	866	866	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1680									179		
290	289	1733/2	1733/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1681									179		
290	289	867	867	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1682									179		
290	289	1735/2	1735/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1683											
290	289	865	865	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1684											
291	290	868	868	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1685									180		
291	290	1737/2	1737/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1686									180		
291	290	869	869	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1687									180		
291	290	1739/2	1739/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1688									180		
291	290	870	870	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1689									180		
291	290	1741/2	1741/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1690									180		
291	290	868	868	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1691									181		
291	290	869	869	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1692									181		
291	290	870	870	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1693											
292	291	871	871	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1694									180		
292	291	1743/2	1743/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1695									180		
292	291	872	872	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1696									180		
292	291	1745/2	1745/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1697									180		
292	291	873	873	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1698									180		
292	291	1747/2	1747/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1699											
292	291	871	871	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1700											
293	292	874	874	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1701									182		
293	292	1749/2	1749/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1702									182		
293	292	875	875	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1703									182		
293	292	1751/2	1751/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1704									182		
293	292	876	876	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1705									182		
293	292	1753/2	1753/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1706											
293	292	874	874	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1707									183		
293	292	875	875	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1708									183		
293	292	876	876	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1709											
294	293	877	877	0.0	0	0	Dynamic	3/4	1	1	0					f										
294	293	877	877	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1710									184		
294	293	1755/2	1755/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1711									184		
294	293	878	878	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1712									184		
294	293	1757/2	1757/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1713									184		
294	293	879	879	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1714									184		
294	293	1759/2	1759/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1715									184		
294	293	877	877	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1716											
295	294	880	880	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1717									184		
295	294	1761/2	1761/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1718									184		
295	294	881	881	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1719									184		
295	294	1763/2	1763/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1720									184		
295	294	882	882	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1721									184		
295	294	1765/2	1765/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1722											
295	294	880	880	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1723											
296	295	883	883	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1724									185		
296	295	1767/2	1767/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1725									185		
296	295	884	884	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1726									185		
296	295	1769/2	1769/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1727									185		
296	295	885	885	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1728									185		
296	295	1771/2	1771/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1729									185		
296	295	883	883	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1730											
297	296	886	886	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1731									185		
297	296	1773/2	1773/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1732									185		
297	296	887	887	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1733									185		
297	296	1775/2	1775/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1734									185		
297	296	888	888	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1735									185		
297	296	1777/2	1777/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1736											
297	296	886	886	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1737											
298	297	889	889	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1738									186		
298	297	1779/2	1779/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1739									186		
298	297	890	890	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1740									186		
298	297	1781/2	1781/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1741									186		
298	297	891	891	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1742									186		
298	297	1783/2	1783/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1743											
298	297	889	889	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1744											
299	298	892	892	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1745									187		
299	298	1785/2	1785/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1746									187		
299	298	893	893	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1747									187		
299	298	1787/2	1787/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1748									187		
299	298	894	894	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1749									187		
299	298	1789/2	1789/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1750											
299	298	892	892	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1751											
300	299	895	895	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1752									188		
300	299	1791/2	1791/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1753									188		
300	299	896	896	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1754									188		
300	299	1793/2	1793/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1755									188		
300	299	897	897	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1756									188		
300	299	1795/2	1795/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1757									188		
300	299	895	895	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1758											
301	300	898	898	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1759									188		
301	300	1797/2	1797/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1760									188		
301	300	899	899	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1761									188		
301	300	1799/2	1799/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1762									188		
301	300	900	900	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1763									188		
301	300	1801/2	1801/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1764											
301	300	898	898	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1765											
302	301	901	901	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	1766											
302	301	901	901	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1767									189		
302	301	1803/2	1803/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1768									189		
302	301	902	902	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1769									189		
302	301	1805/2	1805/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1770									189		
302	301	903	903	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1771									189		
302	301	1807/2	1807/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1772											
303	302	904	904	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	1773											
303	302	904	904	0.0	0	0	StaffText	3/4	2	1	0							<i>simile</i>								
303	302	904	904	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1774											
303	302	1809/2	1809/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1775											
303	302	905	905	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1776											
303	302	1811/2	1811/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1777											
303	302	906	906	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1778											
303	302	1813/2	1813/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1779											
304	303	907	907	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	1780											
304	303	907	907	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1781											
304	303	1815/2	1815/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1782											
304	303	908	908	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1783											
304	303	1817/2	1817/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1784											
304	303	909	909	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1785											
304	303	1819/2	1819/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1786											
305	304	910	910	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	1787											
305	304	910	910	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1788											
305	304	1821/2	1821/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1789											
305	304	911	911	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1790											
305	304	1823/2	1823/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1791											
305	304	912	912	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1792											
305	304	1825/2	1825/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1793											
306	305	913	913	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	1794											
306	305	913	913	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1795											
306	305	1827/2	1827/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1796											
306	305	914	914	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1797											
306	305	1829/2	1829/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1798											
306	305	915	915	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1799											
306	305	1831/2	1831/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1800											
307	306	916	916	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	1801											
307	306	916	916	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1802											
307	306	1833/2	1833/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1803											
307	306	917	917	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1804											
307	306	1835/2	1835/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1805											
307	306	918	918	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1806											
307	306	1837/2	1837/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1807											
308	307	919	919	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	1808											
308	307	919	919	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1809											
308	307	1839/2	1839/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1810											
308	307	920	920	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1811											
308	307	1841/2	1841/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1812											
308	307	921	921	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1813											
308	307	1843/2	1843/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1814											
309	308	922	922	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	1815											
309	308	922	922	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1816											
309	308	1845/2	1845/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1817											
309	308	923	923	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1818											
309	308	1847/2	1847/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1819											
309	308	924	924	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1820											
309	308	1849/2	1849/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1821											
310	309	925	925	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1822											
310	309	925	925	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1823											
310	309	1851/2	1851/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1824											
310	309	926	926	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1825											
310	309	1853/2	1853/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1826											
310	309	927	927	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1827											
310	309	1855/2	1855/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1828											
311	310	929	929	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1829											
311	310	1859/2	1859/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1830											
311	310	930	930	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1831											
311	310	1861/2	1861/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1832											
311	310	928	928	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1833											
311	310	1857/2	1857/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1834											
311	310	929	929	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1835											
311	310	1859/2	1859/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1836											
311	310	930	930	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1837											
311	310	1861/2	1861/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1838											
312	311	931	931	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1839											
312	311	932	932	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1840											
312	311	1865/2	1865/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1841											
312	311	933	933	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1842											
312	311	1867/2	1867/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1843											
312	311	931	931	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1844											
312	311	1863/2	1863/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1845											
312	311	932	932	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1846											
312	311	1865/2	1865/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1847											
312	311	933	933	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1848											
312	311	1867/2	1867/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1849											
313	312	934	934	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1850											
313	312	935	935	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1851											
313	312	1871/2	1871/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1852											
313	312	936	936	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1853											
313	312	1873/2	1873/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1854											
313	312	934	934	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1855											
313	312	1869/2	1869/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1856											
313	312	935	935	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1857											
313	312	1871/2	1871/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1858											
313	312	936	936	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1859											
313	312	1873/2	1873/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1860											
314	313	937	937	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1861											
314	313	937	937	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1862											
314	313	1875/2	1875/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1863											
314	313	938	938	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1864											
314	313	1877/2	1877/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1865											
314	313	939	939	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1866											
314	313	1879/2	1879/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1867											
315	314	941	941	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1868											
315	314	1883/2	1883/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1869											
315	314	942	942	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1870											
315	314	1885/2	1885/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1871											
315	314	940	940	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1872											
315	314	1881/2	1881/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1873											
315	314	941	941	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1874											
315	314	1883/2	1883/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1875											
315	314	942	942	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1876											
315	314	1885/2	1885/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1877											
316	315	943	943	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1878											
316	315	944	944	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1879											
316	315	1889/2	1889/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1880											
316	315	945	945	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1881											
316	315	1891/2	1891/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1882											
316	315	943	943	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1883											
316	315	1887/2	1887/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1884											
316	315	944	944	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1885											
316	315	1889/2	1889/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1886											
316	315	945	945	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1887											
316	315	1891/2	1891/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1888											
317	316	946	946	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1889											
317	316	947	947	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1890											
317	316	1895/2	1895/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1891											
317	316	948	948	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1892											
317	316	1897/2	1897/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1893											
317	316	946	946	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1894											
317	316	1893/2	1893/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1895											
317	316	947	947	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1896											
317	316	1895/2	1895/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1897											
317	316	948	948	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1898											
317	316	1897/2	1897/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1899											
318	317	949	949	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1900											
318	317	949	949	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1901											
319	318	952	952	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1902											
319	318	952	952	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1903											
320	319	955	955	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1904											
320	319	955	955	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1905											
