mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	slur
1	0	0	0.0	0	3/8	Dynamic	2/4	1	1	0						p					
1	0	0	0.0	0	3/8	StaffText	2/4	1	1	0								Allegro			
1	0	0	0.0	0	3/8	Tempo	2/4	1	1	0									 = 72	144	
1	0	0	0.5	0	3/8	Chord	2/4	1	1	1/8			1/8	1	0		articStaccatissimoAbove				
2	1	1/2	1.5	0	0	Chord	2/4	1	1	3/8			1/4	3/2	1		articStaccatissimoAbove				
2	1	2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	2		articStaccatissimoAbove				
2	1	1	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	3						
2	1	3/2	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	4						
2	1	1	0.0	1/8	1/8	Dynamic	2/4	2	2	0						p					
2	1	1	0.5	1/8	1/8	Chord	2/4	2	2	1/8			1/8	1	5						
2	1	3/2	1.0	1/4	1/4	Chord	2/4	2	2	1/4			1/4	1	6						
3	2	5/2	1.5	0	0	Chord	2/4	1	1	3/8			1/4	3/2	7						0
3	2	4	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	8						
3	2	3	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	9						
3	2	7/2	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	10						
3	2	3	0.5	1/8	1/8	Chord	2/4	2	2	1/8			1/8	1	11						
3	2	7/2	1.0	1/4	1/4	Chord	2/4	2	2	1/4			1/4	1	12						
4	3	9/2	0.0	0	0	Chord	2/4	1	1	0	grace16		1/16	1	13						
4	3	9/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	14						
4	3	5	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	15						
4	3	21/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	16						
4	3	11/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	17						1
4	3	23/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	18						1
4	3	6	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	19						1
4	3	25/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	20						
4	3	9/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	21						
4	3	5	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	22						
4	3	11/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	23						
4	3	6	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	24						
5	4	13/2	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	25						2
5	4	27/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	26						2
5	4	7	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	27						2
5	4	29/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	28						
5	4	15/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	29		articStaccatissimoAbove				
5	4	8	0.0	3/8	3/8	Dynamic	2/4	1	1	0						f					
5	4	8	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	30		articStaccatissimoAbove				
5	4	13/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	31						
5	4	7	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	32						
5	4	15/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	33						
6	5	17/2	1.5	0	0	Chord	2/4	1	1	3/8			1/4	3/2	34		articStaccatissimoAbove				
6	5	10	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	35		articStaccatissimoAbove				
6	5	9	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	36						
6	5	19/2	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	37						
6	5	9	0.0	1/8	1/8	Dynamic	2/4	2	2	0						f					
6	5	9	0.5	1/8	1/8	Chord	2/4	2	2	1/8			1/8	1	38						
6	5	19/2	1.0	1/4	1/4	Chord	2/4	2	2	1/4			1/4	1	39						
7	6	21/2	1.5	0	0	Chord	2/4	1	1	3/8			1/4	3/2	40						3
7	6	12	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	41						
7	6	11	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	42						
7	6	23/2	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	43						
7	6	11	0.5	1/8	1/8	Chord	2/4	2	2	1/8			1/8	1	44						
7	6	23/2	1.0	1/4	1/4	Chord	2/4	2	2	1/4			1/4	1	45						
8	7	25/2	0.0	0	0	Chord	2/4	1	1	0	grace16		1/16	1	46						
8	7	25/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	47						
8	7	13	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	48						
8	7	53/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	49						
8	7	27/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	50		articStaccatissimoAbove				
8	7	14	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	51		articStaccatissimoAbove				
8	7	27/2	0.5	1/4	1/4	Chord	2/4	1	2	1/8			1/8	1	52		articStaccatissimoBelow				
8	7	14	0.5	3/8	3/8	Chord	2/4	1	2	1/8			1/8	1	53		articStaccatissimoBelow				
8	7	25/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	54						
8	7	13	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	55						
8	7	27/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	56						
8	7	14	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	57						
8	7	13	0.5	1/8	1/8	Chord	2/4	2	2	1/8			1/8	1	58						
8	7	27/2	0.5	1/4	1/4	Chord	2/4	2	2	1/8			1/8	1	59						
8	7	14	0.5	3/8	3/8	Chord	2/4	2	2	1/8			1/8	1	60						
9	8	29/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	61						4
9	8	15	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	62						
9	8	16	0.0	3/8	3/8	Dynamic	2/4	1	1	0						p					
9	8	16	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	63						
9	8	29/2	0.5	0	0	Chord	2/4	1	2	1/8			1/8	1	64						5
9	8	15	0.5	1/8	1/8	Chord	2/4	1	2	1/8			1/8	1	65						
9	8	29/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	66						
9	8	15	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	67						
9	8	31/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	68						
10	9	33/2	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	69						6
10	9	67/4	0.75	1/16	1/16	Chord	2/4	1	1	3/16			1/8	3/2	70						
10	9	18	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	71		ornamentTrill				
10	9	33/2	0.0	0	0	Dynamic	2/4	2	1	0						p					
10	9	33/2	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	72						
10	9	67/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	73						
10	9	17	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	74						
10	9	69/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	75						
10	9	35/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	76						
10	9	71/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	77						
10	9	18	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	78						
10	9	73/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	79						
11	10	37/2	0.0	0	0	Dynamic	2/4	1	1	0						f					
11	10	37/2	0.75	0	0	Chord	2/4	1	1	3/16			1/8	3/2	80						7
11	10	77/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	81						7
11	10	39/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	82						
11	10	20	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	83		articStaccatissimoAbove				
11	10	37/2	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	84						
11	10	75/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	85						
11	10	19	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	86						
11	10	77/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	87						
11	10	39/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	88						
11	10	79/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	89						
11	10	20	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	90						
11	10	81/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	91						
12	11	41/2	0.0	0	0	Dynamic	2/4	1	1	0						p					
12	11	41/2	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	92						8
12	11	83/4	0.75	1/16	1/16	Chord	2/4	1	1	3/16			1/8	3/2	93						
12	11	22	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	94		ornamentTrill				
12	11	41/2	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	95						
12	11	83/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	96						
12	11	21	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	97						
12	11	85/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	98						
12	11	43/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	99						
12	11	87/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	100						
12	11	22	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	101						
12	11	89/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	102						
13	12	45/2	0.0	0	0	Dynamic	2/4	1	1	0						f					
13	12	45/2	0.75	0	0	Chord	2/4	1	1	3/16			1/8	3/2	103						9
13	12	93/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	104						9
13	12	47/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	105						
13	12	24	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	106		ornamentTrill				
13	12	45/2	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	107						
13	12	91/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	108						
13	12	23	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	109						
13	12	93/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	110						
13	12	47/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	111						
13	12	95/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	112						
13	12	24	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	113						
13	12	97/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	114						
14	13	49/2	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	115						10
14	13	99/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	116						10
14	13	25	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	117						10
14	13	101/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	118						
14	13	51/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	119						11
14	13	103/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	120						11
14	13	26	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	121						11
14	13	105/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	122						
14	13	49/2	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	123						
14	13	51/2	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	124						
15	14	53/2	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	125						12
15	14	107/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	126						
15	14	27	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	127						13
15	14	109/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	128						
15	14	55/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	129						14
15	14	111/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	130						
15	14	28	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	131						15
15	14	113/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	132						
15	14	53/2	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	133						
15	14	28	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	134						
16	15	57/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	135						16
16	15	29	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	136						
16	15	57/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	137						17
16	15	29	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	138						
16	15	59/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	139						18
16	15	119/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	140						18
16	15	30	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	141						18
16	15	121/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	142						
16	15	57/2	1.0	0	0	Chord	2/4	2	2	1/4			1/4	1	143						
17	16	31	0.0	1/8	1/8	Dynamic	2/4	1	1	0						p					
17	16	31	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	144						19
17	16	63/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	145						19
17	16	32	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	146						
17	16	61/2	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	147						
17	16	32	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	148						
17	16	32	0.0	3/8	3/8	Dynamic	2/4	2	2	0						p					
18	17	33	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	149		articStaccatissimoAbove				
18	17	67/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	150						20
18	17	34	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	151						
18	17	65/2	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	152						
18	17	34	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	153						
19	18	35	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	154						21
19	18	71/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	155						21
19	18	36	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	156						
19	18	69/2	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	157						
19	18	36	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	158						
20	19	37	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	159		articStaccatissimoAbove				
20	19	75/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	160						22
20	19	38	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	161						
20	19	73/2	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	162						
20	19	38	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	163						
21	20	77/2	2.0	0	0	Chord	2/4	1	1	1/2			1/2	1	164						
21	20	77/2	0.0	0	0	Dynamic	2/4	1	2	0						f					
21	20	77/2	1.0	0	0	Chord	2/4	1	2	1/4			1/4	1	165						
21	20	77/2	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	166						
21	20	155/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	167						
21	20	39	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	168						
21	20	157/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	169						
21	20	79/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	170						
21	20	159/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	171						
21	20	40	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	172						
21	20	161/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	173						
22	21	81/2	2.0	0	0	Chord	2/4	1	1	1/2			1/2	1	174						
22	21	81/2	1.0	0	0	Chord	2/4	1	2	1/4			1/4	1	175						
22	21	81/2	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	176						
22	21	163/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	177						
22	21	41	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	178						
22	21	165/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	179						
22	21	83/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	180						
22	21	167/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	181						
22	21	42	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	182						
22	21	169/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	183						
23	22	85/2	0.0	0	0	Chord	2/4	1	1	0	grace16		1/16	1	184						
23	22	85/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	185						
23	22	43	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	186						
23	22	173/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	187						
23	22	87/2	0.0	1/4	1/4	Chord	2/4	1	1	0	grace16		1/16	1	188						
23	22	87/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	189						
23	22	44	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	190						
23	22	177/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	191						
23	22	85/2	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	192						
23	22	171/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	193						
23	22	43	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	194						
23	22	173/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	195						
23	22	87/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	196						
23	22	175/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	197						
23	22	44	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	198						
23	22	177/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	199						
24	23	89/2	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	200						23
24	23	179/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	201						23
24	23	45	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	202						23
24	23	181/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	203						
24	23	91/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	204						24
24	23	183/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	205						24
24	23	46	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	206						24
24	23	185/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	207						
24	23	89/2	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	208						
25	24	93/2	0.0	0	0	Dynamic	2/4	1	1	0						p					
25	24	93/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	209						25
25	24	47	1.0	1/8	1/8	Chord	2/4	1	1	1/4			1/4	1	210						25
