mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	slur	Trill:trill	crescendo_line
153	153	608	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	1720									
153	153	611	1.0	3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	1721									
154	154	612	0.25	0	0	Chord	2/2	1	1	1/16			1/16	1	1722									
154	154	2449/4	0.25	1/16	1/16	Chord	2/2	1	1	1/16			1/16	1	1723									
154	154	1225/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16			1/16	1	1724									
154	154	2451/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16			1/16	1	1725									
154	154	613	0.25	1/4	1/4	Chord	2/2	1	1	1/16			1/16	1	1726									
154	154	2453/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16			1/16	1	1727									
154	154	1227/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16			1/16	1	1728									
154	154	2455/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16			1/16	1	1729									
154	154	614	0.25	1/2	1/2	Chord	2/2	1	1	1/16			1/16	1	1730									
154	154	2457/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16			1/16	1	1731									
154	154	1229/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16			1/16	1	1732									
154	154	2459/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16			1/16	1	1733									
154	154	615	0.25	3/4	3/4	Chord	2/2	1	1	1/16			1/16	1	1734									
154	154	2461/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16			1/16	1	1735									
154	154	1231/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16			1/16	1	1736									
154	154	2463/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16			1/16	1	1737									
154	154	612	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	1738									
154	154	615	1.0	3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	1739									
155	155	616	0.25	0	0	Chord	2/2	1	1	1/16			1/16	1	1740									
155	155	2465/4	0.25	1/16	1/16	Chord	2/2	1	1	1/16			1/16	1	1741							244		
155	155	1233/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16			1/16	1	1742							244		
155	155	2467/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16			1/16	1	1743							244		
155	155	617	0.25	1/4	1/4	Chord	2/2	1	1	1/16			1/16	1	1744							244		
155	155	2469/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16			1/16	1	1745							244		
155	155	1235/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16			1/16	1	1746							244		
155	155	2471/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16			1/16	1	1747									
155	155	618	1.5	1/2	1/2	Chord	2/2	1	1	3/8			1/4	3/2	1748		ornamentTrill							
155	155	1239/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16			1/16	1	1749									
155	155	2479/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16			1/16	1	1750									
155	155	616	0.5	0	0	Chord	2/2	2	1	1/8			1/8	1	1751									
155	155	1233/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	1752									
155	155	617	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	1753									
155	155	1235/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1754									
155	155	618	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	1755									
155	155	1237/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	1756									
155	155	619	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	1757									
155	155	1239/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1758									
156	156	620	0.25	0	0	Chord	2/2	1	1	1/16			1/16	1	1759									
156	156	2481/4	0.25	1/16	1/16	Chord	2/2	1	1	1/16			1/16	1	1760									
156	156	1241/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16			1/16	1	1761									
156	156	2483/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16			1/16	1	1762									
156	156	621	0.25	1/4	1/4	Chord	2/2	1	1	1/16			1/16	1	1763									
156	156	2485/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16			1/16	1	1764									
156	156	1243/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16			1/16	1	1765									
156	156	2487/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16			1/16	1	1766									
156	156	622	0.25	1/2	1/2	Chord	2/2	1	1	1/16			1/16	1	1767									
156	156	2489/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16			1/16	1	1768									
156	156	1245/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16			1/16	1	1769									
156	156	2491/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16			1/16	1	1770									
156	156	623	0.25	3/4	3/4	Chord	2/2	1	1	1/16			1/16	1	1771									
156	156	2493/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16			1/16	1	1772									
156	156	1247/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16			1/16	1	1773									
156	156	2495/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16			1/16	1	1774									
156	156	620	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	1775									
156	156	1243/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1776									
156	156	622	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	1777									
156	156	1247/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1778									
157	157	624	0.25	0	0	Chord	2/2	1	1	1/16			1/16	1	1779									
157	157	2497/4	0.25	1/16	1/16	Chord	2/2	1	1	1/16			1/16	1	1780									
157	157	1249/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16			1/16	1	1781									
157	157	2499/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16			1/16	1	1782									
157	157	625	0.25	1/4	1/4	Chord	2/2	1	1	1/16			1/16	1	1783									
157	157	2501/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16			1/16	1	1784									
157	157	1251/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16			1/16	1	1785									
157	157	2503/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16			1/16	1	1786									
157	157	626	0.25	1/2	1/2	Chord	2/2	1	1	1/16			1/16	1	1787									
157	157	2505/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16			1/16	1	1788									
157	157	1253/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16			1/16	1	1789									
157	157	2507/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16			1/16	1	1790									
157	157	627	0.25	3/4	3/4	Chord	2/2	1	1	1/16			1/16	1	1791									
157	157	2509/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16			1/16	1	1792									
157	157	1255/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16			1/16	1	1793									
157	157	2511/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16			1/16	1	1794									
157	157	624	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	1795									
158	158	628	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	1796									
158	158	1257/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16			1/16	1	1797									
158	158	2515/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16			1/16	1	1798									
158	158	629	0.25	1/4	1/4	Chord	2/2	1	1	1/16			1/16	1	1799									
158	158	2517/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16			1/16	1	1800									
158	158	1259/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16			1/16	1	1801									
158	158	2519/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16			1/16	1	1802									
158	158	630	0.0	1/2	1/2	Chord	2/2	1	1	0	grace16		1/16	1	1803									
158	158	630	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	1804									
158	158	1261/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16			1/16	1	1805									
158	158	2523/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16			1/16	1	1806									
158	158	631	0.25	3/4	3/4	Chord	2/2	1	1	1/16			1/16	1	1807									
158	158	2525/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16			1/16	1	1808									
158	158	1263/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16			1/16	1	1809									
158	158	2527/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16			1/16	1	1810									
158	158	628	4.0	0	0	Chord	2/2	2	1	1			1	1	1811									
159	159	632	0.25	0	0	Chord	2/2	1	1	1/16			1/16	1	1812									
159	159	2529/4	0.25	1/16	1/16	Chord	2/2	1	1	1/16			1/16	1	1813									
159	159	1265/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16			1/16	1	1814									
159	159	2531/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16			1/16	1	1815									
159	159	633	0.25	1/4	1/4	Chord	2/2	1	1	1/16			1/16	1	1816									
159	159	2533/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16			1/16	1	1817									
159	159	1267/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16			1/16	1	1818									
159	159	2535/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16			1/16	1	1819									
159	159	634	0.25	1/2	1/2	Chord	2/2	1	1	1/16			1/16	1	1820									
159	159	2537/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16			1/16	1	1821									
159	159	1269/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16			1/16	1	1822									
159	159	2539/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16			1/16	1	1823									
159	159	635	0.25	3/4	3/4	Chord	2/2	1	1	1/16			1/16	1	1824									
159	159	2541/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16			1/16	1	1825									
159	159	1271/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16			1/16	1	1826									
159	159	2543/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16			1/16	1	1827									
159	159	632	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	1828									
159	159	634	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	1829									
160	160	636	0.25	0	0	Chord	2/2	1	1	1/16			1/16	1	1830									
160	160	2545/4	0.25	1/16	1/16	Chord	2/2	1	1	1/16			1/16	1	1831									
160	160	1273/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16			1/16	1	1832									
160	160	2547/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16			1/16	1	1833									
160	160	637	0.25	1/4	1/4	Chord	2/2	1	1	1/16			1/16	1	1834									
160	160	2549/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16			1/16	1	1835									
160	160	1275/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16			1/16	1	1836									
160	160	2551/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16			1/16	1	1837									
160	160	638	0.25	1/2	1/2	Chord	2/2	1	1	1/16			1/16	1	1838									
160	160	2553/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16			1/16	1	1839									
160	160	1277/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16			1/16	1	1840									
160	160	2555/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16			1/16	1	1841									
160	160	639	0.25	3/4	3/4	Chord	2/2	1	1	1/16			1/16	1	1842									
160	160	2557/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16			1/16	1	1843									
160	160	1279/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16			1/16	1	1844									
160	160	2559/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16			1/16	1	1845									
160	160	636	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	1846									
161	161	640	0.25	0	0	Chord	2/2	1	1	1/16			1/16	1	1847									
161	161	2561/4	0.25	1/16	1/16	Chord	2/2	1	1	1/16			1/16	1	1848									
161	161	1281/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16			1/16	1	1849									
161	161	2563/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16			1/16	1	1850									
161	161	641	0.25	1/4	1/4	Chord	2/2	1	1	1/16			1/16	1	1851									
161	161	2565/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16			1/16	1	1852									
161	161	1283/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16			1/16	1	1853									
161	161	2567/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16			1/16	1	1854									
161	161	642	0.25	1/2	1/2	Chord	2/2	1	1	1/16			1/16	1	1855									
161	161	2569/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16			1/16	1	1856									
161	161	1285/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16			1/16	1	1857									
161	161	2571/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16			1/16	1	1858									
161	161	643	0.25	3/4	3/4	Chord	2/2	1	1	1/16			1/16	1	1859									
161	161	2573/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16			1/16	1	1860									
161	161	1287/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16			1/16	1	1861									
161	161	2575/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16			1/16	1	1862									
162	162	644	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	1863									
162	162	645	1.5	1/4	1/4	Chord	2/2	1	1	3/8			1/4	3/2	1864									
162	162	1293/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16			1/16	1	1865									
162	162	2587/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16			1/16	1	1866									
162	162	647	0.25	3/4	3/4	Chord	2/2	1	1	1/16			1/16	1	1867									
162	162	2589/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16			1/16	1	1868									
162	162	1295/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16			1/16	1	1869									
162	162	2591/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16			1/16	1	1870									
162	162	644	0.5	0	0	Chord	2/2	2	1	1/8			1/8	1	1871									
162	162	1289/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	1872									
162	162	645	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	1873									
162	162	1291/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1874									
162	162	646	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	1875									
162	162	1293/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	1876									
162	162	647	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	1877									
162	162	1295/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1878									
163	163	648	0.0	0	0	Spanner	2/2	1	1	0													1	
163	163	648	0.0	0	0	Chord	2/2	1	1	0	grace32after		1/32	1	1879								1	
163	163	648	0.0	0	0	Chord	2/2	1	1	0	grace32after		1/32	1	1880								1	
163	163	648	0.0	0	0	Chord	2/2	1	1	0	grace16		1/32	1	1881								1	
163	163	648	0.0	0	0	Chord	2/2	1	1	0	grace16		1/32	1	1882								1	
163	163	648	0.0	0	0	Chord	2/2	1	1	0	grace16		1/32	1	1883								1	
163	163	648	4.0	0	0	Chord	2/2	1	1	1			1	1	1884								1	
163	163	648	0.5	0	0	Chord	2/2	2	1	1/8			1/8	1	1885									
163	163	1297/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	1886									
163	163	649	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	1887									
163	163	1299/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1888									
163	163	650	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	1889									
163	163	1301/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	1890									
163	163	651	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	1891									
163	163	1303/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1892									
164	164	652	0.0	0	0	Dynamic	2/2	1	1	0						p								
164	164	652	0.0	0	0	Spanner	2/2	1	1	0														
164	164	652	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	1893									
164	164	1305/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	1894									
164	164	1307/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	1895									
164	164	654	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	1896									
164	164	1309/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	1897									
164	164	1311/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	1898							245		
164	164	652	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	1899									
164	164	653	1.0	1/4	1/4	Chord	2/2	2	1	1/4			1/4	1	1900									
164	164	655	1.0	3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	1901							246		
165	165	656	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	1902									
165	165	1313/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	1903									
165	165	1315/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	1904									
165	165	658	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	1905									
165	165	1317/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	1906									
165	165	1319/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	1907							247		
165	165	656	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	1908									
165	165	657	1.0	1/4	1/4	Chord	2/2	2	1	1/4			1/4	1	1909									
165	165	659	1.0	3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	1910							248		
166	166	660	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	1911									
166	166	1321/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	1912									
166	166	1323/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	1913							249		
166	166	662	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	1914									
166	166	1325/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	1915									
166	166	1327/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	1916							250		
166	166	660	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	1917									
166	166	661	1.0	1/4	1/4	Chord	2/2	2	1	1/4			1/4	1	1918							251		
166	166	662	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	1919									
166	166	663	1.0	3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	1920							252		
167	167	664	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	1921									
167	167	1329/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	1922									
167	167	1331/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	1923							253		
167	167	666	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	1924									
167	167	1333/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	1925									
167	167	667	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	1926									
167	167	1335/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	1927									
167	167	664	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	1928									
167	167	665	1.0	1/4	1/4	Chord	2/2	2	1	1/4			1/4	1	1929									
167	167	666	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	1930									
167	167	667	1.0	3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	1931									
168	168	668	0.0	0	0	Dynamic	2/2	1	1	0						f								
168	168	668	0.25	0	0	Chord	2/2	1	1	1/16			1/16	1	1932									
168	168	2673/4	0.25	1/16	1/16	Chord	2/2	1	1	1/16			1/16	1	1933									
168	168	1337/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16			1/16	1	1934									
168	168	2675/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16			1/16	1	1935									
168	168	669	0.25	1/4	1/4	Chord	2/2	1	1	1/16			1/16	1	1936									
168	168	2677/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16			1/16	1	1937									
168	168	1339/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16			1/16	1	1938									
168	168	2679/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16			1/16	1	1939									
168	168	670	0.25	1/2	1/2	Chord	2/2	1	1	1/16			1/16	1	1940									
168	168	2681/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16			1/16	1	1941									
168	168	1341/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16			1/16	1	1942									
168	168	2683/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16			1/16	1	1943									
168	168	671	0.25	3/4	3/4	Chord	2/2	1	1	1/16			1/16	1	1944									
168	168	2685/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16			1/16	1	1945									
168	168	1343/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16			1/16	1	1946									
168	168	2687/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16			1/16	1	1947									
168	168	668	0.5	0	0	Chord	2/2	2	1	1/8			1/8	1	1948									
168	168	1337/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	1949									
168	168	1339/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1950							254		
168	168	670	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	1951									
168	168	1341/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	1952									
168	168	1343/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1953									
169	169	672	0.25	0	0	Chord	2/2	1	1	1/16			1/16	1	1954									
169	169	2689/4	0.25	1/16	1/16	Chord	2/2	1	1	1/16			1/16	1	1955									
169	169	1345/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16			1/16	1	1956									
169	169	2691/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16			1/16	1	1957									
169	169	673	0.25	1/4	1/4	Chord	2/2	1	1	1/16			1/16	1	1958									
169	169	2693/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16			1/16	1	1959									
169	169	1347/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16			1/16	1	1960									
169	169	2695/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16			1/16	1	1961									
169	169	674	0.25	1/2	1/2	Chord	2/2	1	1	1/16			1/16	1	1962									
169	169	2697/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16			1/16	1	1963									
169	169	1349/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16			1/16	1	1964									
169	169	2699/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16			1/16	1	1965									
169	169	675	0.25	3/4	3/4	Chord	2/2	1	1	1/16			1/16	1	1966									
169	169	2701/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16			1/16	1	1967									
169	169	1351/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16			1/16	1	1968									
169	169	2703/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16			1/16	1	1969									
169	169	672	0.5	0	0	Chord	2/2	2	1	1/8			1/8	1	1970									
169	169	1345/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	1971									
169	169	1347/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1972									
169	169	674	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	1973									
169	169	1349/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	1974									
169	169	1351/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1975									
170	170	676	0.25	0	0	Chord	2/2	1	1	1/16			1/16	1	1976									
170	170	2705/4	0.25	1/16	1/16	Chord	2/2	1	1	1/16			1/16	1	1977									
170	170	1353/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16			1/16	1	1978									
170	170	2707/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16			1/16	1	1979									
170	170	677	0.25	1/4	1/4	Chord	2/2	1	1	1/16			1/16	1	1980									
170	170	2709/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16			1/16	1	1981									
170	170	1355/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16			1/16	1	1982									
170	170	2711/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16			1/16	1	1983									
170	170	678	0.25	1/2	1/2	Chord	2/2	1	1	1/16			1/16	1	1984									
170	170	2713/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16			1/16	1	1985									
170	170	1357/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16			1/16	1	1986									
170	170	2715/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16			1/16	1	1987									
170	170	679	0.25	3/4	3/4	Chord	2/2	1	1	1/16			1/16	1	1988									
170	170	2717/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16			1/16	1	1989									
170	170	1359/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16			1/16	1	1990									
170	170	2719/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16			1/16	1	1991									
170	170	676	0.5	0	0	Chord	2/2	2	1	1/8			1/8	1	1992									
170	170	1353/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	1993									
170	170	1355/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1994									
170	170	678	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	1995									
170	170	1357/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	1996									
170	170	679	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	1997									
170	170	1359/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1998									
171	171	680	2.0	0	0	Chord	2/2	1	1	1/2			1/2	1	1999									
171	171	1365/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16			1/16	1	2000							255		
171	171	2731/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16			1/16	1	2001							255		
171	171	683	0.25	3/4	3/4	Chord	2/2	1	1	1/16			1/16	1	2002							255		
171	171	2733/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16			1/16	1	2003							255		
171	171	1367/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16			1/16	1	2004							255		
171	171	2735/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16			1/16	1	2005							255		
171	171	680	1.0	0	0	Chord	2/2	1	2	1/4			1/4	1	2006									
171	171	680	2.0	0	0	Chord	2/2	2	1	1/2			1/2	1	2007									
172	172	684	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	2008									
172	172	1369/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16			1/16	1	2009							256		
172	172	2739/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16			1/16	1	2010							256		
172	172	685	0.25	1/4	1/4	Chord	2/2	1	1	1/16			1/16	1	2011							256		
172	172	2741/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16			1/16	1	2012							256		
172	172	1371/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16			1/16	1	2013							256		
172	172	2743/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16			1/16	1	2014							256		
172	172	686	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	2015									
172	172	1373/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16			1/16	1	2016							257		
172	172	2747/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16			1/16	1	2017							257		
172	172	687	0.25	3/4	3/4	Chord	2/2	1	1	1/16			1/16	1	2018							257		
172	172	2749/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16			1/16	1	2019							257		
172	172	1375/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16			1/16	1	2020							257		
