mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
140	140	279	279	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	877		articStaccatoAbove						
140	140	559/2	559/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	878		articStaccatoAbove						
140	140	278	278	1.0		0	0	Chord	2/4	1	2	1/4		1/4	1	879								
140	140	278	278	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	880								
140	140	279	279	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	881								
141	141	280	280	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	882								104
141	141	561/2	561/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	883								
141	141	281	281	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	884		articStaccatoBelow						
141	141	563/2	563/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	885		articStaccatoBelow						
141	141	280	280	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	886								
141	141	281	281	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	887								
142	142	282	282	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	888		articStaccatoBelow						
142	142	565/2	565/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	889		articStaccatoBelow						
142	142	283	283	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	890		articStaccatoBelow						
142	142	567/2	567/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	891		articStaccatoBelow						
142	142	282	282	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	892								
143	143	284	284	0.0		0	0	Dynamic	2/4	1	1	0					p							
143	143	284	284	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	893								105
143	143	571/2	571/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	894								
143	143	284	284	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	895								
143	143	569/2	569/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	896								
143	143	285	285	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	897								
143	143	571/2	571/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	898								
143	143	284	284	2.0		0	0	Chord	2/4	2	2	1/2		1/2	1	899								
144	144	286	286	0.0		0	0	Chord	2/4	1	1	0	appoggiatura	1/8	1	900								
144	144	286	286	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	901								
144	144	287	287	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	902								
144	144	575/2	575/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	903								
144	144	286	286	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	904								
144	144	573/2	573/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	905								
144	144	287	287	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	906								
144	144	575/2	575/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	907								
144	144	286	286	2.0		0	0	Chord	2/4	2	2	1/2		1/2	1	908								
145	145	288	288	0.0		0	0	Chord	2/4	1	1	0	appoggiatura	1/8	1	909								
145	145	288	288	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	910								
145	145	289	289	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	911								
145	145	579/2	579/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	912								
145	145	288	288	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	913								
145	145	577/2	577/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	914								
145	145	289	289	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	915								
145	145	579/2	579/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	916								
145	145	288	288	2.0		0	0	Chord	2/4	2	2	1/2		1/2	1	917								
146	146	290	290	0.0		0	0	Chord	2/4	1	1	0	appoggiatura	1/8	1	918								
146	146	290	290	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	919								
146	146	291	291	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	920								
146	146	290	290	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	921								
146	146	581/2	581/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	922								
146	146	291	291	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	923								
146	146	583/2	583/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	924								
146	146	290	290	2.0		0	0	Chord	2/4	2	2	1/2		1/2	1	925								
147	147	292	292	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	926								
147	147	587/2	587/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	927								
147	147	292	292	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	928								
147	147	585/2	585/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	929								
147	147	293	293	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	930								
147	147	587/2	587/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	931								
147	147	292	292	2.0		0	0	Chord	2/4	2	2	1/2		1/2	1	932								
148	148	294	294	0.0		0	0	Chord	2/4	1	1	0	appoggiatura	1/8	1	933								
148	148	294	294	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	934								
148	148	295	295	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	935								
148	148	591/2	591/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	936								
148	148	294	294	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	937								
148	148	589/2	589/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	938								
148	148	295	295	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	939								
148	148	591/2	591/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	940								
148	148	294	294	2.0		0	0	Chord	2/4	2	2	1/2		1/2	1	941								
149	149	296	296	0.0		0	0	Chord	2/4	1	1	0	appoggiatura	1/8	1	942								
149	149	296	296	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	943								
149	149	297	297	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	944								
149	149	595/2	595/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	945								
149	149	296	296	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	946								
149	149	593/2	593/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	947								
149	149	297	297	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	948								
149	149	595/2	595/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	949								
149	149	296	296	2.0		0	0	Chord	2/4	2	2	1/2		1/2	1	950								
150	150	298	298	0.0		0	0	Chord	2/4	1	1	0	appoggiatura	1/8	1	951								
150	150	298	298	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	952								
150	150	299	299	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	953								
150	150	298	298	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	954								
150	150	597/2	597/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	955								
150	150	299	299	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	956								
150	150	599/2	599/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	957								
150	150	298	298	2.0		0	0	Chord	2/4	2	2	1/2		1/2	1	958								
151	151	300	300	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	959								106
151	151	603/2	603/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	960								
151	151	300	300	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	961								
151	151	601/2	601/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	962								
151	151	301	301	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	963								
151	151	603/2	603/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	964								
151	151	300	300	2.0		0	0	Chord	2/4	2	2	1/2		1/2	1	965								
152	152	302	302	0.0		0	0	Chord	2/4	1	1	0	appoggiatura	1/8	1	966								
152	152	302	302	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	967								
152	152	303	303	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	968								
152	152	607/2	607/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	969								
152	152	302	302	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	970								
152	152	605/2	605/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	971								
152	152	303	303	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	972								
152	152	607/2	607/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	973								
152	152	302	302	2.0		0	0	Chord	2/4	2	2	1/2		1/2	1	974								
153	153	304	304	0.0		0	0	Chord	2/4	1	1	0	appoggiatura	1/8	1	975								
153	153	304	304	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	976								
153	153	305	305	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	977								
153	153	611/2	611/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	978								
153	153	304	304	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	979								
153	153	609/2	609/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	980								
153	153	305	305	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	981								
153	153	611/2	611/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	982								
153	153	304	304	2.0		0	0	Chord	2/4	2	2	1/2		1/2	1	983								
154	154	306	306	0.0		0	0	Chord	2/4	1	1	0	appoggiatura	1/8	1	984								
154	154	306	306	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	985								
154	154	307	307	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	986								
154	154	306	306	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	987								
154	154	613/2	613/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	988								
154	154	307	307	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	989								
154	154	615/2	615/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	990								
154	154	306	306	2.0		0	0	Chord	2/4	2	2	1/2		1/2	1	991								
155	155	308	308	0.0		0	0	Chord	2/4	1	1	0	appoggiatura	1/8	1	992								
155	155	308	308	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	993								
155	155	619/2	619/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	994								
155	155	308	308	1.5		0	0	Chord	2/4	1	2	3/8		1/4	3/2	995								
155	155	308	308	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	996								
155	155	617/2	617/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	997								
155	155	309	309	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	998								
155	155	619/2	619/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	999								
155	155	308	308	2.0		0	0	Chord	2/4	2	2	1/2		1/2	1	1000								
156	156	310	310	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1001								
156	156	621/2	621/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1002								
156	156	311	311	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1003								
156	156	623/2	623/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1004								
156	156	310	310	1.0		0	0	Chord	2/4	1	2	1/4		1/4	1	1005								
156	156	311	311	1.0		1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	1006								
156	156	310	310	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1007								
156	156	311	311	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1008								
157	157	312	312	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1009								
157	157	313	313	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1010		ornamentTrill						
157	157	312	312	2.0		0	0	Chord	2/4	1	2	1/2		1/2	1	1011								
157	157	312	312	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1012								
157	157	313	313	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1013								
157	157	312	312	2.0		0	0	Chord	2/4	2	2	1/2		1/2	1	1014								
158	158	314	314	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1015								
158	158	314	314	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1016								
158	158	315	315	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1017								
159	159	316	316	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1018								107
159	159	633/2	633/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1019								107
159	159	317	317	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1020								107
159	159	635/2	635/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1021								107
160	160	318	318	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1022								107, 108
160	160	637/2	637/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1023								107, 108
160	160	319	319	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1024								107, 108
160	160	639/2	639/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1025								
161	161	320	320	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1026								109
161	161	641/2	641/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1027								109
161	161	321	321	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1028								109
161	161	643/2	643/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1029								109
161	161	320	320	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1030								
161	161	321	321	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1031								
162	162	322	322	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1032								109
162	162	645/2	645/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1033								109
162	162	323	323	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1034								109
162	162	647/2	647/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1035								
162	162	322	322	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1036								
163	163	324	324	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1037		ornamentTrill						110
163	163	649/2	649/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1038								110
163	163	325	325	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1039								110
163	163	651/2	651/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1040								110
164	164	326	326	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1041								110, 111
164	164	653/2	653/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1042								110, 111
164	164	327	327	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1043								110, 111
164	164	655/2	655/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1044								
165	165	328	328	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1045								112
165	165	657/2	657/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1046								112
165	165	329	329	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1047								112
165	165	659/2	659/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1048								112
165	165	328	328	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1049								
165	165	329	329	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1050								
166	166	330	330	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1051								112
166	166	661/2	661/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1052								112
166	166	331	331	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1053								112
166	166	663/2	663/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1054								
166	166	330	330	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1055								
167	167	332	332	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	1056								
167	167	667/2	667/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1057								
167	167	332	332	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1058								
167	167	665/2	665/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1059								
167	167	333	333	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1060								
167	167	667/2	667/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1061								
167	167	332	332	2.0		0	0	Chord	2/4	2	2	1/2		1/2	1	1062								
168	168	334	334	0.0		0	0	Chord	2/4	1	1	0	appoggiatura	1/8	1	1063								
168	168	334	334	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1064								
168	168	335	335	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1065								
168	168	671/2	671/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1066								
168	168	334	334	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1067								
168	168	669/2	669/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1068								
168	168	335	335	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1069								
168	168	671/2	671/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1070								
168	168	334	334	2.0		0	0	Chord	2/4	2	2	1/2		1/2	1	1071								
169	169	336	336	0.0		0	0	Chord	2/4	1	1	0	appoggiatura	1/8	1	1072								
169	169	336	336	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1073								
169	169	337	337	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1074								
169	169	675/2	675/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1075								
169	169	336	336	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1076								
169	169	673/2	673/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1077								
169	169	337	337	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1078								
169	169	675/2	675/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1079								
169	169	336	336	2.0		0	0	Chord	2/4	2	2	1/2		1/2	1	1080								
170	170	338	338	0.0		0	0	Chord	2/4	1	1	0	appoggiatura	1/8	1	1081								
170	170	338	338	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1082								
170	170	339	339	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1083								
170	170	338	338	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1084								
170	170	677/2	677/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1085								
170	170	339	339	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1086								
170	170	679/2	679/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1087								
170	170	338	338	2.0		0	0	Chord	2/4	2	2	1/2		1/2	1	1088								
171	171	340	340	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	1089								
171	171	683/2	683/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1090								
171	171	340	340	2.0		0	0	Chord	2/4	1	2	1/2		1/2	1	1091								
171	171	340	340	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1092								
171	171	681/2	681/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1093								
171	171	341	341	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1094								
171	171	683/2	683/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1095								
171	171	340	340	1.0		0	0	Chord	2/4	2	2	1/4		1/4	1	1096								
171	171	341	341	1.0		1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	1097								
172	172	342	342	0.0		0	0	Chord	2/4	1	1	0	appoggiatura	1/8	1	1098								
172	172	342	342	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1099								
172	172	343	343	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1100								
172	172	342	342	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1101								
172	172	685/2	685/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1102								
172	172	343	343	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1103								
172	172	687/2	687/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1104								
172	172	342	342	2.0		0	0	Chord	2/4	2	2	1/2		1/2	1	1105								
173	173	344	344	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	1106								
173	173	691/2	691/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1107								
173	173	344	344	2.0		0	0	Chord	2/4	1	2	1/2		1/2	1	1108								
173	173	344	344	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1109								
173	173	689/2	689/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1110								
173	173	345	345	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1111								
173	173	691/2	691/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1112								
173	173	344	344	1.0		0	0	Chord	2/4	2	2	1/4		1/4	1	1113								
173	173	345	345	1.0		1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	1114								
174	174		346	1.0	1	0	0	Chord	2/4	1	1	1/4		1/4	1	1115								
174	174		346	1.0	1	0	0	Chord	2/4	2	1	1/4		1/4	1	1116								
174	174		347	1.0	1	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1117								
175	174	346	348	0.5	2	0	0	Chord	2/4	1	1	1/8		1/8	1	1118								
175	174	693/2	697/2	0.5	2	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1119								
175	174	347	349	0.5	2	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1120								
175	174	695/2	699/2	0.5	2	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1121								
175	174	346	348	1.0	2	0	0	Chord	2/4	2	1	1/4		1/4	1	1122								
176	175	348	350	0.0		0	0	Dynamic	2/4	1	1	0					p							
176	175	348	350	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	1123								113
176	175	699/2	703/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1124								
176	175	348	350	1.5		0	0	Chord	2/4	1	2	3/8		1/4	3/2	1125								114
176	175	699/2	703/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	1126								
176	175	697/2	701/2	0.0		1/8	1/8	Dynamic	2/4	2	1	0					p							
176	175	697/2	701/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1127								115
176	175	349	351	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1128								115
176	175	699/2	703/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1129								
176	175	697/2	701/2	1.5		1/8	1/8	Chord	2/4	2	2	3/8		1/4	3/2	1130								
177	176	350	352	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	1131								116
177	176	703/2	707/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1132								
177	176	350	352	2.0		0	0	Chord	2/4	1	2	1/2		1/2	1	1133								
177	176	701/2	705/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1134								117
177	176	351	353	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1135								117
177	176	703/2	707/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1136								
177	176	701/2	705/2	1.5		1/8	1/8	Chord	2/4	2	2	3/8		1/4	3/2	1137								
178	177	352	354	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	1138								118
178	177	707/2	711/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1139								
178	177	352	354	2.0		0	0	Chord	2/4	1	2	1/2		1/2	1	1140								
178	177	705/2	709/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1141								119
178	177	353	355	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1142								119
178	177	707/2	711/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1143								
179	178	354	356	0.0		0	0	Chord	2/4	1	1	0	appoggiatura	1/8	1	1144								
179	178	354	356	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1145								
179	178	355	357	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1146								
179	178	354	356	1.0		0	0	Chord	2/4	1	2	1/4		1/4	1	1147								
179	178	355	357	1.0		1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	1148								
179	178	709/2	713/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1149								
179	178	355	357	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1150								
179	178	711/2	715/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1151								
180	179	356	358	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	1152								120
180	179	715/2	719/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1153								
180	179	356	358	2.0		0	0	Chord	2/4	1	2	1/2		1/2	1	1154								
180	179	713/2	717/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1155								
180	179	357	359	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1156								
180	179	715/2	719/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1157								
181	180	358	360	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	1158								121
181	180	719/2	723/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1159								
181	180	358	360	2.0		0	0	Chord	2/4	1	2	1/2		1/2	1	1160								
181	180	717/2	721/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1161								
181	180	359	361	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1162								
181	180	719/2	723/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1163								
182	181	360	362	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	1164								122
182	181	723/2	727/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1165								
182	181	360	362	1.5		0	0	Chord	2/4	1	2	3/8		1/4	3/2	1166								123
182	181	723/2	727/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	1167								
182	181	721/2	725/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1168								
182	181	361	363	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1169								
182	181	723/2	727/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1170								
183	182	362	364	0.0		0	0	Chord	2/4	1	1	0	appoggiatura	1/8	1	1171								
183	182	362	364	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1172								
183	182	363	365	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1173								
