mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_line
30	29	87	87	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	273										
30	29	175/2	175/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	274										
30	29	88	88	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	275										
31	30	177/2	177/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	276									18	
31	30	90	90	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	277										
31	30	181/2	181/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	278		articStaccatoBelow								
31	30	91	91	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	279		articStaccatoBelow								
31	30	177/2	177/2	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	280										
31	30	90	90	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	281										
31	30	181/2	181/2	0.0	1/2	1/2	Dynamic	6/8	2	1	0					f									
31	30	181/2	181/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	282										
31	30	91	91	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	283										
32	31	183/2	183/2	0.0	0	0	Chord	6/8	1	1	0	grace32	1/32	1	284										
32	31	183/2	183/2	0.0	0	0	Chord	6/8	1	1	0	grace32	1/32	1	285										
32	31	183/2	183/2	0.0	0	0	Chord	6/8	1	1	0	grace32	1/32	1	286										
32	31	183/2	183/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	287										
32	31	185/2	185/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	288										
32	31	93	93	0.0	3/8	3/8	Chord	6/8	1	1	0	grace32	1/32	1	289										
32	31	93	93	0.0	3/8	3/8	Chord	6/8	1	1	0	grace32	1/32	1	290										
32	31	93	93	0.0	3/8	3/8	Chord	6/8	1	1	0	grace32	1/32	1	291										
32	31	93	93	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	292										
32	31	94	94	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	293										
32	31	183/2	183/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	294										
32	31	185/2	185/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	295										
32	31	93	93	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	296										
32	31	94	94	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	297										
33	32	189/2	189/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	298										
33	32	96	96	0.0	3/8	3/8	Chord	6/8	1	1	0	grace16	1/16	1	299										
33	32	96	96	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	300										
33	32	189/2	189/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	301										
34	33	195/2	195/2	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	302										
34	33	391/4	391/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	303										
34	33	98	98	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	304										
34	33	393/4	393/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	305										
34	33	197/2	197/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	306										
34	33	395/4	395/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	307										
34	33	99	99	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	308										
34	33	397/4	397/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	309										
34	33	199/2	199/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	310										
34	33	399/4	399/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	311										
34	33	100	100	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	312										
34	33	401/4	401/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	313										
34	33	195/2	195/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	314										
34	33	98	98	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	315										
34	33	197/2	197/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	316										
34	33	99	99	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	317										
34	33	199/2	199/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	318										
34	33	100	100	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	319										
35	34	201/2	201/2	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	320										
35	34	403/4	403/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	321										
35	34	101	101	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	322										
35	34	405/4	405/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	323										
35	34	203/2	203/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	324										
35	34	407/4	407/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	325										
35	34	102	102	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	326										
35	34	409/4	409/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	327										
35	34	205/2	205/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	328										
35	34	411/4	411/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	329										
35	34	103	103	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	330										
35	34	413/4	413/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	331										
35	34	201/2	201/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	332										
35	34	101	101	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	333										
35	34	203/2	203/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	334										
35	34	102	102	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	335										
35	34	205/2	205/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	336										
35	34	103	103	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	337										
36	35	207/2	207/2	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	338										
36	35	415/4	415/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	339										
36	35	104	104	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	340										
36	35	417/4	417/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	341										
36	35	209/2	209/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	342										
36	35	419/4	419/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	343										
36	35	105	105	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	344										
36	35	421/4	421/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	345										
36	35	211/2	211/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	346										
36	35	423/4	423/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	347										
36	35	106	106	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	348										
36	35	425/4	425/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	349										
36	35	207/2	207/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	350										
36	35	104	104	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	351										
36	35	209/2	209/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	352										
36	35	105	105	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	353										
36	35	211/2	211/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	354										
36	35	106	106	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	355										
37	36	213/2	213/2	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	356										
37	36	427/4	427/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	357										
37	36	107	107	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	358										
37	36	429/4	429/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	359										
37	36	215/2	215/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	360										
37	36	431/4	431/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	361										
37	36	108	108	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	362										
37	36	433/4	433/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	363										
37	36	217/2	217/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	364										
37	36	435/4	435/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	365										
37	36	109	109	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	366										
37	36	437/4	437/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	367										
37	36	213/2	213/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	368										
37	36	107	107	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	369										
37	36	215/2	215/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	370										
37	36	108	108	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	371										
37	36	217/2	217/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	372										
37	36	109	109	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	373										
38	37	219/2	219/2	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	374										
38	37	439/4	439/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	375										
38	37	110	110	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	376										
38	37	441/4	441/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	377										
38	37	221/2	221/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	378										
38	37	443/4	443/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	379										
38	37	111	111	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	380										
38	37	445/4	445/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	381										
38	37	223/2	223/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	382										
38	37	447/4	447/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	383										
38	37	112	112	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	384										
38	37	449/4	449/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	385										
38	37	219/2	219/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	386										
38	37	110	110	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	387										
38	37	221/2	221/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	388										
38	37	111	111	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	389										
38	37	223/2	223/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	390										
38	37	112	112	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	391										
39	38	225/2	225/2	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	392										
39	38	451/4	451/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	393										
39	38	113	113	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	394										
39	38	453/4	453/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	395										
39	38	227/2	227/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	396										
39	38	455/4	455/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	397										
39	38	114	114	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	398										
39	38	457/4	457/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	399										
39	38	229/2	229/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	400										
39	38	459/4	459/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	401										
39	38	115	115	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	402										
39	38	461/4	461/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	403										
39	38	225/2	225/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	404										
39	38	114	114	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	405										
40	39	231/2	231/2	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	406										
40	39	463/4	463/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	407										
40	39	116	116	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	408										
40	39	465/4	465/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	409										
40	39	233/2	233/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	410										
40	39	467/4	467/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	411										
40	39	117	117	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	412										
40	39	469/4	469/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	413										
40	39	235/2	235/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	414										
40	39	471/4	471/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	415										
40	39	118	118	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	416										
40	39	473/4	473/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	417										
40	39	231/2	231/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	418										
40	39	117	117	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	419										
40	39	469/4	469/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	420										
40	39	235/2	235/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	421										
40	39	471/4	471/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	422										
40	39	118	118	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	423										
40	39	473/4	473/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	424										
41	40	237/2	237/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	425										
41	40	119	119	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	426										
41	40	239/2	239/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	427										
41	40	120	120	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	428										
41	40	237/2	237/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	429										
41	40	119	119	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	430										
41	40	239/2	239/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	431										
41	40	120	120	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	432										
42	41	243/2	243/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	433										
42	41	123	123	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	434									19	
42	41	247/2	247/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	435									19	
42	41	124	124	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	436										
42	41	243/2	243/2	0.0	0	0	Dynamic	6/8	1	2	0					p									
42	41	243/2	243/2	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	437										
42	41	123	123	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	438										
43	42	249/2	249/2	3.0	0	0	Chord	6/8	1	1	3/4		1/2	3/2	439										
43	42	249/2	249/2	0.0	0	0	Dynamic	6/8	2	1	0					p									
43	42	249/2	249/2	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	440										
43	42	126	126	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	441									20	
43	42	253/2	253/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	442									20	
43	42	127	127	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	443										
44	43	255/2	255/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	444									21	
44	43	257/2	257/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	445										
44	43	129	129	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	446									22	
44	43	130	130	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	447										
44	43	129	129	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	448										
44	43	255/2	255/2	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	449										
44	43	129	129	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	450									23	
44	43	130	130	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	451										
45	44	261/2	261/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	452									24	
45	44	263/2	263/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	453										
45	44	132	132	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	454										
45	44	261/2	261/2	0.5	0	0	Chord	6/8	1	2	1/8		1/8	1	455										
45	44	131	131	0.5	1/8	1/8	Chord	6/8	1	2	1/8		1/8	1	456										
45	44	263/2	263/2	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	457										
45	44	261/2	261/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	458									25	
45	44	131	131	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	459									25	
45	44	263/2	263/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	460									25	
45	44	132	132	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	461									25	
45	44	265/2	265/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	462									25	
45	44	133	133	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	463										
46	45	267/2	267/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	464										
46	45	135	135	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	465										
46	45	271/2	271/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	466									26	
46	45	136	136	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	467										
46	45	267/2	267/2	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	468										
46	45	267/2	267/2	1.5	0	0	Chord	6/8	2	2	3/8		1/4	3/2	469										
46	45	135	135	1.5	3/8	3/8	Chord	6/8	2	2	3/8		1/4	3/2	470										
47	46	273/2	273/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	471										
47	46	138	138	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	472										
47	46	277/2	277/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	473									27	
47	46	139	139	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	474									27	
47	46	273/2	273/2	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	475										
47	46	138	138	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	476										
47	46	273/2	273/2	1.5	0	0	Chord	6/8	2	2	3/8		1/4	3/2	477										
47	46	138	138	1.5	3/8	3/8	Chord	6/8	2	2	3/8		1/4	3/2	478										
48	47	279/2	279/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	479										
48	47	140	140	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	480		articStaccatoAbove								
48	47	281/2	281/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	481		articStaccatoAbove								
48	47	141	141	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	482		articStaccatoAbove								
48	47	283/2	283/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	483		articStaccatoAbove								
48	47	142	142	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	484		articStaccatoAbove								
48	47	279/2	279/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	485										
48	47	141	141	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	486										
48	47	142	142	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	487										
48	47	279/2	279/2	0.5	0	0	Chord	6/8	2	2	1/8		1/8	1	488										
49	48	285/2	285/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	489									28	
49	48	287/2	287/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	490									28	
49	48	575/4	575/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	491									28	
49	48	144	144	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	492										
49	48	285/2	285/2	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	493									29	
49	48	144	144	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	494										
50	49	291/2	291/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	495										
50	49	147	147	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	496									30	
50	49	295/2	295/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	497									30	
50	49	148	148	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	498										
50	49	291/2	291/2	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	499										
50	49	147	147	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	500										
51	50	297/2	297/2	3.0	0	0	Chord	6/8	1	1	3/4		1/2	3/2	501										
51	50	297/2	297/2	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	502										
51	50	150	150	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	503										
51	50	297/2	297/2	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	504										
51	50	150	150	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	505									31	
51	50	301/2	301/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	506									31	
51	50	151	151	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	507										
52	51	303/2	303/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	508										
52	51	305/2	305/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	509										
52	51	153	153	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	510										
52	51	154	154	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	511										
52	51	303/2	303/2	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	512										
52	51	305/2	305/2	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	513										
52	51	153	153	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	514										
52	51	303/2	303/2	1.5	0	0	Chord	6/8	1	3	3/8		1/4	3/2	515										
52	51	303/2	303/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	516									32	
52	51	305/2	305/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	517										
52	51	153	153	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	518									33	
52	51	154	154	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	519										
53	52	309/2	309/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	520										
53	52	311/2	311/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	521										
53	52	156	156	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	522										
53	52	309/2	309/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	523									34	
53	52	311/2	311/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	524										
53	52	156	156	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	525									35	
53	52	313/2	313/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	526									35	
53	52	157	157	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	527										
54	53	315/2	315/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	528									36	
54	53	158	158	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	529										
54	53	317/2	317/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	530		articStaccatoAbove								
54	53	159	159	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	531										
54	53	319/2	319/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	532										
54	53	160	160	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	533										
54	53	315/2	315/2	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	534										
54	53	315/2	315/2	1.5	0	0	Chord	6/8	2	2	3/8		1/4	3/2	535										
54	53	159	159	1.5	3/8	3/8	Chord	6/8	2	2	3/8		1/4	3/2	536										
55	54	321/2	321/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	537									37	
55	54	161	161	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	538										
55	54	323/2	323/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	539		articStaccatoAbove								
55	54	162	162	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	540									38	
55	54	325/2	325/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	541										
55	54	163	163	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	542		articStaccatoAbove								
55	54	321/2	321/2	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	543										
55	54	162	162	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	544										
55	54	321/2	321/2	1.5	0	0	Chord	6/8	2	2	3/8		1/4	3/2	545										
55	54	162	162	1.5	3/8	3/8	Chord	6/8	2	2	3/8		1/4	3/2	546										
56	55	327/2	327/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	547										
56	55	164	164	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	548										
56	55	329/2	329/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	549										
56	55	165	165	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	550										
56	55	331/2	331/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	551										
56	55	166	166	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	552										
56	55	327/2	327/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	553										
56	55	165	165	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	554										
56	55	327/2	327/2	0.5	0	0	Chord	6/8	2	2	1/8		1/8	1	555										
57	56	333/2	333/2	0.0	0	0	Dynamic	6/8	1	1	0					f									
57	56	333/2	333/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	556										
57	56	168	168	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	557										
57	56	333/2	333/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	558										
57	56	667/4	667/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	559										
57	56	167	167	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	560										
57	56	669/4	669/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	561										
