mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_line
61	61	363/2	363/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	563									96	
61	61	182	182	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	564									96	
61	61	365/2	365/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	565										
61	61	180	180	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	566									97	
61	61	181	181	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	567									97	
61	61	182	182	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	568										
62	62	183	183	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	569									98	
62	62	367/2	367/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	570									98	
62	62	184	184	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	571									98	
62	62	369/2	369/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	572									98	
62	62	185	185	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	573									98	
62	62	371/2	371/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	574										
62	62	183	183	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	575										
62	62	184	184	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	576										
62	62	185	185	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	577										
63	63	186	186	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	578									99	
63	63	373/2	373/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	579									99	
63	63	187	187	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	580									99	
63	63	375/2	375/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	581									99	
63	63	188	188	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	582									99	
63	63	377/2	377/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	583										
63	63	186	186	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	584										
63	63	187	187	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	585										
63	63	188	188	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	586										
64	64	189	189	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	587									100	
64	64	379/2	379/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	588									100	
64	64	190	190	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	589									100	
64	64	381/2	381/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	590									100	
64	64	191	191	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	591									100	
64	64	383/2	383/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	592										
64	64	189	189	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	593										
65	65	192	192	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	594									101	
65	65	385/2	385/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	595									101	
65	65	193	193	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	596									101	
65	65	387/2	387/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	597									101	
65	65	194	194	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	598									101	
65	65	389/2	389/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	599										
65	65	192	192	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	600										
66	66	195	195	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	601									102	
66	66	391/2	391/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	602									102	
66	66	196	196	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	603									102	
66	66	393/2	393/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	604									102	
66	66	197	197	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	605									102	
66	66	395/2	395/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	606										
66	66	195	195	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	607										
66	66	196	196	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	608									103	
66	66	393/2	393/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	609									103	
66	66	197	197	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	610									103	
66	66	395/2	395/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	611										
67	67	198	198	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	612									104	
67	67	397/2	397/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	613									104	
67	67	199	199	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	614									104	
67	67	399/2	399/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	615									104	
67	67	200	200	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	616									104	
67	67	401/2	401/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	617										
67	67	198	198	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	618										
67	67	199	199	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	619									105	
67	67	399/2	399/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	620									105	
67	67	200	200	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	621									105	
67	67	401/2	401/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	622										
68	68	201	201	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	623										
68	68	202	202	0.0		1/4	1/4	Dynamic	3/4	1	1	0					f									
68	68	202	202	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	624										
68	68	405/2	405/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	625										
68	68	203	203	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	626										
68	68	407/2	407/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	627										
68	68	201	201	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	628										
68	68	202	202	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	629										
68	68	405/2	405/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	630										
68	68	203	203	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	631										
68	68	407/2	407/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	632										
69	69	204	204	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	633										
69	69	205	205	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	634										
69	69	206	206	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	635										
69	69	204	204	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	636										
69	69	205	205	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	637										
69	69	206	206	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	638										
70	70	207	207	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	639										
70	70	208	208	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	640										
70	70	417/2	417/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	641										
70	70	209	209	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	642										
70	70	419/2	419/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	643										
70	70	207	207	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	644										
70	70	208	208	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	645										
70	70	417/2	417/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	646										
70	70	209	209	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	647										
70	70	419/2	419/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	648										
71	71	210	210	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	649										
71	71	211	211	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	650										
71	71	212	212	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	651										
71	71	210	210	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	652										
71	71	211	211	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	653										
71	71	212	212	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	654										
72	72	213	213	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	655										
72	72	214	214	0.0		1/4	1/4	Dynamic	3/4	1	1	0					p									
72	72	214	214	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	656		articStaccatoAbove								
72	72	429/2	429/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	657		articStaccatoAbove								
72	72	215	215	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	658		articStaccatoAbove								
72	72	431/2	431/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	659		articStaccatoAbove								
72	72	213	213	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	660										
73	73	216	216	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	661										
73	73	217	217	1.5		1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	662										
73	73	437/2	437/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	663										
73	73	216	216	0.0		0	0	Dynamic	3/4	2	1	0					p									
73	73	216	216	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	664									106	
73	73	433/2	433/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	665									106	
73	73	217	217	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	666									106	
73	73	435/2	435/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	667									106	
73	73	218	218	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	668									106	
73	73	437/2	437/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	669										
73	73	216	216	2.0		0	0	Chord	3/4	2	2	1/2		1/2	1	670										
73	73	218	218	1.0		1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	671										
74	74	219	219	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	672									107	
74	74	220	220	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	673										
74	74	219	219	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	674									108	
74	74	439/2	439/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	675									108	
74	74	220	220	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	676									108	
74	74	441/2	441/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	677									108	
74	74	221	221	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	678									108	
74	74	443/2	443/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	679										
74	74	219	219	2.0		0	0	Chord	3/4	2	2	1/2		1/2	1	680										
74	74	221	221	1.0		1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	681										
75	75	222	222	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	682										
75	75	223	223	1.5		1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	683										
75	75	449/2	449/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	684										
75	75	222	222	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	685									109	
75	75	445/2	445/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	686									109	
75	75	223	223	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	687									109	
75	75	447/2	447/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	688									109	
75	75	224	224	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	689									109	
75	75	449/2	449/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	690										
75	75	222	222	2.0		0	0	Chord	3/4	2	2	1/2		1/2	1	691										
75	75	224	224	1.0		1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	692										
76	76	225	225	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	693									110	
76	76	226	226	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	694										
76	76	911/4	911/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	695										
76	76	225	225	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	696									111	
76	76	451/2	451/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	697									111	
76	76	226	226	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	698									111	
76	76	453/2	453/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	699									111	
76	76	227	227	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	700									111	
76	76	455/2	455/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	701										
76	76	225	225	2.0		0	0	Chord	3/4	2	2	1/2		1/2	1	702										
77	77	228	228	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	703									112	
77	77	229	229	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	704										
77	77	923/4	923/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	705										
77	77	228	228	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	706										
77	77	457/2	457/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	707										
77	77	229	229	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	708										
77	77	459/2	459/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	709										
77	77	230	230	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	710										
77	77	461/2	461/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	711										
77	77	228	228	2.0		0	0	Chord	3/4	2	2	1/2		1/2	1	712										
78	78	231	231	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	713									113	
78	78	232	232	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	714										
78	78	935/4	935/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	715										
78	78	231	231	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	716									114	
78	78	463/2	463/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	717									114	
78	78	232	232	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	718									114	
78	78	465/2	465/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	719									114	
78	78	233	233	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	720									114	
78	78	467/2	467/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	721										
78	78	231	231	2.0		0	0	Chord	3/4	2	2	1/2		1/2	1	722										
79	79	234	234	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	723									115	
79	79	469/2	469/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	724									115	
79	79	235	235	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	725									115	
79	79	471/2	471/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	726									115	
79	79	236	236	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	727									115	
79	79	473/2	473/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	728										
79	79	234	234	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	729										
79	79	236	236	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	730										
79	79	473/2	473/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	731										
79	79	234	234	2.0		0	0	Chord	3/4	2	2	1/2		1/2	1	732										
79	79	236	236	1.0		1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	733										
80	80	237	237	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	734									116	
80	80	475/2	475/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	735									116	
80	80	238	238	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	736									116	
80	80	477/2	477/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	737									116	
80	80	239	239	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	738									116	
80	80	479/2	479/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	739										
80	80	237	237	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	740										
81	81	240	240	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	741									117	
81	81	481/2	481/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	742									117	
81	81	241	241	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	743									117	
81	81	483/2	483/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	744									117	
81	81	242	242	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	745									117	
81	81	485/2	485/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	746										
81	81	240	240	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	747										
82	82	243	243	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	748									118	
82	82	487/2	487/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	749									118	
82	82	244	244	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	750									118	
82	82	489/2	489/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	751									118	
82	82	245	245	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	752									118	
82	82	491/2	491/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	753									118	
82	82	243	243	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	754										
82	82	245	245	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	755										
83	83	246	246	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	756									118	
83	83	493/2	493/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	757									118	
83	83	247	247	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	758									118	
83	83	495/2	495/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	759									118	
83	83	248	248	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	760									118	
83	83	497/2	497/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	761										
83	83	246	246	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	762										
83	83	248	248	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	763										
84	84	249	249	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	764									119	
84	84	499/2	499/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	765									119	
84	84	250	250	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	766									119	
84	84	501/2	501/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	767									119	
84	84	251	251	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	768									119	
84	84	503/2	503/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	769										
84	84	249	249	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	770										
85	85	252	252	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	771									120	
85	85	505/2	505/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	772									120	
85	85	253	253	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	773									120	
85	85	507/2	507/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	774									120	
85	85	254	254	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	775									120	
85	85	509/2	509/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	776										
85	85	252	252	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	777										
86	86	255	255	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	778									121	
86	86	511/2	511/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	779									121	
86	86	256	256	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	780									121	
86	86	513/2	513/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	781									121	
86	86	257	257	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	782									121	
86	86	515/2	515/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	783										
86	86	255	255	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	784										
87	87	258	258	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	785									122	
87	87	517/2	517/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	786									122	
87	87	259	259	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	787									122	
87	87	519/2	519/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	788									122	
87	87	260	260	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	789									122	
87	87	521/2	521/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	790										
87	87	258	258	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	791										
87	87	259	259	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	792										
87	87	260	260	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	793										
88	88	261	261	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	794									123	
88	88	523/2	523/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	795										
88	88	262	262	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	796									124	
88	88	525/2	525/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	797									124	
88	88	263	263	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	798									124	
88	88	527/2	527/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	799										
88	88	261	261	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	800										
88	88	262	262	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	801									125	
88	88	525/2	525/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	802									125	
88	88	263	263	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	803									125	
88	88	527/2	527/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	804										
89	89	264	264	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	805									126	
89	89	529/2	529/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	806									126	
89	89	265	265	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	807									126	
89	89	531/2	531/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	808									126	
89	89	266	266	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	809									126	
89	89	533/2	533/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	810										
89	89	264	264	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	811									127	
89	89	265	265	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	812									127	
89	89	266	266	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	813										
90	90	267	267	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	814									128	
90	90	535/2	535/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	815									128	
90	90	268	268	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	816									128	
90	90	537/2	537/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	817									128	
90	90	269	269	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	818									128	
90	90	539/2	539/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	819										
90	90	267	267	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	820										
91	91	270	270	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	821									129	
91	91	541/2	541/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	822									129	
91	91	271	271	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	823									129	
91	91	543/2	543/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	824									129	
91	91	272	272	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	825									129	
91	91	545/2	545/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	826										
91	91	270	270	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	827										
91	91	271	271	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	828										
91	91	272	272	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	829										
92	92	273	273	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	830									130	
92	92	547/2	547/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	831										
92	92	274	274	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	832									131	
92	92	549/2	549/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	833									131	
92	92	275	275	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	834									131	
92	92	551/2	551/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	835										
92	92	273	273	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	836										
92	92	274	274	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	837									132	
92	92	549/2	549/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	838									132	
92	92	275	275	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	839									132	
92	92	551/2	551/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	840										
93	93	276	276	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	841									133	
93	93	553/2	553/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	842									133	
93	93	277	277	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	843									133	
93	93	555/2	555/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	844									133	
93	93	278	278	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	845									133	
93	93	557/2	557/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	846										
93	93	276	276	0.0		0	0	Chord	3/4	2	1	0	grace16	1/16	1	847										
93	93	276	276	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	848										
93	93	277	277	0.0		1/4	1/4	Chord	3/4	2	1	0	grace16	1/16	1	849										
93	93	277	277	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	850										
93	93	278	278	0.0		1/2	1/2	Chord	3/4	2	1	0	grace16	1/16	1	851										
93	93	278	278	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	852										
94	94	279	279	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	853									134	
94	94	559/2	559/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	854										
94	94	280	280	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	855									135	
94	94	561/2	561/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	856									135	
