mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	slur
1	0	0	0.0	0	1/4	StaffText	3/8	1	1	0								Presto			
1	0	0	0.0	0	1/4	Dynamic	3/8	1	1	0						f					
1	0	0	0.0	0	1/4	Tempo	3/8	1	1	0									  = 100	150	
1	0	0	0.25	0	1/4	Chord	3/8	1	1	1/16			1/16	1	0						0
1	0	1/4	0.25	1/16	5/16	Chord	3/8	1	1	1/16			1/16	1	1						
2	1	1/2	0.5	0	0	Chord	3/8	1	1	1/8			1/8	1	2		articStaccatissimoAbove				
2	1	1	0.5	1/8	1/8	Chord	3/8	1	1	1/8			1/8	1	3		articStaccatissimoAbove				
2	1	3/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8			1/8	1	4		articStaccatissimoAbove				
3	2	2	0.0	0	0	Dynamic	3/8	1	1	0						p					
3	2	2	0.0	0	0	Chord	3/8	1	1	0	grace16		1/16	1	5						
3	2	2	0.5	0	0	Chord	3/8	1	1	1/8			1/8	1	6						
3	2	2	0.5	0	0	Chord	3/8	2	1	1/8			1/8	1	7						
4	3	7/2	0.0	0	0	Chord	3/8	1	1	0	grace16		1/16	1	8						
4	3	7/2	0.5	0	0	Chord	3/8	1	1	1/8			1/8	1	9						
4	3	7/2	0.5	0	0	Chord	3/8	2	1	1/8			1/8	1	10						
5	4	5	0.0	0	0	Chord	3/8	1	1	0	grace16		1/16	1	11						
5	4	5	0.5	0	0	Chord	3/8	1	1	1/8			1/8	1	12						
5	4	5	0.5	0	0	Chord	3/8	2	1	1/8			1/8	1	13						
6	5	13/2	0.0	0	0	Dynamic	3/8	1	1	0						f					
6	5	13/2	0.25	0	0	Chord	3/8	1	1	1/16			1/16	1	14						1
6	5	27/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16			1/16	1	15						1
6	5	7	0.25	1/8	1/8	Chord	3/8	1	1	1/16			1/16	1	16						1
6	5	29/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16			1/16	1	17						1
6	5	15/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16			1/16	1	18						1
6	5	31/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16			1/16	1	19						
6	5	13/2	1.5	0	0	Chord	3/8	2	1	3/8			1/4	3/2	20						2
7	6	8	0.25	0	0	Chord	3/8	1	1	1/16			1/16	1	21						3
7	6	33/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16			1/16	1	22						3
7	6	17/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16			1/16	1	23						3
7	6	35/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16			1/16	1	24						3
7	6	9	0.25	1/4	1/4	Chord	3/8	1	1	1/16			1/16	1	25						3
7	6	37/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16			1/16	1	26						
7	6	8	0.5	0	0	Chord	3/8	2	1	1/8			1/8	1	27						
8	7	19/2	0.25	0	0	Chord	3/8	1	1	1/16			1/16	1	28						4
8	7	39/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16			1/16	1	29						4
8	7	10	0.25	1/8	1/8	Chord	3/8	1	1	1/16			1/16	1	30						4
8	7	41/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16			1/16	1	31						4
8	7	21/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16			1/16	1	32						4
8	7	43/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16			1/16	1	33						
