mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	slur
1	1	0	0.0	0	0	StaffText	3/4	1	1	0								Rondeau en Polonaise			
1	1	0	0.0	0	0	StaffText	3/4	1	1	0								Andante			
1	1	0	0.0	0	0	Dynamic	3/4	1	1	0						f					
1	1	0	0.0	0	0	Tempo	3/4	1	1	0									 = 54	54	
1	1	0	2.0	0	0	Chord	3/4	1	1	1/2			1/2	1	0						
1	1	2	0.0	1/2	1/2	Dynamic	3/4	1	1	0						sf					
1	1	2	0.75	1/2	1/2	Chord	3/4	1	1	3/16			1/8	3/2	1						0
1	1	11/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	2						
1	1	0	2.0	0	0	Chord	3/4	2	1	1/2			1/2	1	3						
1	1	2	0.0	1/2	1/2	Dynamic	3/4	2	1	0						sf					
1	1	2	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	4						
2	2	3	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	5						
2	2	7/2	0.0	1/8	1/8	Dynamic	3/4	1	1	0						p					
2	2	7/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	6						1
2	2	4	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	7						1
2	2	9/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	8						1
2	2	5	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	9						1
2	2	11/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	10						
2	2	3	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	11						
2	2	7/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	12						2
2	2	4	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	13						2
2	2	9/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	14						2
2	2	5	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	15						2
2	2	11/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	16						
3	3	6	0.0	0	0	Dynamic	3/4	1	1	0						f					
3	3	6	2.0	0	0	Chord	3/4	1	1	1/2			1/2	1	17						
3	3	8	0.0	1/2	1/2	Dynamic	3/4	1	1	0						sf					
3	3	8	0.75	1/2	1/2	Chord	3/4	1	1	3/16			1/8	3/2	18						3
3	3	35/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	19						
3	3	6	2.0	0	0	Chord	3/4	2	1	1/2			1/2	1	20						
3	3	8	0.0	1/2	1/2	Dynamic	3/4	2	1	0						sf					
3	3	8	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	21						
4	4	9	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	22						
4	4	19/2	0.0	1/8	1/8	Dynamic	3/4	1	1	0						p					
4	4	19/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	23						4
4	4	10	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	24						4
4	4	21/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	25						4
4	4	11	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	26						4
4	4	23/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	27						
4	4	9	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	28						
4	4	19/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	29						5
4	4	10	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	30						5
4	4	21/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	31						5
4	4	11	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	32						5
4	4	23/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	33						
5	5	12	1.5	0	0	Chord	3/4	1	1	3/8			1/4	3/2	34						
5	5	27/2	0.0	3/8	3/8	Dynamic	3/4	1	1	0						sfp					
5	5	27/2	0.0	3/8	3/8	Dynamic	3/4	1	1	0						f					
5	5	27/2	0.125	3/8	3/8	Chord	3/4	1	1	1/32			1/32	1	35						6
5	5	109/8	0.125	13/32	13/32	Chord	3/4	1	1	1/32			1/32	1	36						6
5	5	55/4	0.125	7/16	7/16	Chord	3/4	1	1	1/32			1/32	1	37						6
5	5	111/8	0.125	15/32	15/32	Chord	3/4	1	1	1/32			1/32	1	38						
5	5	14	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	39		articStaccatissimoAbove				
5	5	29/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	40		articStaccatissimoAbove				
5	5	13	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	41						
5	5	14	0.0	1/2	1/2	Dynamic	3/4	2	1	0						f					
5	5	14	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	42						
6	6	15	0.0	0	0	Dynamic	3/4	1	1	0						p					
6	6	15	1.5	0	0	Chord	3/4	1	1	3/8			1/4	3/2	43						
6	6	33/2	0.0	3/8	3/8	Dynamic	3/4	1	1	0						sfp					
6	6	33/2	0.125	3/8	3/8	Chord	3/4	1	1	1/32			1/32	1	44						7
