mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
62	60	473/2	473/2	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	840									97
62	60	477/2	477/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	841									
63	61	241	241	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	842									98
63	61	965/4	965/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	843									98
63	61	483/2	483/2	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	844									98
63	61	967/4	967/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	845									98
63	61	242	242	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	846									98
63	61	969/4	969/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	847									98
63	61	485/2	485/2	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	848									99
63	61	971/4	971/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	849									99
63	61	243	243	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	850									99
63	61	973/4	973/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	851									
63	61	487/2	487/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	852		articStaccatoAbove							
63	61	244	244	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	853		articStaccatoAbove							
63	61	481/2	481/2	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	854									100
63	61	485/2	485/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	855									
64	62	979/4	979/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	856									101
64	62	245	245	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	857									101
64	62	981/4	981/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	858									101
64	62	491/2	491/2	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	859									101
64	62	983/4	983/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	860									101
64	62	246	246	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	861									101
64	62	985/4	985/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	862									
64	62	493/2	493/2	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	863									102
64	62	987/4	987/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	864									102
64	62	247	247	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	865									102
64	62	989/4	989/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	866									102
64	62	495/2	495/2	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	867									102
64	62	991/4	991/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	868									102
64	62	248	248	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	869									102
64	62	993/4	993/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	870									
64	62	489/2	489/2	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	871									103
64	62	493/2	493/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	872									
65	63	497/2	497/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	873									
65	63	499/2	499/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	874									
65	63	501/2	501/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	875									104
65	63	503/2	503/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	876									
65	63	252	252	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	877		articStaccatissimoAbove							
65	63	497/2	497/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	878									
65	63	249	249	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	879									
65	63	499/2	499/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	880									
65	63	250	250	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	881									
65	63	501/2	501/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	882									
65	63	251	251	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	883									
65	63	503/2	503/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	884									
65	63	252	252	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	885									
66	64	505/2	505/2	0.0	0	0	Chord	4/4	1	1	0	grace16	1/16	1	886									
66	64	505/2	505/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	887		articStaccatoAbove							
66	64	253	253	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	888		articStaccatoAbove							
66	64	507/2	507/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	889		articStaccatoAbove							
66	64	254	254	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	890		articStaccatoAbove							
66	64	509/2	509/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	891									105
66	64	511/2	511/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	892									
66	64	256	256	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	893		articStaccatissimoAbove							
66	64	505/2	505/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	894									
66	64	253	253	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	895									
66	64	507/2	507/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	896									
66	64	254	254	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	897									
66	64	509/2	509/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	898									
66	64	255	255	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	899									
66	64	511/2	511/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	900									
66	64	256	256	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	901									
67	65	513/2	513/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	902		articStaccatissimoAbove							
67	65	257	257	1.0	1/8	1/8	Chord	4/4	1	1	1/4		1/4	1	903									106
67	65	258	258	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	904									
67	65	517/2	517/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	905		articStaccatissimoAbove							
67	65	259	259	1.0	5/8	5/8	Chord	4/4	1	1	1/4		1/4	1	906									107
67	65	260	260	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	907									
67	65	513/2	513/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	908									
67	65	257	257	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	909									
67	65	515/2	515/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	910									
67	65	258	258	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	911									
67	65	517/2	517/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	912									
67	65	259	259	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	913									
67	65	519/2	519/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	914									
67	65	260	260	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	915									
68	66	521/2	521/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	916									
68	66	261	261	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	917									
68	66	523/2	523/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	918									
68	66	262	262	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	919									
68	66	525/2	525/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	920									108
68	66	527/2	527/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	921									
68	66	264	264	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	922									
68	66	1057/4	1057/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	923									
68	66	521/2	521/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	924									
68	66	261	261	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	925									
68	66	523/2	523/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	926									
68	66	262	262	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	927									
68	66	525/2	525/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	928									
69	67	529/2	529/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	929									
69	67	531/2	531/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	930									
69	67	533/2	533/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	931									109
69	67	535/2	535/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	932									
69	67	268	268	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	933									
69	67	529/2	529/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	934									
69	67	265	265	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	935									
69	67	531/2	531/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	936									
69	67	266	266	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	937									
69	67	533/2	533/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	938									
69	67	267	267	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	939									
69	67	535/2	535/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	940									
69	67	268	268	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	941									
70	68	537/2	537/2	0.0	0	0	Chord	4/4	1	1	0	grace16	1/16	1	942									
70	68	537/2	537/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	943		articStaccatoAbove							
70	68	269	269	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	944		articStaccatoAbove							
70	68	539/2	539/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	945		articStaccatoAbove							
70	68	270	270	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	946		articStaccatoAbove							
70	68	541/2	541/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	947									110
70	68	543/2	543/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	948									
70	68	272	272	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	949		articStaccatissimoAbove							
70	68	537/2	537/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	950									
70	68	269	269	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	951									
70	68	539/2	539/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	952									
70	68	270	270	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	953									
70	68	541/2	541/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	954									
70	68	271	271	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	955									
70	68	543/2	543/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	956									
70	68	272	272	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	957									
71	69	545/2	545/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	958									111
71	69	273	273	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	959									
71	69	547/2	547/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	960		articStaccatoAbove							
71	69	274	274	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	961		articStaccatoAbove							
71	69	549/2	549/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	962									112
71	69	275	275	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	963									
71	69	551/2	551/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	964		articStaccatoAbove							
71	69	276	276	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	965		articStaccatoAbove							
71	69	545/2	545/2	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	966									
71	69	549/2	549/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	967									
72	70	553/2	553/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	968									
72	70	277	277	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	969									
72	70	555/2	555/2	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	970		ornamentTrill							113
72	70	1111/4	1111/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	971									113
72	70	278	278	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	972									113
72	70	1113/4	1113/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	973									
72	70	557/2	557/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	974									
72	70	280	280	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	975		articStaccatissimoAbove							
72	70	553/2	553/2	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	976									
72	70	555/2	555/2	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	977									
72	70	557/2	557/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	978									
72	70	553/2	553/2	2.0	0	0	Chord	4/4	2	2	1/2		1/2	1	979									
72	70	557/2	557/2	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	980									
73	71	561/2	561/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	981		articStaccatissimoAbove							
73	71	281	281	1.0	1/8	1/8	Chord	4/4	1	1	1/4		1/4	1	982									114
73	71	282	282	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	983									
73	71	565/2	565/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	984		articStaccatissimoAbove							
73	71	283	283	1.0	5/8	5/8	Chord	4/4	1	1	1/4		1/4	1	985									115
73	71	284	284	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	986									
73	71	561/2	561/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	987									
73	71	281	281	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	988									
73	71	563/2	563/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	989									
73	71	282	282	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	990									
73	71	565/2	565/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	991									
73	71	283	283	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	992									
73	71	567/2	567/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	993									
73	71	284	284	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	994									
74	72	569/2	569/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	995		articStaccatissimoAbove							
74	72	285	285	1.0	1/8	1/8	Chord	4/4	1	1	1/4		1/4	1	996									
74	72	286	286	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	997									
74	72	573/2	573/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	998									116
74	72	287	287	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	999									
74	72	575/2	575/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1000									
74	72	288	288	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1001		articStaccatissimoAbove							
74	72	569/2	569/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1002									
74	72	285	285	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1003									
74	72	571/2	571/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1004									
74	72	286	286	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1005									
74	72	573/2	573/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1006									
74	72	287	287	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1007									
74	72	575/2	575/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1008									
74	72	288	288	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1009									
75	73	577/2	577/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1010		articStaccatissimoAbove							
75	73	289	289	1.0	1/8	1/8	Chord	4/4	1	1	1/4		1/4	1	1011									117
75	73	290	290	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1012									
75	73	581/2	581/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1013		articStaccatissimoAbove							
75	73	291	291	1.0	5/8	5/8	Chord	4/4	1	1	1/4		1/4	1	1014									118
75	73	292	292	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1015									
75	73	577/2	577/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1016									
75	73	289	289	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1017									
75	73	579/2	579/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1018									
75	73	290	290	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1019									
75	73	581/2	581/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1020									
75	73	291	291	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1021									
75	73	583/2	583/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1022									
75	73	292	292	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1023									
76	74	585/2	585/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1024		articStaccatissimoAbove							
76	74	293	293	1.0	1/8	1/8	Chord	4/4	1	1	1/4		1/4	1	1025									119
76	74	294	294	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1026									
76	74	589/2	589/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1027									120
76	74	295	295	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1028									
76	74	591/2	591/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1029									
76	74	296	296	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1030									
76	74	585/2	585/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1031									
76	74	293	293	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1032									
76	74	587/2	587/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1033									
76	74	294	294	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1034									
76	74	589/2	589/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1035									
76	74	295	295	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1036									
76	74	591/2	591/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1037									
77	75	593/2	593/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1038		articStaccatoAbove							
77	75	297	297	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1039		articStaccatoAbove							
77	75	595/2	595/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1040		articStaccatoAbove							
77	75	298	298	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1041		articStaccatoAbove							
77	75	597/2	597/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1042		articStaccatoAbove							
77	75	299	299	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1043		articStaccatoAbove							
77	75	599/2	599/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1044		articStaccatoAbove							
77	75	300	300	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1045		articStaccatoAbove							
77	75	595/2	595/2	1.5	1/4	1/4	Chord	4/4	2	1	3/8		1/4	3/2	1046									121
77	75	299	299	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1047									121
77	75	1197/4	1197/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1048									121
77	75	599/2	599/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1049									121
77	75	300	300	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1050									
78	76	601/2	601/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1051		articStaccatoAbove							
78	76	301	301	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1052		articStaccatoAbove							
78	76	603/2	603/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1053		articStaccatoAbove							
78	76	302	302	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1054		articStaccatoAbove							
78	76	605/2	605/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1055		articStaccatoAbove							
78	76	303	303	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1056		articStaccatoAbove							
78	76	607/2	607/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1057		articStaccatoAbove							
78	76	304	304	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1058		articStaccatoAbove							
78	76	601/2	601/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1059									122
78	76	301	301	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1060									
78	76	302	302	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1061									123
78	76	605/2	605/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1062									123
78	76	303	303	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1063									123
78	76	607/2	607/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1064									123
78	76	304	304	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1065									
79	77	609/2	609/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1066		articStaccatoAbove							
79	77	305	305	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1067		articStaccatoAbove							
79	77	611/2	611/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1068		articStaccatoAbove							
79	77	306	306	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1069		articStaccatoAbove							
79	77	613/2	613/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1070		articStaccatoAbove							
79	77	307	307	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1071		articStaccatoAbove							
79	77	615/2	615/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1072		articStaccatoAbove							
79	77	308	308	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1073		articStaccatoAbove							
79	77	609/2	609/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1074		articStaccatoBelow							
79	77	305	305	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1075		articStaccatoBelow							
79	77	611/2	611/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1076		articStaccatoBelow							
79	77	306	306	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1077		articStaccatoBelow							
79	77	613/2	613/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1078		articStaccatoBelow							
79	77	307	307	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1079		articStaccatoBelow							
79	77	615/2	615/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1080		articStaccatoBelow							
79	77	308	308	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1081		articStaccatoBelow							
80	78	617/2	617/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1082									124
80	78	309	309	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1083									
80	78	619/2	619/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1084									125
80	78	310	310	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1085									
80	78	621/2	621/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1086									126
80	78	623/2	623/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1087									
80	78	619/2	619/2	1.0	1/4	1/4	Chord	4/4	1	2	1/4		1/4	1	1088									
80	78	621/2	621/2	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	1089									
80	78	623/2	623/2	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	1090									
80	78	617/2	617/2	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1091									
80	78	619/2	619/2	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1092									
80	78	621/2	621/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1093									127
80	78	623/2	623/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1094									
80	78	312	312	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1095									
81	79	313	313	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1096									128
81	79	627/2	627/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1097									128
81	79	314	314	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1098									
81	79	629/2	629/2	0.75	1/2	1/2	Chord	4/4	1	1	3/16		1/8	3/2	1099									129
81	79	1261/4	1261/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32		1/32	1	1100									129
81	79	2523/8	2523/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32		1/32	1	1101									129
81	79	631/2	631/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1102									129
81	79	316	316	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1103									
81	79	625/2	625/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1104		articStaccatoAbove							
81	79	313	313	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1105		articStaccatoAbove							
81	79	627/2	627/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1106		articStaccatoAbove							
81	79	314	314	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1107		articStaccatoAbove							
81	79	629/2	629/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1108		articStaccatoAbove							
81	79	315	315	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1109		articStaccatoAbove							
81	79	631/2	631/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1110		articStaccatoAbove							
81	79	316	316	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1111		articStaccatoAbove							
82	80	633/2	633/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1112									
82	80	317	317	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1113									130
82	80	635/2	635/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1114									130
82	80	318	318	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1115									
82	80	637/2	637/2	0.75	1/2	1/2	Chord	4/4	1	1	3/16		1/8	3/2	1116									131
