mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_line
64	64	191	191	0.0	1/2	1/2	Dynamic	3/4	2	1	0					f								
64	64	191	191	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	558									
65	65	385/2	385/2	0.0	1/8	1/8	Dynamic	3/4	1	1	0					p								
65	65	385/2	385/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	559									
65	65	193	193	0.0	1/4	1/4	Dynamic	3/4	1	1	0					f								
65	65	193	193	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	560									
65	65	387/2	387/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	561									
65	65	389/2	389/2	0.0	5/8	5/8	Dynamic	3/4	1	1	0					p								
65	65	389/2	389/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	562									
65	65	192	192	0.0	0	0	Dynamic	3/4	2	1	0					p								
65	65	192	192	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	563									
65	65	193	193	0.0	1/4	1/4	Dynamic	3/4	2	1	0					f								
65	65	193	193	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	564									
65	65	194	194	0.0	1/2	1/2	Dynamic	3/4	2	1	0					p								
65	65	194	194	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	565									
66	66	391/2	391/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	566									
66	66	393/2	393/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	567									
66	66	395/2	395/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	568									
66	66	195	195	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	569								63	
66	66	196	196	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	570								63	
66	66	197	197	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	571									
67	67	198	198	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	572									
67	67	397/2	397/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	573								64	
67	67	199	199	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	574								64	
67	67	399/2	399/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	575								64	
67	67	200	200	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	576								64	
67	67	401/2	401/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	577								64	
67	67	198	198	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	578									
67	67	401/2	401/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	579								65	
68	68	201	201	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	580									
68	68	403/2	403/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	581								66	
68	68	202	202	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	582								66	
68	68	405/2	405/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	583								66	
68	68	203	203	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	584								66	
68	68	407/2	407/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	585								66	
68	68	201	201	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	586									
68	68	407/2	407/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	587								67	
69	69	204	204	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	588								66	
69	69	409/2	409/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	589								66	
69	69	205	205	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	590								66	
69	69	411/2	411/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	591								66	
69	69	206	206	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	592								66	
69	69	413/2	413/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	593									
69	69	204	204	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	594								67	
69	69	409/2	409/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	595								67	
69	69	205	205	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	596								67	
69	69	411/2	411/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	597								67	
69	69	206	206	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	598								67	
69	69	413/2	413/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	599								67	
70	70	207	207	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	600								68	
70	70	415/2	415/2	0.0	1/8	1/8	Spanner	3/4	1	1	0												68	3
70	70	415/2	415/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	601								68	3
70	70	208	208	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	602								68	3
70	70	417/2	417/2	0.0	3/8	3/8	Spanner	3/4	1	1	0												68	
70	70	417/2	417/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	603								68	
70	70	209	209	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	604								68	
70	70	419/2	419/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	605									
70	70	207	207	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	606									
71	71	210	210	0.0	0	0	Dynamic	3/4	1	1	0					p								
71	71	210	210	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	607									
71	71	211	211	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	608									
71	71	212	212	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	609									
71	71	210	210	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	610									
71	71	211	211	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	611									
71	71	212	212	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	612									
72	72	213	213	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	613								69	
72	72	215	215	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	614									
72	72	213	213	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	615									
72	72	213	213	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	616								70	
72	72	215	215	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	617									
73	73	216	216	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	618									
73	73	216	216	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	619									
73	73	217	217	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	620									
73	73	218	218	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	621									
73	73	216	216	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	622									
73	73	217	217	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	623									
73	73	218	218	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	624									
74	74	219	219	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	625								71	
74	74	221	221	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	626									
74	74	219	219	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	627								72	
74	74	221	221	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	628									
75	75	222	222	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	629								73	
75	75	445/2	445/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	630									
75	75	223	223	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	631								74	
75	75	224	224	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	632									
75	75	222	222	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	633									
75	75	223	223	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	634									
75	75	224	224	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	635									
76	76	225	225	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	636									
76	76	451/2	451/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	637		articStaccatoAbove							
76	76	226	226	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	638		articStaccatoAbove							
76	76	453/2	453/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	639		articStaccatoAbove							
76	76	227	227	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	640		articStaccatoAbove							
76	76	455/2	455/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	641		articStaccatoAbove							
76	76	225	225	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	642									
77	77	228	228	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	643		articStaccatoAbove							
77	77	229	229	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	644		articStaccatoAbove							
77	77	230	230	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	645		articStaccatoAbove							
77	77	228	228	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	646									
77	77	229	229	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	647									
77	77	230	230	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	648									
78	78	231	231	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	649								75	
78	78	465/2	465/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	650								75	
78	78	931/4	931/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	651								75	
78	78	233	233	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	652									
78	78	231	231	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	653								76	
78	78	233	233	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	654									
78	78	231	231	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	655									
79	79	234	234	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	656									
79	79	234	234	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	657									
79	79	235	235	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	658									
79	79	236	236	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	659									
79	79	234	234	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	660									
79	79	235	235	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	661									
79	79	236	236	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	662									
80	80	237	237	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	663								77	
80	80	239	239	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	664									
80	80	237	237	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	665								78	
80	80	239	239	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	666									
81	81	240	240	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	667								79	
81	81	481/2	481/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	668									
81	81	241	241	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	669								80	
81	81	242	242	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	670									
81	81	240	240	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	671								81	
81	81	241	241	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	672								81	
81	81	242	242	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	673									
82	82	243	243	0.0	0	0	Dynamic	3/4	1	1	0					f								
82	82	243	243	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	674		articStaccatoAbove							
82	82	487/2	487/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	675		articStaccatoAbove							
82	82	489/2	489/2	0.0	3/8	3/8	Dynamic	3/4	1	1	0					p								
82	82	489/2	489/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	676									
82	82	491/2	491/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	677									
82	82	243	243	0.0	0	0	Dynamic	3/4	2	1	0					f								
82	82	243	243	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	678									
82	82	244	244	0.0	1/4	1/4	Dynamic	3/4	2	1	0					p								
82	82	244	244	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	679									
82	82	245	245	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	680									
83	83	493/2	493/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	681									
83	83	495/2	495/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	682									
83	83	497/2	497/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	683									
83	83	246	246	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	684									
83	83	247	247	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	685									
83	83	248	248	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	686									
84	84	997/4	997/4	0.0	1/16	1/16	Dynamic	3/4	1	1	0					f								
84	84	997/4	997/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	687									
84	84	499/2	499/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	688									
84	84	999/4	999/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	689									
84	84	1001/4	1001/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	690									
84	84	501/2	501/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	691									
84	84	1003/4	1003/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	692									
84	84	1005/4	1005/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	693									
84	84	503/2	503/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	694									
84	84	1007/4	1007/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	695									
84	84	249	249	0.0	0	0	Dynamic	3/4	2	1	0					f								
84	84	249	249	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	696									
84	84	250	250	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	697									
84	84	251	251	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	698									
85	85	1009/4	1009/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	699									
85	85	505/2	505/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	700									
85	85	1011/4	1011/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	701									
85	85	1013/4	1013/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	702									
85	85	507/2	507/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	703									
85	85	1015/4	1015/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	704									
85	85	1017/4	1017/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	705									
85	85	509/2	509/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	706									
85	85	1019/4	1019/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	707									
85	85	252	252	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	708									
85	85	253	253	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	709									
85	85	254	254	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	710									
86	86	255	255	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	711									
86	86	257	257	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	712		ornamentTrill							
86	86	1031/4	1031/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	713									
86	86	2063/8	2063/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	714									
86	86	255	255	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	715									
86	86	1021/4	1021/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	716									
86	86	511/2	511/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	717									
86	86	1023/4	1023/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	718									
86	86	256	256	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	719									
86	86	1025/4	1025/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	720									
86	86	513/2	513/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	721									
86	86	1027/4	1027/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	722									
86	86	257	257	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	723									
86	86	1029/4	1029/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	724									
86	86	515/2	515/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	725									
86	86	1031/4	1031/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	726									
87	87	258	258	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	727									
87	87	260	260	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	728		ornamentTrill							
87	87	1043/4	1043/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	729									
87	87	2087/8	2087/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	730									
87	87	258	258	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	731									
87	87	1033/4	1033/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	732									
87	87	517/2	517/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	733									
87	87	1035/4	1035/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	734									
87	87	259	259	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	735									
87	87	1037/4	1037/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	736									
87	87	519/2	519/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	737									
87	87	1039/4	1039/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	738									
87	87	260	260	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	739									
87	87	1041/4	1041/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	740									
87	87	521/2	521/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	741									
87	87	1043/4	1043/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	742									
88	88	261	261	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	743									
88	88	263	263	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	744		ornamentTrill							
88	88	1055/4	1055/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	745									
88	88	2111/8	2111/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	746									
88	88	261	261	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	747									
88	88	1045/4	1045/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	748									
88	88	523/2	523/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	749									
88	88	1047/4	1047/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	750									
88	88	262	262	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	751									
88	88	1049/4	1049/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	752									
88	88	525/2	525/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	753									
88	88	1051/4	1051/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	754									
88	88	263	263	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	755									
88	88	1053/4	1053/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	756									
88	88	527/2	527/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	757									
88	88	1055/4	1055/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	758									
89	89	264	264	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	759									
89	89	265	265	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	760									
89	89	266	266	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	761		ornamentTrill							
89	89	1067/4	1067/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	762									
89	89	2135/8	2135/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	763									
89	89	264	264	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	764									
89	89	1057/4	1057/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	765									
89	89	529/2	529/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	766									
89	89	1059/4	1059/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	767									
89	89	265	265	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	768									
89	89	1061/4	1061/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	769									
89	89	531/2	531/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	770									
89	89	1063/4	1063/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	771									
89	89	266	266	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	772									
89	89	1065/4	1065/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	773									
89	89	533/2	533/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	774									
89	89	1067/4	1067/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	775									
90	90	267	267	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	776									
90	90	268	268	0.0	1/4	1/4	Dynamic	3/4	1	1	0					sf								
90	90	268	268	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	777									
90	90	539/2	539/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	778									
90	90	267	267	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	779									
90	90	268	268	0.0	1/4	1/4	Dynamic	3/4	2	1	0					sf								
90	90	268	268	1.5	1/4	1/4	Chord	3/4	2	1	3/8		1/4	3/2	780									
90	90	539/2	539/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	781									
91	91	270	270	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	782									
91	91	271	271	0.0	1/4	1/4	Dynamic	3/4	1	1	0					sf								
91	91	271	271	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	783									
91	91	545/2	545/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	784									
91	91	270	270	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	785									
91	91	271	271	0.0	1/4	1/4	Dynamic	3/4	2	1	0					sf								
91	91	271	271	1.5	1/4	1/4	Chord	3/4	2	1	3/8		1/4	3/2	786									
91	91	545/2	545/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	787									
92	92	273	273	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	788		ornamentTrill							
92	92	1095/4	1095/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32		1/32	1	789									
92	92	2191/8	2191/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	790									
92	92	274	274	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	791									
92	92	275	275	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	792									
92	92	273	273	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	793		ornamentTrill							
92	92	1095/4	1095/4	0.125	3/16	3/16	Chord	3/4	2	1	1/32		1/32	1	794									
92	92	2191/8	2191/8	0.125	7/32	7/32	Chord	3/4	2	1	1/32		1/32	1	795									
92	92	274	274	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	796									
92	92	275	275	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	797									
93	93	276	276	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	798									
93	93	277	277	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	799									
93	93	276	276	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	800									
93	93	277	277	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	801									
94	94	279	279	0.0	0	0	Dynamic	3/4	1	1	0					p								
94	94	279	279	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	802								82	
94	94	280	280	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	803									
94	94	281	281	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	804									
94	94	279	279	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	805									
94	94	280	280	0.0	1/4	1/4	Dynamic	3/4	2	1	0					p								
94	94	280	280	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	806								83	
94	94	281	281	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	807									
95	95	282	282	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	808								84	
95	95	284	284	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	809									
95	95	282	282	0.0	0	0	Dynamic	3/4	1	2	0					sfp								
95	95	282	282	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	810									
95	95	282	282	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	811									
96	96	285	285	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	812								85	
96	96	286	286	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	813									
96	96	287	287	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	814									
96	96	286	286	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	815									
96	96	286	286	0.0	1/4	1/4	Dynamic	3/4	2	1	0					sfp								
96	96	286	286	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	816								86	
96	96	287	287	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	817									
97	97	288	288	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	818								87	
97	97	290	290	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	819									
97	97	288	288	0.0	0	0	Dynamic	3/4	1	2	0					sfp								
97	97	288	288	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	820									
97	97	288	288	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	821									
98	98	291	291	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	822								88	
98	98	292	292	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	823								88	
98	98	293	293	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	824								88	
98	98	291	291	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	825									
99	99	294	294	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	826								88	
99	99	295	295	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	827									
99	99	296	296	0.0	1/2	1/2	Dynamic	3/4	1	1	0					sfp								
99	99	296	296	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	828									
99	99	294	294	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	829									
100	100	297	297	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	830								89	
