mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_line
10	10	73/4	73/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	86										
10	10	37/2	37/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	87										
10	10	75/4	75/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	88										
10	10	19	19	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	89										
10	10	77/4	77/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	90										
10	10	39/2	39/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	91										
10	10	79/4	79/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	92										
11	11	20	20	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	93									13	
11	11	83/4	83/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	94									13	
11	11	167/8	167/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	95									13	
11	11	21	21	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	96										
11	11	43/2	43/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	97										
11	11	20	20	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	98										
11	11	81/4	81/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	99										
11	11	41/2	41/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	100										
11	11	83/4	83/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	101										
11	11	21	21	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	102										
11	11	85/4	85/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	103										
11	11	43/2	43/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	104										
11	11	87/4	87/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	105										
12	12	22	22	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	106									14	
12	12	45/2	45/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	107		ornamentTrill								
12	12	23	23	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	108										
12	12	22	22	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	109										
12	12	89/4	89/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	110										
12	12	45/2	45/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	111										
12	12	91/4	91/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	112										
12	12	23	23	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	113										
12	12	93/4	93/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	114										
12	12	47/2	47/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	115										
12	12	95/4	95/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	116										
13	13	24	24	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	117									15	
13	13	99/4	99/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	118									15	
13	13	199/8	199/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	119									15	
13	13	25	25	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	120										
13	13	51/2	51/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	121		articStaccatoAbove								
13	13	24	24	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	122										
13	13	97/4	97/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	123										
13	13	49/2	49/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	124										
13	13	99/4	99/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	125										
13	13	25	25	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	126										
13	13	101/4	101/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	127										
13	13	51/2	51/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	128										
13	13	103/4	103/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	129										
14	14	26	26	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	130									16	
14	14	107/4	107/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	131									16	
14	14	215/8	215/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	132									16	
14	14	27	27	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	133										
14	14	55/2	55/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	134		articStaccatoAbove								
14	14	26	26	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	135										
14	14	105/4	105/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	136										
14	14	53/2	53/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	137										
14	14	107/4	107/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	138										
14	14	27	27	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	139										
14	14	109/4	109/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	140										
14	14	55/2	55/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	141										
14	14	111/4	111/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	142										
15	15	28	28	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	143									17	
15	15	113/4	113/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	144									17	
15	15	57/2	57/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	145									17	
15	15	115/4	115/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	146										
15	15	29	29	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	147									18	
15	15	59/2	59/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	148										
15	15	57/2	57/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	149		articStaccatoAbove								
15	15	29	29	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	150									19	
15	15	59/2	59/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	151										
15	15	57/2	57/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	152										
15	15	29	29	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	153										
16	16	30	30	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	154										
16	16	181/6	181/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	155										
16	16	91/3	91/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	156										
16	16	61/2	61/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	157										
16	16	92/3	92/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	158										
16	16	185/6	185/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	159										
16	16	31	31	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	160										
16	16	187/6	187/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	161										
16	16	94/3	94/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	162										
16	16	63/2	63/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	163										
16	16	95/3	95/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	164										
16	16	191/6	191/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	165										
16	16	30	30	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	166										
17	17	32	32	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	167										
17	17	193/6	193/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	168										
17	17	97/3	97/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	169										
17	17	65/2	65/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	170										
17	17	98/3	98/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	171										
17	17	197/6	197/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	172										
17	17	33	33	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	173										
17	17	199/6	199/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	174										
17	17	100/3	100/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	175										
17	17	67/2	67/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	176										
17	17	101/3	101/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	177										
17	17	203/6	203/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	178										
17	17	65/2	65/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	179										
17	17	33	33	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	180									20	
17	17	67/2	67/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	181										
17	17	65/2	65/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	182										
17	17	33	33	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	183										
18	18	34	34	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	184										
18	18	205/6	205/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	185										
18	18	103/3	103/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	186										
18	18	69/2	69/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	187										
18	18	104/3	104/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	188										
18	18	209/6	209/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	189										
18	18	35	35	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	190										
18	18	211/6	211/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	191										
18	18	106/3	106/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	192										
18	18	71/2	71/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	193										
18	18	107/3	107/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	194										
18	18	215/6	215/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	195										
18	18	34	34	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	196										
19	19	36	36	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	197										
19	19	217/6	217/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	198										
19	19	109/3	109/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	199										
19	19	73/2	73/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	200										
19	19	110/3	110/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	201										
19	19	221/6	221/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	202										
19	19	37	37	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	203										
19	19	223/6	223/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	204										
19	19	112/3	112/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	205										
19	19	75/2	75/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	206										
19	19	113/3	113/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	207										
19	19	227/6	227/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	208										
19	19	73/2	73/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	209										
19	19	37	37	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	210									21	
19	19	75/2	75/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	211										
19	19	73/2	73/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	212										
19	19	37	37	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	213										
20	20	38	38	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	214										
20	20	77/2	77/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	215										
20	20	39	39	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	216		articStaccatoBelow								
20	20	38	38	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	217										
20	20	77/2	77/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	218										
20	20	39	39	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	219		articStaccatoBelow								
21	21	40	40	1.5	0	0	Chord	2/4	1	1	3/8		1/4	3/2	220									22	
21	21	83/2	83/2	0.0	3/8	3/8	Chord	2/4	1	1	0	grace32	1/32	1	221									22	
21	21	83/2	83/2	0.0	3/8	3/8	Chord	2/4	1	1	0	grace32	1/32	1	222									22	
21	21	83/2	83/2	0.0	3/8	3/8	Chord	2/4	1	1	0	grace32	1/32	1	223									22	
21	21	83/2	83/2	0.0	3/8	3/8	Chord	2/4	1	1	0	grace32	1/32	1	224									22	
21	21	83/2	83/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	225									22	
21	21	167/4	167/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	226										
21	21	40	40	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	227										
21	21	161/4	161/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	228										
21	21	81/2	81/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	229										
21	21	163/4	163/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	230										
21	21	41	41	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	231										
21	21	165/4	165/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	232										
21	21	83/2	83/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	233										
21	21	167/4	167/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	234										
22	22	42	42	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	235									23	
22	22	169/4	169/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	236									23	
22	22	85/2	85/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	237									23	
22	22	171/4	171/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	238										
22	22	43	43	0.0	1/4	1/4	Dynamic	2/4	1	1	0					p									
22	22	43	43	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	239		articStaccatoAbove								
22	22	87/2	87/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	240		articStaccatoAbove								
22	22	42	42	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	241										
22	22	169/4	169/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	242										
22	22	85/2	85/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	243										
22	22	171/4	171/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	244										
22	22	43	43	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	245										
22	22	173/4	173/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	246										
22	22	87/2	87/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	247										
22	22	175/4	175/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	248										
23	23	44	44	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	249		articStaccatoAbove								
23	23	89/2	89/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	250		articStaccatoAbove								
23	23	45	45	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	251		articStaccatoAbove								
23	23	91/2	91/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	252									24	
23	23	183/4	183/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	253										
23	23	44	44	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	254										
23	23	177/4	177/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	255										
23	23	89/2	89/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	256										
23	23	179/4	179/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	257										
23	23	45	45	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	258										
23	23	181/4	181/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	259										
23	23	91/2	91/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	260										
23	23	183/4	183/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	261										
24	24	46	46	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	262									25	
24	24	187/4	187/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	263									25	
24	24	375/8	375/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	264									25	
24	24	47	47	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	265										
24	24	46	46	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	266										
24	24	185/4	185/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	267										
24	24	93/2	93/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	268										
24	24	187/4	187/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	269										
24	24	47	47	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	270										
24	24	189/4	189/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	271										
24	24	95/2	95/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	272										
