mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
1	0	0	0	0.0	0	3/8	StaffText	2/4	1	1	0							Allegro						
1	0	0	0	0.0	0	3/8	Dynamic	2/4	1	1	0					p								
1	0	0	0	0.0	0	3/8	Tempo	2/4	1	1	0								𝅗𝅥=72	144.0	𝅗𝅥	72.0	0.0	
1	0	0	0	0.5	0	3/8	Chord	2/4	1	1	1/8		1/8	1	0									
2	1	1/2	1/2	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	1									
2	1	1	1	0.0	1/8	1/8	Dynamic	2/4	2	1	0					p								
2	1	1	1	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	2									0
2	1	3/2	3/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	3									0
2	1	2	2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	4									
3	2	5/2	5/2	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	5									
3	2	3	3	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	6									1
3	2	7/2	7/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	7									1
3	2	4	4	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	8									
4	3	9/2	9/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	9									
4	3	19/4	19/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	10									
4	3	5	5	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	11									
4	3	21/4	21/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	12									
4	3	11/2	11/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	13									
4	3	23/4	23/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	14									
4	3	6	6	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	15									
4	3	25/4	25/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	16									
4	3	9/2	9/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	17									
4	3	5	5	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	18									
4	3	11/2	11/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	19									
4	3	6	6	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	20									
5	4	13/2	13/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	21									
5	4	27/4	27/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	22									
5	4	7	7	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	23									
5	4	29/4	29/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	24									
5	4	15/2	15/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	25									
5	4	31/4	31/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	26									
5	4	8	8	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	27									
5	4	33/4	33/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	28									
5	4	13/2	13/2	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	29									
5	4	15/2	15/2	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	30									
6	5	17/2	17/2	0.0	0	0	Dynamic	2/4	1	1	0					f								
6	5	17/2	17/2	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	31									
6	5	9	9	0.0	1/8	1/8	Dynamic	2/4	2	1	0					f								
6	5	9	9	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	32									2
6	5	19/2	19/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	33									2
6	5	10	10	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	34									
7	6	21/2	21/2	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	35									
7	6	11	11	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	36									3
7	6	23/2	23/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	37									3
7	6	12	12	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	38									
8	7	25/2	25/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	39									
8	7	51/4	51/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	40									
8	7	13	13	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	41									
8	7	53/4	53/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	42									
8	7	27/2	27/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	43									
8	7	55/4	55/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	44									
8	7	14	14	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	45									
8	7	57/4	57/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	46									
8	7	25/2	25/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	47									
8	7	13	13	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	48									
8	7	27/2	27/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	49									
8	7	14	14	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	50									
9	8	29/2	29/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	51									
9	8	59/4	59/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	52									
9	8	15	15	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	53									
9	8	61/4	61/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	54									
9	8	31/2	31/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	55									
9	8	63/4	63/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	56									
9	8	16	16	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	57									
9	8	65/4	65/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	58									
9	8	29/2	29/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	59									
9	8	15	15	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	60									
9	8	31/2	31/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	61									
