mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
72	70	839/4	839/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	817										116
72	70	210	210	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	818										
72	70	421/2	421/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	819										117
72	70	843/4	843/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	820										117
72	70	208	208	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	821										
73	71	211	211	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	822										
73	71	423/2	423/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	823										118
73	71	847/4	847/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	824										118
73	71	212	212	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	825										
73	71	425/2	425/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	826										119
73	71	851/4	851/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	827										
73	71	213	213	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	828										120
73	71	855/4	855/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	829										
74	72	214	214	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	830										
74	72	216	216	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	831										121
74	72	214	214	0.0	0	0	Dynamic	3/4	2	1	0					p									
74	72	214	214	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	832										122
74	72	429/2	429/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	833										122
74	72	215	215	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	834										122
74	72	431/2	431/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	835										122
74	72	216	216	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	836										122
74	72	433/2	433/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	837										
75	73	217	217	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	838										
75	73	219	219	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	839										123
75	73	879/4	879/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	840										
75	73	217	217	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	841										124
75	73	435/2	435/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	842										124
75	73	218	218	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	843										124
75	73	437/2	437/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	844										124
75	73	219	219	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	845										124
75	73	439/2	439/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	846										
76	74	220	220	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	847										
76	74	222	222	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	848										125
76	74	220	220	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	849										126
76	74	441/2	441/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	850										126
76	74	221	221	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	851										126
76	74	443/2	443/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	852										126
76	74	222	222	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	853										126
76	74	445/2	445/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	854										
77	75	223	223	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	855										
77	75	225	225	0.0	1/2	1/2	Dynamic	3/4	1	1	0					p									
77	75	225	225	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	856										127
77	75	903/4	903/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	857										
77	75	223	223	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	858		articStaccatissimoAbove								
77	75	447/2	447/2	0.0	1/8	1/8	Dynamic	3/4	2	1	0					f									
77	75	447/2	447/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	859										
77	75	224	224	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	860										
77	75	449/2	449/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	861										
78	76	226	226	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	862										
78	76	228	228	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	863										128
78	76	226	226	0.0	0	0	Dynamic	3/4	2	1	0					p									
78	76	226	226	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	864										129
78	76	453/2	453/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	865										129
78	76	227	227	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	866										129
78	76	455/2	455/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	867										129
78	76	228	228	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	868										129
78	76	457/2	457/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	869										
79	77	229	229	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	870										
79	77	231	231	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	871										130
79	77	927/4	927/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	872										
79	77	229	229	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	873										131
79	77	459/2	459/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	874										131
79	77	230	230	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	875										131
79	77	461/2	461/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	876										131
79	77	231	231	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	877										131
79	77	463/2	463/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	878										
80	78	232	232	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	879										
80	78	234	234	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	880										132
80	78	232	232	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	881										133
80	78	465/2	465/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	882										133
80	78	233	233	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	883										133
80	78	467/2	467/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	884										133
80	78	234	234	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	885										133
80	78	469/2	469/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	886										
81	79	235	235	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	887										
81	79	237	237	0.0	1/2	1/2	Dynamic	3/4	1	1	0					p									
81	79	237	237	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	888										134
81	79	951/4	951/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	889										
81	79	235	235	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	890		articStaccatissimoAbove								
81	79	471/2	471/2	0.0	1/8	1/8	Dynamic	3/4	2	1	0					f									
81	79	471/2	471/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	891										135
81	79	236	236	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	892										135
81	79	473/2	473/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	893										
82	80	238	238	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	894										
82	80	238	238	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	895										
82	80	239	239	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	896										
82	80	240	240	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	897										
82	80	238	238	0.0	0	0	Dynamic	3/4	2	1	0					p									
82	80	238	238	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	898										
82	80	477/2	477/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	899										
82	80	239	239	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	900										
82	80	479/2	479/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	901										
82	80	240	240	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	902										
82	80	481/2	481/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	903										
83	81	241	241	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	904										136
83	81	242	242	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	905										
83	81	243	243	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	906										137
83	81	975/4	975/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	907										
83	81	241	241	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	908										
83	81	483/2	483/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	909										
83	81	242	242	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	910										
83	81	485/2	485/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	911										
83	81	243	243	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	912										
83	81	487/2	487/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	913										
84	82	244	244	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	914										138
84	82	245	245	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	915										139
84	82	981/4	981/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	916										139
84	82	491/2	491/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	917										139
84	82	983/4	983/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	918										139
84	82	246	246	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	919										139
84	82	985/4	985/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	920										139
84	82	493/2	493/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	921										139
84	82	987/4	987/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	922										
84	82	244	244	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	923										
84	82	489/2	489/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	924										
84	82	245	245	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	925										
84	82	491/2	491/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	926										
84	82	246	246	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	927										
84	82	493/2	493/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	928										
85	83	247	247	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	929										
85	83	247	247	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	930										
85	83	497/2	497/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	931										
85	83	995/4	995/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	932										
85	83	249	249	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	933										
85	83	997/4	997/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	934										
85	83	499/2	499/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	935										
85	83	999/4	999/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	936										
85	83	247	247	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	937										
85	83	497/2	497/2	0.0	3/8	3/8	Dynamic	3/4	2	1	0					f									
85	83	497/2	497/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	938										
85	83	249	249	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	939										
85	83	499/2	499/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	940										
86	84	250	250	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	941										
86	84	503/2	503/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	942										
86	84	1007/4	1007/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	943										
86	84	252	252	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	944										
86	84	1009/4	1009/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	945										
86	84	505/2	505/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	946										
86	84	1011/4	1011/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	947										
86	84	250	250	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	948										
86	84	503/2	503/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	949										
86	84	252	252	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	950										
86	84	505/2	505/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	951										
87	85	253	253	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	952										
87	85	509/2	509/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	953										
87	85	1019/4	1019/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	954										
87	85	255	255	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	955										
87	85	1021/4	1021/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	956										
87	85	511/2	511/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	957										
87	85	1023/4	1023/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	958										
87	85	253	253	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	959										
87	85	509/2	509/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	960										
87	85	255	255	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	961										
87	85	511/2	511/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	962										
88	86	256	256	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	963										
88	86	1025/4	1025/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	964										
88	86	513/2	513/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	965										
88	86	1027/4	1027/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	966										
88	86	257	257	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	967										
88	86	1029/4	1029/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	968										
88	86	515/2	515/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	969										
88	86	1031/4	1031/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	970										
88	86	258	258	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	971										
88	86	1033/4	1033/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	972										
88	86	517/2	517/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	973										
88	86	1035/4	1035/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	974										
88	86	256	256	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	975										
88	86	513/2	513/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	976										
88	86	257	257	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	977										
88	86	515/2	515/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	978										
88	86	258	258	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	979										
88	86	517/2	517/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	980										
89	87	259	259	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	981										
89	87	1037/4	1037/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	982										
89	87	519/2	519/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	983										
89	87	1039/4	1039/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	984										
89	87	260	260	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	985										
89	87	1041/4	1041/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	986										
89	87	521/2	521/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	987										
89	87	1043/4	1043/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	988										
89	87	261	261	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	989										
89	87	1045/4	1045/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	990										
89	87	523/2	523/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	991										
89	87	1047/4	1047/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	992										
89	87	259	259	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	993										
89	87	519/2	519/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	994										
89	87	260	260	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	995										
89	87	521/2	521/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	996										
89	87	261	261	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	997										
89	87	523/2	523/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	998										
90	88	262	262	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	999										
90	88	1049/4	1049/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	1000										
90	88	525/2	525/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1001										
90	88	1051/4	1051/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1002										
90	88	263	263	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	1003										
90	88	1053/4	1053/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	1004										
90	88	527/2	527/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	1005										
90	88	1055/4	1055/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1006										
90	88	264	264	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	1007										
90	88	1057/4	1057/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	1008										
90	88	529/2	529/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1009										
90	88	1059/4	1059/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1010										
90	88	262	262	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1011										
90	88	525/2	525/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1012										
90	88	263	263	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1013										
90	88	527/2	527/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1014										
90	88	264	264	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1015										
90	88	529/2	529/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1016										
91	89	265	265	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1017										
91	89	266	266	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1018		ornamentTrill								
91	89	265	265	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1019										
91	89	266	266	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1020										
92	90	537/2	537/2	0.0	1/8	1/8	Dynamic	3/4	1	1	0					p									
92	90	537/2	537/2	1.0	1/8	1/8	Chord	3/4	1	1	1/4		1/4	1	1021										140
92	90	539/2	539/2	1.0	3/8	3/8	Chord	3/4	1	1	1/4		1/4	1	1022										140
92	90	541/2	541/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1023										
92	90	268	268	0.0	0	0	Dynamic	3/4	2	1	0					p									
92	90	268	268	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1024										141
92	90	537/2	537/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1025										141
92	90	269	269	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1026										141
92	90	539/2	539/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1027										141
92	90	270	270	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1028										141
92	90	541/2	541/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1029										
93	91	271	271	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1030										142
93	91	543/2	543/2	1.0	1/8	1/8	Chord	3/4	1	1	1/4		1/4	1	1031										142
93	91	545/2	545/2	1.0	3/8	3/8	Chord	3/4	1	1	1/4		1/4	1	1032										142
93	91	547/2	547/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1033										
93	91	271	271	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1034										143
93	91	543/2	543/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1035										143
93	91	272	272	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1036										143
93	91	545/2	545/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1037										143
93	91	273	273	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1038										143
93	91	547/2	547/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1039										
94	92	274	274	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	1040										144
94	92	1097/4	1097/4	0.75	1/16	1/16	Chord	3/4	1	1	3/16		1/8	3/2	1041										
94	92	275	275	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	1042										145
94	92	1101/4	1101/4	0.75	5/16	5/16	Chord	3/4	1	1	3/16		1/8	3/2	1043										
94	92	276	276	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	1044										146
94	92	1105/4	1105/4	0.75	9/16	9/16	Chord	3/4	1	1	3/16		1/8	3/2	1045										
94	92	274	274	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1046										147
94	92	549/2	549/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1047										147
94	92	275	275	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1048										147
94	92	551/2	551/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1049										147
94	92	276	276	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1050										147
94	92	553/2	553/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1051										
95	93	277	277	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	1052										148
95	93	1111/4	1111/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1053										
95	93	278	278	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1054										
95	93	277	277	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1055										149
95	93	555/2	555/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1056										149
95	93	278	278	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1057										149
95	93	557/2	557/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1058										149
95	93	279	279	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1059										149
95	93	559/2	559/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1060										
96	94	561/2	561/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1061										150
96	94	1123/4	1123/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1062										150
96	94	281	281	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1063										
96	94	563/2	563/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	1064										151
96	94	1127/4	1127/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1065										151
96	94	282	282	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1066										
96	94	565/2	565/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1067										152
96	94	1131/4	1131/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1068										152
96	94	280	280	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	1069										153
96	94	1121/4	1121/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	1070										153
96	94	561/2	561/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	1071										153
96	94	1123/4	1123/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1072										153
96	94	281	281	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	1073										153
96	94	1125/4	1125/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	1074										153
96	94	563/2	563/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	1075										153
96	94	1127/4	1127/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1076										153
96	94	282	282	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	1077										153
96	94	1129/4	1129/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	1078										153
96	94	565/2	565/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	1079										153
96	94	1131/4	1131/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1080										
97	95	283	283	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1081										
97	95	567/2	567/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1082										154
97	95	1135/4	1135/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1083										154
97	95	284	284	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1084										
97	95	569/2	569/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	1085										155
97	95	1139/4	1139/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1086										155
97	95	285	285	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1087										
97	95	571/2	571/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1088										156
97	95	1143/4	1143/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1089										
97	95	283	283	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	1090										157
97	95	1133/4	1133/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	1091										157
97	95	567/2	567/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	1092										157
97	95	1135/4	1135/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1093										157
97	95	284	284	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	1094										157
97	95	1137/4	1137/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	1095										157
97	95	569/2	569/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	1096										157
97	95	1139/4	1139/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1097										157
97	95	285	285	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	1098										157
