mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	2.0	0	0	3/4	2	1	A.I{		A	I		I		I						{	M	0	0	0, 4, 1		0	0
1	1	2	2	1.0	1/2	1/2	3/4	2	1	V7		A	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
2	2	3	3	3.0	0	0	3/4	2	1	I		A	I		I		I							M	0	0	0, 4, 1		0	0
3	3	6	6	2.0	0	0	3/4	2	1	V		A	I		V		V							M	0	0	1, 5, 2		1	1
3	3	8	8	1.0	1/2	1/2	3/4	2	1	I		A	I		I		I							M	0	0	0, 4, 1		0	0
4	4	9	9	3.0	0	0	3/4	2	1	V65		A	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
5	5	12	12	2.0	0	0	3/4	2	1	I6		A	I		I6		I		6					M	0	0	4, 1, 0		0	4
5	5	14	14	1.0	1/2	1/2	3/4	2	1	V43		A	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
6	6	15	15	2.0	0	0	3/4	2	1	I		A	I		I		I							M	0	0	0, 4, 1		0	0
6	6	17	17	1.0	1/2	1/2	3/4	2	1	V2		A	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
7	7	18	18	1.5	0	0	3/4	2	1	I6		A	I		I6		I		6					M	0	0	4, 1, 0		0	4
7	7	39/2	39/2	0.5	3/8	3/8	3/4	2	1	V2		A	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
7	7	20	20	0.5	1/2	1/2	3/4	2	1	I6		A	I		I6		I		6					M	0	0	4, 1, 0		0	4
7	7	41/2	41/2	0.5	5/8	5/8	3/4	2	1	V43		A	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
8	8	21	21	0.5	0	0	3/4	2	1	I		A	I		I		I							M	0	0	0, 4, 1		0	0
8	8	43/2	43/2	0.5	1/8	1/8	3/4	2	1	ii6		A	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
8	8	22	22	1.0	1/4	1/4	3/4	2	1	V(64)}		A	I		V(64)		V			64			}	M	0	0	1, 0, 4		1	1
8	8	23	23	1.0	1/2	1/2	3/4	2	1	V|HC		A	I		V		V					HC		M	0	0	1, 5, 2		1	1
9	9	24	24	2.0	0	0	3/4	2	1	I{		A	I		I		I						{	M	0	0	0, 4, 1		0	0
9	9	26	26	1.0	1/2	1/2	3/4	2	1	V7		A	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
10	10	27	27	3.0	0	0	3/4	2	1	I		A	I		I		I							M	0	0	0, 4, 1		0	0
11	11	30	30	2.0	0	0	3/4	2	1	V7		A	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
11	11	32	32	1.0	1/2	1/2	3/4	2	1	V		A	I		V		V							M	0	0	1, 5, 2		1	1
12	12	33	33	3.0	0	0	3/4	2	1	viio6		A	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
13	13	36	36	2.0	0	0	3/4	2	1	I6		A	I		I6		I		6					M	0	0	4, 1, 0		0	4
13	13	38	38	1.0	1/2	1/2	3/4	2	1	V43		A	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
14	14	39	39	2.0	0	0	3/4	2	1	I		A	I		I		I							M	0	0	0, 4, 1		0	0
14	14	41	41	1.0	1/2	1/2	3/4	2	1	V2		A	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
15	15	42	42	2.0	0	0	3/4	2	1	I6		A	I		I6		I		6					M	0	0	4, 1, 0		0	4
15	15	44	44	1.0	1/2	1/2	3/4	2	1	IV		A	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
16	16	45	45	0.5	0	0	3/4	2	1	V(64)		A	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
16	16	91/2	91/2	0.5	1/8	1/8	3/4	2	1	V7		A	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
16	16	46	46	1.0	1/4	1/4	3/4	2	1	I(94)}		A	I		I(94)		I			94			}	M	0	0	0, -1, 1	2	0	0
16	16	47	47	2.0	1/2	1/2	3/4	2	1	I|PAC		A	I		I		I					PAC		M	0	0	0, 4, 1		0	0
17	17	48	48	0.0	0	0	3/4	2	1	{		A	I										{		0	0				
17	17	49	49	0.5	1/4	1/4	3/4	2	1	I6		A	I		I6		I		6					M	0	0	4, 1, 0		0	4
17	17	99/2	99/2	0.5	3/8	3/8	3/4	2	1	V2		A	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
17	17	50	50	0.5	1/2	1/2	3/4	2	1	I6		A	I		I6		I		6					M	0	0	4, 1, 0		0	4
17	17	101/2	101/2	0.5	5/8	5/8	3/4	2	1	V2		A	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
18	18	51	51	0.5	0	0	3/4	2	1	I		A	I		I		I							M	0	0	0, 4, 1		0	0
18	18	103/2	103/2	0.5	1/8	1/8	3/4	2	1	V6		A	I		V6		V		6					M	0	0	5, 2, 1		1	5
18	18	52	52	0.5	1/4	1/4	3/4	2	1	I		A	I		I		I							M	0	0	0, 4, 1		0	0
18	18	105/2	105/2	0.5	3/8	3/8	3/4	2	1	V43		A	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
18	18	53	53	0.5	1/2	1/2	3/4	2	1	I		A	I		I		I							M	0	0	0, 4, 1		0	0
18	18	107/2	107/2	0.5	5/8	5/8	3/4	2	1	V6		A	I		V6		V		6					M	0	0	5, 2, 1		1	5
19	19	54	54	1.0	0	0	3/4	2	1	V		A	I		V		V							M	0	0	1, 5, 2		1	1
19	19	55	55	0.5	1/4	1/4	3/4	2	1	V6		A	I		V6		V		6					M	0	0	5, 2, 1		1	5
19	19	111/2	111/2	0.5	3/8	3/8	3/4	2	1	V6(#4^2)		A	I		V6(#4^2)		V		6	#4^2				M	0	0	3, 7, 1		1	3
19	19	56	56	0.5	1/2	1/2	3/4	2	1	V6		A	I		V6		V		6					M	0	0	5, 2, 1		1	5
19	19	113/2	113/2	0.5	5/8	5/8	3/4	2	1	V6(#4^2)		A	I		V6(#4^2)		V		6	#4^2				M	0	0	3, 7, 1		1	3
20	20	57	57	0.5	0	0	3/4	2	1	V6		A	I		V6		V		6					M	0	0	5, 2, 1		1	5
20	20	115/2	115/2	0.5	1/8	1/8	3/4	2	1	I		A	I		I		I							M	0	0	0, 4, 1		0	0
20	20	58	58	0.5	1/4	1/4	3/4	2	1	V43		A	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
20	20	117/2	117/2	0.5	3/8	3/8	3/4	2	1	I6		A	I		I6		I		6					M	0	0	4, 1, 0		0	4
20	20	59	59	0.5	1/2	1/2	3/4	2	1	V43		A	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
20	20	119/2	119/2	3.5	5/8	5/8	3/4	2	1	I		A	I		I		I							M	0	0	0, 4, 1		0	0
22	22	63	63	3.0	0	0	3/4	2	1	V.V43		A	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
23	23	66	66	2.0	0	0	3/4	2	1	I6		A	V		I6		I		6					M	0	0	4, 1, 0		0	4
23	23	68	68	1.0	1/2	1/2	3/4	2	1	IV		A	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
24	24	69	69	1.0	0	0	3/4	2	1	V(64)		A	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
24	24	70	70	1.0	1/4	1/4	3/4	2	1	V		A	V		V		V							M	0	0	1, 5, 2		1	1
24	24	71	71	1.0	1/2	1/2	3/4	2	1	V7		A	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
25	25	72	72	3.0	0	0	3/4	2	1	I|IAC}{		A	V		I		I					IAC	}{	M	0	0	0, 4, 1		0	0
26	26	75	75	2.0	0	0	3/4	2	1	V43		A	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
26	26	77	77	1.0	1/2	1/2	3/4	2	1	V65		A	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
27	27	78	78	3.0	0	0	3/4	2	1	I		A	V		I		I							M	0	0	0, 4, 1		0	0
28	28	81	81	2.0	0	0	3/4	2	1	V43		A	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
28	28	83	83	1.0	1/2	1/2	3/4	2	1	V65		A	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
29	29	84	84	1.0	0	0	3/4	2	1	I		A	V		I		I							M	0	0	0, 4, 1		0	0
29	29	85	85	1.0	1/4	1/4	3/4	2	1	IV		A	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
29	29	86	86	1.5	1/2	1/2	3/4	2	1	ii6		A	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
30	30	175/2	175/2	0.5	1/8	1/8	3/4	2	1	V7		A	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
30	30	88	88	1.0	1/4	1/4	3/4	2	1	I(94)}		A	V		I(94)		I			94			}	M	0	0	0, -1, 1	2	0	0
30	30	89	89	1.0	1/2	1/2	3/4	2	1	I|PAC		A	V		I		I					PAC		M	0	0	0, 4, 1		0	0
31	31	90	90	2.0	0	0	3/4	2	1	I.I{		A	I		I		I						{	M	0	0	0, 4, 1		0	0
31	31	92	92	1.0	1/2	1/2	3/4	2	1	V7		A	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
32	32	93	93	3.0	0	0	3/4	2	1	I		A	I		I		I							M	0	0	0, 4, 1		0	0
33	33	96	96	2.0	0	0	3/4	2	1	V6		A	I		V6		V		6					M	0	0	5, 2, 1		1	5
33	33	98	98	1.0	1/2	1/2	3/4	2	1	I		A	I		I		I							M	0	0	0, 4, 1		0	0
34	34	99	99	3.0	0	0	3/4	2	1	V43		A	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
35	35	102	102	2.0	0	0	3/4	2	1	I6		A	I		I6		I		6					M	0	0	4, 1, 0		0	4
35	35	104	104	1.0	1/2	1/2	3/4	2	1	viio6		A	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
36	36	105	105	2.0	0	0	3/4	2	1	I64	iii6	A	I		I64		I		64					M	0	0	1, 0, 4		0	1
36	36	107	107	1.0	1/2	1/2	3/4	2	1	ii6		A	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
37	37	108	108	1.5	0	0	3/4	2	1	I6		A	I		I6		I		6					M	0	0	4, 1, 0		0	4
37	37	219/2	219/2	0.5	3/8	3/8	3/4	2	1	viio64		A	I		viio64		vii	o	64					o	0	0	-1, 5, 2		5	-1
37	37	110	110	0.5	1/2	1/2	3/4	2	1	I6		A	I		I6		I		6					M	0	0	4, 1, 0		0	4
37	37	221/2	221/2	0.5	5/8	5/8	3/4	2	1	viio6		A	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
38	38	111	111	0.5	0	0	3/4	2	1	I		A	I		I		I							M	0	0	0, 4, 1		0	0
38	38	223/2	223/2	0.5	1/8	1/8	3/4	2	1	I6		A	I		I6		I		6					M	0	0	4, 1, 0		0	4
