mc	mn	onset	label
1	0	1/2	.D.V
2	1	0	I
2	1	1/2	vi
3	2	0	ii6
3	2	1/2	V7
4	3	0	I
4	3	1/2	ii6
5	4	0	V(64)
5	4	1/4	V\\
5	4	1/2	V
6	5	0	I6
6	5	1/2	vi6
7	6	0	V.V7
7	6	1/2	viio
8	7	0	I
8	7	1/4	ii6
8	7	1/2	V(64)
8	7	3/4	V7
9	8	0	I(94)
9	8	1/4	I\\
10	8	1/2	I.V
11	9	0	V7/II
11	9	1/4	II
11	9	1/2	V7
11	9	3/4	I
12	10	0	IV
12	10	5/8	I6
12	10	3/4	viio6
12	10	7/8	I
13	11	0	V65
13	11	1/4	I
13	11	1/2	V
13	11	3/4	viio6/V
14	12	0	V(64)
14	12	1/2	V\\
15	13	1/2	V
16	14	0	I
16	14	1/2	vi
17	15	0	ii6
17	15	1/2	V7
18	16	0	I
18	16	1/4	ii6
18	16	1/2	V(64)
18	16	3/4	V7
19	17	0	I(94)
19	17	1/4	I\\
20	17	1/2	V
21	18	0	I
21	18	1/2	I6
22	19	0	ii
22	19	1/2	V7
23	20	0	I6
23	20	1/2	IV
24	21	0	V(64)
24	21	1/4	V\\
24	21	1/2	V
25	22	0	I6
25	22	1/2	vi6
26	23	0	V.viio6
26	23	1/2	V65
27	24	0	I
27	24	1/4	ii6
27	24	1/2	V(64)
27	24	3/4	V7
28	25	0	I(94)
28	25	1/4	I\\
29	25	1/2	I.V
30	26	0	V65/II
30	26	1/4	II
30	26	1/2	V65
30	26	3/4	I
31	27	0	IV6
31	27	1/4	IV
31	27	2/3	I6
31	27	3/4	viio6
31	27	11/12	I
32	28	0	V65
32	28	1/4	I
32	28	1/2	V6
32	28	3/4	V43/V
33	29	0	V(64)
33	29	1/4	V\\
33	29	1/2	V
35	31	0	I
35	31	1/2	vi
36	32	0	ii6
36	32	1/2	V7
37	33	0	I
37	33	1/4	ii6
37	33	1/2	V(64)
37	33	3/4	V7
38	34	0	I(974)
38	34	1/4	I\\
39	34	1/2	V43
40	35	0	I
40	35	1/2	V7/IV
41	36	0	IV
41	36	1/4	ii6
41	36	1/2	V
41	36	3/4	viio64
41	36	5/6	I6
41	36	11/12	viio6
42	37	0	I
42	37	1/2	IV
42	37	3/4	ii6
43	38	0	V(64)
43	38	1/4	V\\
43	38	1/2	V43
44	39	0	I
44	39	1/4	vi6
44	39	1/2	I
45	40	0	V.viio
46	41	0	V
46	41	3/4	V7
47	42	0	I\\
48	42	1/2	I.viio43/ii
49	43	0	V65
49	43	1/4	II
49	43	1/2	V65
49	43	3/4	I
50	44	0	IV6
50	44	1/8	IV
50	44	9/16	I6
50	44	5/8	ii
51	45	0	V43
51	45	1/2	I
51	45	3/4	vi
51	45	7/8	viio6/V
52	46	0	V(#74)
52	46	1/4	V\\
52	46	1/2	V
53	47	1/2	V43
54	48	0	I
54	48	1/2	V43/IV
55	49	0	IV
55	49	1/4	ii6
55	49	1/2	viio
56	50	0	V
56	50	3/4	V7
57	51	0	I\\
58	51	1/2	I
59	52	0	I6
59	52	1/8	V65
59	52	1/4	I
59	52	3/8	#viio/vi
59	52	1/2	vi
60	53	0	V43-ii
60	53	1/8	I6
60	53	1/4	ii6
60	53	3/8	viio/V
60	53	1/2	V
60	53	3/4	V7
61	54	0	I
61	54	1/2	ii6
62	55	0	V(64)
62	55	1/4	V\\
62	55	1/2	I
63	56	0	I6
63	56	1/8	V65
63	56	1/4	I
63	56	3/8	#viio/vi
63	56	1/2	vi
63	56	5/8	V.#viio6/ii
