mc	mn	onset	label
63	56	3/4	ii6
63	56	7/8	viio/V
64	57	0	V\\
64	57	1/2	V65
65	58	0	I
65	58	1/4	ii6
65	58	1/2	V(64)
65	58	3/4	V
66	59	0	I\\
67	59	1/2	I.#viio43/ii
68	60	1/4	V65/V
68	60	1/2	viio43
68	60	3/4	I6
69	61	0	vi
69	61	1/8	V
69	61	1/4	IV
69	61	5/8	I6
69	61	3/4	V43
69	61	7/8	I
70	62	0	ii
70	62	1/4	V65
70	62	1/2	I
70	62	3/4	IV6
71	63	0	V(64)
71	63	1/2	V\\
72	64	1/8	V
73	65	0	I6
73	65	1/8	V65
73	65	1/4	I
73	65	3/8	#viio/vi
73	65	1/2	vi
74	66	0	#viio7/vi
74	66	1/2	V7
75	67	0	I
75	67	1/4	ii6
75	67	1/2	V(64)
75	67	3/4	V7
76	68	0	I\\
77	68	1/2	V
78	69	0	I
78	69	1/2	vi
79	70	0	ii6
79	70	1/2	V
80	71	0	I6
80	71	1/2	IV
81	72	0	V(64)
81	72	1/4	V\\
81	72	1/2	V
82	73	0	I
82	73	1/2	vi
83	74	0	V.viio
83	74	1/2	V7
84	75	0	I6
84	75	1/2	IV
84	75	3/4	V7
85	76	0	I\\
86	76	1/2	I.iiio
87	77	0	V65/ii
87	77	1/4	ii
87	77	1/2	V65
87	77	3/4	I
88	78	0	vi
88	78	1/4	IV
88	78	1/2	ii
88	78	3/4	V6
88	78	15/16	V6/V
89	79	0	V
89	79	1/4	V65
89	79	1/2	I
89	79	3/4	I6
90	80	0	V\\
92	82	0	I
92	82	1/2	vi
93	83	0	ii6
93	83	1/2	V
94	84	0	I6
94	84	1/2	IV
94	84	3/4	V7
95	85	0	I\\
96	85	1/2	V
97	86	0	I
97	86	1/2	vi
98	87	0	ii65
98	87	1/2	V7
99	88	0	I
99	88	1/4	V2/IV
99	88	1/2	IV6
99	88	3/4	ii6
100	89	0	V(64)
100	89	1/4	V\\
100	89	1/2	V
101	90	0	I
101	90	1/4	I6
101	90	1/2	I
101	90	3/4	vi
102	91	0	V.viio
102	91	1/4	V
102	91	1/2	viio
102	91	3/4	V65
103	92	0	I
103	92	1/4	ii6
103	92	1/2	V(64)
103	92	3/4	V7
104	93	0	I\\
105	93	1/2	I.#viio43/ii
106	94	1/8	II6
106	94	1/2	viio43
106	94	5/8	I6
107	95	0	vi
107	95	1/4	IV
107	95	3/8	I6
107	95	1/2	IV
107	95	5/8	I6
107	95	3/4	ii7
107	95	7/8	I
108	96	0	V65
108	96	1/4	I
108	96	1/2	V6
108	96	3/4	viio6/V
109	97	0	V(64)
109	97	1/4	V\\
109	97	1/2	V/V
110	98	1/4	V
111	99	0	I64
111	99	1/8	V7
111	99	1/4	I
111	99	3/8	IV
111	99	1/2	I[I
111	99	5/8	IV
111	99	3/4	viio6
111	99	7/8	I
112	100	0	IV
112	100	1/8	V]
112	100	1/4	IV
112	100	1/2	ii6
112	100	3/4	vii%7
113	101	0	I
113	101	1/4	ii6
113	101	1/2	V(64)
113	101	3/4	V7
114	102	0	I\\
115	102	1/2	I
116	103	1/2	vi6
116	103	3/4	V6/ii
117	104	0	ii
117	104	1/4	V/V
117	104	1/2	viio
117	104	3/4	V7
118	105	0	I
118	105	1/2	ii65
119	106	0	V(64)
119	106	1/4	V\\
119	106	3/4	I
120	107	1/2	vi6
120	107	3/4	I6
121	108	0	V.V7
121	108	1/4	viio6
121	108	1/2	V
121	108	3/4	viio64
122	109	0	I6
122	109	1/2	V
123	110	0	V2
123	110	1/4	I6\\
124	110	1/2	I.iiio6
125	111	0	V65/ii
125	111	1/4	V2/V
125	111	1/2	V65
125	111	3/4	V2/IV
126	112	0	IV
126	112	1/4	viio
126	112	1/2	I6
126	112	3/4	vi
127	113	0	ii
127	113	1/4	V7
127	113	1/2	V(64)
127	113	3/4	viio/V
128	114	0	V(64)
128	114	1/4	V\\
128	114	1/2	V
129	115	1/2	I
130	116	1/2	vi6
130	116	3/4	V6/ii
131	117	0	ii
131	117	1/4	V/V
131	117	1/2	viio
131	117	3/4	V7
132	118	0	I
132	118	1/4	IV
132	118	1/2	V(64)
132	118	3/4	V
133	119	0	V2
133	119	1/4	I6\\
134	119	1/2	i.V
135	120	0	i
136	121	0	iio6
136	121	1/2	V7
137	122	0	i
137	122	1/4	V2/IV
137	122	1/2	IV6
137	122	3/4	.It6
138	123	0	V(64)
138	123	1/4	V\\
138	123	1/2	V
139	124	0	i6
140	125	0	v.Ger6
141	126	0	V(64)
141	126	1/2	V7(4)
141	126	15/16	V7
142	127	0	i\\
143	127	1/2	V
144	128	0	i.#viio7/iv
144	128	1/4	IV
144	128	1/2	#viio65
144	128	3/4	i6
145	129	0	iv6
145	129	1/4	III6
145	129	1/2	.bII6
145	129	3/4	i6
146	130	0	#viio6
146	130	1/2	i6
147	131	0	V\\
147	131	1/2	V/V
148	132	0	V
149	133	0	i6
149	133	1/2	ii%65
150	134	0	V43/IV
150	134	1/2	IV6
151	135	0	.It6
151	135	1/4	V(64)
151	135	15/16	V7
152	136	0	i\\
153	136	1/2	I.V
154	137	0	I
155	138	0	V7
156	139	0	I
156	139	1/2	IV
157	140	0	V(64)
157	140	1/4	V\\
157	140	1/2	V
158	141	0	I
159	142	0	V.V7
159	142	1/2	V65
159	142	3/4	I
159	142	7/8	V43
160	143	0	I
160	143	1/4	ii6
160	143	1/2	V(64)
160	143	3/4	V
161	144	0	I\\
162	144	1/2	I
163	145	0	I.#viio7/ii
163	145	1/4	II
163	145	1/2	viio7
163	145	3/4	I
164	146	1/4	vi
164	146	3/4	IV
165	147	0	viio
165	147	1/4	I
165	147	1/2	viio
165	147	3/4	vi
166	148	0	V(64)
167	149	0	V\\
167	149	1/2	V
168	150	0	I
169	151	0	ii6
169	151	1/2	vii%43
170	152	0	I
170	152	1/4	ii6
170	152	1/2	V(64)
170	152	3/4	V
171	153	0	I\\
172	153	1/2	V
173	154	0	I
173	154	1/2	vi
174	155	0	IV
174	155	1/2	V7
175	156	0	I6(2)
175	156	3/8	I
175	156	1/2	IV6(2)
175	156	3/4	IV6
176	157	0	V7\\
176	157	1/2	I6
176	157	3/4	I
177	158	1/8	viio
177	158	1/4	vi
177	158	1/2	V.viio
177	158	5/8	I
177	158	3/4	viio6
178	159	1/8	I6
178	159	1/4	ii6
178	159	3/8	V6/V
178	159	1/2	V\\
179	160	0	I6
179	160	1/4	V/ii
179	160	1/2	ii
179	160	3/4	V7
180	161	0	I(97)
180	161	1/8	I\\
181	161	1/2	I
182	162	0	I.#viio7/ii
182	162	1/8	V65
182	162	1/4	V2/V
182	162	1/2	V65
182	162	3/4	V2/IV
183	163	0	IV6-vi
183	163	1/2	IV
184	164	0	ii
184	164	1/4	V65
184	164	1/2	I(4)
184	164	5/8	I
184	164	3/4	viio/V
185	165	0	V(9)
185	165	1/8	V\\
186	166	1/2	I6
186	166	3/4	I
187	167	1/4	V2/IV
187	167	1/2	IV6
187	167	3/4	IV
188	168	1/8	I6
188	168	1/4	ii
188	168	1/2	V7
188	168	5/8	V(64)
188	168	3/4	V7
188	168	7/8	viio64
189	169	0	I6
189	169	1/4	V7/ii
189	169	1/2	ii
189	169	3/4	V7
190	170	0	I(97)
190	170	1/8	I\\
191	170	1/2	V
192	171	0	I6
192	171	1/2	I64
192	171	3/4	I
193	172	0	V6
193	172	3/8	I
193	172	1/2	V43
194	173	0	I
194	173	1/4	I+
194	173	1/2	IV
194	173	3/4	ii6
195	174	0	V(64)
195	174	1/4	V\\
195	174	1/2	V
195	174	3/4	viio64
196	175	0	I6
196	175	1/4	V43
196	175	1/2	I
196	175	3/4	V.V43/ii
197	176	0	ii
197	176	1/4	viio43/V
197	176	1/2	V6
197	176	3/4	V7
198	177	0	I
198	177	1/4	I6
198	177	1/2	V
199	178	0	I\\
200	178	1/2	I.ii%2
201	179	0	viio7
201	179	1/4	I
201	179	1/2	I.viio7
201	179	3/4	I
202	180	0	viio/V
202	180	1/8	V
202	180	1/4	viio/IV
202	180	3/8	IV
202	180	1/2	viio/III
202	180	5/8	III
202	180	3/4	viio/II
202	180	7/8	II
203	181	0	V7
203	181	1/4	vi
203	181	1/2	ii6
203	181	3/4	viio/V
204	182	0	V\\
205	183	1/2	V
205	183	3/4	viio64
206	184	0	I6
206	184	1/4	V43
206	184	1/2	I
206	184	3/4	V43/vi
207	185	0	vi
207	185	1/4	V43/IV
207	185	1/2	IV
207	185	3/4	V+6/IV
208	186	0	IV
208	186	1/4	ii6
208	186	1/2	V7
209	187	0	I\\
210	187	1/2	V43
211	188	0	I
211	188	1/2	vi
212	189	0	ii6
212	189	1/2	V7
213	190	0	I
213	190	1/4	I6
213	190	1/2	IV
213	190	3/4	ii6
214	191	0	V(64)
214	191	1/4	V\\
215	192	0	I6
215	192	1/2	i6
216	193	0	V.V7
216	193	1/2	V
216	193	3/4	V65
217	194	0	I
217	194	1/4	IV
217	194	1/2	V(64)
217	194	3/4	V7
218	195	0	I(94)
218	195	1/4	I\\
219	195	1/2	I.V43
220	196	0	I
220	196	1/2	vi
221	197	0	ii6
221	197	1/2	V7
222	198	0	I
222	198	1/4	I6
222	198	1/2	IV
222	198	3/4	ii6
223	199	0	V(64)
223	199	1/4	V\\
224	200	0	I6
224	200	1/2	i6
225	201	0	V.V7
225	201	1/4	V
225	201	3/4	V65
226	202	0	I
226	202	1/4	IV
226	202	1/2	V(64)
226	202	3/4	V7
227	203	0	I(94)
227	203	1/4	I\\
228	203	1/2	II.ii%2
229	204	0	viio43
229	204	1/4	I6
229	204	1/2	I.viio43
229	204	3/4	I6
230	205	0	IV6-vi
230	205	3/16	V(+4)
230	205	5/16	IV
230	205	7/16	V+6/IV
230	205	9/16	IV
230	205	11/16	I6
230	205	13/16	viio6(2)
230	205	15/16	I
231	206	0	V65
231	206	1/4	I
231	206	1/2	V6
231	206	3/4	V43/V
232	207	0	V\\
232	207	1/2	vi
233	208	0	V
233	208	1/2	V43
234	209	0	I
234	209	1/2	vi
235	210	0	ii6
235	210	1/2	V7
236	211	0	I
236	211	1/2	V(4)
236	211	3/4	V
237	212	0	I(94)
237	212	1/4	I\\
238	212	1/2	II.ii%2
239	213	0	viio43
239	213	1/4	I6
239	213	1/2	I.viio43
239	213	3/4	I6
240	214	0	IV6-vi
240	214	3/16	V(+4)
240	214	5/16	IV
240	214	7/16	V+6/IV
240	214	9/16	IV
240	214	11/16	I6
240	214	13/16	viio6(2)
240	214	15/16	I
241	215	0	V65
241	215	1/4	I
241	215	1/2	V6
241	215	3/4	V43/V
242	216	0	V\\
242	216	1/2	vi
243	217	0	V
243	217	3/4	V7
244	218	0	I
244	218	1/2	vi
245	219	0	ii6
245	219	1/2	V7
246	220	0	I
246	220	1/2	V(4)
246	220	3/4	V
247	221	0	I(94)
247	221	1/4	I\\
248	221	1/2	V6
249	222	0	I
250	223	0	V65
250	223	1/2	V43
251	224	0	I
251	224	1/2	ii6
252	225	0	V(64)
252	225	1/4	V\\
252	225	1/2	V6
253	226	0	I6
253	226	1/2	i6
254	227	0	V.V7
256	229	0	I\\
256	229	1/2	I.V6
257	230	0	I
257	230	1/4	vi
257	230	1/2	I6
258	231	0	ii6
258	231	1/4	ii
258	231	1/2	V
259	232	0	I6
259	232	1/4	vi
259	232	1/2	ii6
260	233	0	V(64)
260	233	1/4	V\\
261	234	0	I6
261	234	1/4	I
261	234	1/2	vi
262	235	0	V.viio
262	235	1/4	viio6
262	235	1/2	V7
263	236	0	I
263	236	1/4	I6
263	236	1/2	V7
264	237	0	I\\
264	237	1/2	II.iio
265	238	0	viio43
265	238	1/8	I6
265	238	1/2	I.viio43
265	238	5/8	I6
266	239	0	vi
266	239	1/4	V
266	239	1/2	IV
267	240	0	I6
267	240	1/4	V43
267	240	1/2	I
268	241	0	V(64)
269	242	0	V\\
269	242	1/2	V6
270	243	0	I6
271	244	0	ii65
272	245	0	V
272	245	1/2	viio
273	246	0	I\\
273	246	1/2	I
274	247	0	#viio/ii
274	247	1/8	ii
274	247	1/4	#viio43/ii
274	247	3/8	ii6
274	247	1/2	viio
274	247	5/8	I
275	248	0	viio43
275	248	1/8	I6
275	248	1/4	I
275	248	1/2	V65/IV
276	249	0	iv
276	249	1/4	I64
276	249	1/2	.It6
277	250	0	V\\
277	250	1/4	V
279	252	0	I
279	252	1/4	vi
279	252	1/2	I6
280	253	0	ii6
280	253	1/4	ii
280	253	1/2	V
281	254	0	I6
281	254	1/4	IV
281	254	1/2	V
282	255	0	viio6/V
282	255	1/4	V
282	255	1/2	vii%43
283	256	0	I6
283	256	1/4	ii6
283	256	1/2	V
284	257	0	viio6/V
284	257	1/4	V
284	257	1/2	vii%43
285	258	0	I6
285	258	1/4	ii6
285	258	1/2	V
286	259	0	I\\
