mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	2.0	0	1/4	3/8	2	1	F.I{	F	I		I		I						{	M	0	0	0, 4, 1		0	0
3	2	2	1.5	0	0	3/8	2	1	V43	F	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
4	3	7/2	1.5	0	0	3/8	2	1	I	F	I		I		I							M	0	0	0, 4, 1		0	0
5	4	5	1.5	0	0	3/8	2	1	V2	F	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
6	5	13/2	1.5	0	0	3/8	2	1	I6	F	I		I6		I		6					M	0	0	4, 1, 0		0	4
7	6	8	1.5	0	0	3/8	2	1	IV	F	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
8	7	19/2	0.5	0	0	3/8	2	1	ii	F	I		ii		ii							m	0	0	2, -1, 3		2	2
8	7	10	0.5	1/8	1/8	3/8	2	1	ii6	F	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
8	7	21/2	0.5	1/4	1/4	3/8	2	1	viio/V	F	I		viio/V		vii	o			V			o	0	0	6, 3, 0		6	6
9	8	11	1.0	0	0	3/8	2	1	V|HC}	F	I		V		V					HC	}	M	0	0	1, 5, 2		1	1
9	8	12	2.0	1/4	1/4	3/8	2	1	I{	F	I		I		I						{	M	0	0	0, 4, 1		0	0
11	10	14	1.5	0	0	3/8	2	1	V43	F	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
12	11	31/2	1.5	0	0	3/8	2	1	I	F	I		I		I							M	0	0	0, 4, 1		0	0
13	12	17	1.5	0	0	3/8	2	1	V2	F	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
14	13	37/2	1.5	0	0	3/8	2	1	I6	F	I		I6		I		6					M	0	0	4, 1, 0		0	4
15	14	20	1.5	0	0	3/8	2	1	IV	F	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
16	15	43/2	1.0	0	0	3/8	2	1	V(64)	F	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
16	15	45/2	0.5	1/4	1/4	3/8	2	1	V	F	I		V		V							M	0	0	1, 5, 2		1	1
17	16	23	1.5	0	0	3/8	2	1	I[I|PAC}	F	I	I	I		I					PAC	}	M	0	0	0, 4, 1		0	0
18	17	49/2	2.0	0	0	3/8	2	1	ii6{	F	I	I	ii6		ii		6				{	m	0	0	-1, 3, 2		2	-1
19	18	53/2	1.5	1/8	1/8	3/8	2	1	I	F	I	I	I		I							M	0	0	0, 4, 1		0	0
20	19	28	1.0	1/8	1/8	3/8	2	1	viio6	F	I	I	viio6		vii	o	6					o	0	0	2, -1, 5		5	2
21	20	29	1.5	0	0	3/8	2	1	I	F	I	I	I		I							M	0	0	0, 4, 1		0	0
22	21	61/2	2.0	0	0	3/8	2	1	ii	F	I	I	ii		ii							m	0	0	2, -1, 3		2	2
23	22	65/2	1.5	1/8	1/8	3/8	2	1	I	F	I	I	I		I							M	0	0	0, 4, 1		0	0
24	23	34	1.0	1/8	1/8	3/8	2	1	viio	F	I	I	viio		vii	o						o	0	0	5, 2, -1		5	5
25	24	35	1.5	0	0	3/8	2	1	I}	F	I	I	I		I						}	M	0	0	0, 4, 1		0	0
26	25	73/2	1.5	0	0	3/8	2	1	V.ii6]{	F	V	IV	ii6		ii		6				{	m	0	0	-1, 3, 2		2	-1
27	26	38	1.5	0	0	3/8	2	1	I6	F	V		I6		I		6					M	0	0	4, 1, 0		0	4
28	27	79/2	1.5	0	0	3/8	2	1	viio6	F	V		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
29	28	41	1.5	0	0	3/8	2	1	I	F	V		I		I							M	0	0	0, 4, 1		0	0
30	29	85/2	4.0	0	0	3/8	2	1	ii6	F	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
32	31	93/2	0.5	1/4	1/4	3/8	2	1	vii%7/V	F	V		vii%7/V		vii	%	7		V			%7	0	0	6, 3, 0, 4		6	6
33	32	47	2.5	0	0	3/8	2	1	V|HC}	F	V		V		V					HC	}	M	0	0	1, 5, 2		1	1
34	33	99/2	0.5	1/4	1/4	3/8	2	1	vii%7/V	F	V		vii%7/V		vii	%	7		V			%7	0	0	6, 3, 0, 4		6	6
35	34	50	2.5	0	0	3/8	2	1	V	F	V		V		V							M	0	0	1, 5, 2		1	1
36	35	105/2	0.5	1/4	1/4	3/8	2	1	vii%7/V	F	V		vii%7/V		vii	%	7		V			%7	0	0	6, 3, 0, 4		6	6
37	36	53	3.0	0	0	3/8	2	1	V	F	V		V		V							M	0	0	1, 5, 2		1	1
39	38	56	1.5	0	0	3/8	2	1	V7{	F	V		V7		V		7				{	Mm7	0	0	1, 5, 2, -1		1	1
40	39	115/2	1.5	0	0	3/8	2	1	V7(9)	F	V		V7(9)		V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
41	40	59	1.5	0	0	3/8	2	1	V7	F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
42	41	121/2	1.5	0	0	3/8	2	1	V7(9)	F	V		V7(9)		V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
43	42	62	1.5	0	0	3/8	2	1	I	F	V		I		I							M	0	0	0, 4, 1		0	0
44	43	127/2	1.5	0	0	3/8	2	1	V65	F	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
45	44	65	1.5	0	0	3/8	2	1	I	F	V		I		I							M	0	0	0, 4, 1		0	0
46	45	133/2	1.5	0	0	3/8	2	1	V65	F	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
47	46	68	1.5	0	0	3/8	2	1	I	F	V		I		I							M	0	0	0, 4, 1		0	0
