mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	3.0	0	3/4	2/2	2	1	F.I{		F	I		I		I						{	M	0	0	0, 4, 1		0	0
2	1	3	2.0	1/2	1/2	2/2	2	1	viio		F	I		viio		vii	o						o	0	0	5, 2, -1		5	5
3	2	5	6.0	0	0	2/2	2	1	I		F	I		I		I							M	0	0	0, 4, 1		0	0
4	3	11	2.0	1/2	1/2	2/2	2	1	viio		F	I		viio		vii	o						o	0	0	5, 2, -1		5	5
5	4	13	4.0	0	0	2/2	2	1	I[I		F	I	I	I		I							M	0	0	0, 4, 1		0	0
6	5	17	4.0	0	0	2/2	2	1	V2		F	I	I	V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
7	6	21	4.0	0	0	2/2	2	1	I		F	I	I	I		I							M	0	0	0, 4, 1		0	0
8	7	25	4.0	0	0	2/2	2	1	V2		F	I	I	V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
9	8	29	6.0	0	0	2/2	2	1	I]}		F	I	I	I		I						}	M	0	0	0, 4, 1		0	0
9	8	32	0.0	3/4	3/4	2/2	2	1	{		F	I										{		0	0				
10	9	35	2.0	1/2	1/2	2/2	2	1	viio		F	I		viio		vii	o						o	0	0	5, 2, -1		5	5
11	10	37	6.0	0	0	2/2	2	1	I		F	I		I		I							M	0	0	0, 4, 1		0	0
12	11	43	2.0	1/2	1/2	2/2	2	1	viio		F	I		viio		vii	o						o	0	0	5, 2, -1		5	5
13	12	45	4.0	0	0	2/2	2	1	I		F	I		I		I							M	0	0	0, 4, 1		0	0
14	13	49	4.0	0	0	2/2	2	1	V43		F	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
15	14	53	3.0	0	0	2/2	2	1	I		F	I		I		I							M	0	0	0, 4, 1		0	0
15	14	56	1.0	3/4	3/4	2/2	2	1	I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
16	15	57	4.0	0	0	2/2	2	1	V2		F	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
17	16	61	1.5	0	0	2/2	2	1	I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
17	16	125/2	0.5	3/8	3/8	2/2	2	1	viio6		F	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
17	16	63	1.5	1/2	1/2	2/2	2	1	vi6		F	I		vi6		vi		6					m	0	0	0, 4, 3		3	0
17	16	129/2	0.5	7/8	7/8	2/2	2	1	V6		F	I		V6		V		6					M	0	0	5, 2, 1		1	5
18	17	65	1.5	0	0	2/2	2	1	IV6		F	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
18	17	133/2	0.5	3/8	3/8	2/2	2	1	iii6		F	I		iii6		iii		6					m	0	0	1, 5, 4		4	1
18	17	67	1.5	1/2	1/2	2/2	2	1	ii6		F	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
18	17	137/2	0.5	7/8	7/8	2/2	2	1	I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
19	18	69	2.0	0	0	2/2	2	1	viio6(2)}		F	I		viio6(2)		vii	o	6	2			}	o	0	0	2, -1, 0		5	2
19	18	71	2.0	1/2	1/2	2/2	2	1	viio6		F	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
20	19	73	3.0	0	0	2/2	2	1	viio{		F	I		viio		vii	o					{	o	0	0	5, 2, -1		5	5
20	19	76	1.0	3/4	3/4	2/2	2	1	V65		F	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
21	20	77	1.5	0	0	2/2	2	1	I		F	I		I		I							M	0	0	0, 4, 1		0	0
21	20	157/2	0.5	3/8	3/8	2/2	2	1	V7/IV		F	I		V7/IV		V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
21	20	79	2.0	1/2	1/2	2/2	2	1	ii6		F	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
