mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	0	2.5	0	3/8	2/4	2	1	Eb.I{	Eb	I		I		I						{	M	0	0	0, 4, 1		0	0
3	2	5/2	5/2	2.0	0	0	2/4	2	1	V6	Eb	I		V6		V		6					M	0	0	5, 2, 1		1	5
4	3	9/2	9/2	0.5	0	0	2/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
4	3	5	5	0.5	1/8	1/8	2/4	2	1	I6	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
4	3	11/2	11/2	0.5	1/4	1/4	2/4	2	1	IV	Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
4	3	6	6	0.5	3/8	3/8	2/4	2	1	V	Eb	I		V		V							M	0	0	1, 5, 2		1	1
5	4	13/2	13/2	0.5	0	0	2/4	2	1	vi	Eb	I		vi		vi							m	0	0	3, 0, 4		3	3
5	4	7	7	0.5	1/8	1/8	2/4	2	1	viio	Eb	I		viio		vii	o						o	0	0	5, 2, -1		5	5
5	4	15/2	15/2	3.0	1/4	1/4	2/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
7	6	21/2	21/2	2.0	0	0	2/4	2	1	V6	Eb	I		V6		V		6					M	0	0	5, 2, 1		1	5
8	7	25/2	25/2	0.5	0	0	2/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
8	7	13	13	0.5	1/8	1/8	2/4	2	1	I6	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
8	7	27/2	27/2	0.5	1/4	1/4	2/4	2	1	V43	Eb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
8	7	14	14	0.5	3/8	3/8	2/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
9	8	29/2	29/2	0.5	0	0	2/4	2	1	V(64)}	Eb	I		V(64)		V			64			}	M	0	0	1, 0, 4		1	1
9	8	15	15	1.0	1/8	1/8	2/4	2	1	V|HC	Eb	I		V		V					HC		M	0	0	1, 5, 2		1	1
9	8	16	16	2.5	3/8	3/8	2/4	2	1	V.I{	Eb	V		I		I						{	M	0	0	0, 4, 1		0	0
11	10	37/2	37/2	2.0	0	0	2/4	2	1	V65	Eb	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
12	11	41/2	41/2	2.0	0	0	2/4	2	1	I	Eb	V		I		I							M	0	0	0, 4, 1		0	0
13	12	45/2	45/2	2.0	0	0	2/4	2	1	V65	Eb	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
14	13	49/2	49/2	1.0	0	0	2/4	2	1	I	Eb	V		I		I							M	0	0	0, 4, 1		0	0
14	13	51/2	51/2	1.0	1/4	1/4	2/4	2	1	I6	Eb	V		I6		I		6					M	0	0	4, 1, 0		0	4
15	14	53/2	53/2	2.0	0	0	2/4	2	1	ii6	Eb	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
16	15	57/2	57/2	0.5	0	0	2/4	2	1	V(64)}	Eb	V		V(64)		V			64			}	M	0	0	1, 0, 4		1	1
16	15	29	29	1.5	1/8	1/8	2/4	2	1	V|HC	Eb	V		V		V					HC		M	0	0	1, 5, 2		1	1
16	15	59/2	59/2	0.0	1/4	1/4	2/4	2	1	{	Eb	V										{		0	0				
17	16	61/2	61/2	2.0	0	0	2/4	2	1	I6	Eb	V		I6		I		6					M	0	0	4, 1, 0		0	4
18	17	65/2	65/2	1.5	0	0	2/4	2	1	ii6(#7)	Eb	V		ii6(#7)		ii		6	#7				m	0	0	-1, 3, 7		2	-1
18	17	34	34	0.5	3/8	3/8	2/4	2	1	ii6	Eb	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
19	18	69/2	69/2	2.0	0	0	2/4	2	1	V7	Eb	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
20	19	73/2	73/2	1.5	0	0	2/4	2	1	vi(#4)	Eb	V		vi(#4)		vi			#4				m	0	0	3, 0, 9		3	3
20	19	38	38	0.5	3/8	3/8	2/4	2	1	vi	Eb	V		vi		vi							m	0	0	3, 0, 4		3	3
21	20	77/2	77/2	2.0	0	0	2/4	2	1	I6	Eb	V		I6		I		6					M	0	0	4, 1, 0		0	4
22	21	81/2	81/2	2.0	0	0	2/4	2	1	ii6	Eb	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
23	22	85/2	85/2	1.0	0	0	2/4	2	1	V(64)	Eb	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
23	22	87/2	87/2	1.0	1/4	1/4	2/4	2	1	V7	Eb	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
24	23	89/2	89/2	2.0	0	0	2/4	2	1	I|PAC}	Eb	V		I		I					PAC	}	M	0	0	0, 4, 1		0	0
25	24	93/2	93/2	2.0	0	0	2/4	2	1	I6{	Eb	V		I6		I		6				{	M	0	0	4, 1, 0		0	4
26	25	97/2	97/2	1.5	0	0	2/4	2	1	ii6(#72)	Eb	V		ii6(#72)		ii		6	#72				m	0	0	-1, 3, 4, 7		2	-1
26	25	50	50	0.5	3/8	3/8	2/4	2	1	ii6	Eb	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
27	26	101/2	101/2	1.5	0	0	2/4	2	1	V(9)	Eb	V		V(9)		V			9				M	0	0	1, 5, 2	3	1	1
27	26	52	52	0.5	3/8	3/8	2/4	2	1	V7	Eb	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
28	27	105/2	105/2	1.5	0	0	2/4	2	1	vi(6)	Eb	V		vi(6)		vi			6				m	0	0	3, 0, -1		3	3
28	27	54	54	0.5	3/8	3/8	2/4	2	1	vi	Eb	V		vi		vi							m	0	0	3, 0, 4		3	3
29	28	109/2	109/2	2.0	0	0	2/4	2	1	I6	Eb	V		I6		I		6					M	0	0	4, 1, 0		0	4
30	29	113/2	113/2	2.0	0	0	2/4	2	1	ii6	Eb	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
31	30	117/2	117/2	1.0	0	0	2/4	2	1	V(64)	Eb	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
31	30	119/2	119/2	1.0	1/4	1/4	2/4	2	1	V7	Eb	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
32	31	121/2	121/2	2.0	0	0	2/4	2	1	vi|DC	Eb	V		vi		vi					DC		m	0	0	3, 0, 4		3	3
33	32	125/2	125/2	2.0	0	0	2/4	2	1	I6	Eb	V		I6		I		6					M	0	0	4, 1, 0		0	4
34	33	129/2	129/2	2.0	0	0	2/4	2	1	IV	Eb	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
35	34	133/2	133/2	1.0	0	0	2/4	2	1	V(64)	Eb	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
35	34	135/2	135/2	1.0	1/4	1/4	2/4	2	1	V7	Eb	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
36	35	137/2	137/2	2.0	0	0	2/4	2	1	I|PAC}{	Eb	V		I		I					PAC	}{	M	0	0	0, 4, 1		0	0
37	36	141/2	141/2	1.0	0	0	2/4	2	1	ii6	Eb	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
37	36	143/2	143/2	0.5	1/4	1/4	2/4	2	1	ii	Eb	V		ii		ii							m	0	0	2, -1, 3		2	2
37	36	72	72	0.5	3/8	3/8	2/4	2	1	V7	Eb	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
38	37	145/2	145/2	2.0	0	0	2/4	2	1	I6	Eb	V		I6		I		6					M	0	0	4, 1, 0		0	4
39	38	149/2	149/2	1.0	0	0	2/4	2	1	ii6	Eb	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
39	38	151/2	151/2	0.5	1/4	1/4	2/4	2	1	ii	Eb	V		ii		ii							m	0	0	2, -1, 3		2	2
39	38	76	76	0.5	3/8	3/8	2/4	2	1	V7	Eb	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
40	39	153/2	153/2	1.5	0	0	2/4	2	1	I|PAC}	Eb	V		I		I					PAC	}	M	0	0	0, 4, 1		0	0
41	39	78	78	2.5	0	3/8	2/4	2	1	I.iv64/ii{	Eb	I		iv64/ii		iv		64		ii		{	m	0	0	2, 1, -2		1	2
43	41	161/2	161/2	2.5	0	0	2/4	2	1	V65/ii	Eb	I		V65/ii		V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
44	42	83	83	0.5	1/8	1/8	2/4	2	1	ii	Eb	I		ii		ii							m	0	0	2, -1, 3		2	2
44	42	167/2	167/2	0.5	1/4	1/4	2/4	2	1	v64/ii	Eb	I		v64/ii		v		64		ii			m	0	0	4, 3, 0		3	4
44	42	84	84	0.5	3/8	3/8	2/4	2	1	V2/ii	Eb	I		V2/ii		V		2		ii			Mm7	0	0	1, 3, 7, 4		3	1
45	43	169/2	169/2	0.5	0	0	2/4	2	1	ii6	Eb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
45	43	85	85	0.5	1/8	1/8	2/4	2	1	V6/ii	Eb	I		V6/ii		V		6		ii			M	0	0	7, 4, 3		3	7
45	43	171/2	171/2	1.0	1/4	1/4	2/4	2	1	ii}	Eb	I		ii		ii						}	m	0	0	2, -1, 3		2	2
45	43	86	86	0.0	3/8	3/8	2/4	2	1	{	Eb	I										{		0	0				
46	44	173/2	173/2	2.0	0	0	2/4	2	1	iv64	Eb	I		iv64		iv		64					m	0	0	0, -1, -4		-1	0
47	45	177/2	177/2	2.5	0	0	2/4	2	1	V65	Eb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
48	46	91	91	0.5	1/8	1/8	2/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
48	46	183/2	183/2	0.5	1/4	1/4	2/4	2	1	v64	Eb	I		v64		v		64					m	0	0	2, 1, -2		1	2
48	46	92	92	0.5	3/8	3/8	2/4	2	1	V2	Eb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
49	47	185/2	185/2	0.5	0	0	2/4	2	1	I6	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
49	47	93	93	0.5	1/8	1/8	2/4	2	1	V6	Eb	I		V6		V		6					M	0	0	5, 2, 1		1	5
49	47	187/2	187/2	1.0	1/4	1/4	2/4	2	1	I}	Eb	I		I		I						}	M	0	0	0, 4, 1		0	0
49	47	94	94	0.0	3/8	3/8	2/4	2	1	{	Eb	I										{		0	0				
50	48	189/2	189/2	2.0	0	0	2/4	2	1	V7/IV	Eb	I		V7/IV		V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
51	49	193/2	193/2	2.0	0	0	2/4	2	1	IV64	Eb	I		IV64		IV		64					M	0	0	0, -1, 3		-1	0
52	50	197/2	197/2	2.0	0	0	2/4	2	1	i	Eb	I		i		i							m	0	0	0, -3, 1		0	0
53	51	201/2	201/2	2.0	0	0	2/4	2	1	V2/V	Eb	I		V2/V		V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
54	52	205/2	205/2	2.0	0	0	2/4	2	1	V7/V	Eb	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
55	53	209/2	209/2	2.0	0	0	2/4	2	1	v64	Eb	I		v64		v		64					m	0	0	2, 1, -2		1	2
56	54	213/2	213/2	2.0	0	0	2/4	2	1	vi.iv	Eb	vi		iv		iv							m	0	1	-1, -4, 0		-1	-1
57	55	217/2	217/2	2.0	0	0	2/4	2	1	V2}	Eb	vi		V2		V		2				}	Mm7	0	1	-1, 1, 5, 2		1	-1
57	55	110	110	0.0	3/8	3/8	2/4	2	1	{	Eb	vi										{		0	1				
58	56	221/2	221/2	0.5	0	0	2/4	2	1	i6	Eb	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
