mc	mn	onset	label
1	1	0	.f.i
2	2	0	ii%65
3	3	0	V
3	3	5/8	V7
4	4	0	VI(64)
4	4	3/8	VI
4	4	5/8	.Ger6
5	5	0	V(64)
5	5	3/8	V7
6	6	0	VI(64)
6	6	3/8	VI
6	6	5/8	.Ger6
7	7	0	V(64)
7	7	3/8	V7
8	8	0	i(9#74)
8	8	3/8	i\\
9	9	0	III.I64
9	9	3/8	V
10	10	0	V
10	10	3/8	V(64)
11	11	0	IV6
11	11	1/4	I64
11	11	3/8	V6/V
12	12	0	V(64)
12	12	3/8	V
13	13	0	.Ger6
14	14	0	V
15	15	0	viio7/V
16	16	0	V2
17	17	0	I6
17	17	3/8	IV
18	18	0	V(64)
18	18	3/8	V7
19	19	0	vi
19	19	3/8	IV
20	20	0	V(64)
20	20	3/8	V7
21	21	0	I\\
21	21	1/4	V65/vi
21	21	3/8	vi
21	21	5/8	ii6
22	22	0	V(64)
22	22	1/4	V7
22	22	3/8	I\\
22	22	5/8	V65/vi
23	23	0	vi
23	23	1/4	ii6
23	23	3/8	V(64)
23	23	5/8	V7
24	24	0	I(974)
24	24	3/8	I\\
26	26	0	iv.#viio2
26	26	3/8	#viio43
27	27	0	#viio2
27	27	3/8	#viio43
28	28	0	i6
28	28	1/8	#viio6
28	28	1/4	i
28	28	3/8	V65\\
29	29	0	i
29	29	3/8	VI6
30	30	0	#viio7
30	30	3/8	V6
30	30	7/16	v6
31	31	0	v.V7
31	31	3/8	viio7/V
32	32	0	V\\
33	33	0	i
34	34	0	ii%65
35	35	0	V
35	35	5/8	V7
36	36	0	i(4)
36	36	3/8	i.V7
37	37	0	i
38	38	0	ii%65
39	39	0	V
39	39	5/8	V7
40	40	0	VI(64)
40	40	3/8	VI
40	40	5/8	.Ger6
41	41	0	V(64)
41	41	3/8	V7
42	42	0	i(9#74)
42	42	3/8	i\\
43	43	0	i
43	43	3/8	#viio43/iv
44	44	0	iv6(9#7)
44	44	3/8	iv6
45	45	0	.bII6
45	45	5/8	viio7/V
46	46	0	V(64)
46	46	3/8	V
47	47	0	.Ger6
48	48	0	V
49	49	0	viio7/V
50	50	0	#viio43
51	51	0	i6
51	51	3/8	iv
52	52	0	V(64)
52	52	3/8	V7
53	53	0	i6\\
53	53	3/8	ii%65
54	54	0	V(64)
54	54	3/8	#viio65/iv
55	55	0	.Ger6
55	55	3/8	viio65/V
56	56	0	V(64)
56	56	3/8	V7
57	57	0	i\\
57	57	1/4	V65/iv
57	57	3/8	iv
57	57	5/8	iv
58	58	0	V(64)
58	58	1/4	V7
58	58	3/8	i\\
58	58	5/8	#viio7/iv
59	59	0	iv
59	59	1/4	viio7/V
59	59	3/8	V(64)
59	59	5/8	V7
60	60	0	i(9#74)
60	60	3/8	i\\
