mc	mn	onset	label
1	1	0	.D.I6
2	2	0	ii6
3	3	0	V6
4	4	0	I
5	5	0	I6
5	5	1/8	V43
5	5	1/4	I
6	6	0	V43
6	6	1/8	I6
6	6	1/4	V2
7	7	0	I6
7	7	1/4	V(64)/V
8	8	0	V7/V
8	8	1/4	I/V\\
9	9	0	I
9	9	1/4	vi
10	10	0	ii6
10	10	1/4	ii
11	11	0	viio
11	11	1/4	V
12	12	0	I
13	13	0	V2/IV
13	13	1/4	IV6
14	14	0	V2
14	14	1/4	I6
15	15	0	ii6
15	15	1/4	V(64)
15	15	3/8	V7
16	16	0	I[I\\
17	17	0	viio6
18	18	0	I
19	19	0	viio6
20	20	0	I
20	20	1/8	viio
20	20	1/4	I]
20	20	3/8	V7
21	21	0	I[I
21	21	1/8	viio
21	21	1/4	I]
21	21	3/8	V7
22	22	0	I
23	23	0	V
23	23	1/4	I
24	24	0	V
24	24	1/4	V(64)
25	25	0	V\\
26	26	0	V.I
27	27	0	ii
27	27	1/4	viio6
29	29	0	I6
29	29	1/4	#viio6/ii
30	30	0	ii6
30	30	1/4	#viio6/ii
30	30	3/8	ii
31	31	0	V65/ii
31	31	1/4	ii
32	32	0	V65
32	32	1/4	I
33	33	0	vi(4)
33	33	1/8	vio
33	33	1/4	.It6
34	34	0	V\\
35	35	0	V[viio/V
36	36	0	V2
37	37	0	I6
38	38	0	V64(6)
38	38	1/4	V64
39	39	0	I
39	39	3/8	viio/V
40	40	0	V43]
44	44	0	I
44	44	1/4	V2
45	45	0	I6
45	45	1/4	V2
46	46	0	I6
46	46	1/8	viio/IV
46	46	1/4	V65/ii
46	46	3/8	ii
47	47	0	V65
47	47	1/8	I
47	47	1/4	IVM7
47	47	3/8	viio
48	48	0	V65/vi
48	48	1/8	vi
48	48	1/4	V65/V
48	48	3/8	V2
49	49	0	I6
49	49	1/8	IV
49	49	1/4	V(64)
49	49	3/8	V7
50	50	0	I\\
50	50	1/4	I
50	50	3/8	#viio6/vi
51	51	0	vi
51	51	1/8	iii6
51	51	1/4	IV
51	51	3/8	I6
52	52	0	viio6
52	52	1/8	I\\
52	52	3/8	I6
53	53	0	IV6
53	53	1/8	iii6
53	53	1/4	ii6
53	53	3/8	viio/V
54	54	0	V(64)
54	54	1/8	V\\
54	54	1/4	I
54	54	3/8	V6
55	55	0	vi
55	55	1/8	iii6
55	55	1/4	IV
55	55	3/8	I6
56	56	0	viio6
56	56	1/8	I\\
56	56	3/8	I6
57	57	0	ii65
57	57	1/4	V(64)
57	57	3/8	V
58	58	0	I[I\\
59	59	0	V2
60	60	0	I6
60	60	1/4	V43/IV
61	61	0	IV
62	62	0	I6
62	62	1/4	V7/IV]
65	65	0	I.I6
66	66	0	ii6
67	67	0	V6
68	68	0	I
69	69	0	I6
69	69	1/8	V43
69	69	1/4	I
70	70	0	V43
70	70	1/8	I6
70	70	1/4	V2
71	71	0	I6
71	71	1/4	V(64)/V
72	72	0	V7/V
72	72	1/4	I/V\\
73	73	0	I
73	73	1/4	vi
74	74	0	ii6
74	74	1/4	ii
75	75	0	viio
75	75	1/4	V
76	76	0	I
77	77	0	V2/IV
77	77	1/4	IV6
78	78	0	V2
78	78	1/4	I6
79	79	0	ii6
79	79	1/4	V(64)
79	79	3/8	V7
80	80	0	I[I\\
81	81	0	viio6
82	82	0	i
83	83	0	viio6
84	84	0	i]
84	84	3/8	V7
85	85	0	i[i6
85	85	1/8	viio
85	85	1/4	i]
85	85	3/8	.bIII.V7
86	86	0	I[I
86	86	1/8	viio
86	86	1/4	I]
86	86	3/8	V7
87	87	0	I[I
87	87	1/8	viio
87	87	1/4	I]
87	87	3/8	V7/iii
88	88	0	iii
88	88	3/8	#viio7/iii
89	89	0	III
89	89	1/8	#viio7/ii
89	89	1/4	II
89	89	3/8	viio7
90	90	0	I
90	90	1/8	#viio7/vi
90	90	1/4	vi
90	90	3/8	#viio65/ii
91	91	0	ii6
91	91	3/8	vii%7/V
92	92	0	V\\
92	92	1/4	I
93	93	0	V
93	93	1/4	V(64)
94	94	0	V
95	95	0	I
96	96	0	ii6
96	96	1/4	viio
98	98	0	I6
98	98	1/4	#viio/ii
99	99	0	ii
100	100	0	viio/IV
101	101	0	V65/IV
102	102	0	#viio6/iii
103	103	0	v.i
104	104	0	ii6
104	104	1/4	ii65
105	105	0	V65/V
105	105	1/8	V
106	106	0	III6
106	106	1/4	V65/vi
107	107	0	V/ii
108	108	0	I.vi
109	109	0	ii
110	110	0	V
111	111	0	I
112	112	0	ii6
113	113	3/8	viio/V
114	114	0	V\\
114	114	1/4	I
115	115	0	V
115	115	1/4	V(64)
116	116	0	V
117	117	0	I
118	118	0	ii
118	118	1/4	viio6
120	120	0	I6
120	120	1/4	#viio/ii
121	121	0	ii6
121	121	1/4	#viio6/ii
121	121	3/8	ii
122	122	0	V65/ii
122	122	1/4	ii
123	123	0	V65
123	123	1/4	I
124	124	0	vi(4)
124	124	1/8	vio
124	124	1/4	ii%43
124	124	3/8	.It6
125	125	0	V\\
126	126	0	V[viio(2)/V
126	126	3/16	viio/V
127	127	0	V2
128	128	0	I6
129	129	0	V
130	130	0	I
130	130	3/8	viio/V
131	131	0	V43]
135	135	0	I
135	135	1/4	V2
136	136	0	I6
136	136	1/4	V2
137	137	0	I6
137	137	1/8	viio/IV
137	137	1/4	V65/ii
137	137	3/8	ii
138	138	0	V65
138	138	1/8	I
138	138	1/4	IVM65
138	138	3/8	viio6
139	139	0	V65/vi
139	139	1/8	vi
139	139	1/4	V65/V
139	139	3/8	V2
140	140	0	I6
140	140	1/8	IV
140	140	1/4	V(64)
140	140	3/8	V7
141	141	0	I\\
141	141	3/8	#viio6/vi
142	142	0	vi
142	142	1/8	iii6
142	142	1/4	IV
142	142	3/8	I6
143	143	0	viio6
143	143	1/8	I\\
143	143	3/8	I6
144	144	0	IV6
144	144	1/8	iii6
144	144	1/4	ii6
144	144	3/8	viio6/V
145	145	0	V(64)
145	145	1/8	V\\
145	145	1/4	I
145	145	3/8	V6
146	146	0	vi
146	146	1/8	iii6
146	146	1/4	IV
146	146	3/8	I6
147	147	0	viio6
147	147	1/8	I\\
147	147	3/8	I6
148	148	0	ii65
148	148	1/4	V(64)
148	148	3/8	V
149	149	0	I[I\\
150	150	0	V2
151	151	0	I6
151	151	1/4	V7/IV]
152	152	0	V65/ii
152	152	1/4	V2/V
153	153	0	V65
153	153	1/4	V2/IV
154	154	0	IV6
154	154	1/8	iii6
154	154	1/4	ii6
154	154	3/8	V65/V
155	155	0	V[V
156	156	0	I
157	157	0	V6
158	158	0	i
159	159	0	V
159	159	1/4	viio6/V
160	160	0	V
160	160	1/4	I
161	161	0	viio64
161	161	1/8	I6
161	161	1/4	viio6
161	161	3/8	vi6
162	162	0	V6
162	162	1/8	IV6
162	162	1/4	iii6
162	162	3/8	ii6]
163	163	0	I6
164	164	0	ii6
165	165	0	V6
166	166	0	I
167	167	0	I6
167	167	1/8	V43
167	167	1/4	I
168	168	0	V43
168	168	1/8	I6
168	168	1/4	V2
169	169	0	I6
169	169	1/4	V(64)/V
170	170	0	V7/V
170	170	1/4	I/V\\
171	171	0	I
171	171	1/4	vi
172	172	0	ii6
172	172	1/4	ii
173	173	0	viio
173	173	1/4	V
174	174	0	I
175	175	0	V2/IV
175	175	1/4	IV6
176	176	0	V2
176	176	1/4	I6
177	177	0	ii6
