mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	4.0	0	0	4/4	2	1	a.i[i{	a	i	i	i		i						{	m	1	1	0, -3, 1		0	0
2	2	4	4	4.0	0	0	4/4	2	1	V43	a	i	i	V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
3	3	8	8	4.0	0	0	4/4	2	1	i	a	i	i	i		i							m	1	1	0, -3, 1		0	0
4	4	12	12	4.0	0	0	4/4	2	1	V43	a	i	i	V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
5	5	16	16	4.0	0	0	4/4	2	1	i]	a	i	i	i		i							m	1	1	0, -3, 1		0	0
6	6	20	20	1.0	0	0	4/4	2	1	iv(9#7)	a	i		iv(9#7)		iv			9#7				m	1	1	-1, -4, 0	1, 4	-1	-1
6	6	21	21	1.0	1/4	1/4	4/4	2	1	iv65	a	i		iv65		iv		65					mm7	1	1	-4, 0, -3, -1		-1	-4
6	6	22	22	2.0	1/2	1/2	4/4	2	1	VII	a	i		VII		VII							M	1	1	-2, 2, -1		-2	-2
7	7	24	24	1.0	0	0	4/4	2	1	III(7#2)	a	i		III(7#2)		III			7#2				M	1	1	-3, 6, -2	2	-3	-3
7	7	25	25	1.0	1/4	1/4	4/4	2	1	IIIM65	a	i		IIIM65		III	M	65					MM7	1	1	1, -2, 2, -3		-3	1
7	7	26	26	3.0	1/2	1/2	4/4	2	1	VI	a	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
8	8	29	29	1.0	1/4	1/4	4/4	2	1	iio6	a	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
8	8	30	30	1.0	1/2	1/2	4/4	2	1	V(64)	a	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
8	8	31	31	1.0	3/4	3/4	4/4	2	1	V7	a	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
9	9	32	32	4.0	0	0	4/4	2	1	i[i|EC}{	a	i	i	i		i					EC	}{	m	1	1	0, -3, 1		0	0
10	10	36	36	4.0	0	0	4/4	2	1	#viio65	a	i	i	#viio65		#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
11	11	40	40	4.0	0	0	4/4	2	1	i]	a	i	i	i		i							m	1	1	0, -3, 1		0	0
12	12	44	44	4.0	0	0	4/4	2	1	V43/VI	a	i		V43/VI		V		43		VI			Mm7	1	1	-2, -5, -3, 1		-3	-2
13	13	48	48	1.0	0	0	4/4	2	1	VI	a	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
13	13	49	49	1.0	1/4	1/4	4/4	2	1	iv6	a	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
13	13	50	50	2.0	1/2	1/2	4/4	2	1	V43/iv	a	i		V43/iv		V		43		iv			Mm7	1	1	1, -2, 0, 4		0	1
14	14	52	52	1.0	0	0	4/4	2	1	IV	a	i		IV		IV							M	1	1	-1, 3, 0		-1	-1
14	14	53	53	1.0	1/4	1/4	4/4	2	1	V65/III	a	i		V65/III		V		65		III			Mm7	1	1	2, -1, -4, -2		-2	2
14	14	54	54	1.0	1/2	1/2	4/4	2	1	III(#9)	a	i		III(#9)		III			#9				M	1	1	-3, 1, -2	6	-3	-3
