mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
51	46	91	91	1.0	0	0	2/4	2	1		V43	a	I		V43		V		43					Mm7	1	0	2, -1, 1, 5		1	2
51	46	92	92	1.0	1/4	1/4	2/4	2	1		V65	a	I		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
52	47	93	93	0.5	0	0	2/4	2	1		I	a	I		I		I							M	1	0	0, 4, 1		0	0
52	47	187/2	187/2	0.5	1/8	1/8	2/4	2	1		vi	a	I		vi		vi							m	1	0	3, 0, 4		3	3
52	47	94	94	0.5	1/4	1/4	2/4	2	1		ii6	a	I		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
52	47	189/2	189/2	0.5	3/8	3/8	2/4	2	1		V	a	I		V		V							M	1	0	1, 5, 2		1	1
53	48	95	95	1.0	0	0	2/4	2	1		I|PAC}	a	I		I		I					PAC	}	M	1	0	0, 4, 1		0	0
53	48	96	96	1.0	1/4	1/4	2/4	2	1		#vi.V{	a	#vi		V		V						{	M	1	1	1, 5, 2		1	1
54	49	97	97	2.0	0	0	2/4	2	1		i	a	#vi		i		i							m	1	1	0, -3, 1		0	0
55	50	99	99	2.0	0	0	2/4	2	1		V43	a	#vi		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
56	51	101	101	2.0	0	0	2/4	2	1		i	a	#vi		i		i							m	1	1	0, -3, 1		0	0
57	52	103	103	1.0	0	0	2/4	2	1		V	a	#vi		V		V							M	1	1	1, 5, 2		1	1
57	52	104	104	0.5	1/4	1/4	2/4	2	1		iio64/iv	a	#vi		iio64/iv		ii	o	64		iv			o	1	1	-5, 1, -2		1	-5
57	52	209/2	209/2	0.5	3/8	3/8	2/4	2	1		V/iv	a	#vi		V/iv		V				iv			M	1	1	0, 4, 1		0	0
58	53	105	105	2.0	0	0	2/4	2	1		iv	a	#vi		iv		iv							m	1	1	-1, -4, 0		-1	-1
59	54	107	107	2.0	0	0	2/4	2	1		iio6	a	#vi		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
60	55	109	109	1.0	0	0	2/4	2	1		V(64)	a	#vi		V(64)		V			64				M	1	1	1, 0, -3		1	1
60	55	110	110	1.0	1/4	1/4	2/4	2	1		V7	a	#vi		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
61	56	111	111	1.0	0	0	2/4	2	1		i|PAC}	a	#vi		i		i					PAC	}	m	1	1	0, -3, 1		0	0
62	56	112	112	5.0	0	1/4	2/4	2	1		I.I{	a	I		I		I						{	M	1	0	0, 4, 1		0	0
65	59	117	117	1.0	0	0	2/4	2	1		IV	a	I		IV		IV							M	1	0	-1, 3, 0		-1	-1
65	59	118	118	1.0	1/4	1/4	2/4	2	1		V65/V	a	I		V65/V		V		65		V			Mm7	1	0	6, 3, 0, 2		2	6
66	60	119	119	2.0	0	0	2/4	2	1		V|HC	a	I		V		V					HC		M	1	0	1, 5, 2		1	1
67	61	121	121	4.0	0	0	2/4	2	1		I	a	I		I		I							M	1	0	0, 4, 1		0	0
69	63	125	125	1.0	0	0	2/4	2	1		ii65	a	I		ii65		ii		65					mm7	1	0	-1, 3, 0, 2		2	-1
69	63	126	126	1.0	1/4	1/4	2/4	2	1		V	a	I		V		V							M	1	0	1, 5, 2		1	1
70	64	127	127	1.0	0	0	2/4	2	1		I|PAC}	a	I		I		I					PAC	}	M	1	0	0, 4, 1		0	0
71	64	128	128	9.0	0	1/4	2/4	2	1		i.i{	a	i		i		i						{	m	1	1	0, -3, 1		0	0
76	69	137	137	5.0	0	0	2/4	2	1		v.i	a	v		i		i							m	1	1	0, -3, 1		0	0
78	71	142	142	0.5	1/4	1/4	2/4	2	1		V(64)	a	v		V(64)		V			64				M	1	1	1, 0, -3		1	1
78	71	285/2	285/2	0.5	3/8	3/8	2/4	2	1		V	a	v		V		V							M	1	1	1, 5, 2		1	1
79	72	143	143	1.0	0	0	2/4	2	1		i|PAC}	a	v		i		i					PAC	}	m	1	1	0, -3, 1		0	0
80	72	144	144	2.0	0	1/4	2/4	2	1		i.III{	a	i		III		III						{	M	1	1	-3, 1, -2		-3	-3
81	73	146	146	1.0	1/4	1/4	2/4	2	1		III6	a	i		III6		III		6					M	1	1	1, -2, -3		-3	1
82	74	147	147	1.0	0	0	2/4	2	1		V/III|HC	a	i		V/III		V				III	HC		M	1	1	-2, 2, -1		-2	-2
82	74	148	148	2.0	1/4	1/4	2/4	2	1		III	a	i		III		III							M	1	1	-3, 1, -2		-3	-3
83	75	150	150	1.0	1/4	1/4	2/4	2	1		III6	a	i		III6		III		6					M	1	1	1, -2, -3		-3	1
84	76	151	151	1.0	0	0	2/4	2	1		V/III|HC	a	i		V/III		V				III	HC		M	1	1	-2, 2, -1		-2	-2
84	76	152	152	2.0	1/4	1/4	2/4	2	1		i	a	i		i		i							m	1	1	0, -3, 1		0	0
85	77	154	154	1.0	1/4	1/4	2/4	2	1		i6	a	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
86	78	155	155	1.0	0	0	2/4	2	1		V|HC	a	i		V		V					HC		M	1	1	1, 5, 2		1	1
86	78	156	156	2.0	1/4	1/4	2/4	2	1		i	a	i		i		i							m	1	1	0, -3, 1		0	0
87	79	158	158	1.0	1/4	1/4	2/4	2	1		i6	a	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
88	80	159	159	1.0	0	0	2/4	2	1		V|HC}	a	i		V		V					HC	}	M	1	1	1, 5, 2		1	1
88	80	160	160	7.0	1/4	1/4	2/4	2	1		i{	a	i		i		i						{	m	1	1	0, -3, 1		0	0
92	84	167	167	2.0	0	0	2/4	2	1		Ger6	a	i		Ger6	Ger	vii	o	65	b3	V			Ger	1	1	-4, 0, -3, 6		6	-4
93	85	169	169	1.0	0	0	2/4	2	1		V(64)	a	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
93	85	170	170	1.0	1/4	1/4	2/4	2	1		#viio43	a	i		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
94	86	171	171	1.0	0	0	2/4	2	1		i6	a	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
94	86	172	172	1.0	1/4	1/4	2/4	2	1		iio6	a	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
95	87	173	173	1.0	0	0	2/4	2	1		V(64)	a	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
95	87	174	174	1.0	1/4	1/4	2/4	2	1		V	a	i		V		V							M	1	1	1, 5, 2		1	1
96	88	175	175	1.0	0	0	2/4	2	1		i|PAC}	a	i		i		i					PAC	}	m	1	1	0, -3, 1		0	0
97	88	176	176	5.0	0	1/4	2/4	2	1		I.I{	a	I		I		I						{	M	1	0	0, 4, 1		0	0
100	91	181	181	1.0	0	0	2/4	2	1		IV	a	I		IV		IV							M	1	0	-1, 3, 0		-1	-1
100	91	182	182	1.0	1/4	1/4	2/4	2	1		V65/V	a	I		V65/V		V		65		V			Mm7	1	0	6, 3, 0, 2		2	6
101	92	183	183	2.0	0	0	2/4	2	1		V|HC	a	I		V		V					HC		M	1	0	1, 5, 2		1	1
102	93	185	185	4.0	0	0	2/4	2	1		I	a	I		I		I							M	1	0	0, 4, 1		0	0
104	95	189	189	1.0	0	0	2/4	2	1		ii65	a	I		ii65		ii		65					mm7	1	0	-1, 3, 0, 2		2	-1
104	95	190	190	1.0	1/4	1/4	2/4	2	1		V	a	I		V		V							M	1	0	1, 5, 2		1	1
105	96		191		0	0	2/4	2	1	1	I|PAC}	a	I		I		I					PAC	}	M	1	0	0, 4, 1		0	0
106	96	191	192	8.0	0	0	2/4	2	1	2	I|PAC}{	a	I		I		I					PAC	}{	M	1	0	0, 4, 1		0	0
110	100	199	200	2.0	0	0	2/4	2	1		IV	a	I		IV		IV							M	1	0	-1, 3, 0		-1	-1
111	101	201	202	2.0	0	0	2/4	2	1		I	a	I		I		I							M	1	0	0, 4, 1		0	0
112	102	203	204	2.0	0	0	2/4	2	1		V|HC	a	I		V		V					HC		M	1	0	1, 5, 2		1	1
113	103	205	206	6.0	0	0	2/4	2	1		I	a	I		I		I							M	1	0	0, 4, 1		0	0
116	106	211	212	2.0	0	0	2/4	2	1		IV	a	I		IV		IV							M	1	0	-1, 3, 0		-1	-1
117	107	213	214	2.0	0	0	2/4	2	1		I	a	I		I		I							M	1	0	0, 4, 1		0	0
118	108	215	216	2.0	0	0	2/4	2	1		V	a	I		V		V							M	1	0	1, 5, 2		1	1
119	109	217	218	8.0	0	0	2/4	2	1		I|PAC}{	a	I		I		I					PAC	}{	M	1	0	0, 4, 1		0	0
123	113	225	226	2.0	0	0	2/4	2	1		IV64	a	I		IV64		IV		64					M	1	0	0, -1, 3		-1	0
124	114	227	228	2.0	0	0	2/4	2	1		I	a	I		I		I							M	1	0	0, 4, 1		0	0
125	115	229	230	2.0	0	0	2/4	2	1		V|HC	a	I		V		V					HC		M	1	0	1, 5, 2		1	1
126	116	231	232	6.0	0	0	2/4	2	1		I	a	I		I		I							M	1	0	0, 4, 1		0	0
129	119	237	238	2.0	0	0	2/4	2	1		IV	a	I		IV		IV							M	1	0	-1, 3, 0		-1	-1
130	120	239	240	2.0	0	0	2/4	2	1		I	a	I		I		I							M	1	0	0, 4, 1		0	0
131	121	241	242	2.0	0	0	2/4	2	1		V	a	I		V		V							M	1	0	1, 5, 2		1	1
132	122	243	244	12.0	0	0	2/4	2	1		I|PAC}	a	I		I		I					PAC	}	M	1	0	0, 4, 1		0	0
